Datetime_UTC,DHI-MS80,MS80-temp,DNI-MS57
2025-02-19 00:00:00,5.74,12.06,3.73
2025-02-19 00:00:10,5.86,12.04,3.91
2025-02-19 00:00:20,5.89,12.04,3.69
2025-02-19 00:00:30,6.01,12.03,3.82
2025-02-19 00:00:40,5.89,12.03,3.78
2025-02-19 00:00:50,5.98,12.01,3.64
2025-02-19 00:01:00,6.07,12.01,3.28
2025-02-19 00:01:10,6.1,12.0,3.78
2025-02-19 00:01:20,6.31,12.0,3.64
2025-02-19 00:01:30,6.25,11.98,3.64
2025-02-19 00:01:40,6.28,11.98,3.78
2025-02-19 00:01:50,6.4,11.98,3.78
2025-02-19 00:02:00,6.37,11.98,3.64
2025-02-19 00:02:10,6.4,11.97,3.73
2025-02-19 00:02:20,6.48,11.97,3.69
2025-02-19 00:02:30,6.69,11.97,3.82
2025-02-19 00:02:40,6.78,11.95,3.82
2025-02-19 00:02:50,6.9,11.95,3.64
2025-02-19 00:03:00,6.9,11.95,3.78
2025-02-19 00:03:10,6.9,11.95,3.41
2025-02-19 00:03:20,7.2,11.93,3.6
2025-02-19 00:03:30,7.2,11.93,3.73
2025-02-19 00:03:40,7.23,11.93,3.6
2025-02-19 00:03:50,7.46,11.93,3.64
2025-02-19 00:04:00,7.46,11.92,3.82
2025-02-19 00:04:10,7.49,11.92,3.69
2025-02-19 00:04:20,7.61,11.92,3.5
2025-02-19 00:04:30,7.79,11.92,3.41
2025-02-19 00:04:40,7.88,11.9,3.73
2025-02-19 00:04:50,8.05,11.9,3.6
2025-02-19 00:05:00,8.26,11.9,3.46
2025-02-19 00:05:10,8.26,11.89,3.64
2025-02-19 00:05:20,8.29,11.89,3.5
2025-02-19 00:05:30,8.35,11.89,3.5
2025-02-19 00:05:40,8.38,11.89,3.5
2025-02-19 00:05:50,8.53,11.87,3.73
2025-02-19 00:06:00,8.68,11.87,3.6
2025-02-19 00:06:10,8.65,11.87,3.5
2025-02-19 00:06:20,8.71,11.87,3.32
2025-02-19 00:06:30,8.79,11.87,3.46
2025-02-19 00:06:40,9.06,11.87,3.55
2025-02-19 00:06:50,8.94,11.87,3.73
2025-02-19 00:07:00,9.21,11.87,3.5
2025-02-19 00:07:10,9.15,11.87,3.5
2025-02-19 00:07:20,9.27,11.87,3.46
2025-02-19 00:07:30,9.53,11.87,3.37
2025-02-19 00:07:40,9.39,11.87,3.55
2025-02-19 00:07:50,9.62,11.87,3.28
2025-02-19 00:08:00,9.65,11.87,3.46
2025-02-19 00:08:10,9.86,11.87,3.69
2025-02-19 00:08:20,9.98,11.87,3.23
2025-02-19 00:08:30,10.04,11.89,3.23
2025-02-19 00:08:40,10.1,11.89,3.28
2025-02-19 00:08:50,10.33,11.89,3.41
2025-02-19 00:09:00,10.3,11.89,2.87
2025-02-19 00:09:10,10.39,11.89,3.1
2025-02-19 00:09:20,10.66,11.89,3.0
2025-02-19 00:09:30,10.69,11.9,3.0
2025-02-19 00:09:40,10.9,11.9,3.28
2025-02-19 00:09:50,10.99,11.9,3.64
2025-02-19 00:10:00,11.19,11.9,3.5
2025-02-19 00:10:10,11.28,11.9,3.6
2025-02-19 00:10:20,11.55,11.9,3.46
2025-02-19 00:10:30,11.73,11.9,3.37
2025-02-19 00:10:40,11.93,11.9,3.73
2025-02-19 00:10:50,12.05,11.9,3.64
2025-02-19 00:11:00,12.2,11.9,3.64
2025-02-19 00:11:10,12.35,11.9,3.55
2025-02-19 00:11:20,12.5,11.89,3.64
2025-02-19 00:11:30,12.56,11.89,3.6
2025-02-19 00:11:40,12.73,11.89,3.82
2025-02-19 00:11:50,12.79,11.89,3.64
2025-02-19 00:12:00,12.97,11.89,3.5
2025-02-19 00:12:10,12.97,11.89,3.6
2025-02-19 00:12:20,13.21,11.89,3.64
2025-02-19 00:12:30,13.41,11.89,3.69
2025-02-19 00:12:40,13.41,11.89,3.73
2025-02-19 00:12:50,13.62,11.89,3.5
2025-02-19 00:13:00,13.8,11.89,3.6
2025-02-19 00:13:10,14.01,11.87,3.69
2025-02-19 00:13:20,14.3,11.87,3.73
2025-02-19 00:13:30,14.3,11.87,3.55
2025-02-19 00:13:40,14.69,11.86,4.01
2025-02-19 00:13:50,14.69,11.86,3.73
2025-02-19 00:14:00,14.78,11.86,3.73
2025-02-19 00:14:10,15.16,11.84,3.64
2025-02-19 00:14:20,15.25,11.84,3.91
2025-02-19 00:14:30,15.43,11.84,3.82
2025-02-19 00:14:40,15.55,11.82,3.5
2025-02-19 00:14:50,15.69,11.81,3.73
2025-02-19 00:15:00,15.87,11.81,3.73
2025-02-19 00:15:10,16.26,11.79,3.78
2025-02-19 00:15:20,16.29,11.79,3.55
2025-02-19 00:15:30,16.32,11.78,3.78
2025-02-19 00:15:40,16.64,11.76,4.1
2025-02-19 00:15:50,16.79,11.76,4.14
2025-02-19 00:16:00,16.79,11.75,3.96
2025-02-19 00:16:10,16.94,11.73,4.01
2025-02-19 00:16:20,17.06,11.73,3.91
2025-02-19 00:16:30,17.2,11.72,3.91
2025-02-19 00:16:40,17.44,11.7,3.91
2025-02-19 00:16:50,17.59,11.7,3.87
2025-02-19 00:17:00,17.74,11.68,3.87
2025-02-19 00:17:10,17.8,11.68,3.96
2025-02-19 00:17:20,17.91,11.67,3.64
2025-02-19 00:17:30,18.15,11.67,3.78
2025-02-19 00:17:40,18.39,11.65,3.73
2025-02-19 00:17:50,18.51,11.64,3.82
2025-02-19 00:18:00,18.68,11.64,4.1
2025-02-19 00:18:10,18.8,11.65,3.69
2025-02-19 00:18:20,18.95,11.62,3.78
2025-02-19 00:18:30,19.19,11.61,3.91
2025-02-19 00:18:40,19.34,11.61,4.05
2025-02-19 00:18:50,19.51,11.59,3.87
2025-02-19 00:19:00,19.69,11.62,3.69
2025-02-19 00:19:10,19.87,11.57,3.69
2025-02-19 00:19:20,19.93,11.57,3.82
2025-02-19 00:19:30,20.31,11.56,3.78
2025-02-19 00:19:40,20.4,11.56,3.69
2025-02-19 00:19:50,20.7,11.54,3.91
2025-02-19 00:20:00,20.82,11.53,4.01
2025-02-19 00:20:10,21.05,11.53,3.96
2025-02-19 00:20:20,21.08,11.51,3.96
2025-02-19 00:20:30,21.26,11.51,3.82
2025-02-19 00:20:40,21.32,11.5,3.69
2025-02-19 00:20:50,21.47,11.48,3.37
2025-02-19 00:21:00,21.53,11.51,3.64
2025-02-19 00:21:10,21.68,11.48,4.01
2025-02-19 00:21:20,21.79,11.46,3.6
2025-02-19 00:21:30,22.0,11.46,3.6
2025-02-19 00:21:40,22.03,11.5,3.41
