Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
416.00,817.70,815.13,813.80,814.28,816.97,822.30,819.50,821.86,822.40,827.80,826.89,818.18,819.35,820.87,817.16,812.95,814.42,810.95,815.29,818.28,811.48,800.92,813.96,819.58,817.15,819.72,820.10,818.38,809.72,807.28,807.63,803.17,805.11,810.47,809.12,818.50,815.99,810.85,813.80,814.24,814.47,812.48,811.12,810.83,808.99,800.11,804.60,799.21,800.68,797.04,795.31,796.35,795.55,799.58,801.90,801.54,
417.00,815.88,815.66,811.82,812.85,816.49,822.31,819.12,821.13,822.49,827.08,826.83,816.81,818.68,819.63,816.05,812.13,813.02,810.42,813.73,817.46,810.17,801.22,812.06,818.25,816.59,819.20,819.75,818.28,809.67,805.37,805.54,801.51,805.32,809.38,808.57,817.06,815.36,808.96,813.25,813.26,813.23,811.93,811.44,811.55,808.26,799.20,802.94,798.06,798.82,795.74,794.92,794.98,794.20,798.20,801.28,799.73,
418.00,815.99,816.08,811.11,813.23,815.27,822.09,819.37,819.48,823.18,826.66,826.28,817.26,819.46,819.13,814.68,812.64,812.69,811.66,813.15,818.17,809.98,801.34,812.13,817.65,816.38,817.50,819.48,818.99,810.35,805.31,804.76,801.38,805.55,808.68,807.75,816.81,815.43,808.61,813.10,812.64,812.78,811.23,810.95,811.53,808.25,798.53,801.78,798.48,798.92,795.37,794.03,794.34,794.18,798.94,801.00,800.06,
419.00,815.53,817.28,812.38,814.34,814.70,822.00,819.74,820.19,823.96,827.71,826.97,818.50,820.12,819.18,815.32,813.03,814.08,811.79,813.95,818.41,811.02,801.79,812.10,818.06,816.80,818.15,818.44,818.95,810.73,805.77,805.65,802.08,805.09,809.10,807.95,817.41,815.30,809.33,813.77,813.19,813.95,812.34,811.65,811.93,807.75,798.92,802.22,799.56,800.33,796.43,794.89,794.23,794.95,799.65,801.11,800.74,
420.00,816.40,818.20,812.86,814.33,815.35,822.27,819.79,820.67,823.74,828.07,827.59,818.93,821.81,819.75,816.35,813.94,815.07,812.19,814.20,819.16,810.44,801.79,811.89,818.85,817.61,818.98,819.04,818.26,810.82,806.20,806.39,802.25,804.31,810.66,808.30,818.28,816.08,809.67,813.78,812.58,816.74,814.01,812.50,812.05,807.10,799.78,802.01,799.94,801.03,797.89,795.68,794.99,795.21,799.09,801.25,799.42,
421.00,817.56,819.62,813.58,815.51,817.42,821.39,820.99,822.90,824.82,830.30,829.34,820.16,822.77,821.26,816.46,815.51,816.33,814.13,816.74,820.31,812.22,804.13,814.14,819.89,819.48,820.44,820.30,820.30,812.63,806.87,807.01,804.13,806.06,812.62,810.02,819.06,818.25,810.71,815.64,812.90,817.70,814.13,812.48,813.03,807.42,801.39,803.85,800.43,802.76,800.84,796.72,794.68,795.91,801.39,803.31,801.26,
422.00,820.38,821.59,815.69,817.26,819.20,822.58,823.23,824.48,826.37,832.21,830.75,822.37,823.94,822.46,818.71,816.88,817.59,815.62,819.39,822.60,814.47,804.47,816.77,821.15,822.37,821.27,821.13,822.44,814.28,808.33,809.11,805.59,808.45,814.57,809.72,820.66,821.10,812.97,817.31,814.38,819.70,815.10,814.03,813.68,808.90,804.19,805.08,801.99,804.91,802.57,796.50,796.86,797.49,803.95,804.12,804.94,
423.00,821.02,821.50,816.21,817.60,818.71,822.94,821.98,825.09,824.72,833.32,830.39,822.17,822.94,821.79,819.86,816.45,818.36,813.80,820.53,821.98,813.71,804.38,815.63,821.59,822.94,822.07,821.06,821.26,813.80,807.85,808.71,805.29,806.80,814.86,808.90,820.73,821.31,813.47,816.21,814.00,821.11,815.15,813.66,812.55,809.19,804.72,804.33,801.55,804.43,802.31,797.08,797.99,797.65,802.51,803.38,804.87,
424.00,817.47,817.62,812.37,814.44,815.99,818.65,817.77,821.98,820.73,828.19,826.34,818.07,820.19,817.78,817.39,813.33,814.44,809.94,817.33,819.25,809.93,800.99,811.91,817.98,818.65,819.46,819.08,817.76,810.83,804.61,805.42,801.42,802.53,811.34,805.94,816.16,817.10,808.91,811.93,810.03,816.74,811.63,809.86,808.60,806.97,801.52,801.35,799.14,800.34,799.51,793.32,794.50,793.38,798.70,800.47,800.19,
425.00,813.33,813.48,809.17,811.34,813.35,815.49,814.57,818.64,817.69,824.83,822.96,814.12,815.86,813.36,814.16,809.24,810.69,807.04,813.17,815.54,807.96,798.28,809.03,814.54,815.53,816.00,816.13,815.32,807.01,800.43,801.06,798.33,800.58,807.45,802.42,812.34,813.32,805.15,808.42,806.76,811.98,808.05,806.29,806.15,804.16,798.48,799.33,794.81,796.04,795.81,789.68,790.71,790.70,795.54,796.83,798.02,
426.00,807.61,807.77,803.83,805.32,807.92,810.50,808.82,811.64,810.84,820.04,816.82,808.98,808.67,806.68,808.57,802.47,804.76,801.13,805.88,809.35,800.92,792.55,802.59,808.30,808.98,809.66,809.50,809.47,800.61,795.68,795.03,791.87,794.81,801.07,795.65,806.71,807.15,799.62,802.87,802.00,805.66,801.94,801.07,801.32,799.83,790.84,794.10,788.98,789.54,788.64,784.05,785.70,786.04,789.04,790.10,792.55,
427.00,790.80,790.01,788.38,790.27,790.50,794.29,793.29,795.53,795.23,803.97,801.09,793.62,792.82,791.53,792.81,787.11,789.32,784.93,788.76,792.99,784.44,776.98,786.95,792.81,792.22,793.93,793.77,792.41,784.75,781.54,779.49,776.34,778.22,784.15,781.21,790.78,789.69,783.94,786.21,786.33,789.37,786.16,784.14,785.86,784.57,774.92,779.19,774.58,774.27,772.86,770.28,770.00,770.62,772.72,774.12,775.57,
428.00,767.89,767.52,767.59,767.39,770.29,771.13,772.04,773.46,774.49,780.58,779.16,771.96,771.18,770.86,771.18,765.00,767.73,764.53,767.15,770.64,762.86,755.55,765.77,770.07,770.46,771.36,771.62,770.36,762.77,759.97,758.94,755.51,756.86,762.57,760.25,769.35,766.60,762.20,766.13,765.70,767.07,765.13,763.92,763.53,762.59,754.06,758.64,753.55,753.14,751.23,749.56,749.47,749.60,750.44,754.34,754.04,
429.00,755.26,753.70,753.68,754.04,757.51,758.18,758.47,760.03,761.16,768.08,766.94,758.52,756.59,758.40,756.56,750.55,753.33,752.33,753.27,757.73,749.48,743.35,753.44,756.49,758.66,756.64,759.16,758.04,749.60,745.87,745.02,741.41,745.00,749.62,746.94,756.64,754.10,749.02,753.77,752.39,752.97,750.87,751.16,751.64,748.47,741.34,745.35,738.81,739.75,737.58,737.30,736.71,736.50,738.36,741.29,742.28,
430.00,754.60,753.98,752.37,752.47,755.04,758.07,757.54,758.77,759.99,766.60,766.15,757.80,755.28,758.02,755.30,749.44,750.92,750.59,752.73,756.82,748.76,741.73,752.94,755.28,756.72,755.30,757.68,757.20,748.90,745.22,744.68,740.53,743.08,747.70,744.89,756.14,753.62,748.93,752.82,752.90,751.58,749.36,749.19,749.77,746.81,739.43,743.30,738.71,739.88,736.04,735.94,735.24,735.07,738.99,738.78,741.28,
431.00,761.32,761.15,760.12,760.26,761.22,765.31,765.51,766.80,767.41,772.70,774.10,764.56,762.92,765.13,762.25,757.82,757.66,756.94,760.50,764.10,757.07,748.13,759.74,762.05,763.54,763.30,763.76,762.56,755.53,751.29,754.18,748.33,750.22,755.01,751.42,763.45,760.23,755.10,759.03,759.55,759.73,758.09,757.07,755.27,753.21,747.44,749.67,746.37,747.78,743.75,743.36,742.17,741.04,744.44,744.88,748.44,
432.00,781.92,781.79,778.96,779.43,782.09,784.57,783.66,787.62,787.01,791.67,793.46,783.36,783.40,783.75,781.31,778.08,777.13,776.82,780.61,785.35,776.43,767.37,779.13,782.35,784.00,785.05,783.57,782.61,775.25,768.90,773.25,767.24,769.16,775.52,771.90,782.70,779.95,773.47,778.91,778.30,780.04,777.43,776.69,774.73,771.20,767.41,769.20,764.67,768.15,763.75,763.23,761.62,759.27,763.45,764.50,766.63,
433.00,814.85,814.57,808.69,811.74,813.80,817.88,815.29,820.28,819.66,824.60,827.06,814.83,816.35,815.97,812.98,811.33,807.65,808.14,812.50,819.17,808.62,798.59,811.81,816.11,817.10,817.91,816.37,816.34,807.10,800.79,804.86,799.57,801.40,806.69,804.68,813.75,812.99,805.56,811.22,810.04,811.95,808.85,808.13,806.84,802.94,798.79,800.49,795.52,800.77,795.37,793.82,791.68,790.85,796.56,795.37,799.16,
434.00,845.71,847.51,839.19,843.06,845.32,848.55,847.88,852.37,851.96,855.59,858.12,845.83,845.76,847.50,844.65,841.84,838.07,839.80,842.15,849.00,839.74,827.96,841.95,848.27,847.19,850.18,845.94,847.64,837.68,832.12,836.60,829.97,831.18,838.06,834.81,844.63,843.63,836.78,842.82,840.36,844.52,839.67,839.51,837.49,834.08,828.85,829.40,826.73,830.65,824.93,822.96,822.80,821.94,826.43,824.73,829.80,
435.00,861.31,862.82,857.24,859.20,860.48,863.75,863.47,869.71,866.78,871.64,873.41,863.61,863.48,863.47,860.22,858.21,855.75,856.03,858.97,866.32,853.64,842.98,857.56,865.72,863.58,865.33,862.88,862.55,854.26,847.57,852.71,846.01,846.61,854.66,851.40,860.04,860.02,852.41,857.36,855.65,861.55,855.91,857.04,854.42,849.91,844.41,845.40,842.38,846.89,841.07,838.65,839.00,837.75,840.02,840.25,845.48,
436.00,869.61,870.64,864.54,865.57,869.34,872.02,870.69,878.51,875.37,879.31,880.66,870.23,871.92,870.67,869.11,865.68,864.33,864.06,866.53,875.01,861.34,851.85,865.70,874.64,873.27,874.00,873.66,871.63,862.80,855.26,858.84,854.73,853.86,863.17,860.51,867.94,868.38,860.70,866.05,863.42,868.84,864.54,864.08,862.73,857.18,851.51,854.20,850.36,854.36,848.37,846.55,845.42,844.74,848.90,848.88,853.06,
437.00,874.19,876.06,870.08,871.28,875.68,878.74,877.43,883.78,880.20,886.12,887.18,875.38,876.24,877.54,875.43,870.24,870.52,869.78,871.22,880.43,868.31,858.09,871.81,879.51,879.34,878.07,879.42,878.70,868.39,862.05,863.81,862.06,860.77,869.44,865.61,874.28,875.49,867.58,873.15,870.53,874.47,870.16,870.53,868.14,864.65,856.42,858.77,855.40,859.07,853.52,852.74,851.42,852.16,855.24,854.95,860.79,
438.00,879.69,881.25,876.87,877.81,880.12,883.77,883.11,888.54,885.56,892.96,892.40,881.70,881.81,881.69,881.12,874.38,875.12,875.58,876.25,883.82,872.36,863.18,877.30,883.21,883.03,882.66,884.21,883.48,873.21,868.37,868.90,866.56,865.51,875.88,868.64,879.49,880.25,872.74,877.79,875.75,879.52,875.88,874.95,874.34,870.18,861.35,863.05,861.38,863.49,857.30,858.42,857.99,857.54,860.95,859.15,865.92,
439.00,885.65,885.79,884.48,884.01,885.25,889.92,888.93,893.71,890.43,898.66,898.21,887.22,889.53,886.35,888.32,880.58,881.83,881.28,883.84,889.96,878.20,868.44,883.11,888.72,888.46,888.83,890.36,888.09,878.97,874.20,875.76,872.14,871.25,882.28,875.08,884.69,886.23,878.64,882.63,882.41,885.09,882.78,880.48,879.77,875.42,867.15,870.98,867.47,870.94,863.83,864.10,863.69,862.27,865.38,864.84,871.48,
440.00,898.61,897.49,896.56,896.94,901.78,902.52,901.04,906.06,903.83,911.84,911.65,899.54,902.15,899.36,901.97,894.52,895.63,894.14,895.45,902.52,892.09,881.67,894.33,900.47,900.66,901.78,903.26,900.84,891.72,886.50,887.06,882.22,885.02,893.76,887.62,897.31,898.99,891.71,896.94,895.26,898.23,896.37,891.91,891.72,888.93,881.29,883.71,879.98,883.15,876.63,877.19,875.89,874.03,877.19,878.50,884.09,
441.00,917.85,916.38,915.91,917.31,921.60,921.57,920.98,924.95,923.73,931.60,931.76,919.91,922.07,920.10,920.82,914.41,913.57,914.48,914.91,922.10,910.44,901.04,914.57,919.22,918.70,921.38,921.51,921.10,910.56,907.37,905.81,900.41,904.69,912.60,906.22,917.00,920.07,909.44,916.69,914.69,916.85,912.85,912.76,912.10,909.31,900.47,903.10,898.53,901.87,895.00,895.85,895.03,894.06,897.72,897.94,904.60,
442.00,936.62,934.81,935.05,937.08,938.53,940.36,939.21,942.05,942.88,949.75,950.89,939.91,940.99,939.65,940.30,932.35,931.98,931.67,933.92,939.35,928.44,917.28,931.72,937.25,935.56,939.93,939.72,940.35,929.07,926.17,925.97,917.61,921.51,930.46,923.71,935.93,938.09,927.80,934.57,932.35,935.75,931.22,930.90,930.72,927.37,919.48,921.19,918.67,920.31,911.99,912.06,912.81,912.24,915.08,916.34,923.34,
443.00,950.67,946.97,947.45,949.64,951.72,952.12,951.86,955.46,954.92,961.68,963.31,952.79,953.27,953.92,952.22,946.30,944.84,943.32,946.29,951.53,940.74,930.01,943.91,950.21,948.59,952.02,951.92,952.05,941.41,938.67,939.12,929.94,932.80,942.18,937.49,949.63,949.94,940.46,946.77,944.59,949.72,943.98,943.61,942.28,938.93,932.23,934.14,929.97,932.71,925.21,924.11,924.40,923.91,925.64,929.07,934.25,
444.00,959.19,956.43,955.16,957.07,961.17,961.03,959.70,964.95,963.01,970.73,972.92,962.05,963.04,964.67,959.62,954.26,953.54,952.30,954.54,960.96,949.31,939.97,954.14,959.37,958.57,960.48,962.04,961.74,949.86,946.42,947.32,940.14,941.82,948.96,946.54,959.14,959.03,949.61,956.01,953.11,958.20,952.71,952.62,950.78,947.30,940.52,943.48,937.60,939.42,935.39,933.52,932.11,931.38,936.19,939.99,942.58,
445.00,967.42,965.41,959.97,963.79,968.81,971.13,968.71,972.13,972.36,978.41,981.29,968.77,970.43,972.13,966.36,960.99,960.23,959.68,961.92,967.66,957.23,947.51,962.79,966.99,966.79,968.92,968.89,970.34,957.78,954.70,955.91,949.99,949.17,956.15,953.40,968.20,967.58,958.68,962.92,961.49,965.64,961.22,961.13,958.37,955.13,947.66,951.57,945.09,947.42,942.92,941.14,939.72,940.00,946.66,947.46,950.67,
446.00,976.12,973.37,968.49,971.35,974.22,978.80,976.93,979.95,981.34,987.57,989.60,977.71,976.17,978.63,973.72,968.28,968.09,966.73,970.30,973.97,965.89,954.31,970.93,975.71,974.30,975.98,975.57,977.24,965.91,961.19,964.09,958.07,956.91,964.55,960.31,976.72,974.13,968.08,968.97,968.56,973.35,969.27,968.74,965.09,962.16,954.89,957.89,953.05,954.31,950.07,948.63,949.38,947.86,952.73,955.47,957.11,
447.00,989.77,986.39,982.44,984.42,987.18,991.68,991.48,994.91,995.18,1001.04,1002.45,991.23,990.54,991.00,987.16,983.59,982.47,980.57,984.75,988.50,978.44,969.31,984.57,990.91,989.64,989.31,989.50,989.29,980.07,975.49,976.85,970.12,970.47,977.60,975.19,988.96,986.77,982.89,981.55,982.42,985.77,983.30,981.91,978.39,975.53,968.52,971.85,964.47,968.38,965.79,962.09,961.64,958.50,965.90,968.60,968.27,
448.00,1005.15,1004.01,999.59,1000.98,1005.05,1011.98,1009.07,1012.16,1013.98,1019.53,1018.90,1008.33,1007.85,1008.31,1004.63,1002.38,1002.56,1000.41,1002.43,1005.31,997.77,986.93,1001.71,1009.37,1008.17,1008.54,1008.37,1009.12,999.59,992.35,993.42,988.86,990.28,995.22,993.66,1005.84,1005.59,1000.94,999.57,1000.53,1002.45,1000.20,1000.10,996.93,993.41,987.34,992.20,982.94,985.66,983.43,980.28,976.52,975.53,984.18,987.40,985.76,
449.00,1022.01,1021.26,1016.53,1017.68,1021.21,1028.96,1026.20,1028.02,1030.77,1036.62,1034.96,1025.47,1022.72,1022.81,1020.45,1016.96,1019.44,1016.14,1018.02,1019.78,1014.17,1002.21,1017.00,1026.23,1023.17,1024.57,1023.02,1025.24,1015.93,1009.83,1007.60,1003.48,1006.48,1012.29,1009.24,1021.93,1022.54,1017.27,1016.90,1017.80,1018.17,1014.20,1015.96,1013.58,1011.17,1003.14,1006.45,1000.59,1000.66,997.33,996.68,992.05,992.81,1000.48,1001.41,1003.62,
450.00,1030.65,1028.32,1028.10,1029.08,1027.08,1035.86,1035.03,1036.99,1038.55,1044.23,1041.61,1034.36,1029.84,1032.93,1028.48,1025.33,1027.03,1023.17,1027.33,1028.92,1021.74,1009.60,1024.43,1034.50,1030.86,1033.24,1031.20,1033.42,1024.95,1019.18,1015.22,1009.45,1012.81,1021.06,1017.15,1030.09,1030.05,1024.27,1025.35,1025.57,1027.09,1021.97,1023.29,1022.86,1018.12,1011.06,1014.91,1009.52,1009.92,1004.88,1004.93,999.59,1000.33,1007.33,1008.61,1011.31,
451.00,1031.90,1030.89,1030.94,1030.35,1029.71,1038.05,1035.03,1038.50,1038.56,1045.67,1043.29,1034.06,1032.66,1035.58,1030.46,1027.52,1028.47,1024.65,1028.30,1031.05,1023.34,1010.80,1025.00,1035.94,1034.12,1036.34,1034.09,1034.27,1025.99,1019.93,1017.44,1011.36,1013.90,1023.27,1019.68,1031.51,1032.38,1024.68,1027.90,1028.05,1029.50,1024.99,1024.62,1023.85,1019.95,1013.57,1017.55,1012.31,1012.41,1008.05,1007.50,1000.78,1001.06,1008.94,1010.74,1013.13,
452.00,1030.41,1029.71,1028.89,1028.41,1030.04,1036.08,1032.84,1037.04,1036.23,1046.23,1042.36,1031.41,1029.46,1033.96,1027.56,1024.97,1026.39,1023.04,1025.06,1028.51,1021.84,1009.92,1023.39,1032.98,1032.41,1035.54,1033.54,1033.51,1024.52,1015.96,1015.55,1009.57,1013.35,1020.79,1018.07,1029.76,1032.79,1022.32,1027.64,1025.89,1027.59,1022.69,1021.06,1021.97,1017.42,1012.32,1016.12,1010.15,1010.02,1006.95,1005.90,999.76,999.28,1007.60,1008.85,1011.95,
453.00,1029.67,1027.59,1025.49,1025.58,1026.22,1032.64,1029.92,1034.48,1032.64,1042.43,1040.45,1028.49,1026.45,1030.10,1023.51,1020.04,1020.96,1019.10,1022.10,1025.50,1017.29,1006.45,1021.45,1028.46,1028.35,1031.67,1029.45,1029.44,1020.96,1012.41,1012.81,1006.04,1008.53,1018.40,1013.57,1025.28,1029.87,1018.84,1024.39,1023.20,1026.25,1018.94,1016.15,1017.94,1015.42,1006.76,1011.98,1006.73,1006.74,1002.18,1002.32,998.10,995.30,1005.60,1004.21,1010.38,
454.00,1030.60,1026.40,1025.57,1027.66,1027.43,1032.85,1030.37,1035.13,1032.32,1042.45,1041.38,1028.74,1026.68,1029.95,1024.92,1020.39,1020.80,1018.43,1021.54,1025.98,1016.98,1005.31,1022.20,1026.53,1029.95,1030.88,1031.02,1030.51,1020.85,1012.02,1015.73,1005.12,1007.65,1018.48,1012.50,1027.20,1028.45,1018.09,1023.65,1022.25,1028.70,1021.04,1016.75,1017.35,1014.17,1007.22,1011.24,1005.91,1008.58,1002.61,1001.15,1001.16,996.68,1004.61,1004.75,1008.86,
455.00,1036.19,1031.14,1029.30,1031.29,1034.25,1038.35,1035.03,1040.47,1036.24,1047.08,1046.52,1034.05,1031.46,1032.33,1030.64,1026.06,1025.98,1025.52,1025.83,1031.27,1022.18,1012.11,1027.10,1030.30,1035.76,1036.04,1036.37,1033.64,1025.52,1013.92,1022.20,1010.56,1014.23,1024.55,1018.92,1032.00,1032.59,1021.72,1028.72,1026.65,1033.86,1025.69,1021.79,1021.90,1017.86,1012.13,1014.92,1008.87,1012.95,1009.33,1005.44,1006.02,1001.64,1008.48,1009.48,1012.97,
456.00,1043.41,1038.22,1034.41,1037.37,1042.42,1045.71,1042.66,1048.00,1044.63,1053.44,1054.64,1041.45,1040.04,1039.65,1037.61,1033.01,1033.61,1033.22,1033.84,1040.13,1029.73,1021.26,1034.45,1038.23,1042.41,1041.95,1044.50,1041.59,1032.29,1021.04,1029.60,1018.82,1022.47,1030.31,1027.67,1039.02,1039.78,1029.99,1036.41,1034.81,1040.02,1031.93,1027.30,1030.49,1024.27,1017.89,1022.09,1015.33,1018.57,1016.02,1012.78,1012.28,1008.56,1016.79,1016.25,1020.19,
457.00,1049.51,1044.73,1038.39,1044.74,1049.33,1052.97,1050.90,1053.61,1052.23,1059.05,1059.46,1047.04,1046.61,1046.29,1044.48,1038.55,1039.71,1038.64,1040.38,1045.71,1036.08,1025.96,1040.20,1044.73,1048.00,1046.61,1048.74,1047.18,1037.15,1028.03,1035.92,1023.81,1028.68,1036.68,1032.63,1046.63,1045.04,1036.00,1043.34,1042.43,1046.79,1038.31,1035.19,1037.06,1030.82,1023.56,1025.69,1021.68,1023.74,1020.76,1018.39,1017.49,1016.92,1022.99,1020.85,1027.68,
458.00,1054.95,1049.36,1043.64,1051.34,1053.95,1057.52,1055.84,1059.46,1058.07,1065.18,1065.13,1054.12,1051.76,1051.51,1050.46,1044.61,1046.08,1043.85,1048.44,1052.81,1040.11,1031.02,1045.24,1050.54,1053.19,1051.17,1053.65,1050.16,1042.67,1034.26,1041.62,1027.53,1031.86,1041.83,1037.46,1053.11,1050.08,1041.29,1048.35,1047.76,1051.97,1045.83,1041.20,1044.06,1034.81,1029.05,1029.34,1027.91,1030.65,1026.44,1023.37,1023.45,1024.04,1027.58,1026.19,1031.61,
459.00,1058.62,1053.71,1048.81,1054.50,1057.58,1060.17,1058.11,1063.78,1062.50,1069.73,1068.44,1058.10,1057.83,1057.57,1055.77,1051.38,1051.63,1049.56,1054.73,1059.91,1045.69,1037.93,1049.05,1057.31,1057.58,1059.38,1059.64,1054.24,1046.99,1039.25,1045.96,1034.31,1038.97,1046.73,1044.65,1058.37,1055.51,1046.21,1053.18,1053.71,1055.26,1051.64,1046.97,1050.09,1040.78,1034.58,1035.86,1034.06,1035.63,1031.99,1028.39,1027.10,1027.87,1033.28,1032.77,1036.14,
460.00,1061.64,1057.60,1050.67,1058.89,1062.93,1065.69,1062.66,1066.06,1067.20,1075.76,1072.54,1060.85,1061.72,1061.34,1059.23,1054.20,1055.93,1051.35,1058.91,1064.28,1051.62,1042.05,1052.11,1061.56,1060.99,1063.00,1064.70,1061.31,1048.70,1044.52,1047.00,1039.36,1043.49,1049.55,1049.23,1061.48,1060.81,1051.70,1057.34,1059.38,1057.97,1055.85,1050.82,1053.31,1046.81,1039.70,1041.32,1037.28,1038.07,1036.29,1032.88,1030.74,1030.63,1038.46,1036.97,1039.86,
461.00,1066.70,1062.92,1055.79,1064.38,1066.15,1069.79,1068.10,1070.21,1071.27,1083.98,1076.18,1067.34,1065.30,1065.05,1064.42,1059.80,1060.56,1056.63,1062.56,1066.13,1055.00,1044.70,1057.82,1065.44,1065.07,1067.68,1067.57,1066.11,1053.39,1050.98,1049.94,1043.29,1046.87,1056.19,1052.22,1065.05,1064.55,1056.98,1061.54,1063.88,1062.14,1059.47,1055.81,1058.82,1052.36,1043.13,1044.21,1041.50,1042.37,1038.80,1035.79,1034.52,1035.77,1042.96,1040.98,1045.16,
462.00,1070.35,1066.87,1061.98,1069.24,1068.68,1071.99,1070.24,1074.09,1073.89,1087.66,1080.85,1073.04,1070.87,1069.65,1068.81,1065.03,1063.68,1061.57,1066.47,1071.84,1058.59,1047.19,1060.90,1069.73,1066.60,1073.66,1074.31,1071.71,1056.92,1056.55,1053.87,1047.97,1049.53,1059.60,1057.35,1069.73,1066.75,1061.70,1064.19,1066.32,1066.75,1063.76,1060.82,1061.74,1055.95,1046.91,1048.12,1044.85,1048.29,1042.79,1041.87,1040.58,1038.39,1046.35,1045.34,1048.33,
463.00,1068.21,1064.66,1061.69,1067.25,1070.00,1071.73,1068.68,1072.48,1070.62,1087.73,1080.22,1070.29,1069.68,1069.04,1067.93,1063.67,1062.70,1061.37,1063.50,1071.80,1059.75,1046.29,1058.72,1069.60,1066.03,1073.87,1075.55,1072.44,1055.82,1054.71,1051.27,1048.59,1051.84,1059.26,1057.65,1069.44,1065.34,1060.87,1063.98,1065.71,1065.11,1062.91,1061.84,1058.86,1055.00,1046.12,1048.48,1042.43,1046.40,1044.21,1041.35,1039.81,1037.37,1044.47,1046.04,1046.18,
464.00,1063.44,1062.00,1058.47,1062.13,1066.61,1068.25,1066.22,1068.87,1066.68,1083.40,1076.33,1065.96,1066.03,1064.00,1062.76,1058.44,1056.15,1058.47,1058.08,1065.01,1056.64,1040.84,1055.23,1065.83,1061.45,1067.33,1069.36,1068.84,1052.29,1050.52,1045.84,1043.59,1046.66,1055.36,1051.41,1063.83,1062.49,1056.18,1061.71,1059.91,1057.36,1057.69,1057.10,1055.30,1049.61,1040.68,1045.12,1036.13,1040.58,1039.60,1037.80,1033.38,1032.63,1041.10,1042.41,1042.80,
465.00,1058.46,1057.19,1054.44,1055.17,1057.39,1060.70,1061.71,1063.26,1061.15,1076.91,1071.48,1061.19,1061.97,1057.31,1058.60,1053.27,1049.58,1052.12,1053.25,1058.80,1049.14,1031.07,1050.57,1059.05,1056.02,1060.90,1060.08,1061.53,1049.30,1047.78,1043.46,1037.07,1039.47,1049.36,1042.56,1058.14,1057.79,1050.89,1055.21,1053.68,1052.28,1049.98,1052.32,1049.40,1042.78,1033.33,1037.35,1031.13,1034.54,1030.04,1031.49,1027.86,1028.12,1035.69,1036.34,1039.26,
466.00,1052.69,1050.29,1051.19,1050.77,1052.95,1054.85,1055.87,1058.84,1055.70,1069.72,1065.33,1055.73,1056.92,1052.35,1054.42,1047.15,1043.40,1046.44,1050.23,1054.82,1042.67,1026.61,1046.12,1052.10,1048.62,1056.32,1056.04,1055.05,1044.25,1042.27,1038.99,1032.30,1032.10,1044.57,1037.79,1053.26,1051.70,1043.24,1050.57,1046.86,1048.17,1048.33,1048.90,1042.87,1038.51,1029.22,1032.21,1025.45,1030.91,1024.48,1027.63,1024.45,1024.29,1029.89,1033.12,1035.13,
467.00,1048.36,1046.84,1047.08,1045.56,1048.52,1050.29,1051.09,1055.97,1051.64,1065.03,1060.05,1050.36,1051.40,1047.72,1047.80,1040.76,1039.07,1041.15,1045.24,1049.89,1038.43,1025.86,1043.39,1047.40,1046.04,1051.25,1050.69,1048.92,1041.32,1036.03,1034.59,1026.74,1027.94,1040.03,1034.75,1048.68,1048.52,1035.47,1047.32,1043.00,1041.23,1043.24,1044.92,1037.63,1033.23,1024.82,1030.42,1021.45,1026.42,1021.14,1020.41,1021.21,1018.01,1026.49,1030.58,1029.38,
