Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
655.00,96.38,81.44,73.38,75.03,84.84,109.23,133.69,112.97,98.86,92.87,83.23,81.91,90.31,103.94,94.00,108.70,94.48,110.19,122.36,157.37,164.76,141.23,134.67,131.86,125.02,129.87,135.97,135.38,135.42,163.87,197.92,251.43,226.83,212.98,201.86,201.61,206.22,214.74,220.07,227.29,239.16,248.44,258.75,271.11,264.14,264.80,284.04,293.52,
656.00,96.29,81.00,73.06,74.72,84.31,108.90,133.02,111.94,98.92,92.47,82.35,81.63,90.15,103.51,93.78,108.53,94.27,109.79,121.76,156.80,164.33,140.45,133.83,131.33,124.59,129.62,135.26,135.08,134.45,163.23,197.06,250.08,226.74,212.40,201.10,200.55,205.59,214.04,219.04,226.74,238.06,247.55,258.15,269.81,261.91,263.35,281.83,292.05,
657.00,96.57,80.97,73.18,75.08,84.39,109.15,133.36,112.52,98.85,92.41,82.80,81.69,90.22,103.98,94.05,108.82,94.48,110.02,122.09,157.41,165.18,140.38,134.12,131.91,124.64,130.08,135.19,135.08,135.14,162.97,197.63,250.36,226.35,213.62,201.58,201.40,205.80,213.85,220.07,227.40,238.34,248.07,258.82,269.63,262.28,263.20,283.68,292.63,
658.00,97.54,82.10,73.53,75.85,85.19,110.30,134.69,113.70,100.19,93.07,84.04,82.53,91.02,105.26,95.04,110.11,95.36,111.34,123.51,158.97,167.12,142.11,135.31,133.48,125.97,131.47,136.21,136.37,136.46,164.61,199.87,252.50,227.68,215.26,203.79,203.68,207.98,217.02,222.15,230.37,240.67,251.07,260.76,271.31,266.35,265.06,286.99,295.63,
659.00,98.22,82.89,74.65,76.62,86.19,111.70,136.23,115.02,101.73,94.16,84.53,83.40,92.12,106.78,96.29,111.48,96.30,112.43,125.06,160.75,168.80,144.17,136.52,134.76,127.89,133.13,137.90,138.11,137.79,166.84,202.13,255.86,229.50,217.91,205.90,206.58,210.09,219.39,224.87,232.98,243.66,254.32,263.10,274.01,269.31,267.67,291.07,299.00,
660.00,99.00,83.42,75.40,77.34,86.70,112.71,137.41,115.91,102.15,95.19,85.24,84.12,93.15,107.76,97.26,112.41,97.48,113.50,126.26,161.89,170.26,145.44,137.65,135.61,129.31,134.96,139.47,139.53,138.88,168.20,204.16,258.66,231.35,220.12,207.46,209.60,211.62,221.76,226.88,235.69,245.68,255.55,265.26,275.97,271.24,269.41,293.13,302.17,
661.00,99.71,84.04,75.95,77.80,87.36,113.46,138.43,116.87,102.25,95.59,86.32,84.67,94.10,108.65,97.97,113.01,98.28,114.54,127.11,162.78,171.40,146.53,138.79,136.71,130.00,135.82,140.32,140.59,139.87,169.61,205.62,259.81,232.53,220.12,209.48,211.29,213.24,224.39,228.72,236.46,247.05,256.94,266.28,278.68,273.07,270.42,295.36,303.83,
662.00,100.21,84.68,76.26,78.24,87.96,113.88,139.02,117.93,102.67,96.32,87.10,85.07,94.58,109.06,98.68,113.52,98.93,115.41,127.98,163.10,171.88,147.75,139.59,137.15,131.19,136.19,141.35,141.87,140.69,170.59,206.47,259.22,234.69,221.14,210.80,212.03,213.80,224.92,229.57,238.47,248.87,258.98,268.36,280.35,274.66,272.14,295.19,305.18,
663.00,100.55,85.02,76.73,78.57,88.48,114.32,139.99,118.30,103.44,96.97,87.35,85.57,95.00,109.54,99.06,113.81,99.21,115.86,128.66,163.59,172.96,148.63,140.29,137.44,132.18,136.58,142.06,142.70,141.37,171.64,207.19,259.87,236.56,221.67,212.05,212.97,214.34,225.57,229.77,239.08,250.07,260.22,269.85,282.14,276.01,274.71,296.65,306.28,
664.00,101.12,85.45,77.04,78.84,88.74,114.91,140.70,117.93,103.74,97.71,87.80,86.27,95.64,109.67,99.62,114.11,99.72,116.53,129.25,164.35,173.56,149.09,141.07,138.15,132.61,137.31,142.55,142.76,142.04,172.56,208.11,261.26,237.54,222.76,212.97,213.92,215.28,225.64,231.19,240.03,250.86,260.85,271.27,283.96,276.41,276.16,295.44,307.49,
665.00,101.65,85.57,77.14,79.05,89.14,115.26,141.15,118.59,104.04,98.42,88.21,86.71,95.98,110.17,99.97,114.40,100.22,117.13,129.65,165.34,173.91,149.66,141.89,138.87,132.61,137.03,143.30,143.30,142.87,172.66,208.66,262.03,238.54,222.84,213.91,214.78,216.22,226.73,232.24,240.75,251.43,261.80,272.53,286.10,277.46,276.74,296.83,308.02,
666.00,102.00,86.10,77.23,79.44,89.39,115.76,141.37,119.01,104.48,99.04,88.69,86.90,96.21,110.50,100.10,114.76,100.55,117.61,130.45,165.96,174.59,150.13,142.71,139.40,132.92,137.55,144.08,143.56,143.69,172.77,208.91,264.16,239.28,224.34,215.34,215.00,217.38,226.86,232.94,242.17,251.71,262.59,273.96,285.81,279.28,278.00,298.68,308.54,
667.00,102.21,86.23,77.57,79.59,89.73,116.05,141.49,119.01,104.89,99.36,88.11,87.15,96.71,110.96,100.24,115.24,100.44,117.96,130.85,166.83,174.91,149.99,143.14,139.93,133.34,138.30,144.50,143.33,143.57,173.08,209.36,265.88,239.60,224.39,215.46,214.61,218.23,228.32,232.83,241.60,251.81,262.68,274.16,286.23,280.40,279.35,299.70,309.03,
668.00,102.28,86.21,77.57,79.75,89.45,115.98,141.23,119.23,104.47,99.48,88.04,87.22,97.21,110.73,100.56,115.44,100.75,117.85,130.88,166.94,174.45,149.64,142.69,140.29,133.06,138.94,144.47,143.24,143.60,172.96,209.08,265.99,239.33,225.18,214.90,215.13,217.91,228.41,232.14,241.23,251.71,261.36,274.72,285.67,279.54,279.18,299.81,308.99,
669.00,102.17,86.05,77.59,79.87,89.21,115.83,141.14,119.83,104.62,98.93,88.23,87.15,97.11,110.43,100.42,115.71,100.93,117.90,130.73,166.49,173.93,149.68,142.65,140.45,132.59,138.84,144.03,143.25,143.85,172.73,208.79,265.19,240.02,225.14,213.93,214.76,218.43,228.54,231.84,240.02,251.78,261.24,274.46,285.30,279.88,278.05,300.83,308.63,
670.00,101.86,86.04,77.76,79.88,89.17,115.97,140.78,119.94,104.49,98.17,88.24,86.85,96.89,110.44,100.35,115.58,100.73,117.85,130.49,165.74,173.74,149.60,142.32,139.99,132.28,138.57,143.70,142.86,143.78,172.59,208.84,265.73,239.72,225.64,213.28,214.70,217.78,229.14,231.16,239.95,251.44,261.29,273.95,284.65,280.28,278.51,300.45,309.19,
671.00,101.24,85.57,77.66,79.65,89.08,115.71,140.54,119.93,104.49,97.57,87.97,86.69,96.85,110.44,100.43,115.39,100.35,117.56,129.99,165.26,173.45,149.74,142.10,139.69,132.20,138.02,143.21,142.65,143.73,172.45,208.95,264.96,239.47,225.34,211.61,213.83,217.12,227.82,230.45,239.63,251.46,260.54,273.07,284.21,280.35,278.85,299.27,309.03,
672.00,101.07,85.50,77.51,79.20,88.57,115.64,140.35,119.42,104.54,97.28,88.12,86.65,96.75,110.08,100.17,115.04,100.51,117.18,129.78,164.70,173.14,149.78,141.65,139.42,132.13,137.74,142.76,142.57,143.75,172.41,209.04,264.83,238.16,225.30,211.78,212.84,216.67,227.15,229.76,239.82,251.65,260.00,272.24,285.00,278.52,277.02,298.33,308.46,
673.00,101.08,85.33,77.48,78.86,88.81,115.70,140.22,118.87,104.41,96.99,88.06,86.57,96.45,110.17,100.02,115.14,100.44,117.59,129.22,164.47,173.02,149.80,141.91,139.11,131.75,136.95,142.54,142.58,143.92,172.34,208.85,264.64,238.34,224.06,210.94,213.05,216.63,226.28,229.92,239.96,251.73,260.53,271.36,285.24,279.07,277.02,297.11,307.95,
674.00,101.32,85.30,77.26,78.71,89.06,115.68,140.21,118.63,103.75,97.39,88.45,86.53,96.34,110.46,99.91,115.12,100.31,117.50,129.12,164.83,173.49,149.93,141.92,138.91,132.14,136.49,142.93,142.70,144.05,171.69,208.52,264.41,237.92,223.09,211.23,213.05,215.63,226.07,230.27,240.32,250.99,260.70,270.69,284.77,279.11,277.81,297.18,308.00,
675.00,101.11,85.51,77.10,78.68,89.07,115.03,140.17,118.37,104.01,97.59,88.23,86.50,96.38,110.28,99.83,115.29,100.11,117.11,129.38,165.01,173.31,150.12,141.71,138.91,132.46,136.78,143.00,142.60,143.44,171.71,208.05,262.21,237.68,222.76,212.33,212.40,215.66,225.35,230.09,240.57,250.68,261.16,270.42,284.04,278.55,277.50,296.07,307.22,
676.00,101.37,85.71,77.19,78.74,88.97,114.86,140.17,117.89,103.94,97.81,87.75,86.44,96.43,110.02,99.91,115.13,100.18,116.85,129.29,165.17,173.09,149.79,141.23,138.67,132.02,137.32,143.23,142.16,143.11,171.81,207.20,262.03,236.62,222.03,212.11,211.78,215.87,226.14,230.13,240.31,249.60,261.53,270.56,284.16,276.89,276.23,296.41,306.70,
677.00,101.56,85.65,77.34,78.88,88.88,114.61,140.06,117.77,103.34,97.56,87.70,86.39,96.16,109.91,99.57,115.07,100.12,116.81,129.00,165.14,173.14,149.83,141.34,138.76,131.56,136.94,143.10,142.00,142.70,171.29,206.54,262.04,237.46,222.20,212.42,212.21,215.72,225.74,230.16,239.55,248.60,261.28,270.32,283.22,276.98,275.49,296.66,306.85,
678.00,101.48,85.68,76.99,79.12,89.01,114.32,140.11,118.24,103.23,97.66,88.20,86.25,96.02,109.90,99.26,114.84,99.93,116.72,129.17,165.20,172.91,149.34,140.80,138.73,131.45,137.32,143.45,142.04,142.06,170.78,206.58,262.59,235.97,221.89,212.00,211.11,216.09,226.07,230.81,239.24,248.36,261.02,270.10,282.14,276.72,274.87,296.42,307.01,
679.00,101.09,85.61,76.82,79.26,88.70,113.96,140.34,118.37,103.67,97.19,87.43,86.18,95.73,109.84,99.19,114.44,99.52,116.31,129.09,164.38,172.56,148.80,140.54,138.83,131.07,137.45,143.21,141.44,141.44,171.12,206.43,262.31,234.94,222.08,211.87,211.08,215.75,226.25,230.37,239.45,248.24,260.76,269.31,282.25,275.81,274.93,295.58,306.24,
680.00,100.95,85.40,76.65,79.04,88.46,114.09,139.92,117.82,103.36,97.15,87.24,86.16,95.67,109.56,98.93,114.05,99.56,116.04,128.73,163.63,172.50,147.99,140.16,138.59,130.87,137.20,142.54,141.14,141.18,171.06,205.74,262.60,234.61,222.08,211.28,210.58,215.04,224.91,230.16,238.71,248.05,258.77,269.07,282.38,274.13,273.28,296.15,305.61,
681.00,100.72,85.04,76.23,78.83,88.19,114.11,139.33,117.92,102.92,96.88,87.36,86.14,95.14,109.02,98.67,113.87,99.26,115.94,128.43,162.96,172.07,147.14,139.79,138.69,130.23,136.65,142.03,140.93,140.81,170.67,205.76,261.40,234.88,222.22,211.00,211.01,214.33,223.94,229.45,237.05,248.02,257.47,267.84,281.47,274.60,273.17,295.88,304.70,
682.00,100.39,84.51,75.75,78.39,88.07,113.81,138.81,117.81,102.51,96.46,87.25,85.74,94.73,108.92,98.34,113.40,98.84,115.68,127.91,162.36,171.32,146.75,139.64,137.81,129.88,136.44,141.74,140.63,140.54,170.03,204.89,259.56,233.10,221.05,209.37,211.38,213.22,223.03,229.62,235.45,247.48,256.28,267.60,280.20,274.15,273.43,294.96,302.82,
683.00,99.08,83.58,74.95,77.28,86.87,112.41,137.19,116.14,101.86,95.35,85.83,84.59,93.47,107.63,97.19,112.15,97.58,113.97,126.53,160.72,169.63,145.72,138.40,136.17,128.85,134.64,140.14,138.70,138.49,168.73,202.89,257.14,231.79,219.09,207.01,210.02,211.80,220.37,228.34,232.86,243.76,253.53,264.58,278.23,270.93,270.49,291.33,298.79,
684.00,96.93,81.65,73.42,75.15,84.80,109.93,133.87,113.24,99.58,93.42,83.92,82.59,91.53,105.04,94.97,109.50,95.47,111.64,123.38,157.56,166.03,142.48,134.69,132.93,125.80,131.82,136.71,135.70,135.30,165.04,198.66,252.11,226.52,214.47,203.23,204.31,207.25,214.26,222.79,227.79,238.89,247.22,259.32,272.71,264.77,263.88,285.23,292.08,
685.00,94.23,79.21,71.47,72.87,82.38,106.64,130.30,110.04,96.47,90.60,81.47,80.18,88.83,101.80,92.12,106.16,92.72,108.66,119.58,153.54,161.07,138.55,131.10,129.06,121.78,127.63,132.87,131.86,131.43,160.35,193.53,245.49,220.35,207.72,196.19,198.49,201.31,208.90,216.46,221.71,232.15,240.49,251.52,264.58,257.91,256.57,276.70,284.30,
686.00,91.25,76.89,69.30,70.58,79.88,103.15,126.75,106.58,93.47,87.64,79.07,77.57,86.04,98.99,88.97,102.85,89.83,105.32,116.08,149.07,156.38,134.97,127.26,125.21,118.49,123.33,129.08,127.79,127.67,155.24,187.61,238.95,212.93,201.74,189.99,193.06,194.86,202.27,208.69,215.42,225.14,233.65,243.44,256.60,250.60,249.73,268.83,276.24,
687.00,88.20,74.45,67.09,68.41,77.37,99.81,123.30,102.92,90.94,84.82,75.95,74.86,83.27,95.74,86.19,99.67,86.83,101.82,112.65,144.41,151.63,130.61,123.21,121.29,115.07,119.83,125.22,123.94,123.67,150.72,182.43,232.34,207.11,195.23,183.71,186.28,189.19,195.97,201.82,209.85,218.45,227.40,235.62,248.24,242.02,241.66,259.58,268.72,
688.00,86.27,72.71,65.74,66.87,75.47,97.87,120.37,100.56,88.44,82.71,74.19,73.19,81.57,93.67,84.39,97.43,85.01,99.35,109.91,141.28,148.42,127.38,120.07,118.78,112.37,117.51,122.06,121.43,121.65,147.23,177.94,225.52,200.94,190.63,179.51,181.95,183.73,191.89,196.84,205.12,214.25,221.13,230.44,242.49,236.06,235.76,254.98,263.70,
689.00,85.75,72.09,65.16,66.41,74.78,96.92,119.26,99.92,87.27,82.03,73.77,72.46,80.80,92.66,83.71,96.94,84.31,98.65,109.04,140.19,147.20,126.60,119.91,118.00,111.06,116.54,121.07,120.70,120.74,145.88,176.46,223.94,199.97,188.07,178.75,181.11,181.71,190.88,194.88,203.46,212.11,219.87,229.01,239.78,235.21,233.69,253.68,262.07,
690.00,85.81,72.16,65.02,66.68,74.78,97.15,119.54,100.63,87.30,82.21,74.07,72.48,80.51,92.92,83.87,97.30,84.23,99.00,109.33,140.52,147.73,127.19,119.97,118.08,111.75,117.11,121.36,120.77,121.06,145.97,176.65,224.19,199.51,188.92,179.47,181.85,182.58,191.64,195.06,203.34,212.91,221.35,230.76,240.82,235.58,234.94,254.23,262.39,
691.00,85.84,72.43,65.00,66.84,74.88,97.37,119.47,101.18,87.78,82.45,73.89,72.52,80.39,92.88,83.90,97.42,84.36,98.94,109.55,140.85,148.29,127.66,120.04,118.18,111.80,117.86,121.49,121.24,121.02,146.99,177.06,225.02,200.83,189.10,180.05,181.90,183.06,192.75,196.40,204.56,213.40,222.82,232.79,241.47,236.02,234.78,254.97,264.32,
692.00,86.41,73.09,65.45,66.91,74.94,97.79,119.53,101.73,88.21,82.96,74.50,73.14,80.62,92.93,84.27,97.69,84.56,99.05,109.90,141.99,148.80,128.57,120.21,118.94,112.04,118.45,121.67,121.57,121.47,147.54,177.69,226.41,200.93,190.04,180.90,183.03,183.62,194.32,198.40,205.60,214.35,222.33,234.00,245.08,238.28,235.36,257.73,265.90,
693.00,87.10,73.67,65.93,67.45,75.42,98.34,120.36,102.82,88.77,83.63,75.01,73.66,80.83,93.09,84.80,98.23,85.09,100.02,110.41,143.22,149.74,129.34,121.49,119.28,112.55,118.71,122.33,122.41,122.31,148.32,179.44,229.31,203.84,190.68,183.71,183.08,185.52,195.29,198.40,206.91,215.57,225.29,235.77,246.67,240.29,238.25,259.67,267.38,
694.00,87.97,74.33,66.57,68.07,76.41,99.36,121.57,103.62,89.54,84.28,76.00,74.11,81.31,93.95,85.33,98.96,85.78,100.64,111.40,144.11,150.87,130.58,122.87,120.77,113.81,119.70,123.49,123.45,123.69,149.17,181.04,230.34,204.69,193.29,184.35,185.03,187.66,197.08,200.91,208.76,217.54,227.55,237.24,249.09,242.43,241.27,261.09,268.71,
695.00,88.81,75.12,67.22,68.56,77.31,100.15,122.89,103.87,90.64,84.96,76.46,74.71,82.14,94.68,85.99,99.88,86.59,101.23,112.36,145.51,152.09,131.63,124.09,121.76,114.72,120.87,124.27,124.61,124.25,150.71,182.41,230.97,206.98,195.52,185.49,186.55,189.66,197.96,202.89,210.22,218.47,229.07,238.62,250.92,243.32,242.42,262.21,270.26,
696.00,89.52,75.68,68.10,69.07,78.05,100.92,124.02,103.89,91.36,85.87,77.03,75.43,83.28,95.31,87.03,100.64,87.35,101.95,113.09,146.88,153.19,132.00,125.03,122.60,115.67,121.61,125.15,125.54,125.68,151.63,183.84,232.21,207.95,197.35,186.53,188.05,191.47,199.44,204.25,212.07,220.99,229.21,239.81,253.05,245.24,244.46,264.15,271.56,
697.00,90.04,75.77,68.66,69.81,78.70,101.69,124.58,104.20,91.76,86.22,77.76,75.77,83.77,95.79,87.27,101.27,88.31,102.74,113.71,147.15,154.05,132.21,126.04,123.33,116.11,121.24,126.15,126.15,126.77,152.17,185.09,233.27,210.28,198.78,187.08,188.34,192.51,199.62,205.26,212.79,221.78,230.97,240.80,252.50,246.86,246.65,265.25,273.20,
698.00,90.08,75.84,68.47,69.83,79.01,101.95,124.70,104.16,91.79,86.47,78.01,75.79,83.90,96.17,87.27,101.29,88.15,102.84,114.24,146.83,153.79,132.46,126.04,123.53,116.62,121.48,126.61,126.29,126.57,152.68,184.95,233.67,209.73,199.48,187.31,189.70,193.61,200.63,205.26,212.45,222.09,230.73,240.46,252.33,247.23,246.89,264.62,274.36,
699.00,89.75,75.69,68.10,69.63,78.78,101.70,124.01,104.15,92.10,86.42,77.51,75.68,83.84,96.10,87.23,101.09,87.97,102.65,114.19,146.43,153.47,132.23,125.42,122.84,116.40,120.78,126.57,126.11,125.70,152.97,184.58,234.13,210.30,199.56,186.53,188.99,192.77,200.58,204.74,212.15,221.80,230.24,240.40,251.06,245.90,246.33,264.52,274.38,
700.00,89.44,75.42,68.11,69.50,78.54,101.50,123.28,103.67,91.92,86.37,77.32,75.62,83.86,95.81,87.18,100.75,87.80,102.31,113.94,145.69,152.82,131.80,125.18,122.80,116.42,120.53,126.72,125.57,125.91,152.76,184.41,234.60,209.28,198.31,187.32,188.88,192.55,199.90,203.91,211.57,221.86,228.65,239.57,251.58,246.08,245.57,265.41,274.48,
701.00,89.98,75.50,68.17,69.63,78.64,101.76,123.59,104.37,91.88,86.58,77.59,75.82,84.00,96.10,87.40,101.23,88.10,102.94,114.36,145.64,152.65,132.46,125.71,123.53,116.40,120.82,127.18,125.85,125.78,152.98,184.85,234.35,210.07,198.87,187.85,187.70,192.27,200.09,204.67,212.05,222.17,230.07,239.61,251.43,246.37,246.11,265.92,275.40,
702.00,90.53,75.86,68.32,70.03,79.22,102.11,124.31,105.47,91.79,87.55,77.85,76.08,84.19,97.20,88.07,101.77,88.47,103.77,115.35,146.00,153.20,133.79,126.26,124.09,117.58,121.69,127.28,126.48,126.03,153.66,185.50,234.23,210.03,199.32,189.72,189.04,191.33,200.23,204.56,212.55,223.05,232.19,241.10,253.42,247.70,247.70,266.43,275.33,
703.00,91.02,76.48,68.98,70.38,79.59,102.50,125.17,105.87,92.98,88.00,78.28,76.44,84.71,98.14,88.75,102.70,89.26,104.25,116.30,147.08,154.62,134.76,127.16,124.81,118.31,122.63,128.51,127.06,126.95,154.84,186.58,235.13,211.71,201.11,190.04,190.92,192.37,201.57,205.38,213.34,224.13,233.16,242.73,254.92,247.65,247.96,267.02,275.38,
704.00,91.38,76.91,69.84,70.84,80.11,103.16,126.10,106.48,93.49,88.24,78.51,77.18,85.69,98.70,89.85,103.32,90.18,104.70,117.10,148.45,156.02,135.12,127.84,125.69,119.42,124.25,129.57,127.99,128.69,155.50,187.77,236.35,212.89,201.14,191.83,191.86,193.30,201.78,207.15,214.69,224.36,233.74,243.93,257.79,250.00,248.27,268.71,277.20,
705.00,92.20,77.27,70.39,71.10,80.61,103.87,126.64,107.63,93.92,88.74,79.16,77.68,86.13,99.62,90.21,103.86,90.82,105.67,117.74,149.68,157.08,136.19,128.68,126.61,119.69,124.77,130.21,129.36,129.65,156.12,188.69,237.84,215.23,202.47,192.07,192.80,194.41,203.04,208.87,215.44,225.23,234.83,245.38,258.42,251.34,250.37,269.42,277.69,
706.00,93.03,78.03,70.79,71.48,81.30,104.38,127.11,108.70,94.23,89.09,80.04,78.01,86.24,100.36,90.66,104.37,91.35,106.11,118.44,150.30,158.52,137.22,129.39,127.38,120.99,125.20,130.85,129.81,130.56,157.08,190.06,239.44,216.44,202.62,192.78,193.70,195.44,204.53,209.93,216.03,226.12,235.71,246.75,259.08,251.57,250.53,268.75,278.80,
707.00,93.28,78.37,71.09,72.00,81.69,104.64,127.78,109.03,95.40,89.40,79.71,78.57,86.98,100.87,91.06,104.96,91.69,106.43,118.85,151.89,159.78,138.00,130.48,128.05,121.54,126.40,132.37,130.84,130.84,158.90,190.66,240.52,218.62,203.56,194.86,194.39,197.90,205.85,210.44,216.30,225.48,237.16,246.89,260.17,252.03,250.72,270.65,280.08,
708.00,93.45,78.89,71.35,72.74,82.21,105.39,128.41,109.62,95.98,89.88,79.68,79.40,87.74,101.09,91.68,105.58,92.39,107.38,118.92,152.37,160.44,138.37,131.60,129.62,122.34,127.14,132.79,131.42,131.91,159.71,191.92,241.21,219.18,204.52,195.76,195.18,198.18,207.42,212.37,217.28,226.55,237.41,248.07,261.07,253.81,252.05,272.84,281.79,
709.00,94.16,79.44,71.49,73.00,82.67,106.01,128.84,110.00,96.25,90.39,80.23,79.86,87.96,101.59,91.88,106.21,93.13,108.43,119.39,152.72,160.53,139.16,133.04,130.60,122.19,127.38,133.52,131.60,131.94,160.41,192.58,241.46,220.94,206.98,197.06,195.27,198.67,208.17,214.07,217.82,227.94,239.14,247.74,261.02,255.04,254.17,274.36,282.46,
710.00,94.31,79.74,71.61,73.60,83.40,106.60,129.07,110.80,96.82,91.24,80.71,79.90,88.15,101.84,92.41,106.76,93.68,108.90,119.98,152.98,160.99,139.98,134.06,130.63,123.39,128.02,134.06,131.60,132.42,161.04,193.47,242.39,220.15,208.43,196.97,194.59,200.07,208.94,215.26,219.67,228.47,240.63,248.44,261.80,254.70,255.04,274.72,284.26,
711.00,94.11,79.57,71.51,74.20,83.29,106.50,129.16,110.82,97.35,91.37,80.29,80.09,88.47,102.14,92.42,106.86,93.57,108.98,120.24,153.28,161.30,140.27,134.03,130.25,123.11,128.76,134.27,131.86,132.28,161.08,193.87,242.32,220.96,208.93,198.15,195.66,199.32,208.29,215.65,219.95,228.36,240.10,248.15,261.99,254.34,255.15,276.35,284.31,
712.00,93.78,79.70,71.94,73.94,83.21,106.66,128.86,110.30,97.28,91.68,80.70,80.21,88.91,101.60,92.80,107.08,93.84,109.11,120.20,152.79,160.70,139.78,133.73,130.10,123.07,128.62,133.58,131.59,133.05,160.69,193.83,242.68,219.35,209.17,196.21,196.24,198.86,207.83,215.03,220.78,229.68,238.16,246.76,261.11,254.20,254.55,276.41,283.57,
713.00,93.80,79.18,71.83,73.30,82.53,105.95,128.34,110.47,96.20,91.41,80.53,79.62,88.06,100.77,92.02,106.37,93.20,108.46,119.72,152.67,159.14,139.00,132.80,128.49,121.82,126.68,132.62,131.25,132.11,158.76,192.52,240.74,218.60,206.62,194.27,194.29,197.95,205.23,213.64,219.54,228.33,237.19,245.47,258.76,253.50,254.17,273.57,281.27,
714.00,92.30,77.88,70.59,72.59,81.18,104.14,126.41,109.16,94.20,89.20,80.04,77.96,86.36,99.29,90.17,104.59,90.99,106.38,118.02,149.78,156.83,136.79,129.98,126.19,120.50,123.99,129.98,128.84,130.44,156.83,189.74,235.47,214.43,203.34,190.35,190.93,194.43,202.92,209.28,216.82,224.83,233.46,241.03,255.25,248.57,248.61,268.09,277.19,
715.00,89.67,76.10,68.64,70.55,78.62,100.90,123.22,105.64,91.89,86.11,77.87,75.62,83.87,96.37,87.41,101.47,87.79,103.07,114.92,145.70,152.85,133.13,125.69,122.19,117.50,121.17,126.26,125.29,126.41,153.16,184.60,228.51,209.77,196.86,185.76,187.21,188.93,198.11,202.82,209.85,217.90,227.36,234.91,249.87,242.97,240.56,262.96,269.54,
716.00,86.65,73.95,66.52,67.77,75.72,97.47,119.01,101.74,88.96,82.89,74.97,72.67,81.14,92.43,84.32,97.76,84.76,99.51,110.37,140.69,146.99,127.98,121.33,118.27,113.18,116.97,121.84,121.19,123.21,147.96,178.43,220.50,201.12,191.08,180.02,181.01,183.29,193.33,195.64,203.41,210.74,220.12,228.79,242.65,236.23,233.49,254.20,261.37,
717.00,83.89,70.94,63.72,65.26,72.56,93.68,114.05,97.53,85.35,79.11,72.78,69.49,77.42,88.82,80.02,93.48,81.54,95.52,105.87,135.02,141.56,123.51,116.75,113.86,108.30,111.29,116.99,116.17,118.47,141.40,171.71,213.11,195.74,182.61,172.20,173.94,175.32,186.75,188.71,196.16,202.93,214.30,222.45,235.16,228.20,225.89,245.73,252.76,
718.00,80.62,68.33,61.38,63.38,70.23,90.31,109.99,93.79,82.69,76.65,71.11,66.72,74.42,85.79,77.24,89.88,78.15,92.02,102.28,130.10,137.10,119.50,112.63,110.06,105.36,108.48,113.65,112.41,113.88,137.54,166.33,208.96,189.03,176.97,168.11,167.91,168.73,181.02,183.24,191.40,197.76,207.99,217.07,227.74,219.98,217.84,238.71,244.46,
719.00,79.00,66.83,60.36,61.93,68.72,88.17,107.54,91.84,81.67,75.60,69.13,65.29,72.77,83.56,75.68,87.61,76.33,89.79,100.10,128.07,134.88,117.32,109.72,107.05,103.25,107.05,111.58,110.53,111.02,134.23,162.68,207.01,185.67,172.86,164.45,165.10,165.95,176.59,179.02,186.76,193.89,204.41,213.78,223.99,215.72,214.28,235.60,240.14,
720.00,78.28,65.77,59.92,61.21,67.85,87.31,106.38,90.48,80.78,75.33,68.12,64.76,71.90,82.43,74.69,86.36,75.90,88.64,98.77,127.06,133.48,115.85,108.42,106.61,101.64,105.28,110.58,109.78,110.40,132.72,160.78,204.97,183.51,171.47,163.17,164.16,164.95,172.77,177.66,185.31,193.33,202.19,211.53,220.96,214.92,213.51,233.21,237.99,
