Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
436.00,122.89,105.17,96.92,97.82,110.01,138.13,168.24,144.62,125.75,115.39,104.12,99.66,108.26,122.89,111.39,129.13,114.21,133.67,147.23,190.70,200.65,171.34,162.69,160.61,153.72,161.50,167.03,165.42,170.48,201.34,237.56,334.54,296.87,271.20,252.54,253.15,257.43,280.06,287.03,300.29,313.20,325.07,336.86,346.98,339.58,336.03,355.61,364.32,
437.00,123.42,105.80,97.50,98.41,110.57,138.82,169.16,145.58,126.32,116.16,104.56,100.30,109.06,123.56,112.02,129.87,114.89,134.22,148.10,192.01,201.59,172.37,163.51,161.65,154.59,162.37,167.78,166.47,171.30,202.56,238.78,336.35,298.84,273.14,254.20,254.67,258.95,281.67,288.84,301.78,314.99,326.72,338.75,348.93,341.68,337.83,357.53,366.74,
438.00,123.91,106.22,98.03,98.60,111.04,139.33,169.76,146.16,127.03,116.69,105.05,100.79,109.76,124.26,112.47,130.62,115.58,134.75,148.66,192.87,202.60,173.35,164.23,162.51,155.32,163.02,168.52,167.21,172.03,203.69,239.91,337.79,300.17,274.66,254.83,255.57,260.44,282.92,290.26,302.86,316.54,328.16,339.87,350.42,342.88,339.44,358.76,368.66,
439.00,124.52,106.67,98.47,98.93,111.50,140.13,170.76,146.72,127.67,117.05,105.84,101.30,110.38,124.99,113.02,131.23,116.17,135.52,149.55,194.01,203.65,174.22,165.03,163.49,156.11,164.00,169.67,168.36,172.92,204.54,241.71,339.67,301.73,276.35,256.14,256.85,262.51,283.66,292.30,304.45,318.37,329.83,341.04,352.38,344.76,341.78,360.59,370.19,
440.00,126.05,107.98,99.84,100.16,112.82,142.03,173.02,148.66,129.29,118.90,107.13,102.90,111.78,126.76,114.56,132.83,117.65,137.54,151.39,196.93,206.28,176.96,167.47,165.61,158.04,166.39,172.20,170.82,175.44,207.21,244.98,343.58,305.06,280.33,259.47,260.51,266.03,287.41,295.82,307.67,322.42,334.34,345.29,357.43,349.83,346.11,365.10,374.64,
441.00,128.33,110.08,101.81,102.12,115.12,144.92,176.89,151.65,131.64,121.26,109.22,105.18,114.05,129.54,117.03,135.64,119.96,140.28,154.63,201.05,210.51,180.48,170.81,169.14,161.07,169.86,175.49,174.18,178.93,211.11,249.92,350.66,311.20,286.66,264.93,266.09,271.22,292.71,302.02,313.34,328.70,340.75,352.15,364.55,356.60,353.05,372.22,382.68,
442.00,130.72,112.06,103.66,103.92,117.17,147.73,180.22,154.26,133.82,123.53,111.19,107.07,116.12,131.94,119.23,138.24,122.12,142.97,157.37,204.63,214.37,183.73,173.85,172.20,164.16,172.74,178.71,177.17,182.31,214.90,254.55,356.76,316.47,291.24,269.37,271.04,275.98,298.12,306.83,318.69,334.09,346.72,358.50,371.15,362.38,359.66,379.10,389.26,
443.00,132.19,113.37,104.78,105.12,118.44,149.49,182.45,155.83,135.23,124.82,112.66,108.18,117.33,133.52,120.68,139.79,123.63,144.71,159.22,206.78,216.90,185.74,175.83,174.04,165.95,174.91,180.74,179.14,184.36,217.16,257.60,360.32,319.99,293.84,272.71,273.67,278.60,301.32,310.08,322.32,337.56,350.64,362.61,375.39,365.78,363.82,383.38,393.45,
444.00,133.29,114.14,105.55,105.94,119.39,150.88,183.65,156.86,136.30,125.80,113.47,109.23,118.42,134.64,121.81,141.12,124.77,145.86,160.55,208.51,218.79,187.30,177.36,175.54,167.27,176.36,182.41,180.56,185.73,218.82,259.53,362.66,322.10,295.76,275.00,275.84,280.53,303.89,312.21,325.43,339.80,352.92,365.53,377.54,368.57,366.76,386.79,396.24,
445.00,134.30,114.88,106.18,106.62,120.21,151.94,184.75,158.13,137.32,126.58,114.32,109.94,119.44,135.53,122.95,142.28,125.68,146.72,161.68,209.74,220.50,188.73,178.69,176.78,168.39,177.46,183.44,181.95,187.00,220.31,260.97,365.24,324.68,297.89,276.78,277.56,282.38,305.73,314.36,327.49,341.86,354.99,368.06,378.85,370.96,368.89,389.95,399.36,
446.00,135.33,115.64,106.87,107.47,120.95,152.99,185.76,159.07,138.54,127.32,115.22,110.71,120.63,136.54,123.63,143.36,126.81,147.85,162.82,210.98,222.13,190.26,180.02,178.05,169.62,178.64,184.72,183.03,188.41,222.08,262.92,367.26,326.94,299.36,279.32,279.26,283.92,307.60,316.22,330.24,344.05,357.62,370.56,381.37,373.15,371.84,392.24,401.80,
447.00,137.11,117.12,108.17,108.97,122.50,154.79,188.14,161.04,140.56,128.78,117.07,111.99,122.32,138.57,125.32,145.38,128.67,149.85,165.09,213.83,225.35,193.00,182.70,180.34,171.75,181.30,187.24,185.46,190.84,224.92,266.68,371.76,331.56,303.61,283.43,282.67,287.94,311.54,320.02,334.11,348.75,361.92,374.66,385.84,378.46,376.89,397.75,406.62,
448.00,139.42,119.13,109.92,110.79,124.51,157.52,191.30,163.83,142.81,131.19,118.91,114.15,124.46,141.06,127.57,148.16,130.75,152.60,167.99,217.76,229.18,196.31,185.79,183.56,175.01,184.20,190.40,188.71,194.32,229.21,271.52,378.36,336.94,308.67,288.07,287.84,293.47,316.53,325.07,340.05,354.63,368.26,380.16,392.25,385.25,382.48,404.80,413.56,
449.00,141.22,120.94,111.41,112.33,126.25,159.66,193.89,166.13,144.94,133.24,120.38,115.87,126.17,143.14,129.43,150.24,132.63,154.73,170.30,220.99,232.33,199.29,188.55,186.17,177.18,186.58,192.58,191.54,197.19,232.58,275.55,383.11,341.61,313.28,292.10,291.58,297.53,321.12,329.74,344.18,359.68,373.02,384.75,397.83,390.48,387.21,410.03,419.96,
450.00,141.99,121.76,112.15,113.04,127.06,160.68,195.00,167.04,145.86,134.11,120.92,116.57,126.92,144.10,130.24,151.39,133.53,155.92,171.40,222.19,233.52,200.32,189.79,187.33,178.59,187.60,193.86,192.50,198.11,234.34,277.55,385.01,343.14,314.58,294.24,293.39,299.49,322.62,332.03,346.33,361.91,374.97,386.53,400.79,392.80,389.56,411.92,422.68,
451.00,142.01,121.74,112.12,112.91,127.04,160.49,194.97,166.83,145.78,134.18,120.97,116.59,126.89,144.24,130.47,151.52,133.58,156.15,171.53,222.17,233.52,200.13,189.68,187.33,178.84,187.72,194.00,192.58,197.75,234.23,277.78,384.59,343.15,314.57,294.50,293.72,299.76,322.73,331.65,346.57,362.56,374.46,386.20,401.12,392.92,389.39,412.62,422.80,
452.00,141.50,121.37,111.76,112.56,126.48,160.03,194.16,166.21,145.51,133.97,120.37,116.36,126.40,143.86,130.18,151.18,132.98,155.72,171.13,221.26,232.84,199.26,188.99,186.91,178.45,187.11,193.39,192.17,196.91,233.47,276.65,383.34,341.41,313.76,293.10,292.84,298.12,321.55,330.81,345.93,361.23,373.03,385.23,400.10,391.59,388.00,410.62,421.95,
453.00,140.86,120.72,111.12,111.98,126.10,159.20,193.24,165.54,144.90,133.33,119.60,115.79,126.03,143.15,129.73,150.38,132.42,155.00,170.28,220.32,231.68,198.47,188.38,186.22,177.22,186.40,192.48,191.50,195.81,232.08,275.22,380.71,339.49,312.29,291.41,291.32,297.34,320.29,329.58,344.03,359.37,371.09,383.19,398.30,390.16,386.47,409.08,420.54,
454.00,140.67,120.71,110.82,111.80,126.17,158.93,193.11,165.74,144.45,133.22,119.44,115.61,126.20,142.88,129.80,150.15,132.53,155.13,170.34,220.27,231.71,198.38,188.25,186.19,177.44,186.26,192.69,191.28,195.70,232.13,274.73,380.75,338.86,312.75,291.23,291.49,296.74,320.42,329.06,342.95,359.43,371.12,383.74,398.56,390.36,386.50,408.73,420.06,
455.00,141.18,121.06,110.96,112.10,126.48,159.21,194.00,166.57,144.97,133.70,120.32,115.93,126.88,143.47,130.16,150.79,132.96,155.78,171.13,221.08,232.66,199.20,188.69,186.66,177.97,187.20,193.43,191.90,196.54,232.83,275.81,382.16,340.06,314.20,292.19,292.80,298.37,321.40,329.99,343.59,359.90,372.39,384.99,400.07,391.23,388.11,410.40,421.03,
456.00,141.88,121.70,111.55,112.64,127.16,160.12,195.29,167.49,145.62,134.57,120.99,116.45,127.53,144.29,130.90,151.59,133.56,156.54,172.32,222.58,234.10,200.40,189.89,187.87,178.61,188.46,194.83,193.21,197.61,234.34,277.43,384.66,341.44,315.58,293.16,294.95,299.79,323.41,331.27,345.07,361.42,374.89,386.61,402.11,392.94,390.23,412.42,423.08,
457.00,142.53,122.13,111.77,113.01,127.71,160.76,196.32,168.08,145.79,134.96,121.30,116.95,128.09,144.91,131.35,152.22,134.22,157.01,173.17,223.81,235.02,201.60,190.94,188.83,179.23,189.11,195.39,194.38,198.54,235.43,278.85,385.75,342.49,316.64,294.42,296.03,301.20,323.88,332.02,346.38,361.78,376.17,388.55,403.83,394.37,391.51,414.64,425.43,
458.00,142.96,122.56,112.22,113.40,127.88,161.24,196.90,168.59,146.50,135.39,121.66,117.59,128.52,145.53,131.93,152.86,134.88,157.51,174.04,224.39,235.84,202.44,191.78,189.51,179.92,189.84,195.92,194.82,199.39,236.46,279.96,386.94,343.97,317.81,295.41,296.96,301.91,324.50,332.46,347.72,363.03,377.31,390.47,405.09,395.30,393.08,416.01,427.05,
459.00,143.57,122.69,112.63,113.87,127.91,161.71,197.66,168.72,147.11,135.74,122.25,117.93,128.76,146.23,132.30,153.55,135.33,157.94,174.64,224.70,236.49,202.99,192.24,190.12,180.76,190.58,196.48,195.19,199.84,237.26,281.20,387.99,345.08,318.01,296.19,297.63,302.60,324.41,332.59,348.70,363.39,378.27,391.41,405.78,395.85,393.47,417.56,428.20,
460.00,143.76,122.92,112.90,114.06,128.01,162.38,198.23,168.71,147.59,135.68,122.46,118.25,128.75,146.67,132.62,153.69,135.78,158.28,175.12,225.33,237.35,203.30,193.06,190.89,181.13,191.08,197.08,195.71,199.78,237.51,282.02,388.69,346.24,318.42,297.79,297.80,303.02,325.52,333.70,349.35,364.54,379.43,392.53,405.95,396.37,394.12,418.71,429.32,
461.00,144.14,123.13,113.33,114.48,128.35,162.94,198.43,169.23,148.04,135.96,122.64,118.64,129.04,147.08,133.03,154.19,136.41,158.90,175.50,226.20,237.93,204.08,193.83,191.40,181.75,191.14,197.22,196.28,200.08,238.30,282.88,388.81,346.65,319.31,298.47,298.66,303.80,326.10,335.50,350.29,365.34,379.83,393.78,406.04,398.39,394.84,420.02,431.50,
462.00,144.30,123.37,113.74,114.72,128.65,163.27,198.78,169.70,148.48,136.59,123.00,118.90,129.45,147.57,133.54,154.55,136.79,159.45,175.78,226.64,238.14,204.34,194.40,191.68,182.36,191.40,197.57,196.25,200.61,239.22,283.51,390.01,347.45,320.38,299.06,299.38,304.44,327.85,336.22,350.20,366.78,380.74,394.93,406.78,399.15,396.32,420.69,432.01,
463.00,143.93,122.97,113.46,114.44,128.42,162.95,198.26,169.18,148.07,136.18,122.85,118.40,129.16,147.45,133.28,154.31,136.49,159.23,175.33,226.15,237.74,204.02,193.63,191.30,181.97,190.75,197.22,195.76,200.11,238.90,283.29,389.49,346.46,319.17,298.30,298.86,303.46,327.93,335.81,349.37,365.65,379.76,393.46,405.64,397.56,395.44,419.66,430.77,
464.00,143.15,122.31,112.82,113.64,127.79,161.91,197.27,168.33,147.12,135.25,122.20,117.65,128.32,146.67,132.73,153.57,135.49,158.34,174.44,225.15,236.13,202.68,192.71,190.29,180.75,189.43,196.44,195.05,198.91,237.12,281.62,386.20,344.29,316.96,296.66,297.29,302.10,326.56,334.28,347.62,364.15,377.46,390.17,402.51,395.23,393.50,416.92,427.63,
465.00,142.22,121.54,111.95,112.62,126.85,160.67,196.05,167.25,145.81,134.59,121.19,116.80,127.62,145.77,132.03,152.54,134.38,157.08,173.21,223.82,234.44,201.58,191.17,188.50,179.16,187.59,195.14,193.98,198.28,235.58,279.60,383.42,341.49,314.55,294.33,296.03,299.87,324.55,331.60,345.19,361.59,374.66,387.43,400.09,392.35,390.65,413.55,424.71,
466.00,141.20,120.88,110.72,111.74,126.26,159.86,194.89,166.38,144.74,133.84,120.35,116.23,127.17,144.93,131.46,151.74,133.44,156.10,172.26,222.33,232.93,200.62,189.77,187.13,178.40,186.80,193.78,192.59,197.51,234.32,277.96,381.62,340.42,312.55,292.69,293.55,298.39,321.79,329.20,342.29,359.02,372.86,384.31,398.81,389.71,388.64,410.98,421.92,
467.00,140.44,120.10,109.87,111.18,125.48,158.79,193.72,165.19,143.74,132.61,119.76,115.42,126.52,144.06,130.71,150.79,132.88,155.29,171.34,220.95,231.79,199.57,188.32,185.92,177.14,186.29,193.09,191.27,196.09,232.66,276.39,378.41,337.72,310.68,290.50,291.24,296.65,319.07,327.02,340.76,356.43,370.65,381.70,397.66,386.16,385.84,409.29,419.19,
468.00,140.12,119.78,109.43,110.64,124.86,158.14,193.46,164.86,143.10,132.00,119.48,115.01,125.93,143.65,130.22,150.53,132.46,155.08,170.86,220.34,231.15,198.76,188.12,185.32,176.68,185.96,192.69,190.64,195.22,231.64,275.75,376.42,336.47,309.66,290.27,290.29,296.15,317.65,325.73,339.48,355.08,369.88,380.57,396.48,385.40,384.15,408.65,417.52,
469.00,139.96,119.30,109.17,110.39,124.47,158.22,192.90,164.60,142.85,132.06,118.91,114.96,125.99,143.50,130.23,150.43,132.36,154.93,170.75,220.34,231.23,198.95,188.06,185.23,176.19,185.78,191.95,190.42,195.00,231.62,275.74,376.43,335.61,308.69,290.85,289.68,296.22,317.04,325.28,338.67,354.11,369.29,380.70,396.38,385.04,383.64,408.12,417.75,
470.00,139.78,119.18,109.17,110.57,124.63,158.35,192.61,164.81,142.92,132.22,118.75,115.07,126.31,143.43,130.42,150.54,132.47,155.20,170.89,220.31,231.52,199.16,188.15,185.51,176.78,186.09,191.88,190.17,194.71,231.98,275.82,376.22,335.57,308.84,290.90,290.00,297.23,317.03,325.39,338.65,354.00,369.20,380.98,396.98,385.15,384.13,408.63,418.28,
471.00,140.04,119.27,109.65,110.69,124.66,158.35,192.63,164.59,143.29,132.24,119.17,115.05,126.44,143.65,130.51,150.99,132.71,155.32,171.11,220.55,232.43,199.15,188.30,185.62,177.38,186.20,191.97,190.32,194.87,232.09,276.30,376.88,335.58,309.28,290.48,289.96,297.04,317.94,325.43,339.97,354.02,369.02,381.66,397.13,385.16,384.37,409.56,418.62,
472.00,140.63,119.43,110.11,111.00,124.71,158.99,192.93,165.33,143.96,132.17,119.32,115.44,126.66,143.87,130.84,151.50,132.82,155.78,171.47,221.41,232.99,199.47,189.11,185.94,177.97,186.10,192.49,191.24,195.14,232.55,277.09,377.77,337.09,309.86,291.46,291.33,298.23,318.91,326.71,340.07,355.17,369.12,381.89,396.56,386.73,385.11,410.92,420.07,
473.00,140.80,119.50,110.27,111.27,125.02,159.56,193.03,165.63,143.70,132.76,119.38,115.87,127.18,144.11,131.34,151.57,133.03,155.63,172.20,222.53,233.39,200.07,189.46,185.84,178.34,186.20,192.98,192.11,195.89,233.17,277.39,378.79,336.61,311.19,291.68,292.24,298.40,318.86,327.47,341.03,355.86,369.67,382.42,397.13,387.68,386.07,410.71,421.76,
474.00,140.75,119.61,110.27,111.38,125.23,159.53,192.91,165.55,143.89,132.97,119.57,116.01,127.49,144.28,131.30,151.75,133.27,155.74,172.64,222.45,233.37,200.30,189.78,186.09,178.84,186.26,193.11,191.99,196.28,233.50,277.26,379.36,336.60,312.08,291.29,292.54,297.74,319.33,327.97,341.80,356.34,369.69,382.49,397.29,388.20,386.31,411.08,422.28,
475.00,140.87,119.57,110.30,111.42,125.30,159.29,192.78,165.62,144.05,133.00,119.70,115.97,127.29,144.79,131.23,152.12,133.67,155.96,172.57,222.19,233.16,200.02,189.60,185.87,178.81,186.20,193.29,191.96,196.10,233.60,277.71,379.05,336.49,311.67,291.12,292.53,297.40,319.35,328.07,341.66,356.37,369.59,382.23,397.45,388.14,386.59,411.93,421.39,
476.00,140.89,119.73,110.22,111.41,125.27,159.30,193.31,165.56,144.28,133.15,119.88,116.17,127.45,145.28,131.48,152.11,133.90,156.30,172.88,222.43,233.47,200.34,189.89,186.24,178.91,186.54,193.94,192.20,196.21,233.85,278.22,379.09,336.72,312.27,291.80,292.63,297.44,320.39,327.44,341.67,356.88,369.82,382.70,397.67,389.30,385.96,412.10,422.25,
477.00,140.92,120.14,110.15,111.44,125.55,159.69,193.87,165.43,144.79,133.64,120.06,116.56,127.72,145.99,131.87,152.57,134.25,156.61,173.44,223.14,234.38,201.24,190.11,187.01,179.02,187.10,194.35,192.63,197.05,234.38,279.34,380.77,337.27,312.84,292.34,293.41,297.51,321.41,328.39,341.77,357.55,371.68,384.03,399.20,390.63,386.74,412.00,423.62,
478.00,141.19,120.29,110.07,111.70,126.05,159.95,194.49,165.93,145.55,134.17,120.22,117.04,128.26,146.39,132.43,153.28,134.88,157.38,173.76,223.34,235.08,201.75,190.78,188.07,179.88,187.65,194.78,193.22,197.34,235.43,280.51,381.72,338.68,313.06,294.09,294.55,298.39,322.17,330.14,343.11,357.80,372.18,385.56,400.38,391.41,387.85,413.89,424.87,
479.00,141.66,121.11,110.40,112.17,126.47,160.43,195.30,166.50,146.08,134.51,121.02,117.45,128.63,146.88,132.83,154.00,135.44,158.19,174.21,224.10,236.13,202.50,190.95,188.53,180.47,188.73,195.72,193.87,197.91,235.90,281.58,381.86,339.62,314.01,295.37,295.95,300.10,323.19,331.20,343.32,358.38,373.90,386.66,402.11,391.59,389.58,415.22,425.92,
480.00,142.09,121.65,110.72,112.50,126.50,160.96,195.69,166.76,146.65,134.84,121.69,117.74,129.23,147.44,133.31,154.42,135.83,158.59,174.98,224.95,236.99,203.34,191.68,189.46,181.34,189.48,196.85,194.54,198.26,236.54,282.11,382.71,340.33,314.94,296.42,296.09,301.27,323.34,331.93,344.37,359.56,374.59,387.15,402.22,393.33,390.44,416.44,427.69,
481.00,141.97,121.39,110.67,112.51,126.25,160.86,195.34,166.64,146.28,134.89,121.14,117.67,129.08,147.24,133.27,154.23,135.57,158.11,174.86,224.95,236.56,203.25,191.65,189.32,180.56,189.09,196.46,194.64,198.26,236.31,281.38,381.79,340.00,314.41,295.58,296.19,300.66,322.43,331.94,343.72,358.94,374.26,386.46,401.02,393.41,390.03,414.93,427.48,
482.00,140.78,120.51,109.78,111.52,125.25,159.45,193.62,165.36,144.83,134.14,120.02,116.76,128.25,145.97,132.16,153.05,134.65,156.68,173.53,223.06,234.08,201.75,190.36,188.02,179.05,186.94,194.75,192.86,196.58,234.61,278.68,377.65,337.04,312.47,292.63,293.97,298.73,319.07,329.36,341.44,355.89,370.94,383.35,397.46,389.38,387.37,411.29,424.13,
483.00,138.46,118.56,108.21,109.73,123.09,156.91,190.39,162.51,142.34,131.82,118.15,114.68,126.32,143.68,130.07,150.59,132.45,154.04,170.84,219.47,230.21,198.39,187.21,184.68,175.92,183.92,191.57,189.47,193.21,230.46,273.97,371.35,331.83,306.75,288.13,288.92,294.36,314.64,323.31,336.03,350.50,365.18,376.76,391.19,382.66,381.39,404.69,416.92,
484.00,135.34,115.57,105.87,107.24,120.05,153.29,186.02,158.88,138.87,128.51,115.59,112.08,123.30,140.45,127.04,146.91,129.68,150.45,166.93,214.66,224.72,193.69,183.00,180.52,171.68,179.52,187.68,185.41,188.98,225.22,267.90,362.97,323.51,299.36,281.65,281.29,286.82,307.40,315.65,328.12,342.20,356.22,367.95,381.20,375.08,372.21,395.11,408.23,
485.00,132.30,113.08,103.34,104.85,117.37,150.02,182.48,155.27,135.91,125.71,113.13,109.97,120.63,137.52,124.35,143.77,126.71,147.36,163.33,210.54,219.86,189.73,179.41,177.24,167.53,175.96,183.47,181.71,185.11,220.19,262.57,354.80,316.79,293.30,275.40,275.43,280.59,301.33,308.22,321.23,335.22,348.48,360.49,373.98,366.52,363.95,385.94,400.59,
486.00,130.67,111.51,101.94,103.22,115.87,147.98,180.26,153.18,134.12,124.01,111.51,108.49,119.24,135.64,122.73,142.10,125.09,145.67,161.11,207.98,216.83,186.78,177.25,175.21,165.48,173.69,181.14,179.33,182.33,217.54,259.03,349.69,311.99,289.32,271.39,272.04,277.19,296.52,304.47,317.15,330.45,343.55,355.72,370.45,360.98,359.61,381.59,394.85,
487.00,129.94,110.78,101.41,102.89,115.46,147.27,179.29,152.74,133.51,123.39,111.33,108.15,118.71,135.27,122.33,141.83,124.56,145.26,160.24,206.61,216.42,185.90,175.94,174.04,164.87,173.43,180.30,178.45,181.43,216.14,258.13,348.30,310.56,288.31,270.54,270.90,275.81,294.97,302.40,315.65,329.33,341.72,353.84,368.86,359.59,358.36,380.45,392.67,
488.00,130.84,111.52,102.08,103.32,116.15,147.90,180.27,153.43,134.68,124.08,112.25,108.97,119.32,136.45,122.89,142.78,125.38,146.28,161.03,207.77,218.25,186.96,177.06,175.04,165.97,174.72,181.43,179.39,182.51,217.31,259.63,350.04,312.29,290.45,272.38,272.44,277.35,296.72,303.95,316.69,331.75,343.23,354.71,370.74,362.42,359.79,382.52,394.97,
489.00,132.27,112.94,103.40,104.40,117.43,149.71,182.52,155.05,136.24,125.90,113.43,110.27,120.83,138.21,124.81,144.61,126.67,148.02,163.01,210.44,221.05,189.21,179.73,177.00,167.70,177.05,183.16,181.65,184.79,220.01,263.11,354.66,316.47,294.25,275.61,276.53,280.91,300.07,307.47,320.13,336.46,347.15,358.69,375.87,366.76,364.26,387.81,399.16,
490.00,133.48,114.01,104.28,105.29,118.80,150.98,183.77,156.42,137.27,127.22,114.23,111.26,122.09,139.38,126.16,145.87,127.69,149.21,164.57,212.29,223.37,191.21,181.51,178.08,169.25,178.46,184.63,182.88,186.70,222.12,265.14,358.10,319.63,296.57,277.91,279.67,283.60,301.96,310.18,322.47,339.13,350.10,361.92,379.46,369.85,367.95,391.16,401.94,
491.00,134.17,114.67,104.74,106.16,119.89,151.92,184.93,157.54,137.98,128.11,115.15,111.99,122.83,140.40,126.85,146.88,128.52,150.19,165.62,213.41,224.80,192.68,182.68,178.62,170.37,179.43,185.30,183.62,187.97,223.77,267.18,360.00,321.45,298.83,280.00,280.89,285.36,304.20,311.73,324.62,341.59,352.18,363.49,380.72,371.16,369.99,393.05,402.90,
492.00,134.70,115.09,105.24,106.56,120.07,152.29,185.68,158.18,138.51,128.28,115.62,112.19,123.13,140.79,127.15,147.13,128.93,150.91,166.25,214.34,225.58,193.11,183.48,179.31,171.10,180.16,186.03,184.30,188.63,224.84,268.10,360.74,322.27,298.78,281.30,282.00,287.27,305.52,313.04,324.49,342.06,353.16,364.68,381.19,372.89,370.10,394.13,404.25,
493.00,134.95,115.48,105.42,107.01,120.30,152.82,186.34,158.55,138.86,128.62,115.64,112.47,123.36,140.98,127.57,147.59,129.06,151.09,167.06,215.16,226.03,193.67,183.62,180.25,171.58,180.52,186.59,184.94,189.11,225.57,268.75,361.76,323.02,300.40,281.52,282.15,286.76,305.50,313.85,325.84,342.44,354.09,366.71,382.20,374.05,371.37,395.21,404.82,
494.00,135.34,115.59,105.48,107.20,120.91,153.44,186.96,159.20,139.68,129.07,115.64,112.98,123.85,141.45,127.85,148.02,129.30,151.58,167.59,215.93,226.07,194.47,183.60,180.98,172.37,181.02,186.93,185.50,189.29,226.69,269.41,362.18,324.16,301.69,282.79,283.09,287.68,306.50,314.17,326.35,342.41,355.03,367.65,383.12,375.16,371.81,395.30,406.17,
495.00,135.65,115.79,105.63,107.61,121.22,153.97,188.01,160.22,139.75,129.55,116.27,113.39,124.35,141.96,128.33,148.57,130.05,152.40,168.10,216.22,226.54,194.77,183.89,181.72,173.25,181.72,187.35,186.26,189.67,227.49,270.78,362.76,325.04,302.49,283.50,284.38,289.40,307.50,315.55,328.34,343.14,356.07,368.37,384.09,376.07,373.05,396.63,407.76,
496.00,135.60,115.71,105.54,107.40,120.79,153.63,187.52,159.85,139.49,128.97,116.61,113.32,124.18,141.70,128.02,148.23,130.05,152.02,167.90,215.54,226.12,194.35,183.33,181.99,173.06,181.77,187.45,185.85,189.30,227.18,270.96,362.22,324.46,302.03,283.27,284.03,288.91,307.11,314.92,327.39,342.10,355.49,368.77,383.52,376.46,371.90,396.35,407.84,
497.00,134.92,115.12,104.76,106.59,120.06,153.09,186.97,158.81,138.85,128.26,115.76,112.84,123.62,141.21,127.63,147.53,129.47,151.18,167.25,214.44,224.72,193.45,182.93,181.23,171.54,181.02,186.47,185.29,188.17,225.84,270.13,359.54,322.88,300.50,282.12,282.41,287.44,305.39,313.63,325.69,339.82,354.24,366.88,381.75,374.41,370.12,394.85,406.62,
498.00,133.85,113.92,103.60,105.54,118.96,151.70,185.06,157.78,137.36,127.37,114.77,112.11,122.76,139.96,126.76,146.05,128.50,149.88,165.59,212.47,222.79,192.06,181.04,179.51,170.15,178.89,184.76,183.85,186.74,224.15,267.97,356.43,319.50,296.87,279.19,280.08,285.67,302.67,311.23,322.05,336.59,351.00,364.14,378.94,370.01,367.04,391.40,403.58,
499.00,132.36,112.72,102.39,104.41,117.71,149.89,183.01,156.41,135.67,125.93,113.78,110.96,121.56,138.49,125.56,144.79,127.38,148.10,163.82,209.91,220.35,189.99,179.41,177.40,168.74,176.53,183.04,181.74,184.82,221.46,265.11,352.98,315.82,293.34,275.44,277.15,282.06,299.48,307.99,318.89,332.66,347.56,360.66,374.63,364.95,363.69,388.11,398.58,
500.00,131.08,111.53,101.42,103.30,116.29,148.20,180.66,154.25,134.49,124.58,112.67,109.58,120.01,137.03,123.98,143.23,125.93,146.38,162.17,207.60,218.21,187.87,177.53,175.12,167.05,174.69,181.47,179.82,182.60,218.35,262.21,349.37,312.62,289.85,271.90,273.37,278.76,296.48,304.71,314.96,328.30,344.11,357.40,370.42,361.45,359.12,384.41,394.14,
501.00,130.07,110.66,100.56,102.30,115.14,146.98,178.96,152.87,133.76,123.85,111.29,108.55,118.91,135.98,123.01,142.04,124.83,145.20,160.99,206.56,216.89,186.73,176.44,173.53,165.43,173.27,179.85,178.84,180.95,216.30,259.77,346.06,310.18,287.24,269.64,271.30,276.61,295.05,302.71,311.76,325.89,341.53,354.22,367.57,358.33,356.63,381.15,391.31,
