Date,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,2024/11/05,
Time,10:00:00,10:01:00,10:02:00,10:03:00,10:04:00,10:05:00,10:06:00,10:24:00,10:25:00,10:26:00,10:27:00,10:28:00,10:29:00,10:30:00,10:31:00,10:32:00,10:33:00,10:34:00,10:35:00,10:36:00,10:37:00,10:38:00,10:39:00,10:40:00,10:41:00,10:42:00,10:43:00,10:44:00,10:45:00,10:46:00,10:47:00,10:48:00,10:49:00,10:50:00,10:51:00,10:52:00,10:53:00,10:54:00,10:55:00,10:56:00,10:57:00,10:58:00,10:59:00,
Memo,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,
Sensor,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,
Exposure Time(msec),20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,
Sensor Temp.(deg),24.6,24.6,24.6,24.7,24.6,24.7,24.6,24.4,24.5,24.5,24.5,24.6,24.6,24.6,24.5,24.5,24.4,24.4,24.5,24.4,24.5,24.6,24.6,24.5,24.5,24.4,24.4,24.4,24.5,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.6,24.5,24.5,24.5,24.6,24.6,24.5,
Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
300.00,16.89,15.78,17.17,16.58,16.42,15.22,16.02,15.36,16.26,16.34,16.20,17.29,17.09,15.23,11.37,15.48,17.51,16.56,14.95,11.21,15.98,16.57,16.18,16.14,15.92,15.96,15.70,12.13,12.82,16.77,16.46,15.86,16.75,16.06,17.81,17.57,10.51,11.81,10.39,7.57,9.15,9.71,11.05,
301.00,19.25,18.56,19.95,19.12,18.86,18.03,18.65,17.85,18.98,18.93,18.02,19.67,19.50,17.49,13.88,17.74,19.57,18.76,17.32,13.11,18.09,18.90,18.30,18.38,18.05,17.81,17.91,14.02,13.77,18.16,18.66,18.52,18.58,18.23,20.59,20.20,12.26,12.82,11.52,8.59,10.19,11.20,12.97,
302.00,22.39,21.96,22.66,22.26,21.71,21.95,21.99,21.39,22.79,22.95,21.14,22.67,22.26,19.14,16.45,20.40,22.82,21.53,20.16,15.92,21.12,22.93,21.38,21.83,21.07,20.67,20.95,16.17,16.84,21.67,21.56,21.83,22.65,21.70,23.11,23.26,14.17,15.14,13.04,10.53,11.90,12.92,14.90,
303.00,26.49,25.24,25.80,26.66,25.49,25.88,25.74,25.94,26.82,26.71,24.82,25.90,25.78,22.41,19.43,24.54,26.41,24.88,23.88,18.79,24.74,26.94,24.94,25.92,25.26,24.40,25.72,18.81,20.60,26.51,25.94,25.24,26.35,25.13,26.84,27.05,16.55,18.23,15.79,12.91,14.60,14.99,17.73,
304.00,31.10,30.24,30.44,31.15,31.06,30.66,30.63,30.81,31.90,31.39,29.14,30.34,30.87,27.15,24.29,29.06,31.23,29.38,28.16,22.69,29.02,31.05,30.00,30.49,30.14,29.62,30.16,23.16,24.78,30.87,30.49,30.30,30.77,29.35,31.53,32.77,21.34,20.78,18.55,15.16,17.20,18.06,21.45,
305.00,36.62,35.70,34.57,36.55,36.06,36.69,36.27,36.20,38.11,36.91,35.14,35.77,35.99,31.67,29.48,33.16,36.84,34.78,32.74,27.18,33.94,36.34,35.91,35.85,35.28,34.86,35.35,27.08,29.62,36.06,35.07,35.85,36.76,34.57,36.62,37.19,25.80,24.11,21.71,18.10,20.11,21.46,25.54,
306.00,42.58,41.56,40.17,42.90,42.22,43.52,42.03,42.12,43.69,42.50,41.29,41.79,41.75,36.97,34.20,38.78,42.07,40.08,38.19,32.33,40.41,42.45,41.01,42.49,41.19,40.95,41.90,31.93,35.51,42.21,41.15,41.79,43.09,40.83,41.83,42.82,30.27,28.55,25.86,21.54,23.91,25.28,29.95,
307.00,49.70,48.77,46.63,49.99,49.76,49.87,49.35,48.79,50.78,49.06,48.60,48.60,49.26,44.08,40.57,44.71,49.21,47.30,44.75,37.82,47.56,49.16,48.10,49.82,48.29,48.48,48.75,37.80,41.86,48.96,48.46,48.52,49.50,48.04,48.77,50.47,36.14,32.70,30.58,25.20,28.05,29.65,35.21,
308.00,57.18,56.77,55.24,56.90,57.06,57.58,57.43,56.78,59.28,56.94,56.65,57.43,57.31,52.05,47.33,51.26,57.14,55.88,52.04,44.37,55.08,56.79,56.51,57.29,55.99,56.37,56.29,43.64,48.36,56.89,56.11,55.86,57.15,55.21,57.57,58.06,42.60,37.60,35.22,29.39,32.59,35.01,41.22,
309.00,66.25,66.44,65.74,66.58,66.65,67.39,66.47,65.97,68.50,66.62,65.83,66.76,66.69,60.64,55.51,59.60,66.03,65.42,60.32,51.95,64.76,66.01,64.78,66.89,64.98,65.46,66.12,51.23,55.88,66.09,65.61,65.77,66.21,64.83,66.81,67.21,49.33,44.21,41.06,34.17,37.98,41.03,47.96,
310.00,76.80,76.77,76.40,76.88,77.46,77.75,76.69,76.04,78.56,78.06,76.85,77.46,77.20,69.97,63.80,68.79,76.15,75.76,70.20,60.60,75.79,77.30,74.42,77.26,75.36,75.84,76.37,59.57,65.11,76.90,76.33,75.89,76.72,75.44,76.72,78.54,56.79,51.50,47.75,39.98,44.37,47.41,55.58,
311.00,87.50,87.38,87.97,87.38,88.12,87.73,87.01,86.64,89.34,88.57,86.86,87.85,88.37,79.93,72.28,78.98,87.33,86.69,80.19,69.00,86.44,87.39,84.67,87.58,86.36,86.52,86.64,67.88,74.31,87.85,87.38,85.63,87.38,84.74,87.89,90.21,64.62,59.30,54.21,45.39,50.74,54.17,63.72,
312.00,98.45,99.08,100.15,98.74,99.31,98.92,98.20,98.13,100.64,100.33,97.97,99.40,99.84,90.36,82.30,89.04,98.28,97.81,90.54,78.29,97.54,98.86,95.11,98.83,97.39,97.41,97.55,76.70,83.17,98.27,98.12,97.27,98.48,95.54,99.69,101.99,72.83,66.92,60.68,51.18,57.12,61.48,72.14,
313.00,110.58,111.09,112.29,110.84,111.21,110.96,110.37,110.47,112.67,113.02,110.11,111.69,111.69,100.50,92.21,99.87,110.23,109.00,101.13,88.28,109.39,111.55,106.81,110.73,109.35,108.64,109.36,86.23,93.90,109.88,109.65,109.39,111.54,108.15,111.09,114.37,81.61,75.97,67.96,57.68,64.16,69.03,80.92,
314.00,123.11,122.92,123.82,123.77,123.48,123.15,122.50,122.93,125.00,124.50,122.18,123.35,123.49,111.71,101.97,111.68,122.62,120.26,112.80,98.08,121.51,123.79,118.73,122.78,121.23,120.01,121.60,95.68,104.82,122.41,122.32,121.23,123.63,120.19,123.49,127.17,89.95,84.60,75.76,64.44,72.01,76.56,90.11,
315.00,135.35,135.68,136.00,135.93,135.73,134.82,135.00,135.88,137.81,137.13,133.90,135.15,135.84,123.19,112.97,123.16,135.39,132.56,123.85,108.19,133.30,135.53,131.06,134.40,133.65,132.64,133.18,105.95,115.15,134.23,134.19,133.70,135.72,132.29,136.84,140.37,99.72,92.93,83.08,70.85,79.21,84.52,99.16,
316.00,148.90,148.72,149.15,149.27,148.54,148.54,148.24,149.15,151.81,150.97,147.45,148.60,148.72,135.02,124.23,134.59,148.73,145.93,135.51,118.90,145.99,148.42,144.60,147.51,146.30,145.57,146.42,116.23,125.87,147.09,147.33,147.21,149.33,145.27,151.03,153.03,109.61,101.97,91.00,78.11,87.06,92.91,109.16,
317.00,162.97,162.32,162.64,163.01,162.37,163.02,161.88,162.44,165.72,164.47,160.75,161.96,162.20,146.94,134.77,147.15,161.88,158.68,147.93,129.74,160.10,161.68,157.26,161.15,159.32,158.88,160.14,127.00,137.69,161.23,161.56,160.99,163.26,159.01,164.58,166.49,119.36,111.79,99.73,85.40,95.33,101.24,119.32,
318.00,175.38,174.55,173.85,175.81,175.08,174.91,173.80,173.85,178.76,176.26,173.18,173.82,174.98,157.89,145.03,158.02,174.75,170.82,159.77,139.38,172.76,173.49,169.21,173.40,170.86,171.64,172.09,136.39,148.24,173.58,174.67,173.06,175.33,170.91,177.08,179.57,128.96,119.51,107.29,91.99,102.77,108.59,128.56,
319.00,186.05,185.43,185.46,185.92,185.70,185.94,184.70,185.19,190.17,186.90,183.75,185.94,186.17,167.96,153.53,167.23,186.05,182.04,169.68,147.91,183.26,183.87,179.98,184.23,181.43,183.01,182.80,144.30,156.91,184.59,184.94,183.37,186.90,181.32,188.96,190.52,137.27,127.31,113.73,97.63,108.79,115.77,137.09,
320.00,196.95,196.95,196.88,197.56,197.59,197.75,194.97,196.08,201.64,197.44,195.18,197.44,197.54,177.81,162.61,176.96,197.39,192.84,180.42,156.55,194.45,195.01,190.09,196.30,192.17,193.86,193.86,152.93,165.94,195.44,195.98,194.79,198.44,192.92,200.03,201.87,144.88,135.16,120.91,103.47,115.07,122.71,145.48,
321.00,208.14,208.96,208.43,209.10,209.57,209.86,206.80,208.03,213.27,209.50,206.84,209.77,209.45,187.97,171.71,187.53,209.76,204.29,191.46,165.75,206.29,207.09,201.37,208.47,203.68,205.44,205.58,161.45,176.14,207.62,207.47,206.38,210.76,205.65,211.23,214.49,152.74,142.95,128.58,109.74,121.91,129.72,153.91,
322.00,221.98,222.52,222.42,222.75,223.48,223.63,220.38,222.82,227.37,223.06,219.71,223.26,223.43,200.45,182.58,200.90,224.65,218.55,203.99,176.46,219.28,220.39,214.55,222.52,217.70,218.90,219.41,171.66,187.85,221.60,221.29,219.91,225.24,219.15,225.62,229.84,162.92,152.85,137.33,117.03,130.04,138.20,164.12,
323.00,239.03,239.46,239.43,239.28,240.50,240.28,237.08,240.65,244.31,240.86,236.01,240.25,240.32,215.85,196.36,215.67,241.44,236.01,219.18,189.64,235.65,236.80,230.61,239.46,233.97,235.58,236.20,184.95,201.24,237.26,237.69,237.05,241.96,236.01,243.51,247.27,175.01,163.96,147.70,125.72,139.52,148.82,176.57,
324.00,257.94,257.84,257.57,257.97,258.71,258.68,255.55,259.40,263.06,260.84,255.02,258.60,258.01,231.94,210.91,231.91,259.69,254.53,235.74,204.48,253.72,255.66,248.30,258.23,252.44,253.10,254.43,198.48,216.48,255.87,255.69,255.43,261.11,254.82,261.75,266.59,187.77,176.18,158.93,135.27,150.35,160.00,189.74,
325.00,277.92,277.04,277.33,277.29,277.77,278.19,275.50,278.54,282.93,280.31,273.49,277.19,277.24,248.72,226.32,250.08,278.14,273.98,253.65,219.53,272.87,275.07,266.41,277.54,270.76,271.55,273.95,213.39,233.35,275.53,275.24,274.36,280.80,274.60,281.33,286.76,202.28,189.45,170.93,145.57,161.80,171.68,203.85,
326.00,298.59,297.20,296.80,297.19,298.74,297.17,295.92,298.80,303.64,300.57,293.22,296.72,297.14,267.03,243.13,268.34,298.09,293.88,271.75,235.06,292.34,295.35,285.89,297.18,290.33,291.44,293.46,229.26,250.30,295.16,294.85,295.14,300.78,294.82,301.94,308.84,218.24,203.01,182.99,155.87,173.64,184.54,218.58,
327.00,317.27,315.77,315.66,315.58,316.84,315.69,314.43,317.16,322.94,319.32,311.45,315.70,315.44,284.02,258.87,284.23,316.09,312.49,288.19,249.09,310.73,313.64,303.88,315.39,307.93,309.96,311.63,243.06,265.90,313.94,312.92,313.10,319.75,313.21,321.22,327.80,231.72,215.21,194.45,165.59,184.40,196.19,232.45,
328.00,332.30,331.55,331.75,331.14,332.50,331.58,329.59,332.38,338.18,334.81,326.40,330.39,330.54,296.99,270.93,298.30,330.72,326.67,302.03,260.30,326.37,328.98,317.71,331.14,323.22,324.56,326.34,254.64,279.04,329.97,327.65,328.02,335.99,328.21,336.36,344.22,242.28,226.02,203.99,173.46,193.36,205.75,243.26,
329.00,344.98,344.35,343.75,343.78,345.46,344.31,342.14,345.27,351.03,346.78,337.94,343.27,344.16,308.17,281.48,309.90,343.51,338.66,313.12,269.13,339.16,341.88,329.38,343.42,335.54,337.10,338.30,264.19,290.01,342.96,340.27,340.46,348.65,340.34,349.40,357.71,251.91,234.56,211.72,180.03,200.76,213.14,252.40,
330.00,354.90,354.07,353.59,353.47,355.38,353.84,351.91,356.08,361.35,357.52,347.97,353.93,354.89,317.67,289.16,318.99,354.31,348.23,321.61,276.29,349.18,351.33,339.27,353.46,346.42,347.62,348.10,271.24,297.75,353.11,350.60,350.25,359.32,349.53,360.85,368.26,258.50,242.01,217.90,185.12,206.69,219.38,260.05,
331.00,361.13,362.02,361.27,360.58,362.21,360.91,358.19,362.87,368.71,364.30,355.22,360.89,362.18,323.82,295.17,325.20,361.21,355.00,327.52,281.06,357.26,358.24,345.55,360.69,353.36,354.25,355.09,276.08,302.45,359.35,357.81,357.48,367.02,356.36,368.72,375.36,262.86,246.54,222.67,188.21,210.30,223.20,265.12,
332.00,365.22,365.57,365.06,364.24,365.92,364.78,361.55,366.47,372.60,368.89,359.87,365.02,366.27,326.06,297.41,328.72,364.90,358.23,331.10,284.09,361.23,363.11,348.92,364.75,357.29,357.40,359.08,277.68,305.62,363.53,361.31,361.70,371.63,360.61,372.40,379.29,264.74,248.80,224.99,190.11,212.57,225.05,267.54,
333.00,365.47,365.35,364.66,364.77,365.93,365.24,361.47,367.21,373.58,368.42,359.79,364.72,367.15,325.96,296.82,329.78,365.87,358.86,331.93,283.80,361.47,362.98,349.65,364.89,357.76,357.94,359.79,277.13,304.99,364.08,362.46,362.40,371.78,360.95,373.93,380.12,265.02,249.26,225.46,190.26,212.90,224.69,267.98,
334.00,365.00,365.85,364.58,363.86,365.80,364.28,361.61,366.45,373.25,368.63,360.08,364.28,366.64,325.59,296.44,328.87,365.93,359.29,332.16,283.20,360.88,362.71,350.02,364.39,357.37,358.02,359.93,276.22,303.50,363.17,362.41,362.75,371.38,361.07,374.39,381.19,264.74,248.41,225.48,189.69,212.34,224.38,267.68,
335.00,364.54,366.31,364.47,364.46,365.97,365.37,362.38,366.89,373.75,369.37,360.32,364.67,366.44,324.63,296.31,328.10,366.90,359.78,333.00,282.76,360.49,363.13,350.62,364.85,357.61,357.95,360.46,275.43,303.10,363.39,362.35,363.47,372.25,361.56,374.99,382.38,264.62,247.98,225.58,189.53,212.34,224.08,267.63,
336.00,365.60,366.95,365.70,365.61,367.26,367.93,364.37,368.06,374.94,370.61,361.26,366.27,367.94,325.63,296.17,329.28,368.40,360.28,334.72,283.27,361.38,364.71,351.85,366.28,358.84,359.40,362.26,275.74,304.06,365.95,364.39,364.27,373.82,362.72,376.41,384.29,264.74,249.40,226.41,190.15,212.98,224.54,268.18,
337.00,367.83,370.07,367.68,367.88,369.81,370.47,367.22,371.32,377.97,373.52,363.29,368.95,370.99,328.75,298.70,331.43,372.17,363.04,336.92,284.24,363.79,367.04,355.58,368.91,361.92,362.74,364.39,277.91,305.37,369.08,367.53,366.97,376.74,366.05,380.34,388.95,267.35,251.01,227.77,191.08,214.35,226.04,270.05,
338.00,373.95,375.98,373.68,373.26,375.41,376.24,373.47,376.38,384.62,379.80,369.57,375.41,376.98,334.56,303.13,335.81,378.48,368.71,341.48,288.20,369.12,372.30,361.01,374.35,367.51,368.58,369.79,281.58,310.06,374.55,372.99,371.84,383.16,371.50,386.73,395.78,271.09,254.60,231.00,193.59,217.33,229.51,274.01,
339.00,381.53,383.57,380.78,381.60,382.95,384.33,381.42,383.65,392.89,387.00,376.74,382.98,384.34,340.69,309.21,342.50,385.74,375.40,347.85,292.87,376.95,379.57,366.76,382.32,374.74,375.62,376.82,286.94,315.91,381.84,380.53,379.44,391.37,379.13,394.39,403.73,275.70,259.77,235.28,197.10,221.32,233.60,279.13,
340.00,388.42,389.43,386.24,387.72,389.17,390.24,387.17,389.48,399.43,392.76,382.93,389.12,390.62,345.99,313.79,347.37,391.85,381.26,352.29,296.63,383.29,385.74,372.90,388.14,380.36,381.63,382.69,290.53,321.19,388.34,386.69,385.14,397.83,385.66,400.54,410.39,279.50,263.06,238.81,200.23,224.90,236.98,283.33,
341.00,391.44,391.98,389.18,390.68,391.80,391.97,389.71,393.03,402.64,395.87,385.52,391.04,393.22,348.67,315.39,349.82,395.34,384.62,354.33,298.10,385.55,387.87,375.77,390.86,382.31,384.76,385.40,291.35,323.60,391.17,389.98,387.67,400.64,388.69,405.02,414.13,281.29,264.47,240.43,201.45,226.75,238.54,285.62,
342.00,392.66,393.34,390.59,392.02,393.99,393.67,390.41,394.16,404.09,397.01,387.38,392.04,394.38,349.42,316.25,350.68,396.85,386.60,354.96,298.53,386.99,389.17,376.06,392.02,383.65,385.84,386.33,291.76,323.71,391.26,390.82,389.45,401.52,389.70,406.55,415.24,281.31,264.68,241.40,201.53,227.12,238.85,286.41,
343.00,393.39,394.70,391.28,393.51,394.90,395.12,391.35,395.15,404.83,399.22,388.46,393.48,395.64,348.77,316.23,351.82,397.50,387.76,356.15,298.61,388.65,391.26,377.61,393.37,384.22,386.61,387.77,292.00,323.83,392.54,391.21,391.31,403.01,391.96,407.43,416.56,281.26,265.27,242.24,201.87,227.74,238.90,286.96,
344.00,393.02,393.63,391.05,393.00,395.09,394.97,390.69,395.43,404.64,398.90,387.86,393.15,395.62,347.97,314.74,352.45,397.82,387.43,355.73,297.89,388.62,391.24,377.87,393.72,383.88,386.52,388.30,290.72,323.50,392.85,391.37,390.67,403.16,391.90,408.72,416.95,280.73,265.01,242.68,201.44,227.75,238.11,286.79,
345.00,391.70,393.35,391.17,392.11,394.80,394.19,390.19,395.31,404.21,398.72,387.29,392.65,394.94,347.61,313.67,352.14,397.33,387.65,355.16,297.12,388.50,391.17,377.34,393.05,383.43,386.18,388.20,290.21,321.74,391.03,390.22,390.61,402.43,391.25,408.84,416.92,280.62,264.55,242.39,200.48,226.78,237.52,286.26,
346.00,393.53,394.83,392.86,393.33,396.18,396.28,391.95,396.83,406.44,400.53,388.61,395.24,395.95,348.03,314.04,352.88,398.62,389.49,356.07,297.69,390.57,392.94,379.27,395.14,385.47,386.87,390.06,290.58,321.67,392.11,390.92,392.37,404.71,392.81,409.84,418.48,281.34,265.16,243.00,201.04,227.19,237.92,287.14,
347.00,397.43,399.25,396.98,398.28,400.19,400.86,396.84,401.09,410.63,404.46,392.56,399.29,399.86,350.99,316.39,356.71,402.30,392.85,360.04,299.87,395.51,397.17,382.72,399.97,389.24,391.07,394.89,292.79,325.07,396.78,395.24,396.60,409.68,396.90,414.64,423.04,283.80,268.42,245.59,203.03,229.61,239.78,289.63,
348.00,403.04,404.35,402.27,403.21,405.74,405.40,401.67,406.42,416.41,409.48,397.89,405.02,404.99,356.21,320.45,360.74,408.29,398.39,363.86,303.21,400.79,402.40,388.03,405.78,394.81,396.62,400.19,295.73,328.94,402.02,401.01,402.05,415.28,402.22,421.11,430.17,287.90,271.41,248.67,205.39,232.58,242.48,293.27,
349.00,408.43,409.42,408.05,408.51,410.65,410.71,406.64,412.27,422.01,415.22,402.78,410.12,410.22,361.44,323.85,364.25,414.09,404.17,367.68,306.68,405.35,406.97,393.54,411.13,400.23,401.54,404.84,298.83,331.90,407.65,406.36,407.47,420.88,407.78,426.84,436.03,291.23,274.52,251.67,207.83,235.31,245.53,296.75,
350.00,415.39,416.41,414.92,415.58,416.96,418.22,413.20,418.85,429.09,421.59,409.73,417.06,417.93,367.26,329.70,369.86,421.02,410.73,373.30,311.10,412.20,413.23,399.17,418.46,406.74,407.88,411.06,303.13,337.02,415.12,413.52,413.94,428.51,415.06,434.27,444.33,295.29,279.25,256.17,211.00,239.04,249.18,301.18,
351.00,425.15,425.84,423.71,425.74,426.32,427.89,422.36,428.40,439.12,431.75,419.82,427.17,428.87,375.61,336.79,378.19,431.47,420.27,382.49,317.80,422.00,423.01,408.30,428.34,416.61,417.60,420.22,309.82,344.72,425.72,423.96,423.05,439.50,425.74,444.87,455.99,302.04,285.53,262.31,215.70,244.62,254.60,307.98,
352.00,434.09,434.09,432.34,433.98,434.58,436.15,430.47,437.83,448.13,441.09,427.59,435.62,438.20,383.02,343.15,385.90,441.39,428.89,389.88,323.33,430.05,431.60,417.45,436.94,424.68,425.40,428.02,315.29,351.12,435.08,432.78,431.18,448.34,434.50,454.71,466.40,307.78,291.28,267.58,219.64,249.37,259.47,314.23,
353.00,438.76,438.85,437.48,439.21,439.67,440.83,435.53,443.53,453.46,446.60,432.76,440.91,442.97,387.39,347.56,390.22,447.15,433.93,394.54,326.21,434.79,436.23,422.29,441.97,429.88,430.68,432.88,318.57,354.07,439.63,437.57,436.38,453.93,440.02,460.51,471.77,310.78,294.18,270.54,221.89,251.82,262.34,317.57,
354.00,438.48,438.89,437.63,438.79,438.78,441.19,436.01,443.24,453.59,447.06,434.08,441.82,442.67,387.05,347.30,390.16,447.25,433.92,394.98,325.38,435.05,437.59,422.49,442.05,430.20,430.43,432.91,317.74,354.44,439.98,437.75,436.88,455.17,441.01,460.76,472.67,309.96,294.22,270.33,221.64,251.93,262.15,317.77,
355.00,433.31,433.25,431.11,432.75,433.65,435.49,430.18,437.44,448.15,441.72,428.05,435.81,436.92,381.25,341.65,385.69,441.76,427.77,390.66,320.33,429.82,432.01,417.15,436.78,423.68,424.82,428.06,312.32,349.38,434.73,432.82,431.22,448.99,435.44,454.95,466.93,304.91,289.91,266.53,218.60,248.54,258.23,313.71,
356.00,425.96,426.69,423.89,425.17,427.26,427.56,423.23,430.22,440.57,434.24,420.29,428.24,429.37,374.55,335.73,379.11,434.40,420.86,383.70,313.64,422.44,424.92,409.86,429.20,416.35,417.83,421.15,305.72,343.10,426.96,424.38,424.78,441.06,427.99,447.71,459.43,299.44,284.16,261.66,214.56,243.83,253.47,308.21,
357.00,420.06,420.73,417.93,419.38,420.90,421.71,417.69,424.49,435.01,427.91,414.70,422.94,422.64,368.54,329.86,373.13,427.69,415.94,378.38,308.46,415.90,418.58,403.39,423.02,410.17,411.73,415.59,299.83,337.25,420.27,417.99,419.22,435.40,422.22,441.80,453.05,294.61,279.73,257.73,211.18,239.80,249.63,303.66,
358.00,414.55,415.72,412.46,414.57,415.97,416.47,412.48,419.06,429.53,421.77,409.30,417.14,417.16,362.84,324.06,368.09,421.81,410.38,373.76,303.76,410.86,413.43,397.26,418.00,404.48,406.35,410.80,295.63,332.57,415.37,412.47,413.00,429.82,417.09,436.34,447.75,290.11,276.19,254.42,208.17,236.51,245.90,299.51,
359.00,415.67,416.30,412.57,415.68,417.80,416.58,412.65,420.00,430.77,422.64,409.91,417.46,419.00,362.89,323.90,368.97,422.84,411.48,374.15,303.61,411.95,413.26,398.25,418.65,405.03,407.76,411.75,295.89,331.97,416.41,413.32,413.64,429.73,418.16,437.81,449.47,290.95,276.22,254.65,208.35,236.48,245.62,299.68,
360.00,424.55,424.64,422.58,424.84,426.54,425.15,421.87,430.15,440.53,431.79,419.01,426.86,427.58,371.16,330.70,376.42,432.31,421.36,382.08,309.32,420.05,422.19,407.62,427.16,414.82,416.50,420.25,302.22,338.57,425.48,421.51,422.71,439.05,427.14,448.95,459.42,297.51,282.44,260.30,212.49,241.55,250.71,305.82,
361.00,434.31,434.17,432.40,434.78,436.26,435.25,431.34,439.83,451.25,442.46,429.61,436.51,437.30,379.23,337.91,385.12,442.35,431.12,390.75,315.98,429.98,431.83,416.90,438.79,424.31,426.29,429.63,309.12,345.40,435.04,431.76,432.63,449.72,437.74,460.23,470.52,304.10,289.33,266.25,216.93,246.95,256.24,312.79,
362.00,446.23,446.16,443.69,447.28,448.67,447.00,443.21,451.35,464.42,455.57,442.50,448.58,450.08,389.61,346.88,395.88,455.28,442.33,401.44,324.20,442.58,444.30,428.41,451.50,436.48,438.57,441.33,317.77,355.14,447.56,444.26,444.48,462.48,450.95,473.32,484.78,312.34,297.29,274.00,223.03,253.71,262.88,321.15,
363.00,465.18,464.41,462.53,465.47,467.89,466.07,462.01,470.55,484.34,475.41,460.90,467.19,469.87,406.99,361.06,413.05,475.63,461.18,418.07,337.02,461.19,462.85,447.11,470.57,455.24,457.21,460.09,330.20,370.49,466.92,463.90,463.78,482.41,470.11,494.32,505.67,325.89,310.07,285.78,232.18,264.22,273.55,334.29,
364.00,485.84,484.81,483.58,485.40,488.41,487.21,483.26,491.32,505.15,496.74,481.06,488.25,490.64,425.27,377.35,430.74,497.12,481.36,435.94,351.19,481.27,483.94,466.50,491.59,475.56,477.35,480.66,343.77,386.14,486.66,483.89,484.41,504.29,491.13,516.76,528.12,340.39,323.43,298.27,241.80,275.55,285.37,348.90,
365.00,502.02,501.53,499.84,502.12,504.69,503.98,499.32,507.53,522.01,514.24,497.14,505.25,507.71,439.25,389.24,445.24,514.17,496.63,449.88,362.27,498.01,500.46,481.74,508.20,491.52,493.01,496.43,353.91,399.30,502.90,499.97,501.31,522.28,508.38,534.23,546.67,350.96,334.00,308.05,249.78,284.83,294.47,360.42,
366.00,516.25,516.21,514.31,516.91,519.67,518.91,513.43,522.30,537.39,529.07,510.52,519.70,522.75,451.65,399.62,458.62,529.81,511.33,463.09,372.23,512.96,515.27,495.51,522.64,505.16,507.04,511.30,363.34,410.46,518.74,514.70,515.81,536.86,522.76,550.39,563.72,360.64,343.46,317.60,256.82,293.28,302.78,370.22,
