Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
478.00,1125.54,1129.44,1124.11,1131.14,1133.40,1137.99,1129.80,1175.03,1226.27,1187.47,1133.00,1159.70,1167.17,943.59,794.04,985.59,1209.24,1149.02,985.26,697.76,1136.95,1145.50,1086.07,1173.94,1106.61,1124.81,1143.01,673.69,799.74,1154.70,1144.34,1152.95,1226.31,1194.25,1292.50,1348.44,734.29,715.40,692.58,517.46,613.15,613.30,793.90,
479.00,1131.21,1135.68,1125.98,1135.51,1138.96,1140.45,1132.80,1180.58,1232.53,1194.08,1136.12,1166.78,1173.12,947.04,796.27,990.64,1217.23,1155.27,989.54,700.56,1142.97,1154.04,1091.25,1178.46,1110.76,1130.84,1148.30,676.04,803.73,1160.32,1150.50,1159.44,1233.59,1199.13,1301.83,1356.95,735.88,720.15,694.31,518.96,616.44,615.89,798.65,
480.00,1136.29,1138.01,1130.23,1135.68,1141.03,1144.87,1137.05,1182.79,1235.11,1196.43,1138.51,1172.04,1178.91,950.05,799.98,995.35,1223.40,1157.29,993.44,701.77,1144.22,1158.36,1094.48,1183.25,1115.69,1134.37,1151.94,676.41,805.58,1163.86,1152.30,1163.96,1237.79,1203.50,1307.78,1361.56,741.75,721.15,695.55,520.28,618.67,617.06,801.61,
481.00,1135.79,1138.34,1131.15,1133.83,1141.68,1146.24,1135.40,1180.04,1235.21,1197.80,1137.13,1170.68,1177.68,948.74,799.07,995.03,1220.31,1155.20,994.99,700.30,1143.18,1156.26,1093.39,1181.53,1116.06,1132.14,1150.60,674.74,803.86,1163.65,1150.33,1163.53,1238.39,1204.48,1306.25,1360.32,741.22,718.94,694.50,520.11,617.78,616.90,800.50,
482.00,1127.13,1131.24,1121.89,1125.72,1133.30,1136.76,1126.21,1172.77,1225.11,1186.85,1127.84,1160.79,1167.24,941.16,792.52,985.93,1208.46,1145.06,986.00,694.40,1134.93,1148.46,1085.69,1172.55,1108.15,1123.03,1140.17,669.66,798.89,1157.60,1142.30,1155.54,1228.09,1195.57,1295.40,1351.23,735.62,713.10,688.08,516.29,612.90,613.15,794.16,
483.00,1110.18,1112.12,1103.60,1104.28,1117.73,1116.40,1106.17,1153.09,1205.05,1164.72,1109.91,1141.26,1149.09,927.43,780.21,969.63,1189.61,1127.07,967.75,682.37,1116.40,1128.84,1066.92,1151.65,1089.83,1104.94,1122.35,658.05,784.83,1139.95,1123.12,1136.30,1209.24,1174.94,1275.08,1330.51,722.92,701.24,676.71,508.62,602.75,604.20,781.21,
484.00,1083.17,1085.60,1079.78,1078.86,1093.68,1090.53,1083.11,1129.00,1177.94,1139.77,1087.65,1113.61,1122.67,907.59,763.05,947.54,1165.05,1099.26,944.21,666.25,1092.35,1101.02,1043.76,1125.52,1064.67,1077.26,1099.62,642.20,763.64,1112.90,1097.39,1111.18,1182.27,1150.14,1246.78,1300.74,707.99,685.18,661.39,497.84,589.17,589.97,762.46,
485.00,1064.11,1064.06,1057.66,1056.56,1071.53,1069.64,1062.91,1105.19,1154.67,1117.94,1067.25,1089.67,1098.27,886.45,746.67,927.01,1140.05,1075.62,924.89,652.52,1069.80,1077.55,1024.85,1105.00,1040.95,1054.93,1074.44,629.42,746.39,1089.47,1076.15,1086.86,1157.25,1126.51,1218.66,1276.74,691.72,672.89,647.92,486.66,577.54,577.75,746.30,
486.00,1051.64,1051.01,1044.77,1045.30,1057.73,1054.78,1049.77,1092.66,1138.01,1103.06,1054.43,1075.95,1085.22,875.79,736.11,915.46,1126.35,1064.35,913.29,645.08,1057.82,1063.47,1011.40,1090.54,1027.55,1042.46,1061.95,622.10,736.55,1077.22,1064.48,1073.59,1141.43,1113.41,1204.39,1261.12,680.95,664.47,640.18,479.53,570.29,570.06,736.85,
487.00,1047.40,1046.46,1039.34,1041.71,1054.79,1048.98,1047.52,1092.38,1135.99,1101.72,1051.63,1072.40,1083.53,872.42,731.05,910.84,1124.58,1061.63,909.92,642.42,1054.87,1060.24,1008.03,1087.49,1023.69,1037.78,1059.10,619.32,732.08,1072.05,1059.20,1070.46,1138.75,1108.19,1203.76,1256.30,679.07,664.01,638.72,478.22,568.83,566.65,735.04,
488.00,1054.22,1053.11,1047.68,1050.14,1060.83,1058.51,1056.38,1101.08,1144.57,1110.58,1057.79,1081.62,1091.56,876.59,737.88,918.85,1134.49,1069.44,918.39,646.70,1060.90,1069.31,1017.08,1095.59,1031.84,1043.97,1066.63,621.55,735.76,1077.36,1066.86,1079.91,1145.94,1115.97,1211.19,1265.12,685.85,668.25,642.86,481.11,573.67,569.43,740.25,
489.00,1069.03,1068.10,1063.41,1065.91,1074.30,1074.13,1070.37,1112.95,1160.63,1127.47,1073.09,1097.48,1105.67,887.50,745.88,931.53,1146.79,1085.06,932.57,655.01,1076.80,1081.92,1029.10,1111.23,1046.40,1059.27,1080.94,630.65,748.13,1094.57,1081.60,1095.16,1161.87,1131.44,1226.83,1282.62,693.43,677.44,651.54,486.92,580.53,576.38,750.10,
490.00,1076.01,1078.87,1072.77,1077.11,1084.49,1083.52,1079.74,1125.79,1172.63,1139.10,1081.50,1108.05,1118.13,896.34,750.87,940.75,1158.36,1096.90,941.67,660.86,1089.66,1095.61,1038.63,1123.24,1056.93,1071.03,1093.95,636.10,757.44,1105.52,1092.10,1107.02,1173.92,1142.40,1241.90,1293.59,698.44,683.47,658.42,492.23,585.24,582.46,757.93,
491.00,1083.71,1084.44,1079.40,1086.25,1092.76,1092.03,1087.04,1133.34,1184.80,1145.72,1087.38,1116.34,1124.64,901.49,758.01,948.61,1169.24,1102.92,946.75,664.07,1097.84,1104.02,1045.28,1130.87,1065.23,1080.83,1101.47,638.75,762.02,1113.45,1096.77,1114.88,1183.37,1148.95,1252.20,1303.66,703.61,686.24,663.05,495.37,588.85,586.84,763.21,
492.00,1088.28,1089.31,1085.55,1090.82,1097.23,1097.13,1094.37,1135.30,1190.40,1155.11,1094.26,1121.57,1128.63,905.24,762.91,954.67,1174.03,1106.18,952.49,666.59,1102.85,1108.98,1049.98,1138.14,1068.41,1086.79,1107.40,640.18,766.01,1118.85,1101.85,1120.71,1188.65,1155.67,1257.23,1310.35,705.40,689.61,666.27,497.24,591.76,589.92,766.79,
493.00,1093.98,1093.74,1089.13,1096.04,1100.16,1103.08,1096.77,1137.56,1196.17,1158.30,1097.86,1123.95,1132.45,907.45,763.02,957.32,1177.84,1109.64,955.01,667.79,1106.11,1115.35,1053.81,1142.40,1070.08,1091.80,1110.60,645.18,769.82,1123.48,1106.12,1122.50,1193.01,1162.79,1262.93,1315.11,707.07,692.75,669.69,499.68,593.18,591.87,769.30,
494.00,1099.51,1098.24,1093.31,1098.06,1104.25,1106.26,1099.87,1142.74,1201.11,1160.98,1100.43,1126.70,1137.28,910.73,766.82,959.25,1182.50,1114.65,956.51,668.98,1110.45,1120.12,1057.37,1144.75,1072.52,1096.05,1113.74,648.26,771.93,1127.97,1111.36,1125.23,1196.19,1166.64,1268.60,1318.40,708.26,693.85,671.05,501.31,594.70,594.63,772.58,
495.00,1104.03,1102.93,1098.06,1102.22,1108.65,1111.97,1106.48,1147.71,1206.77,1165.79,1106.85,1133.68,1140.89,915.32,770.60,961.66,1187.26,1118.34,959.45,671.33,1115.12,1124.18,1063.54,1149.05,1077.95,1101.12,1117.57,649.70,772.33,1130.65,1114.80,1129.65,1201.90,1172.62,1275.46,1324.85,712.25,697.61,674.34,503.84,597.77,596.82,775.91,
496.00,1105.41,1103.49,1097.39,1100.25,1107.09,1113.53,1106.72,1145.81,1204.30,1167.34,1106.08,1134.24,1141.88,913.97,770.13,960.50,1184.34,1117.27,961.28,670.38,1111.10,1121.97,1064.15,1149.57,1076.17,1099.50,1114.86,649.39,769.69,1130.78,1115.96,1130.64,1199.96,1172.73,1273.88,1325.42,713.02,699.37,673.32,503.58,598.60,595.40,776.22,
497.00,1102.69,1100.41,1093.81,1096.72,1103.39,1108.92,1099.73,1141.64,1196.88,1157.95,1102.25,1130.24,1137.97,910.96,764.92,955.13,1178.82,1115.15,955.52,667.56,1106.71,1116.64,1058.23,1143.49,1073.61,1096.38,1110.02,648.26,767.10,1128.73,1113.98,1125.12,1196.08,1167.77,1268.23,1319.04,707.56,694.33,669.27,501.12,595.18,593.37,771.91,
498.00,1090.70,1093.46,1084.70,1088.80,1094.34,1099.04,1092.54,1135.91,1188.04,1150.48,1093.97,1121.56,1128.62,905.69,755.84,946.66,1172.54,1107.30,946.38,662.05,1098.82,1106.84,1049.95,1136.09,1064.95,1086.17,1102.05,640.22,761.47,1119.62,1108.36,1117.96,1187.81,1154.87,1262.23,1308.96,702.10,688.80,662.56,497.16,590.96,588.53,765.80,
499.00,1080.62,1082.63,1074.91,1077.82,1084.22,1090.62,1083.11,1125.86,1176.12,1138.71,1083.21,1110.83,1120.04,897.36,751.51,938.73,1162.41,1095.44,939.63,655.02,1085.38,1097.18,1040.68,1127.44,1055.23,1078.30,1092.53,632.26,752.40,1106.92,1096.81,1109.14,1176.75,1144.95,1252.67,1299.17,698.50,681.41,657.28,492.24,584.95,583.17,757.78,
500.00,1070.89,1072.96,1066.23,1069.74,1075.64,1082.32,1072.34,1112.92,1165.79,1129.75,1074.93,1101.74,1110.69,887.82,742.15,932.24,1152.97,1086.73,932.16,648.64,1076.01,1087.43,1032.13,1115.15,1045.86,1065.74,1083.76,625.40,747.72,1099.39,1088.09,1102.11,1167.98,1134.90,1240.98,1290.18,691.88,674.76,650.14,487.50,579.78,578.08,750.53,
501.00,1063.94,1066.85,1061.04,1064.24,1070.94,1075.94,1064.46,1108.35,1160.70,1122.27,1071.32,1093.36,1105.21,883.09,736.21,927.49,1147.67,1082.42,926.59,645.31,1073.85,1085.62,1027.00,1109.38,1039.89,1058.14,1078.99,621.58,745.07,1094.19,1082.94,1095.82,1162.27,1128.44,1235.04,1283.53,685.26,670.74,647.42,484.54,575.80,575.29,745.86,
502.00,1059.60,1063.89,1057.74,1062.95,1068.96,1073.45,1061.29,1106.51,1160.70,1121.85,1067.53,1090.53,1103.04,880.99,736.19,928.17,1146.69,1081.49,923.86,642.67,1070.89,1083.98,1024.97,1107.15,1040.29,1056.15,1078.11,618.64,741.48,1092.12,1079.48,1095.39,1159.85,1126.30,1233.38,1282.26,685.92,667.59,646.68,483.08,573.73,574.18,745.26,
503.00,1063.75,1065.65,1061.47,1063.56,1074.75,1076.55,1065.81,1109.21,1163.77,1128.49,1072.05,1095.29,1106.13,882.87,738.98,931.65,1149.34,1086.29,928.75,643.37,1074.21,1085.89,1028.93,1110.62,1042.98,1059.34,1082.34,619.41,739.82,1093.88,1079.04,1097.25,1165.62,1133.36,1235.09,1288.94,688.58,670.91,648.95,484.70,575.50,575.59,748.00,
504.00,1072.04,1070.33,1066.28,1070.27,1080.05,1083.84,1072.10,1114.10,1172.19,1134.30,1078.61,1103.46,1111.85,886.98,742.07,937.57,1154.66,1093.77,934.85,646.85,1081.59,1092.96,1036.63,1118.27,1047.22,1063.02,1087.95,623.23,745.40,1102.39,1086.07,1103.37,1173.06,1139.91,1240.70,1296.82,690.75,674.35,652.53,486.95,580.53,578.08,753.03,
505.00,1079.54,1075.84,1070.48,1075.39,1084.03,1085.74,1076.90,1121.78,1177.84,1138.87,1082.94,1108.98,1116.71,893.15,746.61,941.59,1160.94,1100.17,938.73,648.51,1086.58,1098.66,1040.53,1125.66,1054.52,1071.13,1092.44,626.58,746.78,1108.41,1091.33,1105.67,1178.13,1145.60,1245.69,1301.73,691.68,675.89,655.82,488.65,581.91,581.01,755.51,
506.00,1081.14,1079.63,1073.34,1077.20,1087.05,1087.13,1082.27,1127.33,1182.22,1145.21,1086.52,1112.94,1121.80,897.76,749.05,942.13,1164.74,1103.64,939.25,649.61,1089.63,1100.15,1043.90,1130.58,1058.58,1075.16,1097.26,629.05,748.53,1109.78,1095.01,1108.40,1184.42,1150.88,1251.73,1305.50,694.68,681.13,657.44,490.45,584.76,582.10,757.09,
507.00,1085.91,1082.33,1076.42,1077.77,1088.28,1090.56,1086.93,1129.30,1184.87,1145.63,1087.14,1117.31,1125.24,900.16,752.09,943.33,1168.12,1103.01,942.86,651.55,1089.59,1102.75,1046.97,1134.40,1058.83,1078.41,1100.22,630.01,751.29,1107.27,1095.49,1110.77,1187.53,1153.60,1254.50,1307.33,697.49,683.98,659.42,491.81,587.65,582.56,759.36,
508.00,1087.65,1081.45,1078.29,1079.81,1087.49,1090.65,1086.78,1128.87,1186.59,1143.90,1088.36,1118.58,1126.09,901.00,750.51,942.71,1167.85,1103.93,943.75,652.44,1091.14,1104.97,1046.16,1135.73,1060.32,1079.70,1101.48,630.45,753.34,1108.72,1097.34,1111.66,1188.49,1153.15,1254.64,1307.62,696.72,683.81,660.45,492.08,587.71,583.33,760.27,
509.00,1084.11,1081.19,1075.13,1079.57,1087.88,1086.92,1082.82,1129.62,1184.81,1142.71,1086.92,1116.44,1123.85,900.65,745.92,940.83,1168.04,1101.35,939.98,652.36,1090.22,1107.27,1042.83,1133.50,1061.21,1078.51,1101.40,629.21,752.75,1106.70,1099.15,1110.14,1187.53,1150.98,1256.37,1306.48,695.61,685.63,659.84,491.98,586.15,582.50,759.22,
510.00,1082.01,1080.46,1076.29,1075.50,1087.38,1088.16,1080.16,1128.35,1182.05,1141.47,1084.36,1113.88,1124.60,899.05,746.52,939.80,1168.66,1098.52,936.76,651.99,1087.35,1106.51,1041.71,1131.86,1060.89,1078.53,1101.95,627.65,750.37,1104.64,1096.65,1107.74,1182.85,1146.50,1257.95,1307.05,697.08,685.51,661.77,491.56,585.55,580.50,759.78,
511.00,1078.08,1076.52,1074.69,1073.83,1085.61,1087.29,1077.14,1123.41,1176.34,1139.09,1082.84,1111.61,1119.63,893.36,743.36,938.16,1165.72,1097.08,936.23,650.33,1083.08,1102.78,1037.12,1127.93,1056.67,1073.99,1098.71,626.22,748.75,1101.82,1093.43,1105.71,1179.18,1144.10,1252.22,1303.47,696.67,681.67,658.85,490.68,583.21,578.56,758.05,
512.00,1070.88,1071.84,1069.39,1069.91,1080.55,1082.34,1070.90,1117.29,1170.63,1132.73,1077.23,1105.02,1114.82,886.86,736.95,933.40,1160.84,1093.21,931.59,646.85,1080.05,1099.23,1030.55,1123.43,1050.37,1067.12,1094.60,624.04,745.99,1098.88,1091.01,1098.48,1172.83,1139.08,1247.97,1298.49,690.27,676.24,655.54,487.53,579.75,575.38,752.79,
513.00,1060.05,1063.54,1059.08,1059.85,1071.66,1070.33,1059.29,1108.84,1158.79,1122.38,1066.62,1093.15,1106.90,877.88,730.96,924.16,1149.49,1083.30,920.66,640.28,1070.69,1087.15,1020.58,1114.45,1040.70,1058.13,1085.02,618.09,738.71,1090.06,1081.73,1088.12,1159.74,1127.79,1238.15,1285.58,684.90,666.51,647.32,482.02,573.54,570.99,743.58,
514.00,1041.07,1048.33,1043.80,1042.11,1054.28,1053.50,1046.25,1091.03,1141.65,1107.61,1050.65,1076.93,1090.90,863.74,721.88,910.21,1132.84,1068.77,906.20,628.86,1053.63,1067.48,1006.52,1097.77,1024.12,1042.10,1067.61,606.03,724.59,1072.01,1063.33,1070.46,1143.46,1112.40,1218.02,1265.78,675.67,655.87,637.62,474.99,564.56,562.23,731.28,
515.00,1021.46,1027.77,1022.64,1022.95,1031.34,1033.93,1027.05,1069.93,1121.56,1086.99,1029.84,1055.98,1067.85,846.85,708.22,891.54,1110.54,1048.72,889.78,615.29,1032.17,1046.32,988.53,1077.52,1003.38,1021.86,1047.87,594.77,711.14,1051.83,1043.14,1052.73,1122.47,1095.02,1192.93,1243.06,662.62,643.09,624.75,465.28,555.27,551.74,716.53,
516.00,1009.14,1013.82,1008.76,1009.52,1015.40,1014.65,1011.10,1052.51,1105.95,1070.84,1014.61,1042.31,1051.32,836.99,698.76,877.60,1093.88,1033.76,876.04,605.57,1016.96,1031.02,971.71,1060.30,989.26,1008.76,1031.79,585.97,700.76,1039.98,1028.26,1038.43,1105.20,1079.01,1176.24,1225.44,650.02,633.61,617.19,457.69,546.70,544.96,705.67,
517.00,998.88,1003.79,996.14,998.31,1006.33,1003.24,1000.72,1042.98,1093.40,1062.20,1004.36,1032.98,1039.40,829.05,690.21,867.79,1084.46,1023.13,864.84,598.38,1008.11,1019.17,965.23,1049.58,979.53,1000.21,1020.13,578.79,692.49,1030.50,1017.31,1029.40,1094.40,1067.48,1163.35,1213.43,642.47,631.30,612.28,453.26,540.89,539.99,698.15,
518.00,996.56,999.34,994.78,993.57,1003.23,1002.86,998.34,1039.75,1090.30,1058.24,1000.45,1031.16,1034.90,827.38,690.18,866.26,1081.19,1018.43,863.22,595.77,1004.13,1016.59,966.13,1043.64,977.92,997.04,1015.14,574.69,690.57,1024.94,1012.25,1027.81,1090.15,1065.57,1160.91,1213.00,641.35,633.51,612.97,452.37,540.06,537.00,697.58,
519.00,1005.17,1005.01,1000.53,1001.03,1009.36,1009.59,1005.93,1045.09,1096.04,1064.77,1008.87,1039.53,1039.19,830.86,692.68,870.57,1084.25,1023.91,869.76,599.34,1011.09,1021.34,971.85,1050.20,984.91,1003.36,1020.34,578.27,697.74,1031.67,1017.78,1034.36,1095.86,1073.21,1165.42,1221.18,642.85,635.33,615.41,454.92,543.01,540.54,702.76,
520.00,1017.30,1017.90,1010.16,1014.89,1023.17,1020.46,1019.13,1060.40,1110.28,1079.23,1023.13,1052.21,1053.10,839.90,699.39,881.50,1097.91,1036.58,880.51,608.33,1027.57,1037.28,983.00,1063.60,997.00,1014.89,1031.85,585.78,709.02,1046.25,1032.40,1044.61,1111.66,1086.76,1181.47,1236.62,649.12,644.68,624.67,461.28,549.17,547.02,712.00,
521.00,1029.33,1030.26,1020.55,1025.63,1036.67,1036.79,1031.22,1075.68,1124.52,1090.40,1036.44,1064.41,1068.96,850.73,709.14,893.48,1113.75,1049.83,891.28,615.31,1039.29,1050.81,997.37,1078.61,1010.49,1028.18,1044.49,591.59,715.40,1057.38,1044.18,1057.28,1125.85,1098.78,1197.51,1252.68,661.17,650.21,631.64,467.13,555.50,553.55,721.68,
522.00,1041.43,1042.62,1031.49,1038.66,1049.71,1051.20,1045.08,1086.60,1139.18,1103.97,1050.51,1076.36,1083.00,861.20,717.82,904.43,1126.26,1062.85,903.14,621.96,1050.45,1063.58,1009.26,1090.94,1022.48,1038.31,1057.95,596.16,724.14,1067.64,1055.36,1068.81,1141.59,1115.46,1212.57,1270.38,670.61,657.53,638.97,473.25,562.51,559.04,731.39,
523.00,1047.69,1047.34,1034.13,1045.79,1052.33,1056.03,1048.62,1090.85,1145.36,1108.77,1055.59,1079.34,1087.85,862.37,719.07,908.27,1132.07,1068.47,908.14,625.29,1056.83,1068.12,1013.22,1096.59,1027.03,1041.41,1063.09,599.47,727.85,1073.68,1062.78,1073.24,1146.77,1119.23,1217.16,1276.88,672.69,658.52,641.48,474.60,565.86,561.08,734.72,
524.00,1047.78,1046.27,1034.83,1045.47,1051.84,1054.55,1045.47,1090.18,1143.47,1105.78,1053.00,1076.08,1087.07,862.34,717.95,908.18,1132.26,1067.93,906.87,624.19,1056.54,1069.49,1009.50,1095.00,1025.57,1042.58,1062.87,599.76,723.82,1073.54,1061.86,1073.97,1145.07,1116.67,1218.40,1275.81,672.76,657.31,640.35,473.00,565.35,561.29,733.37,
525.00,1045.66,1043.84,1035.18,1042.13,1050.06,1052.04,1044.76,1089.71,1141.67,1103.95,1051.42,1075.18,1085.37,862.66,714.70,907.44,1131.87,1069.48,905.74,621.55,1053.93,1066.80,1009.94,1092.67,1022.02,1040.88,1062.54,596.30,719.48,1071.70,1058.76,1074.50,1143.55,1115.52,1218.02,1274.93,673.74,658.01,636.64,472.48,564.19,560.34,732.02,
526.00,1045.67,1043.07,1039.45,1041.14,1051.23,1053.61,1046.72,1089.39,1142.63,1105.37,1050.41,1076.88,1084.73,862.53,713.35,908.25,1132.09,1066.59,906.34,620.55,1055.52,1066.57,1012.82,1093.13,1021.87,1041.07,1065.54,594.88,718.93,1071.04,1059.77,1073.39,1143.54,1116.73,1219.29,1276.14,673.50,658.87,637.03,472.13,565.81,559.89,731.54,
527.00,1048.30,1042.19,1044.90,1040.49,1050.30,1053.50,1045.29,1091.18,1145.49,1107.52,1050.10,1075.85,1083.77,863.33,714.33,909.72,1130.86,1067.44,907.72,620.96,1058.22,1067.14,1012.42,1092.48,1024.35,1042.88,1066.44,598.00,719.23,1073.15,1063.84,1073.65,1142.59,1115.94,1218.94,1276.86,673.25,656.41,635.67,472.02,565.29,560.76,730.94,
528.00,1050.23,1049.05,1049.59,1043.70,1056.09,1056.89,1051.89,1096.59,1151.56,1112.56,1056.28,1081.59,1087.42,867.89,715.51,912.99,1138.34,1071.72,910.32,623.29,1065.59,1073.33,1015.14,1099.37,1028.66,1047.88,1073.22,600.84,721.10,1078.44,1069.57,1077.78,1148.35,1123.74,1226.69,1283.51,676.54,660.80,638.78,474.51,567.37,563.35,733.55,
529.00,1056.52,1056.55,1057.32,1049.79,1064.22,1065.06,1059.30,1106.16,1159.51,1120.99,1063.11,1089.99,1096.40,875.19,723.98,920.83,1148.70,1078.94,916.92,627.31,1072.28,1078.16,1022.18,1108.85,1035.84,1056.86,1081.56,603.95,725.24,1085.93,1075.09,1083.06,1156.75,1129.87,1235.94,1293.13,682.76,664.65,644.24,478.34,571.90,565.79,739.35,
530.00,1062.60,1062.29,1063.00,1058.73,1070.87,1071.56,1063.90,1108.55,1163.98,1128.49,1069.83,1095.41,1102.38,878.37,727.95,924.84,1154.09,1083.25,921.33,631.09,1078.44,1082.47,1024.92,1113.81,1040.90,1062.19,1086.90,608.22,730.87,1092.40,1080.21,1088.39,1163.03,1136.45,1238.55,1298.59,683.26,667.11,647.93,481.03,574.71,568.57,742.92,
531.00,1064.79,1064.54,1062.68,1063.57,1072.21,1072.22,1063.66,1111.84,1165.62,1129.12,1072.53,1096.99,1103.86,878.61,727.24,925.53,1156.90,1087.38,921.89,632.56,1082.06,1085.37,1022.56,1114.68,1041.37,1061.88,1086.99,609.93,734.10,1095.38,1082.46,1092.71,1166.74,1137.52,1242.15,1299.23,681.63,668.22,649.25,482.33,574.92,569.62,744.39,
532.00,1063.02,1065.94,1060.82,1066.38,1072.62,1072.28,1062.44,1113.41,1166.73,1127.42,1073.93,1099.45,1105.69,878.51,729.00,925.00,1158.25,1088.63,920.10,631.32,1080.17,1086.11,1021.07,1115.89,1042.50,1063.16,1086.42,608.26,733.26,1095.63,1080.08,1095.18,1167.53,1137.88,1242.77,1298.73,683.22,667.73,649.32,482.50,575.11,570.19,745.00,
533.00,1061.06,1064.07,1059.22,1065.80,1070.72,1072.68,1062.28,1112.22,1166.21,1129.28,1073.67,1099.90,1107.03,877.54,729.46,925.18,1157.30,1091.36,920.21,629.74,1077.65,1083.38,1021.25,1113.14,1040.31,1061.29,1084.30,606.23,731.93,1095.68,1078.40,1095.00,1170.10,1135.92,1240.89,1296.61,682.07,666.98,647.90,482.95,574.95,569.83,744.58,
534.00,1061.05,1064.39,1057.28,1067.03,1069.30,1072.54,1062.67,1110.43,1167.29,1128.62,1073.40,1100.20,1106.14,876.87,726.96,924.56,1157.51,1089.26,919.03,628.84,1074.83,1085.77,1023.31,1110.79,1038.64,1056.67,1082.32,606.53,732.80,1094.57,1079.62,1094.88,1170.01,1136.63,1242.63,1297.44,680.51,668.31,647.78,482.80,575.15,569.54,744.63,
535.00,1063.04,1065.97,1057.80,1067.49,1068.78,1070.83,1062.26,1111.84,1169.91,1128.46,1074.01,1101.60,1108.15,878.31,728.45,924.99,1157.38,1090.00,918.53,628.58,1076.14,1085.09,1022.17,1112.30,1040.72,1056.58,1081.77,607.37,731.35,1094.79,1081.74,1097.58,1169.40,1136.88,1246.27,1299.06,682.25,666.37,648.45,482.44,575.17,570.62,743.93,
536.00,1058.68,1065.19,1055.75,1064.21,1066.99,1069.82,1064.30,1111.37,1169.65,1129.82,1073.65,1098.77,1106.73,878.13,727.83,923.90,1157.37,1091.44,918.31,627.10,1075.52,1083.41,1024.62,1113.65,1040.63,1056.08,1080.81,603.77,728.79,1094.52,1080.62,1095.59,1167.87,1136.08,1245.10,1300.14,683.11,665.80,646.85,482.01,574.88,570.19,742.73,
537.00,1055.40,1060.82,1052.68,1057.82,1063.61,1067.02,1061.02,1107.32,1164.31,1126.14,1068.41,1095.08,1100.99,874.29,726.39,919.80,1153.79,1085.73,916.28,623.88,1070.90,1078.44,1022.80,1111.58,1035.94,1051.91,1077.63,601.35,725.57,1088.93,1076.30,1091.63,1163.52,1130.36,1241.83,1296.66,679.96,663.82,644.93,479.62,573.88,567.14,739.75,
538.00,1053.75,1054.57,1047.85,1050.78,1057.21,1061.07,1053.37,1100.89,1158.61,1119.47,1061.31,1088.67,1093.35,871.02,719.65,914.65,1144.93,1077.82,911.38,619.70,1064.74,1072.11,1016.17,1104.54,1030.50,1048.28,1070.53,598.90,722.31,1083.39,1071.80,1084.33,1153.86,1123.38,1234.04,1288.36,675.56,658.97,642.56,476.34,570.23,563.55,735.70,
539.00,1046.90,1048.41,1039.54,1046.49,1051.87,1053.84,1047.18,1097.37,1153.72,1112.99,1055.26,1079.18,1087.22,865.47,713.82,907.74,1139.27,1074.62,904.59,616.48,1061.39,1066.82,1010.29,1099.23,1025.87,1043.57,1065.72,595.12,719.17,1077.61,1066.73,1078.30,1148.70,1117.52,1226.86,1280.47,669.92,654.58,640.63,473.98,566.43,560.61,731.23,
540.00,1042.12,1044.28,1037.08,1038.32,1048.20,1051.76,1042.93,1093.39,1148.53,1106.31,1048.78,1075.15,1083.04,862.44,713.18,905.94,1136.01,1068.42,900.16,614.32,1055.51,1063.98,1007.20,1095.49,1024.10,1041.93,1061.82,591.45,715.52,1070.88,1062.05,1073.86,1143.50,1111.64,1222.19,1273.41,669.04,651.44,637.87,471.76,564.32,558.73,728.80,
541.00,1042.15,1042.17,1036.42,1038.53,1048.72,1051.17,1040.50,1089.74,1145.98,1106.15,1047.10,1074.57,1081.54,857.94,710.23,903.49,1134.47,1066.36,900.58,612.97,1052.81,1061.44,1006.46,1092.22,1022.08,1040.54,1060.21,590.82,715.57,1066.82,1058.21,1072.11,1143.09,1109.06,1217.77,1270.69,668.33,650.28,638.02,471.19,563.58,557.02,728.52,
