sza_deg,mu0_cos_sza,total_direct_horiz,total_diffuse_down_horiz,total_diffuse_up_horiz,total_global_horiz,dni_reconstructed,ghi_from_identity,ghi_check_error,ecc_factor,total_global_horiz_corr,total_diffuse_down_horiz_corr,dni_reconstructed_corr
28.0,0.882947592858927,760985.526108,42371.3423325,-1.742435156283455e-11,803356.8684405,861869.4158777626,803356.8684405,0.0,0.9956105146843716,799830.5452632712,42185.35394752802,858086.2527327779
28.5,0.8788171126619654,756977.7344675,42333.314858,2.437777538036584e-11,799311.0493255,861359.8023536319,799311.0493255,0.0,0.9956105146843716,795802.4852118662,42147.49339406893,857578.8761497281
29.0,0.8746197071393957,752905.671715,42294.4107285,-2.1621032877987164e-11,795200.0824434999,860837.7624802397,795200.0824434999,0.0,0.9956105146843716,791709.5633586277,42108.76003367409,857059.1277626943
29.5,0.8703556959398997,748769.823035,42254.6205645,1.1271203834273302e-11,791024.4435995,860303.2375474963,791024.4435995,0.0,0.9956105146843716,787552.2534200168,42069.14452801468,856526.949119294
30.0,0.8660254037844387,744570.4449044999,42213.93033349999,-4.28747030640421e-11,786784.375238,859755.8935925048,786784.375238,0.0,0.9956105146843716,783330.7967763268,42028.63290618613,855982.0077225554
30.5,0.8616291604415258,740308.0678975,42172.3262055,-9.671612514057102e-12,782480.3941029999,859195.6979707406,782480.3941029999,0.0,0.9956105146843716,779045.7079033176,41987.211398895066,855424.2710712469
31.0,0.8571673007021123,735982.884546,42129.794525,-4.0339301504932986e-12,778112.679071,858622.2128902384,778112.6790710001,-1.1641532182693479e-10,0.9956105146843716,774697.1648923135,41944.866410582064,854853.3032950843
31.5,0.8526401643540923,731595.3784594999,42086.3220415,2.91406027597511e-11,773681.700501,858035.3225721094,773681.7005009999,1.1641532182693479e-10,0.9956105146843716,770285.6360376804,41901.58474891003,854268.9891233887
32.0,0.848048096156426,727145.9258435,42041.8912865,2.3206278675311457e-11,769187.81713,857434.7718473916,769187.81713,0.0,0.9956105146843716,765811.4785017476,41857.34902205666,853671.0745072583
32.5,0.8433914458128857,722634.87731,41996.48945949999,3.006779688839823e-11,764631.3667695001,856820.2593203954,764631.3667695,1.1641532182693479e-10,0.9956105146843716,761275.0286131965,41812.14648570957,853059.2593739756
33.0,0.838670567945424,718062.6975255,41950.100463,2.951626971813132e-11,760012.7979885,856191.602484168,760012.7979885,0.0,0.9956105146843716,756676.7329720397,41765.96111302853,852433.3620176994
33.5,0.8338858220671682,713429.783101,41902.68937950001,1.826684195560239e-13,755332.4724804999,855548.5226172059,755332.4724805,-1.1641532182693479e-10,0.9956105146843716,752016.9516841294,41718.75813978335,851793.1049403701
34.0,0.8290375725550417,708736.4203695,41854.2188985,-1.2138123019636791e-11,750590.639268,854890.5910080997,750590.6392679999,1.1641532182693479e-10,0.9956105146843716,747295.932678885,41670.50041924794,851138.0613124007
34.5,0.8241261886220157,703983.1848490001,41804.78895649999,-2.689868008472359e-13,745787.9738055,854217.7090939176,745787.9738055001,-1.1641532182693479e-10,0.9956105146843716,742514.3484459084,41621.28744925249,850468.1330035
35.0,0.8191520442889918,699170.4497535,41754.3078165,2.6469771015345497e-12,740924.75757,853529.5182719913,740924.75757,0.0,0.9956105146843716,737672.4792266609,41571.02789547524,849782.962985081
35.5,0.8141155183563192,694298.5790255,41702.739203,6.9214557111392736e-12,736001.3182285001,852825.6290056638,736001.3182285,1.1641532182693479e-10,0.9956105146843716,732770.651249853,41519.685641646945,849082.1634303519
36.0,0.8090169943749475,689368.080005,41650.04575899999,1.7986916022468477e-12,731018.125764,852105.8084046935,731018.125764,0.0,0.9956105146843716,727809.3324355007,41467.22349474561,848365.5024713394
36.5,0.8038568606172173,684379.360267,41596.2101005,5.111016289087741e-12,725975.5703675,851369.6825844342,725975.5703675001,-1.1641532182693479e-10,0.9956105146843716,722788.9112618668,41413.62414707806,847632.6078645586
37.0,0.7986355100472928,679332.8802014999,41541.282368,3.2223644472219766e-11,720874.1625695,850616.9230582695,720874.1625694999,1.1641532182693479e-10,0.9956105146843716,717709.8960184853,41358.93751905329,846883.1525652802
37.5,0.7933533402912352,674229.1125719999,41485.2020327,5.3258863613450006e-12,715714.3146047001,849847.197119627,715714.3146046998,2.3283064365386963e-10,0.9956105146843716,712572.6971305577,41303.103347561584,846116.8053273425
38.0,0.7880107536067219,669068.5438989999,41427.950764,-1.0360003014225e-11,710496.494663,849060.1693399183,710496.4946629999,1.1641532182693479e-10,0.9956105146843716,707377.7807328713,41246.10338246485,845333.2321945158
38.5,0.7826081568524139,663851.539178,41369.51164055,2.076158803907e-11,705221.0508185499,848255.3285004805,705221.0508185499,0.0,0.9956105146843716,702125.4933717098,41187.92077668909,844531.924192124
39.0,0.7771459614569709,658578.6802965,41309.85698705001,8.486895086462999e-12,699888.53728355,847432.4167648193,699888.53728355,0.0,0.9956105146843716,696816.3868265672,41128.52797641464,843712.6246154426
39.5,0.77162458338772,653250.3522295,41248.92854225,1.6999311726477986e-11,694499.28077175,846590.9022253893,694499.2807717499,1.1641532182693479e-10,0.9956105146843716,691450.7863770879,41067.86697612839,842874.8038917263
40.0,0.766044443118978,647867.1326435,41186.727865,-2.276033919963e-11,689053.8605085,845730.4774716272,689053.8605085,0.0,0.9956105146843716,686029.2687061209,41005.9393278378,842018.155959786
40.5,0.7604059656000309,642429.4629415,41123.22765765001,3.4193907491941985e-11,683552.69059915,844850.6350611853,683552.69059915,0.0,0.9956105146843716,680552.2461013068,40942.717853715505,841142.1756046849
41.0,0.754709580222772,636937.90215085,41058.4477768,2.6662189076188357e-11,677996.3499276501,843950.99630621,677996.3499276501,0.0,0.9956105146843716,675020.2949055929,40878.22232320124,840246.485800814
41.5,0.7489557207890021,631392.8619556,40992.29665245,-3.914319498803763e-12,672385.1586080501,843030.9622182294,672385.15860805,1.1641532182693479e-10,0.9956105146843716,669433.7338278935,40812.36156824019,839330.4901889524
42.0,0.7431448254773942,625794.9238866,40924.73637945,1.9284938300764688e-11,666719.6602660499,842090.1316033398,666719.6602660499,0.0,0.9956105146843716,663793.1041076713,40745.097850066435,838393.7893362313
42.5,0.7372773368101241,620144.614951,40855.76339675,1.126490075575869e-11,661000.37834775,841128.0043329338,661000.3783477499,1.1641532182693479e-10,0.9956105146843716,658098.9268933678,40676.427623261174,837435.8853093506
43.0,0.7313537016191705,614442.4601144,40785.35464335,1.6415720140155613e-11,655227.8147577499,840144.0489793975,655227.81475775,-1.1641532182693479e-10,0.9956105146843716,652351.7018864794,40606.32792805032,836456.2490133898
43.5,0.7253743710122877,608689.00113735,40713.51008435,-1.0215570837437489e-12,649402.5112217,839137.7273061097,649402.5112217,0.0,0.9956105146843716,646551.9684347601,40534.79872968705,835454.3445743098
44.0,0.7193398003386512,602884.69146345,40640.115847500005,4.312684009913633e-12,643524.80731095,838108.347653812,643524.80731095,0.0,0.9956105146843716,640700.064619016,40461.726655761966,834429.48336888
44.5,0.7132504491541817,597030.22777295,40565.17462625,-2.1394087560886694e-11,637595.4023992,837055.5230367493,637595.4023992,0.0,0.9956105146843716,634796.6867430565,40387.11438790218,833381.2801100138
45.0,0.7071067811865476,591126.05671075,40488.6545462,1.9706015833058e-11,631614.71125695,835978.4864724699,631614.7112569499,1.1641532182693479e-10,0.9956105146843716,628842.2477567528,40310.930191619904,832308.9711819177
45.5,0.7009092642998509,585172.8008899,40410.519942800005,1.8343999427314108e-11,625583.3208327,834876.6818975322,625583.3208327,0.0,0.9956105146843716,622837.3320322027,40233.13855891417,831212.0029619824
46.0,0.6946583704589973,579171.0581012,40330.72954745,1.2335484836405148e-11,619501.78764865,833749.4842515341,619501.78764865,0.0,0.9956105146843716,616782.4936487607,40153.698402332884,830089.7531334992
46.5,0.6883545756937539,573121.2872323,40249.2439688,1.4082088072276035e-11,613370.5312011,832596.0304029116,613370.5312011,0.0,0.9956105146843716,610678.1502613536,40072.57050343381,828941.3623536074
47.0,0.6819983600624985,567024.2346508,40166.02500845,-3.565917308954708e-13,607190.25965925,831415.8330217067,607190.25965925,0.0,0.9956105146843716,604525.0069306832,39989.716831488244,827766.345431477
47.5,0.6755902076156602,560880.4062478,40081.0218761,9.474893675251732e-12,600961.4281239,830208.0165242447,600961.4281239,0.0,0.9956105146843716,598323.5167598911,39905.08681913948,826563.8306267945
48.0,0.6691306063588582,554690.4252458,39994.1862066,-4.598374788325399e-12,594684.6114524,828971.8329642758,594684.6114524001,-1.1641532182693479e-10,0.9956105146843716,592074.2520829994,39818.63231353562,825333.0732764095
48.5,0.6626200482157375,548454.8983668,39905.4940435,-2.0828462912710013e-12,588360.3924103,827706.4659357133,588360.3924103001,-1.1641532182693479e-10,0.9956105146843716,585777.7931075175,39730.32946338316,824073.2605578378
49.0,0.6560590289905073,542174.4465026,39814.88303899999,1.2187527485089628e-11,581989.3295416,826411.0736146044,581989.3295416,0.0,0.9956105146843716,579434.6959257247,39640.11619455684,822783.5543423004
49.5,0.6494480483301837,535849.73286905,39722.3023653,1.023799548504914e-11,575572.03523435,825084.8304907377,575572.03523435,0.0,0.9956105146843716,573045.5702376025,39547.94190236456,821463.1327431508
50.0,0.6427876096865394,529481.4196203,39627.6944224,-7.46817584099099e-12,569109.1140427,823726.8603831768,569109.1140426999,1.1641532182693479e-10,0.9956105146843716,566611.0179436193,39453.74923964067,820111.1234254362
50.5,0.636078220277764,523070.07509295,39531.0214178,2.5384651090158283e-11,562601.09651075,822336.0876348426,562601.09651075,0.0,0.9956105146843716,560131.5672590596,39357.50057977477,818726.4554536581
51.0,0.6293203910498375,516616.37840124994,39432.216335000005,-1.680387367890801e-12,556048.59473625,820911.5511725692,556048.5947362499,1.1641532182693479e-10,0.9956105146843716,553607.8275948794,39259.129200434836,817308.1719732675
51.5,0.6225146366376195,510121.0857045,39331.21897705,1.4575549945719164e-11,549452.30468155,819452.35610814,549452.30468155,0.0,0.9956105146843716,547040.4918585122,39158.57516890447,815855.3820241462
52.0,0.6156614753256583,503584.77651215,39227.9621661,1.40246362695343e-12,542812.73867825,817957.2649819861,542812.73867825,0.0,0.9956105146843716,540430.0701326857,39055.771602209876,814366.8535785361
52.5,0.6087614290087207,497008.15811795,39122.40285135,-8.015999259917924e-12,536130.5609693,816425.1781313665,536130.5609693,0.0,0.9956105146843716,533777.2237446656,38950.6756385219,812841.4918006496
53.0,0.6018150231520484,490391.99707675,39014.4613524,1.4158361907467346e-11,529406.45842915,814855.0272279471,529406.45842915,0.0,0.9956105146843716,527082.6365538765,38843.20794719649,811278.2330515641
53.5,0.5948227867513414,483736.89565935,38904.05706535,-1.696389039722625e-12,522640.9527247,813245.4008719247,522640.9527247,0.0,0.9956105146843716,520346.8279373688,38733.28827814328,809675.672126795
54.0,0.5877852522924731,477043.6966861501,38791.13443245,1.9225633660274e-11,515834.8311186,811595.2124106378,515834.8311186,-5.820766091346741e-11,0.9956105146843716,513570.5817021152,38620.861317482195,808032.7271435269
54.5,0.5807029557109398,470313.07835845,38675.62041349999,7.60701682769591e-12,508988.69877195,809903.0213866532,508988.69877195,0.0,0.9956105146843716,506754.5003528697,38505.854345622116,806347.9639671934
55.0,0.573576436351046,463545.78555984993,38557.42665455,-2.6328699872137017e-12,502103.2122144,808167.4144579851,502103.2122144,5.820766091346741e-11,0.9956105146843716,499899.23753745505,38388.17939644143,804619.9754596524
55.5,0.5664062369248328,456742.5704941,38436.46266405001,1.336502789428301e-11,495179.0331581501,806386.901694223,495179.03315815,5.820766091346741e-11,0.9956105146843716,493005.4520634953,38267.746375601455,802847.2782305211
56.0,0.5591929034707468,449904.20695902,38312.66562825,4.998690826064077e-12,488216.8725872701,804559.9365918204,488216.87258727,5.820766091346741e-11,0.9956105146843716,486073.85179420625,38144.49274507221,801028.3325646077
56.5,0.5519369853120581,443031.51402369,38185.93208345,-5.712033088514404e-12,481217.44610714,802684.9546478674,481217.44610714,0.0,0.9956105146843716,479105.14919382846,38018.31549530612,799161.5808263647
57.0,0.5446390350150271,436125.2863179,38056.15932545,-3.784763579250933e-12,474181.44564335,800760.2435361007,474181.44564335,0.0,0.9956105146843716,472100.03315075504,37889.112372921714,797245.31820576
57.5,0.5372996083468239,429186.31812025,37923.26675329999,2.546495816654796e-12,467109.58487355,798783.977231587,467109.58487355,0.0,0.9956105146843716,465059.21420995827,37756.80313076572,795277.7266931697
58.0,0.5299192642332049,422215.420189125,37787.14443405,1.805269461302803e-12,460002.564623175,796754.2391576804,460002.564623175,0.0,0.9956105146843716,457983.3901206102,37621.27831843721,793256.8981247331
58.5,0.5224985647159489,415213.47300373495,37647.6775799,1.9223119041762333e-11,452861.15058363497,794669.1168988409,452861.15058363497,0.0,0.9956105146843716,450873.3232131295,37482.423651995516,791180.92847943
59.0,0.5150380749100542,408181.38078465,37504.761625044994,5.067519251652359e-12,445686.14240969496,792526.6124372154,445686.14240969496,0.0,0.9956105146843716,443729.80963220855,37340.13502462571,789047.8285096776
59.5,0.5075383629607042,401119.989600465,37358.27867814,1.806652921282632e-11,438478.268278605,790324.4737216474,438478.268278605,0.0,0.9956105146843716,436553.5743587739,37194.29506246515,786855.3560496644
60.0,0.5000000000000001,394030.17109055,37208.095812545,-3.139831149007428e-12,431238.266903095,788060.3421810998,431238.266903095,0.0,0.9956105146843716,429345.3528629868,37044.77142235333,784601.1628812668
60.5,0.4924235601034671,386912.89801262,37054.089751115,1.1655859468831147e-11,423966.987763735,785731.8970102133,423966.987763735,0.0,0.9956105146843716,422105.9908966349,36891.441368268504,782282.9383862661
61.0,0.4848096202463371,379769.0783163951,36896.123209545,1.874783793524064e-12,416665.20152594,783336.514905439,416665.20152594,0.0,0.9956105146843716,414836.2557423085,36734.168218513085,779898.070776066
61.5,0.4771587602596084,372599.723877145,36734.046182335005,6.125571642112325e-12,409333.77005948,780871.5985313235,409333.77005948,0.0,0.9956105146843716,407537.0054866131,36572.80262603403,777443.9741161789
62.0,0.4694715627858908,365405.809169035,36567.71534717001,1.2291933378325451e-11,401973.52451620495,778334.2765229073,401973.524516205,-5.820766091346741e-11,0.9956105146843716,400209.06763306964,36407.20189762752,774917.7896454597
62.5,0.4617486132350338,358188.30880223,36396.96696076,6.17645950194891e-13,394585.27576299,775721.460845859,394585.27576299,0.0,0.9956105146843716,392853.24948926514,36237.20300875233,772316.4428844582
63.0,0.4539904997395468,350948.325678745,36221.63050061,1.9652655619161348e-11,387169.956179355,773030.1093967455,387169.956179355,0.0,0.9956105146843716,385470.4793420532,36062.636185419455,769636.9050830097
63.5,0.4461978131098087,343686.9090087865,36041.53515750999,-1.0694563331374037e-12,379728.4441662965,770256.8208782448,379728.4441662965,0.0,0.9956105146843716,378061.6317367021,35883.3313681834,766875.7898737371
64.0,0.4383711467890774,336405.1683920979,35856.492793035,1.1086719384423735e-11,372261.661185133,767398.0617934224,372261.6611851329,1.1641532182693479e-10,0.9956105146843716,370627.6240897894,35699.10124445004,764029.5792699385
64.5,0.4305110968082952,329104.207046156,35666.30554653,-1.3952136283447837e-12,364770.512592686,764449.9978886832,364770.512592686,0.0,0.9956105146843716,363169.35778408614,35509.74882207079,761094.4558484186
65.0,0.4226182617406994,321785.2509251375,35470.832329995,4.536443652116592e-13,357256.0832551325,761408.7701741843,357256.0832551325,0.0,0.9956105146843716,355687.91292376514,35315.13363234937,758066.5775583141
65.5,0.4146932426562391,314449.445429659,35269.730757720004,1.738027181903501e-11,349719.17618737905,758270.000773373,349719.176187379,5.820766091346741e-11,0.9956105146843716,348184.08899891085,35114.914792472824,754941.5857396966
66.0,0.4067366430758002,307098.09098286903,35062.795443035,5.456009623664006e-13,342160.886425904,755029.3198580529,342160.88642590406,-5.820766091346741e-11,0.9956105146843716,340658.9762393551,34908.88781731291,751715.129745667
66.5,0.3987490689252462,299732.4693260255,34849.77271717,-1.855871505808052e-12,334582.2420431955,751681.9290234294,334582.2420431955,0.0,0.9956105146843716,333113.5982048769,34696.80015157499,748382.4322339578
67.0,0.3907311284892737,292353.875898515,34630.500878355,3.1140323391204112e-12,326984.37677687,748222.6384902442,326984.37677687,0.0,0.9956105146843716,325549.083656568,34478.4908032766,744938.3262057705
67.5,0.3826834323650898,284963.74070257705,34404.647155635,1.2789113024540751e-11,319368.387858212,744646.139869244,319368.38785821205,-5.820766091346741e-11,0.9956105146843716,317966.52500943246,34253.62846215596,741377.5265729486
68.0,0.3746065934159119,277563.49245938554,34171.927858970004,8.136241629545777e-12,311735.4203183555,740946.6286441386,311735.42031835555,-5.820766091346741e-11,0.9956105146843716,310367.0622685068,34021.93068342634,737694.2542980408
68.5,0.3665012267242973,270154.6402563924,33932.016266805,-4.186166190518097e-12,304086.65652319737,737117.970029655,304086.65652319737,0.0,0.9956105146843716,302751.87260971026,33783.0721796722,733882.401524324
69.0,0.3583679495453004,262738.7574011149,33684.578647345006,1.4721866630645236e-11,296423.3360484599,733153.6141401026,296423.3360484599,0.0,0.9956105146843716,295122.1901676656,33536.72068400936,729935.4471167347
69.5,0.3502073812594674,255317.45584953605,33429.290982165,2.922774774451369e-12,288746.7468317011,729046.472211196,288746.746831701,5.820766091346741e-11,0.9956105146843716,287479.29722654785,33282.55360028692,725846.3334270142
70.0,0.3420201433256688,247892.44619790048,33165.77162344,1.1843774901883459e-11,281058.2178213404,724789.0249606125,281058.2178213404,0.0,0.9956105146843716,279824.51690137695,33020.190955917424,721607.5741786193
70.5,0.3338068592337709,240465.52447822297,32893.62423104,7.613105001371233e-13,273359.1487092629,720373.2272913562,273359.148709263,-5.820766091346741e-11,0.9956105146843716,272159.2427401109,32749.23815050005,717211.1595883889
71.0,0.3255681544571567,233038.5749890564,32612.423902545,2.242692249655504e-12,265650.99889160134,715790.447556575,265650.99889160134,0.0,0.9956105146843716,264484.92773288465,32469.27214671773,712648.4958979583
71.5,0.3173046564050921,225613.57140555,32321.725481385,-7.479816863573219e-12,257935.29688693504,711031.3916021353,257935.296886935,2.9103830456733704e-11,0.9956105146843716,256803.09368886758,32179.84974200869,707910.3297497468
72.0,0.3090169943749474,218192.60143191024,32021.045339765,7.1148228120882064e-12,250213.6467716752,706086.0904211794,250213.64677167524,-2.9103830456733704e-11,0.9956105146843716,249115.3376434011,31880.48943145503,702986.7358957061
72.5,0.300705799504273,210777.86238353123,31709.872136243503,1.9567572362902543e-11,242487.73451977476,700943.7886831845,242487.73451977476,0.0,0.9956105146843716,241423.3381698802,31570.682118141005,697867.0062156788
73.0,0.2923717047227367,203371.7202610394,31387.65673715,-5.637923247892202e-10,234759.3769981894,695593.0309805518,234759.37699818937,2.9103830456733704e-11,0.9956105146843716,233728.90416014977,31249.881078810293,692539.7355854092
73.5,0.2840153447039227,195976.67188099492,31053.81377754949,1.0335880916987729e-13,227030.48565854444,690021.421502048,227030.48565854444,0.0,0.9956105146843716,226033.93867554626,30917.503517978676,686992.5826048957
74.0,0.2756373558169991,188595.3016458456,30707.7169030435,1.4597710149625007e-11,219303.01854888911,684215.3201145115,219303.01854888911,0.0,0.9956105146843716,218340.39116929576,30572.925830621116,681211.9670141409
74.5,0.2672383760782569,181230.4675054864,30348.679364042,5.924060456618819e-12,211579.1468695284,678160.3382158543,211579.1468695284,-2.9103830456733704e-11,0.9956105146843716,210650.42331125142,30215.464281624823,675183.5633696142
75.0,0.2588190451025207,173885.18353694858,29975.990406856497,3.634526895882577e-12,203861.1739438051,671840.7583494134,203861.17394380507,2.9103830456733704e-11,0.9956105146843716,202966.328314352,29844.41123714418,668891.723206198
75.5,0.2503800040544415,166562.70404251927,29588.868814749003,-1.733071668128997e-11,196151.57285726827,665239.6411268634,196151.57285726827,0.0,0.9956105146843716,195290.56840857386,29458.988909580607,662319.5814907631
76.0,0.2419218955996676,159266.49937398708,29186.472315417,-3.718926999932144e-12,188452.9716894041,658338.5062323638,188452.97168940408,2.9103830456733704e-11,0.9956105146843716,187625.7601374869,29058.35872377348,655448.739026544
76.5,0.2334453638559054,152000.33436944112,28767.914248382494,2.89508185452105e-12,180768.2486178236,651117.3829233275,180768.2486178236,0.0,0.9956105146843716,179974.7690449838,28641.63791122796,648259.3127322352
77.0,0.2249510543438649,144768.30833782846,28332.225902771,-7.439958650323276e-13,173100.53424059946,643554.7001995046,173100.53424059946,0.0,0.9956105146843716,172340.71198742292,28207.862013211718,640729.8262931752
77.5,0.2164396139381029,137574.83109464735,27878.367859078506,2.4604026856040542e-11,165453.19895372586,635626.8549526742,165453.19895372586,0.0,0.9956105146843716,164726.94456649473,27755.996172737392,632836.7802066404
78.0,0.2079116908177594,130424.71435249032,27405.218776453505,4.007242804995833e-12,157829.93312894384,627308.2280246151,157829.93312894384,0.0,0.9956105146843716,157137.14095510772,27284.92397106268,624554.6677693281
78.5,0.1993679344171972,123323.2656201182,26911.582627265,4.670556924870743e-12,150234.8482473832,618571.2159812622,150234.8482473832,0.0,0.9956105146843716,149575.39458710563,26793.4546305023,615856.006712042
79.0,0.1908089953765449,116276.22540626256,26396.156208045,5.347689497507405e-12,142672.38161430755,609385.4494480282,142672.38161430755,0.0,0.9956105146843716,142046.12329026582,26280.29066798075,606710.5609661185
79.5,0.1822355254921474,109289.9688829024,25857.551192478004,2.30233565099905e-12,135147.52007538037,599718.2414776295,135147.5200753804,-2.9103830456733704e-11,0.9956105146843716,134554.2920205659,25744.049851220512,597085.7870631489
80.0,0.1736481776669304,102371.50467060354,25294.27725953,-8.578353785326399e-13,127665.78193013355,589533.999412072,127665.78193013353,2.9103830456733704e-11,0.9956105146843716,127105.394855043,25183.24840092986,586946.2485785891
80.5,0.1650476058606776,95528.59015908132,24704.7301571985,3.794630791221479e-12,120233.32031627985,578794.158575801,120233.32031627985,0.0,0.9956105146843716,119705.55792230228,24596.289106946915,576253.550115961
81.0,0.1564344650402309,88769.84959343424,24087.2109148735,-1.1105160622941269e-12,112857.06050830772,567457.1110055889,112857.06050830774,-1.4551915228366852e-11,0.9956105146843716,112361.67609844152,23981.48045626822,564966.266349581
81.5,0.1478094111296105,82104.87759650848,23439.9105823445,-1.6661036505207573e-12,105544.788178853,555478.0102906483,105544.78817885298,1.4551915228366852e-11,0.9956105146843716,105081.50088100081,23337.021439043652,553039.747721323
