Datetime_UTC,DHI-MS80,MS80-temp,DNI-MS57
2024-10-29 00:00:00,0.83,13.48,3.84
2024-10-29 00:00:10,0.92,13.48,3.87
2024-10-29 00:00:20,0.89,13.48,4.23
2024-10-29 00:00:30,0.77,13.47,4.75
2024-10-29 00:00:40,0.62,13.47,4.6
2024-10-29 00:00:50,0.44,13.47,4.25
2024-10-29 00:01:00,0.47,13.47,3.46
2024-10-29 00:01:10,0.65,13.47,3.28
2024-10-29 00:01:20,0.71,13.47,3.89
2024-10-29 00:01:30,0.65,13.47,3.54
2024-10-29 00:01:40,0.62,13.47,4.49
2024-10-29 00:01:50,0.59,13.47,4.21
2024-10-29 00:02:00,0.5,13.47,3.69
2024-10-29 00:02:10,0.59,13.47,3.23
2024-10-29 00:02:20,0.53,13.47,3.41
2024-10-29 00:02:30,0.65,13.47,4.1
2024-10-29 00:02:40,0.47,13.47,4.2
2024-10-29 00:02:50,0.59,13.47,3.94
2024-10-29 00:03:00,0.5,13.47,3.87
2024-10-29 00:03:10,0.59,13.47,3.79
2024-10-29 00:03:20,0.47,13.47,3.79
2024-10-29 00:03:30,0.65,13.47,4.15
2024-10-29 00:03:40,0.53,13.47,3.74
2024-10-29 00:03:50,0.59,13.47,3.94
2024-10-29 00:04:00,0.56,13.47,3.79
2024-10-29 00:04:10,0.5,13.47,3.59
2024-10-29 00:04:20,0.44,13.47,3.23
2024-10-29 00:04:30,0.62,13.47,3.64
2024-10-29 00:04:40,0.53,13.47,4.7
2024-10-29 00:04:50,0.71,13.47,4.05
2024-10-29 00:05:00,0.41,13.47,4.2
2024-10-29 00:05:10,0.53,13.47,3.37
2024-10-29 00:05:20,0.41,13.47,3.32
2024-10-29 00:05:30,0.38,13.47,3.84
2024-10-29 00:05:40,0.53,13.47,4.04
2024-10-29 00:05:50,0.5,13.47,4.21
2024-10-29 00:06:00,0.68,13.47,3.69
2024-10-29 00:06:10,0.62,13.47,3.32
2024-10-29 00:06:20,0.62,13.47,3.14
2024-10-29 00:06:30,0.62,13.47,4.0
2024-10-29 00:06:40,0.44,13.47,3.94
2024-10-29 00:06:50,0.65,13.47,3.64
2024-10-29 00:07:00,0.59,13.47,4.73
2024-10-29 00:07:10,0.5,13.47,3.46
2024-10-29 00:07:20,0.62,13.47,3.94
2024-10-29 00:07:30,0.47,13.47,4.15
2024-10-29 00:07:40,0.41,13.47,4.4
2024-10-29 00:07:50,0.56,13.47,3.79
2024-10-29 00:08:00,0.44,13.47,4.38
2024-10-29 00:08:10,0.41,13.47,4.35
2024-10-29 00:08:20,0.41,13.48,4.4
2024-10-29 00:08:30,0.44,13.48,4.27
2024-10-29 00:08:40,0.56,13.48,3.41
2024-10-29 00:08:50,0.56,13.48,3.79
2024-10-29 00:09:00,0.62,13.48,3.89
2024-10-29 00:09:10,0.65,13.48,3.84
2024-10-29 00:09:20,0.56,13.48,4.05
2024-10-29 00:09:30,0.56,13.48,3.89
2024-10-29 00:09:40,0.47,13.48,4.15
2024-10-29 00:09:50,0.41,13.48,3.64
2024-10-29 00:10:00,0.47,13.48,3.73
2024-10-29 00:10:10,0.47,13.48,2.82
2024-10-29 00:10:20,0.33,13.48,3.0
2024-10-29 00:10:30,0.5,13.5,3.49
2024-10-29 00:10:40,0.38,13.5,4.3
2024-10-29 00:10:50,0.44,13.5,4.35
2024-10-29 00:11:00,0.41,13.5,4.15
2024-10-29 00:11:10,0.38,13.5,4.05
2024-10-29 00:11:20,0.56,13.5,3.41
2024-10-29 00:11:30,0.59,13.5,3.79
2024-10-29 00:11:40,0.59,13.5,4.15
2024-10-29 00:11:50,0.62,13.5,4.0
2024-10-29 00:12:00,0.59,13.5,3.74
2024-10-29 00:12:10,0.68,13.5,4.91
2024-10-29 00:12:20,0.8,13.5,4.5
2024-10-29 00:12:30,0.86,13.5,4.5
