Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
448.00,776.06,760.65,764.34,776.16,798.01,739.66,492.24,522.70,720.57,799.06,817.21,831.07,833.78,840.38,841.69,826.20,821.88,817.43,823.64,807.57,839.77,853.98,878.80,887.08,823.17,843.75,705.04,736.16,721.22,917.01,915.16,857.82,579.68,792.74,762.14,664.18,690.12,867.84,978.18,628.93,905.04,712.33,715.53,699.84,954.44,974.33,982.56,979.61,942.55,989.49,995.72,996.25,982.25,
449.00,793.28,776.92,780.03,792.53,814.64,755.54,502.68,533.41,735.59,815.76,835.25,849.90,850.99,857.92,859.92,843.31,838.71,834.65,840.37,824.49,857.80,871.59,897.07,904.91,839.94,860.91,719.91,751.07,735.12,935.62,933.46,874.88,590.94,808.34,777.23,677.24,704.81,886.24,998.43,641.51,923.44,726.30,729.01,713.35,972.98,993.47,1002.51,998.83,960.99,1008.69,1015.59,1014.89,1001.63,
450.00,800.49,783.81,786.93,799.89,822.14,762.06,507.43,538.82,742.42,823.58,841.70,858.14,858.66,865.66,867.55,850.30,846.05,841.45,847.23,832.98,865.79,878.70,905.82,912.86,847.41,867.01,725.97,758.01,741.64,942.53,941.55,883.26,595.93,815.37,783.62,683.64,711.07,894.28,1005.95,646.55,932.29,731.45,735.13,718.34,980.41,1001.91,1012.14,1007.36,969.41,1016.70,1023.90,1023.70,1009.50,
451.00,804.70,787.75,790.80,804.79,826.16,765.28,509.98,541.59,745.43,828.20,846.46,862.48,863.41,869.46,872.29,854.30,850.24,846.60,850.73,838.10,870.67,883.44,909.93,917.28,851.55,870.93,729.63,761.57,744.83,946.31,946.25,887.17,599.27,818.65,786.64,686.03,714.08,898.77,1009.27,649.19,935.67,733.66,737.25,720.61,983.94,1006.62,1016.63,1012.85,972.73,1021.54,1028.63,1027.49,1012.95,
452.00,806.26,790.60,792.65,806.82,828.35,768.15,512.29,542.78,747.23,830.23,848.30,864.20,866.52,872.40,874.45,856.74,851.98,849.36,852.42,840.49,872.57,885.56,911.92,920.06,854.80,871.99,731.51,763.45,746.11,948.88,948.09,889.12,600.93,821.48,787.69,687.64,715.58,901.19,1011.44,650.00,937.42,734.48,738.68,722.11,985.93,1009.56,1019.02,1015.52,975.56,1022.90,1031.33,1030.15,1014.08,
453.00,806.09,791.19,792.69,806.28,829.17,767.53,512.09,542.27,747.24,829.20,847.42,863.52,867.06,872.14,874.48,856.31,852.22,849.40,852.46,839.22,872.13,885.74,911.11,918.56,854.06,871.52,730.12,763.10,745.58,948.50,947.64,888.68,600.08,821.13,786.54,687.46,714.63,900.48,1010.93,649.80,935.51,732.63,737.26,721.19,984.87,1007.92,1017.67,1014.09,974.90,1022.15,1029.88,1028.44,1012.40,
454.00,809.56,794.85,796.18,810.00,833.14,770.93,513.91,544.38,750.85,832.34,850.86,866.62,870.87,875.38,877.82,860.21,856.84,853.50,856.60,842.56,875.26,889.73,915.10,922.56,857.60,874.95,733.17,766.00,748.27,952.76,951.35,892.98,601.35,823.36,789.59,690.12,717.27,902.76,1014.79,652.47,938.91,735.50,740.52,723.56,989.10,1011.44,1020.49,1018.65,978.32,1026.09,1033.55,1032.17,1015.49,
455.00,816.64,801.25,803.46,817.02,840.80,777.97,517.59,547.92,757.25,839.40,858.51,873.51,878.61,882.53,885.61,867.67,864.11,861.52,864.75,848.94,882.60,897.72,922.55,930.36,864.97,883.05,739.26,771.80,753.83,961.66,959.67,899.64,605.74,829.38,796.75,695.08,722.24,909.68,1023.64,657.91,945.64,741.65,745.76,729.19,997.67,1019.27,1027.03,1026.20,985.35,1034.32,1041.51,1039.54,1022.81,
456.00,825.38,808.68,811.43,824.35,848.08,786.32,522.18,552.75,765.27,846.89,865.99,881.67,886.51,890.64,893.98,875.79,872.37,868.66,873.46,857.20,891.15,905.64,931.40,938.41,872.08,891.80,745.98,779.42,759.86,970.51,968.31,907.76,610.06,837.17,804.59,701.70,728.09,916.64,1033.84,663.30,952.63,747.86,751.94,736.39,1006.38,1027.97,1034.93,1034.42,993.67,1042.60,1049.74,1048.51,1032.30,
457.00,832.41,815.58,819.57,831.63,855.24,793.62,525.37,557.74,771.88,854.66,873.88,889.22,893.33,897.84,902.13,883.89,879.62,876.06,881.31,864.69,898.94,913.76,939.22,946.95,879.60,899.43,751.48,785.72,766.86,977.60,976.90,914.06,613.25,843.20,811.37,706.83,733.89,923.67,1042.15,669.07,960.25,753.83,757.13,741.90,1012.86,1034.10,1042.84,1041.74,1000.03,1050.55,1057.15,1055.85,1040.33,
458.00,838.83,821.52,825.45,838.53,861.57,799.88,529.53,562.15,777.30,862.06,880.65,896.04,899.63,904.10,908.05,889.91,886.38,881.97,887.07,872.28,905.09,919.97,946.78,954.67,886.41,905.27,758.20,791.99,770.67,983.94,983.46,920.14,617.85,848.40,817.62,710.93,739.11,929.25,1049.03,673.21,967.06,759.04,761.99,746.20,1019.50,1040.65,1049.81,1049.48,1005.59,1057.70,1063.79,1063.25,1048.38,
459.00,843.32,825.20,829.64,843.08,865.76,804.77,533.08,564.85,780.45,867.04,885.76,900.74,904.46,908.93,912.79,893.84,889.89,886.08,891.42,877.47,909.22,924.12,951.16,959.05,890.53,909.50,761.58,796.04,774.19,987.52,988.12,922.72,621.23,852.72,820.82,713.04,742.42,933.54,1052.23,675.76,971.39,761.90,764.20,749.15,1023.21,1045.39,1054.73,1052.73,1010.12,1061.86,1068.36,1067.11,1053.71,
460.00,849.15,831.21,835.60,848.70,871.48,810.54,536.79,568.66,785.24,873.30,891.85,907.06,910.54,916.18,918.51,900.38,896.23,891.49,897.19,884.24,915.12,930.97,957.71,965.43,897.02,915.52,766.16,802.43,779.50,993.48,994.91,928.72,625.81,859.14,825.57,717.90,747.42,940.02,1057.98,679.09,978.62,766.54,769.24,752.72,1028.85,1051.65,1061.74,1060.20,1016.87,1069.18,1075.57,1074.34,1060.28,
461.00,854.84,838.06,841.76,854.95,878.00,816.62,540.26,572.30,789.59,879.46,898.24,913.17,916.47,922.78,924.22,906.51,901.73,897.46,903.95,889.42,920.13,936.87,962.95,971.92,903.86,921.46,770.14,806.96,785.09,999.98,1001.06,934.24,630.03,865.02,829.91,721.94,752.36,946.22,1063.82,683.84,986.07,771.12,773.82,756.08,1035.14,1058.62,1069.39,1066.85,1024.36,1075.50,1083.00,1080.89,1066.18,
462.00,859.11,842.85,846.49,859.52,883.56,821.24,543.97,575.83,794.25,885.03,903.58,918.13,921.21,928.35,929.04,911.20,907.04,902.43,909.53,894.29,924.64,941.58,968.77,976.68,908.77,926.61,774.24,811.32,789.05,1006.45,1006.21,940.15,633.50,868.98,833.94,725.69,755.96,951.23,1069.30,686.94,991.43,775.26,778.29,760.43,1041.75,1065.24,1074.64,1072.51,1029.74,1080.96,1088.68,1086.61,1071.12,
463.00,860.22,844.86,848.91,861.02,884.22,822.60,544.66,577.11,796.44,886.82,906.37,920.63,923.02,929.63,931.98,913.34,908.56,904.86,912.45,895.53,926.79,943.28,969.80,977.98,910.50,928.52,773.21,811.84,790.56,1009.12,1008.62,942.00,633.59,869.70,835.10,726.13,755.61,953.35,1071.03,687.63,993.25,776.94,779.76,761.47,1043.50,1067.01,1075.88,1073.72,1031.30,1081.80,1089.99,1087.28,1070.69,
464.00,859.36,844.44,848.35,860.23,883.37,821.54,543.41,576.59,796.57,885.70,905.64,920.08,922.64,928.78,931.97,913.22,908.58,903.80,912.49,895.61,927.07,942.60,969.91,977.02,908.83,928.78,772.81,811.13,791.55,1008.10,1008.47,943.10,632.89,868.91,835.98,725.93,753.23,951.43,1070.91,687.13,990.34,775.88,778.94,760.58,1042.98,1066.12,1074.70,1072.48,1029.89,1080.56,1089.25,1087.67,1069.31,
465.00,856.62,843.54,846.17,859.16,882.37,820.47,542.43,576.25,794.73,884.51,904.18,918.02,920.40,926.63,931.75,910.81,905.39,902.36,910.36,894.17,925.43,939.52,967.65,975.40,906.38,927.04,770.79,808.20,790.14,1005.76,1006.01,941.47,630.98,865.33,833.73,724.43,751.08,948.55,1069.54,685.72,986.22,774.25,776.10,759.72,1040.00,1063.60,1072.19,1068.46,1026.09,1077.51,1084.82,1084.81,1066.08,
466.00,857.00,843.13,846.63,859.30,882.46,820.47,542.65,575.99,795.20,884.07,903.82,917.37,920.55,925.87,931.64,909.77,905.90,901.92,909.77,895.15,925.22,938.74,968.36,974.78,905.44,926.00,771.62,808.87,788.86,1005.59,1006.10,941.86,630.33,863.88,833.27,724.20,749.79,948.32,1069.26,684.76,984.82,774.03,774.28,759.06,1039.59,1062.17,1070.99,1066.82,1024.25,1076.75,1082.75,1084.35,1065.38,
467.00,856.72,842.21,846.18,859.66,882.14,820.19,542.03,574.97,795.08,883.22,903.18,917.41,920.62,925.59,931.71,908.46,905.54,902.34,909.69,896.12,925.74,938.95,967.70,973.89,904.81,925.36,770.92,808.10,788.43,1005.04,1004.81,940.96,630.00,862.62,832.92,723.39,749.66,946.65,1068.43,683.86,983.67,772.31,772.19,757.37,1037.07,1060.51,1070.76,1065.88,1023.66,1076.15,1081.13,1084.16,1065.79,
468.00,857.10,843.62,847.45,859.66,884.22,821.68,542.33,574.63,796.07,883.79,903.55,917.94,922.31,927.91,931.70,910.46,907.93,904.25,909.94,897.49,927.24,940.44,968.51,974.05,905.28,926.26,772.03,809.27,788.10,1005.94,1006.05,941.86,630.72,863.80,834.26,724.32,751.45,947.58,1069.30,684.56,984.25,771.72,771.88,756.70,1037.64,1060.04,1071.52,1066.51,1024.51,1076.13,1081.87,1085.14,1067.36,
469.00,861.11,848.78,852.06,864.69,887.97,826.02,545.31,578.13,799.29,888.27,908.36,922.12,927.05,932.73,934.92,915.15,913.17,908.99,913.99,901.25,931.82,945.94,972.26,979.54,909.85,930.51,775.32,813.18,791.28,1011.81,1009.90,946.51,633.68,867.77,837.43,728.39,755.92,952.31,1074.08,687.35,989.40,774.53,774.87,758.94,1041.73,1063.80,1075.88,1071.78,1028.81,1080.10,1087.49,1088.46,1071.10,
470.00,869.10,854.43,858.75,870.22,894.31,832.18,548.99,582.83,805.29,894.01,914.90,928.72,933.42,939.11,940.21,922.42,921.62,915.60,921.40,906.55,938.83,953.75,978.56,986.40,916.26,935.36,781.35,818.96,796.33,1019.42,1016.30,951.83,637.51,873.06,843.61,733.02,760.60,958.43,1081.20,690.95,996.09,778.04,780.24,763.06,1048.73,1071.36,1081.24,1079.18,1036.09,1086.60,1095.75,1094.81,1078.48,
471.00,873.95,858.84,863.26,875.08,899.74,836.47,552.33,586.67,810.53,899.17,920.97,934.08,939.21,945.19,945.76,929.23,927.67,921.68,927.24,911.56,945.05,961.15,984.10,992.08,920.97,941.34,784.60,823.07,800.84,1024.56,1020.43,956.74,640.10,877.36,847.01,736.58,765.22,963.86,1087.69,693.83,1001.62,780.18,786.02,766.93,1055.06,1078.14,1086.98,1085.41,1042.38,1092.39,1101.94,1099.38,1084.84,
472.00,883.14,868.49,870.57,884.76,909.70,845.36,558.55,592.57,817.93,908.01,931.59,943.25,948.50,955.53,955.92,939.24,938.08,931.21,936.90,920.78,955.09,970.70,995.68,1003.36,929.45,951.80,793.57,832.14,809.77,1034.95,1031.12,967.30,646.34,887.54,855.25,744.27,771.01,972.58,1099.09,700.61,1011.82,788.19,794.58,775.23,1066.78,1089.94,1096.52,1095.54,1052.45,1103.34,1113.78,1108.39,1093.76,
473.00,890.56,875.75,876.76,892.39,917.62,852.05,563.69,599.02,824.40,915.72,940.53,950.71,956.29,962.10,964.33,946.67,943.38,937.80,943.67,927.54,962.94,978.45,1004.22,1011.34,937.27,958.79,800.60,837.16,816.80,1042.62,1039.59,975.43,650.24,894.45,861.26,749.15,776.06,979.46,1106.63,705.95,1020.02,794.95,801.78,782.05,1074.42,1099.95,1105.30,1104.90,1060.08,1112.76,1123.14,1115.91,1101.03,
474.00,896.04,880.75,883.48,897.79,923.64,856.80,566.55,601.96,830.37,920.65,945.81,957.34,962.80,968.35,970.37,952.03,948.43,943.77,950.04,933.69,968.74,983.94,1009.94,1018.43,943.14,965.34,806.52,841.89,821.52,1047.68,1046.55,981.59,654.45,900.10,865.80,752.63,780.90,985.69,1113.31,709.76,1026.05,801.19,806.82,787.24,1080.61,1107.57,1112.20,1110.51,1066.23,1119.49,1128.79,1123.79,1107.43,
475.00,901.83,886.89,889.08,904.20,930.04,861.20,569.33,605.44,836.01,927.29,950.28,963.29,969.63,973.79,976.57,958.36,953.30,950.43,955.76,940.38,974.49,989.48,1015.45,1024.52,948.54,973.14,811.77,846.36,827.35,1053.20,1053.07,988.00,658.22,905.58,870.24,756.63,786.58,991.46,1119.64,713.63,1031.43,806.08,811.77,792.22,1085.94,1113.53,1119.62,1117.05,1072.26,1126.63,1134.26,1130.88,1113.85,
476.00,907.64,893.45,896.23,911.95,935.96,868.02,572.88,609.46,842.01,934.06,956.65,970.69,977.71,980.90,983.55,965.79,960.41,956.95,962.46,947.38,981.25,995.63,1021.55,1032.52,955.88,980.75,817.92,851.47,833.19,1061.31,1059.76,994.59,664.65,912.28,876.82,760.97,791.81,998.11,1126.49,719.16,1038.17,811.96,815.85,797.11,1093.46,1120.18,1127.40,1124.47,1079.15,1134.93,1140.41,1139.37,1122.31,
477.00,912.82,897.43,902.66,916.53,939.25,872.04,576.36,613.43,847.44,939.01,962.07,976.53,982.88,985.31,988.10,971.23,965.03,961.10,967.80,951.26,986.30,1000.83,1025.97,1037.24,961.46,985.34,821.89,856.49,836.83,1066.20,1064.75,1000.08,669.20,917.36,881.57,765.11,795.89,1003.45,1130.94,722.56,1042.97,816.23,819.16,799.53,1098.13,1124.10,1134.16,1129.51,1082.77,1139.62,1144.70,1145.90,1128.51,
478.00,921.13,905.54,911.07,924.41,945.87,878.56,580.71,619.24,854.12,947.80,969.55,984.82,990.40,993.53,995.33,978.99,973.88,969.99,977.62,959.04,993.08,1008.97,1033.86,1046.14,969.10,992.93,828.79,865.35,843.48,1074.92,1073.27,1006.73,675.88,924.87,889.05,771.68,801.81,1011.51,1140.87,728.50,1050.19,822.64,824.30,805.27,1107.00,1132.19,1142.38,1138.63,1091.86,1147.33,1152.43,1155.56,1138.62,
479.00,929.79,911.39,917.13,932.26,953.86,885.08,586.37,624.59,860.64,955.93,977.31,992.01,997.28,1000.35,1003.68,987.57,980.82,977.99,984.52,966.66,1000.84,1016.71,1041.95,1053.92,976.17,999.70,833.77,871.46,848.75,1083.64,1080.73,1012.91,679.40,931.94,895.12,777.84,805.79,1018.04,1148.74,733.01,1056.32,826.95,830.14,809.53,1114.03,1139.22,1150.06,1147.14,1098.39,1153.51,1160.17,1163.16,1146.08,
480.00,936.19,916.41,923.42,937.27,960.01,891.78,590.46,627.31,865.25,960.85,984.49,997.19,1002.63,1006.67,1010.15,993.43,986.80,983.36,989.46,974.06,1007.81,1022.59,1048.03,1058.92,981.63,1005.28,837.18,876.58,852.42,1090.05,1087.56,1018.72,682.87,937.15,900.98,782.47,808.11,1023.55,1154.70,737.47,1061.58,831.10,833.89,813.32,1120.24,1144.72,1157.16,1153.12,1105.42,1159.50,1167.58,1168.54,1151.73,
481.00,939.28,919.14,925.38,939.12,963.44,894.39,591.82,628.91,867.47,964.06,987.65,999.28,1004.69,1008.63,1012.63,995.44,988.59,986.32,991.42,976.60,1010.05,1024.61,1051.02,1061.46,983.32,1006.53,838.69,879.00,855.04,1091.96,1090.90,1020.71,683.03,938.56,903.51,785.20,809.38,1025.40,1156.26,737.37,1062.51,832.83,834.61,815.72,1122.43,1147.71,1159.45,1154.89,1106.98,1160.88,1170.29,1170.32,1152.40,
482.00,936.57,917.21,922.65,935.54,961.58,891.97,589.85,626.44,864.74,960.34,983.06,995.60,1001.95,1005.36,1009.22,991.96,986.08,984.55,988.56,974.75,1007.34,1020.95,1046.68,1057.39,979.21,1002.95,836.11,874.63,852.34,1087.31,1087.80,1016.17,679.74,934.38,900.33,781.59,807.08,1022.55,1153.20,734.28,1058.69,829.66,831.02,813.01,1118.49,1144.53,1153.88,1151.74,1102.53,1156.76,1165.80,1164.85,1146.91,
483.00,925.16,905.83,912.18,925.32,950.55,883.22,583.67,618.26,855.12,948.94,971.19,984.43,991.14,993.69,997.47,979.49,974.93,974.05,975.52,964.40,996.95,1009.56,1034.94,1043.99,966.93,990.95,827.25,862.98,843.03,1073.79,1074.38,1004.80,671.22,922.25,889.68,772.64,796.71,1010.27,1138.57,723.98,1044.92,818.82,820.47,802.75,1104.12,1130.93,1140.01,1136.29,1087.40,1143.12,1151.07,1151.02,1131.24,
484.00,908.06,889.82,895.59,908.22,932.67,867.55,572.99,607.11,838.25,931.66,952.98,965.29,973.51,976.23,979.40,961.59,958.66,956.68,958.76,947.24,977.95,991.00,1016.53,1023.72,949.52,972.74,812.88,846.15,828.12,1053.09,1053.99,986.08,658.99,903.35,872.74,756.36,783.35,991.37,1117.39,708.40,1026.07,802.72,803.61,788.85,1083.09,1109.48,1116.80,1114.34,1066.93,1123.40,1128.91,1128.12,1109.62,
485.00,892.39,875.84,880.13,893.27,916.31,853.11,563.51,597.92,824.46,917.33,937.12,950.10,956.77,961.04,963.11,945.53,942.74,941.85,943.32,930.20,961.79,975.36,1000.16,1006.97,934.60,955.16,799.63,832.13,813.82,1035.91,1035.63,969.18,648.56,887.52,857.24,742.06,770.54,973.31,1096.19,695.54,1008.60,789.46,788.43,774.84,1065.44,1089.69,1096.92,1093.82,1047.00,1104.15,1107.41,1108.00,1091.28,
486.00,883.50,867.19,871.70,883.85,907.77,844.21,557.78,593.36,815.52,908.54,929.56,941.36,946.41,951.36,955.10,934.57,933.77,933.11,935.38,920.38,952.01,966.07,990.93,996.53,926.21,945.89,791.59,824.46,805.59,1025.72,1025.53,959.81,642.81,878.10,848.11,733.81,762.85,962.65,1085.15,688.31,1000.29,780.95,780.57,766.18,1053.41,1077.71,1085.28,1082.46,1036.28,1092.77,1094.21,1096.21,1079.89,
487.00,880.69,865.29,869.18,882.02,904.29,842.72,555.84,592.27,812.96,907.21,927.85,938.73,943.15,949.17,952.54,932.35,929.77,929.83,931.53,917.67,948.32,963.75,989.02,994.68,923.93,941.60,788.61,822.39,802.34,1023.31,1022.00,956.35,640.98,875.48,845.05,731.29,759.02,959.55,1080.94,685.27,996.87,776.90,777.68,763.21,1048.77,1073.50,1081.53,1077.96,1032.39,1088.56,1091.37,1092.89,1076.29,
488.00,890.49,872.98,876.62,889.98,912.68,849.83,560.16,596.44,820.85,915.27,936.26,947.11,951.77,958.07,962.01,941.25,939.47,937.26,939.94,926.11,956.31,971.74,997.90,1003.75,933.21,949.49,793.77,829.87,808.45,1032.74,1030.57,964.05,646.44,883.42,851.53,737.52,765.11,967.38,1089.67,692.16,1006.05,783.49,784.07,768.13,1057.54,1081.13,1089.99,1087.41,1042.05,1095.86,1101.23,1102.07,1085.44,
489.00,903.79,885.94,888.66,902.31,925.92,862.47,568.13,604.46,833.47,926.65,949.21,960.46,965.35,972.05,975.13,955.36,951.63,950.81,951.75,938.96,970.89,985.98,1012.00,1018.35,946.07,962.66,805.43,842.12,819.56,1047.17,1045.07,977.41,655.42,896.28,864.30,748.81,774.48,980.56,1104.58,702.95,1019.96,793.39,795.33,778.30,1073.08,1096.20,1105.90,1101.86,1057.04,1110.18,1116.83,1116.55,1101.35,
490.00,914.73,896.98,899.61,914.36,938.07,871.76,574.95,610.86,844.37,935.87,959.98,972.57,977.97,982.97,986.22,966.30,962.95,960.87,962.49,950.46,982.08,996.57,1024.24,1030.10,956.84,974.17,815.33,851.42,828.78,1058.88,1057.38,989.30,663.09,907.65,874.62,757.85,783.82,993.56,1119.02,711.90,1031.49,802.64,805.71,787.15,1086.03,1108.35,1118.29,1116.34,1069.34,1122.15,1130.24,1128.07,1114.20,
491.00,925.07,906.67,909.48,923.95,948.68,881.36,582.11,617.21,856.06,945.80,969.02,983.97,989.57,992.71,996.57,977.63,973.62,970.99,973.02,961.09,992.91,1006.79,1034.04,1041.25,966.81,984.76,825.12,860.00,837.00,1068.61,1068.05,1000.37,668.69,917.76,884.12,765.41,791.81,1004.50,1130.49,719.86,1040.79,811.48,813.74,795.34,1096.88,1119.18,1129.48,1127.71,1079.55,1133.30,1143.40,1139.82,1124.53,
492.00,933.25,913.08,916.51,931.01,956.26,887.81,587.83,622.06,862.85,954.17,975.99,991.69,998.85,1001.09,1004.24,985.26,983.01,979.42,980.48,967.92,1000.65,1015.28,1041.75,1048.18,974.79,992.87,832.06,866.14,843.85,1075.84,1076.28,1007.82,673.32,924.28,890.79,771.23,798.42,1010.37,1138.46,726.53,1047.29,818.31,819.06,800.53,1105.11,1127.25,1135.93,1134.72,1087.93,1141.31,1151.76,1148.03,1132.65,
493.00,938.24,918.95,922.77,937.97,963.55,893.28,591.97,626.96,867.41,960.26,982.69,997.79,1004.20,1007.30,1009.33,992.89,988.38,985.46,986.88,973.55,1008.54,1020.79,1047.54,1055.24,980.08,999.46,837.92,870.57,847.75,1083.06,1083.23,1014.61,677.08,929.42,895.10,774.88,804.20,1016.42,1144.71,730.09,1053.16,823.07,823.71,805.64,1111.78,1133.61,1142.15,1141.04,1093.19,1149.17,1157.65,1154.37,1139.41,
494.00,945.30,926.49,929.97,945.90,971.34,900.12,596.05,632.13,873.27,970.83,992.51,1005.46,1011.65,1013.24,1017.88,999.15,996.74,993.28,996.38,980.43,1016.04,1028.66,1055.42,1064.95,987.36,1006.64,843.56,876.61,854.55,1091.34,1091.74,1022.13,683.17,936.80,901.58,780.34,810.54,1024.11,1152.26,734.72,1060.24,829.41,829.03,811.01,1118.88,1141.52,1149.67,1147.79,1100.97,1157.11,1165.93,1162.56,1147.06,
495.00,951.99,933.18,937.48,953.20,977.23,907.52,600.10,636.36,878.38,979.71,1000.57,1012.73,1017.50,1019.43,1025.43,1006.62,1003.69,1000.75,1004.67,987.68,1023.22,1035.99,1062.63,1072.50,994.40,1013.48,848.13,882.81,860.63,1099.65,1099.28,1028.21,688.03,942.14,907.54,786.05,816.48,1030.10,1159.46,738.96,1068.28,834.30,833.94,815.44,1125.45,1149.52,1157.23,1154.00,1107.70,1165.40,1172.94,1172.19,1153.81,
496.00,953.58,935.69,939.48,954.92,978.47,909.88,601.23,637.85,879.62,981.80,1002.50,1014.38,1019.35,1022.33,1026.69,1008.40,1005.01,1002.51,1007.09,990.71,1026.76,1038.92,1066.16,1074.48,995.10,1015.52,848.65,884.09,862.61,1102.77,1101.73,1029.41,689.45,942.93,908.54,788.20,817.84,1031.42,1161.71,738.83,1070.11,835.01,834.71,815.73,1127.35,1151.75,1159.62,1156.28,1109.34,1167.03,1174.89,1174.23,1156.26,
497.00,953.53,936.36,940.09,955.36,979.85,909.48,600.59,637.89,880.22,981.49,1003.01,1014.44,1018.75,1022.17,1027.40,1008.82,1003.54,1002.51,1008.30,991.13,1027.78,1039.42,1067.66,1074.81,994.66,1016.77,849.01,884.47,863.01,1103.74,1101.69,1029.93,689.81,943.08,908.86,788.14,817.12,1031.68,1161.62,737.26,1071.07,833.81,835.34,814.52,1126.89,1152.27,1162.50,1157.71,1109.52,1166.27,1175.12,1174.17,1155.90,
498.00,949.89,932.22,936.34,950.01,975.69,904.91,598.29,635.31,877.07,978.02,999.17,1009.82,1014.51,1017.33,1023.77,1003.57,998.66,998.30,1004.59,987.51,1022.69,1035.51,1063.44,1071.32,990.46,1012.55,844.37,881.50,859.72,1098.86,1096.79,1025.22,686.16,938.55,905.00,785.54,811.95,1026.84,1156.60,733.26,1066.10,829.71,832.46,810.78,1121.69,1146.99,1157.90,1153.09,1104.29,1160.01,1169.79,1168.29,1150.51,
499.00,942.43,925.53,931.15,943.03,969.37,898.88,594.53,632.44,872.38,970.89,991.91,1004.08,1008.19,1012.00,1017.93,997.38,991.30,991.14,997.55,981.86,1016.56,1027.39,1056.45,1063.91,984.29,1005.31,840.11,876.05,854.27,1091.78,1089.96,1018.70,679.96,931.62,899.79,780.28,806.61,1020.97,1148.88,727.90,1058.44,823.97,827.46,806.15,1113.25,1139.90,1151.31,1146.88,1097.26,1152.37,1161.21,1159.83,1141.88,
500.00,935.84,919.30,923.70,935.80,963.56,893.06,591.25,629.15,867.81,963.41,984.77,996.37,1002.47,1006.63,1012.01,990.92,985.74,984.10,990.42,975.38,1009.73,1021.96,1048.31,1056.24,977.46,999.03,834.94,869.93,848.78,1083.22,1083.12,1011.35,674.98,925.17,893.65,773.61,800.84,1013.83,1141.39,722.95,1049.64,817.63,821.90,800.67,1103.86,1132.63,1142.74,1140.93,1089.31,1143.57,1153.45,1151.29,1134.28,
501.00,932.75,915.42,920.28,933.21,960.20,889.53,588.75,626.78,864.37,959.66,981.37,991.66,998.13,1003.49,1008.36,987.80,983.56,981.39,986.27,971.03,1005.69,1018.81,1043.49,1052.52,975.78,994.28,830.64,867.28,845.03,1079.10,1078.26,1009.02,672.06,922.59,890.09,768.64,799.19,1009.02,1136.73,720.03,1045.31,815.16,818.92,798.38,1099.20,1128.22,1137.78,1136.91,1085.82,1139.21,1148.93,1146.45,1131.00,
502.00,931.64,913.52,919.40,932.90,956.80,889.23,588.25,625.28,861.50,957.15,980.22,989.18,996.28,1000.60,1007.09,986.28,983.29,980.59,985.16,969.80,1002.16,1017.38,1041.14,1051.02,974.59,991.99,828.21,865.43,843.61,1077.61,1075.51,1008.13,670.78,921.64,888.31,766.66,797.32,1006.92,1134.37,718.53,1042.47,814.74,816.66,797.16,1096.81,1125.81,1133.63,1132.86,1083.65,1137.96,1146.85,1143.91,1129.63,
503.00,933.97,914.78,921.30,936.87,959.47,891.87,589.08,625.73,864.17,958.72,981.87,992.00,998.75,1002.88,1008.74,989.24,986.20,983.96,987.85,972.51,1004.31,1020.32,1043.34,1053.19,977.28,994.22,829.98,867.84,846.03,1079.94,1078.78,1010.93,672.73,924.41,891.73,768.01,799.99,1008.63,1136.24,720.64,1045.25,816.99,817.56,800.30,1098.59,1128.46,1136.40,1134.09,1086.52,1141.43,1149.67,1146.71,1132.70,
