Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
498.00,0.09,0.12,0.03,0.09,0.19,0.19,0.18,0.27,0.21,0.21,0.28,1165.81,1162.47,1166.02,1174.36,1508.28,1501.37,1503.66,1497.24,1511.20,1494.90,1495.06,1493.24,1491.05,1493.64,1491.96,1492.14,1487.66,1485.00,1496.42,1498.10,1475.33,
499.00,0.05,0.12,0.02,0.10,0.21,0.16,0.21,0.27,0.22,0.23,0.28,1158.31,1154.05,1157.72,1168.65,1499.05,1486.88,1491.45,1485.95,1498.15,1482.31,1483.52,1482.00,1478.97,1482.90,1480.79,1480.48,1477.13,1474.68,1487.17,1488.08,1464.34,
500.00,0.07,0.10,0.03,0.10,0.19,0.17,0.21,0.24,0.20,0.25,0.26,1150.18,1145.83,1150.18,1160.13,1489.04,1475.82,1480.64,1475.98,1488.13,1471.53,1472.89,1470.45,1467.26,1473.07,1469.01,1470.80,1465.69,1464.45,1475.82,1476.45,1455.01,
501.00,0.10,0.13,0.05,0.07,0.19,0.21,0.22,0.23,0.22,0.25,0.28,1147.97,1143.03,1147.61,1155.98,1485.18,1469.07,1474.89,1471.30,1483.56,1467.06,1466.38,1463.58,1461.69,1467.54,1462.47,1465.09,1460.28,1463.13,1469.38,1471.74,1449.75,
502.00,0.13,0.11,0.04,0.13,0.18,0.24,0.23,0.24,0.21,0.25,0.26,1146.63,1142.67,1146.58,1153.92,1482.43,1467.86,1471.90,1471.32,1482.81,1464.96,1461.94,1461.02,1461.36,1465.45,1461.58,1462.89,1461.26,1460.84,1468.24,1469.65,1447.36,
503.00,0.14,0.12,0.04,0.13,0.18,0.23,0.23,0.23,0.22,0.25,0.27,1150.95,1149.41,1150.25,1157.10,1485.46,1474.64,1476.92,1476.62,1488.44,1470.90,1466.19,1464.18,1466.20,1469.80,1467.38,1467.22,1467.34,1466.68,1472.40,1474.55,1452.70,
504.00,0.16,0.10,0.06,0.10,0.18,0.26,0.22,0.25,0.20,0.25,0.26,1156.74,1158.50,1156.16,1163.44,1492.72,1486.19,1487.30,1486.46,1498.10,1480.16,1475.00,1471.47,1473.37,1478.83,1475.00,1475.75,1475.18,1474.16,1478.57,1483.73,1460.62,
505.00,0.15,0.11,0.06,0.08,0.15,0.24,0.20,0.25,0.20,0.22,0.27,1162.34,1166.18,1161.41,1170.30,1499.72,1494.77,1496.71,1494.68,1505.12,1489.19,1483.35,1480.25,1482.77,1487.33,1484.41,1484.99,1484.28,1482.33,1488.26,1492.73,1470.08,
506.00,0.17,0.06,0.06,0.12,0.17,0.25,0.20,0.24,0.19,0.22,0.28,1164.03,1167.75,1164.65,1173.33,1503.43,1498.47,1501.26,1499.09,1508.71,1494.12,1488.85,1484.51,1486.37,1491.33,1490.40,1491.95,1492.26,1483.27,1491.95,1498.78,1473.65,
507.00,0.16,0.08,0.09,0.11,0.19,0.22,0.19,0.20,0.22,0.21,0.25,1166.72,1171.34,1168.05,1178.00,1511.38,1503.02,1507.60,1503.11,1511.95,1500.05,1495.43,1489.92,1492.76,1494.72,1495.07,1496.18,1494.67,1487.96,1496.13,1504.98,1478.68,
508.00,0.14,0.06,0.11,0.08,0.21,0.22,0.17,0.20,0.21,0.19,0.24,1168.61,1171.81,1171.29,1180.45,1515.93,1504.11,1510.75,1506.74,1512.48,1502.10,1496.98,1494.84,1496.13,1499.21,1496.85,1497.21,1496.22,1490.48,1497.96,1506.24,1481.92,
509.00,0.13,0.07,0.10,0.10,0.19,0.20,0.18,0.18,0.24,0.16,0.26,1168.83,1169.84,1172.76,1178.21,1517.86,1502.98,1510.76,1507.64,1512.68,1502.01,1497.59,1497.45,1497.04,1500.48,1498.88,1497.63,1496.47,1490.39,1498.08,1505.66,1483.41,
510.00,0.14,0.07,0.08,0.12,0.18,0.18,0.20,0.17,0.24,0.17,0.25,1169.39,1168.03,1172.52,1177.90,1519.01,1503.28,1510.02,1507.98,1512.45,1502.13,1497.22,1496.51,1495.57,1497.35,1496.86,1495.26,1496.28,1489.04,1497.27,1503.54,1483.30,
511.00,0.09,0.07,0.07,0.10,0.18,0.16,0.19,0.17,0.26,0.18,0.26,1165.87,1164.27,1168.70,1175.98,1515.43,1500.26,1506.18,1503.18,1508.83,1498.07,1492.61,1492.18,1491.81,1493.52,1492.12,1490.41,1487.98,1486.38,1494.30,1498.26,1479.36,
512.00,0.09,0.06,0.07,0.09,0.21,0.15,0.20,0.17,0.24,0.16,0.28,1161.72,1161.60,1163.93,1171.49,1506.57,1495.89,1499.56,1498.77,1503.77,1490.27,1487.70,1486.25,1484.08,1485.78,1486.33,1484.32,1481.44,1479.59,1489.71,1492.15,1473.61,
513.00,0.09,0.09,0.04,0.15,0.18,0.13,0.23,0.18,0.21,0.16,0.32,1152.47,1151.86,1153.39,1162.26,1493.36,1483.58,1486.71,1484.51,1492.43,1478.87,1476.31,1473.48,1471.28,1471.26,1474.10,1473.81,1469.38,1467.79,1476.65,1478.86,1461.47,
514.00,0.06,0.08,0.06,0.14,0.18,0.13,0.21,0.18,0.19,0.18,0.29,1137.85,1137.63,1137.21,1148.34,1472.38,1464.25,1465.36,1463.04,1472.90,1459.77,1454.45,1450.97,1451.07,1450.23,1452.39,1453.55,1450.18,1447.27,1456.24,1459.51,1440.21,
515.00,0.06,0.08,0.10,0.09,0.20,0.15,0.19,0.18,0.19,0.18,0.26,1118.48,1119.59,1117.83,1129.24,1444.28,1438.53,1439.16,1438.02,1447.90,1434.31,1430.46,1428.05,1425.77,1426.88,1427.00,1429.00,1423.29,1422.70,1431.34,1435.76,1415.58,
516.00,0.08,0.08,0.05,0.05,0.20,0.13,0.16,0.19,0.19,0.18,0.22,1104.01,1106.82,1104.10,1115.86,1424.56,1418.98,1418.95,1418.72,1430.43,1416.78,1413.35,1411.03,1406.44,1408.78,1408.05,1411.81,1407.02,1402.50,1413.11,1416.78,1398.73,
517.00,0.06,0.09,0.03,0.07,0.21,0.15,0.12,0.19,0.19,0.17,0.19,1092.61,1096.17,1094.07,1105.42,1413.49,1404.68,1407.24,1404.56,1416.67,1402.13,1401.18,1398.38,1394.11,1398.58,1393.85,1399.90,1396.34,1389.90,1399.33,1404.68,1387.86,
518.00,0.06,0.03,0.06,-0.01,0.20,0.17,0.14,0.16,0.20,0.16,0.16,1089.88,1093.47,1091.15,1099.61,1409.59,1402.48,1404.32,1401.13,1412.86,1398.17,1397.45,1394.10,1392.42,1396.18,1388.67,1394.42,1392.34,1386.83,1396.34,1400.25,1385.00,
519.00,0.06,0.04,0.06,-0.05,0.17,0.15,0.14,0.20,0.21,0.16,0.16,1095.89,1097.23,1095.73,1102.19,1415.15,1408.76,1411.09,1407.09,1419.53,1405.81,1406.19,1400.76,1399.10,1402.90,1395.83,1401.65,1396.67,1392.60,1403.73,1405.59,1391.45,
520.00,0.08,0.02,0.02,-0.02,0.17,0.17,0.16,0.21,0.19,0.17,0.16,1109.99,1111.53,1109.36,1116.06,1435.91,1428.81,1430.12,1425.32,1435.52,1425.22,1424.87,1418.20,1418.85,1422.05,1415.26,1421.73,1417.23,1410.51,1422.09,1425.29,1409.88,
521.00,0.08,0.03,0.04,0.02,0.19,0.15,0.13,0.18,0.21,0.16,0.18,1125.19,1126.61,1124.68,1129.45,1454.40,1448.85,1450.86,1445.94,1454.13,1441.25,1442.09,1435.33,1437.07,1440.42,1432.62,1439.46,1436.30,1429.65,1440.42,1447.04,1427.68,
522.00,0.08,-0.02,0.08,0.03,0.14,0.16,0.16,0.18,0.22,0.17,0.20,1142.07,1140.88,1140.56,1143.79,1473.23,1467.41,1469.02,1466.99,1473.55,1461.17,1460.64,1454.38,1455.67,1457.61,1453.64,1456.97,1454.07,1449.65,1457.61,1465.37,1445.02,
523.00,0.08,0.02,0.05,0.04,0.14,0.17,0.14,0.22,0.19,0.19,0.22,1150.40,1147.98,1149.90,1152.82,1484.47,1477.65,1480.24,1478.14,1485.43,1471.00,1471.97,1464.19,1464.04,1468.89,1467.10,1467.43,1465.31,1459.32,1466.63,1476.02,1454.61,
524.00,0.10,-0.01,0.01,0.06,0.17,0.18,0.12,0.20,0.21,0.19,0.22,1151.21,1149.67,1151.30,1154.58,1485.81,1479.74,1482.43,1479.42,1488.53,1471.94,1472.74,1464.96,1466.58,1470.28,1469.46,1467.92,1469.48,1463.33,1467.83,1478.00,1456.74,
525.00,0.08,0.00,0.02,0.05,0.18,0.15,0.11,0.16,0.20,0.21,0.23,1151.67,1148.95,1151.67,1156.17,1486.39,1479.87,1482.08,1479.36,1489.77,1471.83,1474.44,1466.54,1467.92,1469.44,1470.53,1467.66,1471.58,1464.77,1468.53,1476.40,1457.67,
526.00,0.07,-0.00,0.03,0.04,0.20,0.17,0.14,0.14,0.18,0.21,0.27,1154.56,1149.51,1152.30,1159.16,1489.98,1482.64,1484.32,1480.61,1493.97,1475.36,1477.41,1469.45,1470.45,1472.41,1473.44,1469.19,1472.22,1469.12,1470.08,1476.52,1460.90,
527.00,0.09,0.05,0.03,0.03,0.22,0.14,0.13,0.11,0.14,0.20,0.28,1155.00,1151.17,1152.78,1160.11,1494.65,1482.86,1485.76,1478.86,1494.65,1474.65,1475.91,1469.77,1471.10,1472.66,1474.00,1470.40,1472.34,1468.36,1472.14,1476.21,1462.21,
528.00,0.07,0.04,0.05,0.04,0.23,0.13,0.13,0.12,0.14,0.22,0.28,1159.42,1158.48,1156.80,1167.37,1503.14,1490.45,1494.13,1487.17,1501.35,1483.05,1482.90,1477.80,1481.51,1479.62,1481.01,1479.62,1480.13,1476.23,1483.09,1483.60,1468.79,
529.00,0.07,0.07,0.05,0.06,0.24,0.15,0.18,0.14,0.12,0.22,0.29,1169.57,1168.66,1166.77,1176.79,1515.63,1500.56,1505.16,1498.34,1511.24,1493.62,1493.08,1489.02,1490.17,1491.44,1491.19,1489.34,1488.19,1487.04,1495.01,1495.59,1477.14,
530.00,0.09,0.05,0.07,0.07,0.27,0.14,0.17,0.14,0.13,0.22,0.31,1175.65,1177.48,1173.68,1182.22,1526.62,1511.33,1514.43,1506.52,1519.38,1502.39,1500.62,1497.66,1498.82,1501.11,1499.81,1497.49,1496.52,1495.51,1503.41,1505.25,1484.97,
531.00,0.10,0.05,0.06,0.05,0.24,0.14,0.19,0.17,0.15,0.19,0.27,1178.39,1180.37,1177.96,1184.43,1529.44,1514.30,1517.37,1509.24,1523.74,1503.86,1504.96,1503.98,1503.31,1504.41,1504.96,1502.55,1501.01,1499.25,1506.17,1511.89,1487.27,
532.00,0.12,0.04,0.07,0.05,0.20,0.17,0.18,0.20,0.15,0.18,0.27,1180.19,1182.22,1180.30,1185.52,1528.88,1518.78,1519.07,1512.09,1525.01,1506.66,1508.16,1505.49,1506.63,1507.08,1506.60,1504.23,1503.30,1500.93,1506.99,1513.10,1488.45,
533.00,0.11,0.06,0.07,0.05,0.17,0.17,0.17,0.21,0.16,0.13,0.25,1180.60,1180.00,1181.26,1184.30,1527.33,1519.40,1517.45,1511.84,1525.31,1506.53,1508.53,1503.91,1504.61,1506.23,1504.90,1502.62,1503.56,1500.62,1504.91,1513.46,1488.36,
534.00,0.10,0.03,0.07,0.01,0.15,0.16,0.14,0.21,0.17,0.13,0.23,1180.63,1179.96,1182.16,1186.28,1528.72,1521.61,1518.23,1514.35,1526.02,1507.61,1510.46,1505.59,1506.95,1509.51,1505.29,1506.05,1505.84,1500.26,1505.70,1513.14,1490.47,
535.00,0.10,0.07,0.05,0.01,0.16,0.13,0.13,0.22,0.18,0.14,0.20,1181.84,1180.02,1182.84,1188.39,1527.07,1521.54,1518.24,1515.95,1527.07,1509.52,1511.78,1507.09,1507.66,1511.74,1506.47,1507.09,1505.83,1501.30,1507.51,1515.02,1492.97,
536.00,0.08,0.05,0.05,0.05,0.16,0.14,0.12,0.20,0.20,0.16,0.20,1182.60,1179.82,1183.13,1190.76,1526.69,1522.77,1519.55,1518.56,1526.99,1513.63,1511.48,1505.03,1507.24,1513.71,1505.06,1508.12,1505.91,1500.82,1509.41,1514.70,1494.21,
537.00,0.07,0.05,0.03,0.09,0.16,0.10,0.13,0.21,0.19,0.17,0.19,1178.28,1175.16,1179.17,1186.55,1522.75,1516.71,1516.28,1514.11,1521.94,1510.41,1505.55,1501.06,1501.91,1509.19,1501.30,1503.33,1502.62,1495.92,1504.98,1510.65,1488.54,
538.00,0.06,0.02,0.03,0.09,0.18,0.11,0.13,0.20,0.18,0.19,0.20,1170.59,1169.65,1171.11,1179.91,1515.01,1506.03,1507.35,1505.22,1514.30,1503.10,1497.05,1494.17,1495.21,1500.88,1493.32,1495.07,1494.92,1488.17,1497.99,1502.53,1481.27,
539.00,0.05,0.05,0.05,0.12,0.17,0.10,0.15,0.19,0.18,0.18,0.21,1165.85,1163.54,1164.17,1173.92,1506.75,1498.46,1497.97,1496.40,1506.95,1494.86,1490.14,1486.30,1486.92,1491.97,1485.40,1487.80,1487.71,1481.63,1489.21,1494.46,1473.44,
540.00,0.01,0.02,0.04,0.12,0.13,0.13,0.14,0.18,0.15,0.18,0.20,1161.81,1159.47,1160.16,1168.71,1501.64,1494.37,1493.04,1491.08,1499.01,1488.38,1485.46,1481.13,1482.78,1484.42,1479.15,1481.79,1481.47,1476.51,1482.11,1487.73,1467.89,
541.00,0.02,0.04,0.03,0.12,0.11,0.10,0.13,0.17,0.13,0.16,0.22,1159.65,1155.29,1158.21,1163.57,1498.74,1490.29,1489.41,1490.07,1497.75,1483.00,1483.72,1477.87,1479.47,1479.86,1477.48,1477.76,1479.74,1473.29,1479.58,1483.77,1465.23,
542.00,0.02,0.02,0.02,0.10,0.11,0.12,0.15,0.15,0.12,0.14,0.27,1160.14,1157.68,1157.73,1164.89,1499.40,1491.56,1489.46,1491.67,1500.84,1483.93,1486.13,1480.84,1480.07,1482.14,1480.49,1478.38,1480.60,1475.83,1480.28,1485.03,1468.78,
543.00,0.06,0.02,0.01,0.08,0.14,0.14,0.17,0.13,0.11,0.13,0.28,1163.30,1162.17,1159.82,1167.17,1502.12,1494.94,1493.75,1492.73,1503.58,1487.67,1489.96,1484.29,1484.29,1488.16,1484.96,1483.16,1485.15,1480.83,1484.31,1488.28,1473.01,
544.00,0.10,0.00,0.00,0.08,0.19,0.13,0.18,0.15,0.12,0.12,0.26,1165.77,1166.56,1163.18,1170.38,1506.04,1499.83,1501.58,1498.25,1507.96,1492.41,1494.42,1488.92,1489.50,1493.04,1491.74,1487.71,1489.79,1485.96,1490.74,1494.12,1477.89,
545.00,0.15,0.05,-0.01,0.09,0.18,0.13,0.18,0.16,0.16,0.14,0.25,1169.08,1166.94,1168.44,1173.86,1509.04,1501.48,1504.25,1500.76,1510.75,1496.34,1495.98,1491.05,1491.61,1497.01,1495.78,1491.00,1494.60,1488.89,1496.57,1496.80,1479.38,
546.00,0.11,0.03,0.01,0.05,0.17,0.17,0.17,0.19,0.16,0.14,0.24,1172.42,1170.03,1171.42,1177.81,1512.38,1503.62,1506.71,1503.34,1513.83,1500.14,1498.24,1495.27,1494.01,1500.66,1498.73,1495.87,1497.36,1492.26,1499.29,1499.01,1481.98,
547.00,0.13,0.05,0.02,0.03,0.19,0.17,0.15,0.21,0.17,0.16,0.21,1174.61,1172.18,1174.66,1178.69,1514.45,1505.75,1507.14,1503.39,1515.59,1501.82,1499.10,1495.07,1494.48,1500.68,1499.31,1496.78,1498.79,1494.95,1503.11,1501.33,1481.64,
548.00,0.09,0.03,0.01,0.05,0.15,0.17,0.15,0.22,0.13,0.18,0.20,1177.81,1173.81,1178.23,1181.75,1518.46,1508.08,1509.80,1508.22,1519.32,1504.97,1502.90,1496.34,1497.77,1500.85,1501.74,1499.84,1499.94,1496.42,1505.08,1503.73,1483.91,
549.00,0.06,0.04,0.00,0.07,0.13,0.18,0.11,0.16,0.12,0.20,0.21,1179.59,1174.73,1179.13,1183.53,1522.52,1510.72,1511.36,1508.86,1520.14,1506.91,1505.22,1497.81,1499.18,1502.30,1502.34,1502.69,1501.63,1497.02,1506.53,1504.93,1486.32,
550.00,0.05,0.01,-0.00,0.02,0.14,0.18,0.12,0.12,0.10,0.19,0.22,1180.40,1176.76,1178.71,1185.15,1523.11,1511.59,1512.43,1509.70,1521.48,1507.98,1506.48,1498.88,1500.60,1502.57,1501.57,1504.13,1503.59,1498.02,1505.13,1507.18,1489.02,
551.00,0.07,0.03,-0.01,0.03,0.13,0.16,0.13,0.07,0.08,0.19,0.24,1178.62,1178.26,1177.83,1185.31,1522.73,1512.75,1514.60,1508.89,1521.26,1508.47,1506.26,1498.58,1503.59,1502.67,1502.55,1505.38,1504.72,1498.58,1506.74,1507.87,1489.86,
552.00,0.01,0.03,-0.02,0.05,0.16,0.17,0.15,0.07,0.07,0.18,0.24,1180.35,1177.90,1178.18,1187.05,1525.98,1513.75,1518.07,1511.76,1522.22,1508.58,1507.90,1500.62,1507.22,1503.92,1504.49,1510.00,1506.30,1498.97,1507.27,1509.20,1491.64,
553.00,0.01,0.05,0.01,0.05,0.18,0.16,0.17,0.06,0.14,0.15,0.22,1177.54,1175.17,1175.84,1185.74,1523.71,1513.10,1515.85,1510.39,1519.25,1505.93,1504.57,1498.42,1504.58,1500.48,1501.50,1506.63,1505.24,1497.73,1505.25,1507.99,1489.87,
554.00,-0.01,0.04,0.02,0.00,0.14,0.19,0.19,0.09,0.15,0.16,0.20,1175.40,1172.42,1175.70,1183.52,1518.23,1509.62,1511.63,1507.22,1518.52,1501.30,1502.33,1495.97,1501.45,1496.41,1498.17,1503.60,1501.26,1495.97,1502.08,1505.31,1486.43,
555.00,-0.01,0.04,0.03,0.01,0.12,0.19,0.17,0.11,0.18,0.14,0.20,1171.68,1167.31,1173.01,1179.19,1513.35,1503.98,1508.06,1502.71,1514.32,1496.49,1497.21,1492.61,1497.17,1493.78,1496.00,1499.68,1493.23,1491.09,1498.79,1501.78,1482.15,
556.00,-0.01,-0.00,0.02,0.04,0.13,0.17,0.18,0.12,0.17,0.16,0.18,1166.67,1160.47,1168.05,1174.17,1506.56,1497.00,1499.90,1494.39,1504.87,1488.07,1489.65,1485.02,1489.38,1485.59,1489.84,1492.63,1484.28,1484.67,1490.41,1494.62,1473.66,
557.00,0.05,-0.04,0.01,0.02,0.13,0.18,0.18,0.13,0.19,0.14,0.19,1159.20,1154.03,1159.27,1167.56,1496.22,1487.65,1490.76,1484.13,1494.70,1479.44,1481.03,1475.64,1480.40,1476.88,1479.78,1480.20,1475.16,1476.12,1481.09,1486.34,1466.04,
558.00,0.06,-0.03,-0.02,0.01,0.10,0.15,0.15,0.14,0.17,0.14,0.21,1155.27,1148.26,1153.18,1160.89,1487.82,1480.56,1481.94,1475.10,1486.70,1474.24,1473.80,1468.69,1472.85,1472.25,1474.15,1473.03,1466.87,1468.69,1472.76,1477.53,1458.65,
559.00,0.08,-0.03,-0.02,0.03,0.10,0.14,0.11,0.13,0.17,0.13,0.24,1151.80,1144.16,1147.38,1157.36,1484.34,1473.79,1478.56,1470.25,1477.42,1470.75,1468.10,1462.92,1467.12,1469.49,1469.52,1467.12,1462.89,1461.91,1466.84,1471.92,1454.23,
560.00,0.05,0.01,0.01,0.08,0.13,0.13,0.10,0.11,0.16,0.14,0.21,1147.59,1144.19,1145.15,1155.56,1482.70,1470.76,1474.27,1468.39,1474.03,1467.71,1465.23,1458.60,1463.88,1466.06,1466.89,1463.88,1461.48,1459.17,1464.88,1470.46,1449.63,
561.00,0.04,0.05,0.01,0.05,0.16,0.14,0.11,0.15,0.19,0.12,0.19,1146.71,1143.64,1141.94,1153.60,1483.12,1470.15,1475.23,1468.24,1475.70,1470.14,1464.44,1458.99,1464.09,1468.31,1464.24,1462.69,1462.57,1455.27,1466.14,1470.73,1450.53,
562.00,0.03,0.08,0.00,0.06,0.18,0.10,0.15,0.14,0.17,0.11,0.17,1147.40,1145.78,1142.05,1151.78,1482.97,1471.04,1474.94,1469.16,1476.22,1470.56,1464.16,1459.95,1461.97,1470.65,1464.86,1462.53,1463.01,1454.42,1468.06,1469.73,1451.00,
563.00,0.02,0.08,-0.01,0.07,0.17,0.11,0.15,0.13,0.16,0.10,0.14,1147.59,1146.20,1141.06,1152.72,1482.64,1470.27,1476.81,1470.64,1477.55,1469.93,1465.89,1461.14,1462.03,1468.86,1463.76,1463.43,1463.31,1455.84,1470.14,1470.12,1451.61,
564.00,0.03,0.07,-0.02,0.06,0.19,0.10,0.14,0.17,0.16,0.12,0.12,1146.46,1146.14,1139.63,1152.95,1480.98,1469.80,1473.09,1469.80,1479.84,1468.38,1464.61,1462.50,1460.72,1467.10,1462.97,1462.37,1462.61,1455.91,1469.46,1469.09,1450.71,
565.00,0.05,0.04,-0.07,-0.03,0.16,0.10,0.15,0.15,0.16,0.13,0.14,1147.76,1145.69,1137.59,1150.24,1478.45,1470.65,1471.77,1468.10,1482.00,1466.51,1463.73,1462.79,1459.18,1463.91,1460.78,1461.84,1460.36,1456.28,1468.64,1465.50,1452.03,
566.00,0.04,0.03,-0.08,-0.05,0.16,0.13,0.14,0.16,0.14,0.15,0.16,1147.03,1144.88,1140.22,1149.88,1477.60,1471.89,1470.82,1466.55,1481.15,1464.41,1462.63,1463.33,1456.23,1461.20,1459.06,1461.20,1458.72,1458.34,1465.85,1462.99,1451.93,
567.00,0.04,0.01,-0.08,-0.01,0.14,0.10,0.11,0.17,0.13,0.16,0.21,1143.27,1142.25,1140.82,1147.25,1475.26,1468.63,1466.22,1464.59,1477.72,1461.32,1461.07,1462.75,1454.89,1457.34,1457.03,1460.76,1455.76,1457.75,1462.14,1461.32,1450.04,
568.00,0.05,-0.01,-0.07,-0.00,0.10,0.12,0.09,0.15,0.15,0.18,0.22,1140.15,1140.44,1140.05,1142.12,1473.64,1466.35,1462.12,1460.76,1472.45,1456.95,1456.31,1459.54,1452.57,1455.92,1454.59,1457.78,1453.41,1454.62,1457.28,1457.28,1446.73,
569.00,0.04,-0.02,-0.07,-0.04,0.08,0.14,0.11,0.12,0.15,0.19,0.23,1139.01,1137.07,1139.50,1138.78,1470.36,1463.86,1461.53,1456.75,1468.66,1454.00,1452.92,1455.31,1448.05,1454.75,1452.89,1452.95,1450.60,1452.46,1455.25,1455.25,1444.09,
570.00,0.04,-0.02,-0.06,0.02,0.09,0.12,0.13,0.10,0.17,0.17,0.22,1136.93,1136.34,1138.95,1140.34,1471.11,1462.06,1462.02,1455.66,1467.78,1453.97,1454.16,1453.25,1449.58,1455.22,1454.77,1451.66,1452.05,1451.02,1453.55,1454.08,1441.77,
571.00,0.07,-0.02,-0.03,0.03,0.06,0.14,0.14,0.11,0.16,0.14,0.23,1137.14,1133.76,1137.11,1141.20,1469.51,1459.36,1461.82,1457.02,1468.81,1453.37,1455.85,1453.68,1449.86,1456.22,1456.30,1450.42,1452.76,1450.00,1454.49,1456.13,1441.53,
572.00,0.06,-0.01,-0.02,-0.02,0.04,0.15,0.16,0.12,0.17,0.12,0.23,1136.22,1133.37,1134.48,1143.37,1469.14,1460.04,1464.03,1459.31,1472.30,1455.24,1457.24,1451.10,1451.41,1457.19,1456.49,1447.52,1451.35,1448.53,1454.28,1458.17,1441.94,
573.00,0.04,-0.00,-0.01,-0.05,0.06,0.14,0.13,0.14,0.15,0.10,0.22,1137.85,1133.66,1134.66,1145.95,1468.44,1462.40,1466.98,1462.40,1476.45,1458.00,1461.25,1451.38,1453.27,1458.30,1457.15,1450.11,1451.17,1449.96,1456.51,1459.46,1444.95,
574.00,0.05,-0.02,-0.02,-0.02,0.06,0.12,0.10,0.13,0.15,0.10,0.21,1137.87,1137.30,1134.86,1147.92,1468.64,1465.25,1467.07,1464.24,1476.10,1459.68,1462.33,1453.10,1454.19,1457.04,1455.50,1453.91,1450.54,1450.09,1456.66,1460.87,1446.27,
575.00,0.01,-0.04,-0.02,-0.02,0.08,0.10,0.11,0.16,0.13,0.10,0.20,1136.49,1136.41,1133.56,1145.35,1464.20,1463.97,1464.41,1463.68,1473.93,1455.84,1459.87,1451.89,1451.75,1455.04,1451.38,1451.82,1448.75,1447.79,1455.99,1459.51,1445.01,
576.00,0.01,-0.05,-0.02,-0.05,0.07,0.07,0.13,0.18,0.12,0.11,0.16,1134.37,1136.45,1132.74,1143.26,1462.18,1461.29,1461.41,1460.55,1470.34,1452.60,1454.88,1450.56,1449.50,1452.80,1448.15,1450.03,1445.58,1444.28,1453.01,1453.21,1443.14,
577.00,0.01,-0.07,-0.02,-0.02,0.05,0.04,0.10,0.18,0.11,0.09,0.12,1133.32,1135.47,1133.00,1141.00,1459.55,1459.34,1459.60,1457.61,1466.86,1449.04,1453.40,1449.98,1448.61,1451.24,1446.35,1452.45,1444.04,1443.30,1452.51,1450.09,1442.99,
578.00,0.02,-0.05,-0.02,0.05,0.03,0.03,0.08,0.16,0.11,0.09,0.11,1132.94,1135.48,1131.02,1140.59,1461.05,1456.12,1457.92,1456.91,1465.54,1449.02,1452.48,1449.07,1448.56,1450.50,1445.43,1452.39,1444.97,1441.89,1452.66,1454.17,1442.11,
579.00,0.05,-0.04,-0.01,0.04,0.04,0.03,0.08,0.15,0.11,0.12,0.11,1135.37,1135.38,1133.51,1141.22,1465.15,1457.35,1461.06,1458.85,1469.57,1452.21,1456.25,1450.67,1452.88,1455.22,1448.50,1454.40,1448.48,1443.66,1457.36,1454.83,1443.37,
580.00,0.05,-0.03,-0.02,0.02,0.04,0.08,0.08,0.11,0.12,0.14,0.12,1139.53,1140.77,1136.40,1143.51,1469.47,1459.94,1464.01,1462.97,1472.06,1457.11,1460.68,1453.57,1456.74,1460.21,1452.00,1457.99,1451.86,1446.74,1460.28,1461.18,1448.64,
581.00,0.01,-0.02,-0.01,0.06,0.04,0.09,0.10,0.08,0.13,0.12,0.15,1142.60,1144.70,1141.00,1147.41,1475.11,1463.61,1467.68,1467.30,1477.70,1462.26,1466.34,1456.44,1461.76,1466.45,1457.29,1464.24,1456.81,1450.99,1465.84,1468.82,1455.18,
582.00,0.01,0.00,-0.00,0.09,0.06,0.16,0.12,0.07,0.13,0.15,0.19,1147.15,1149.38,1143.05,1150.31,1480.91,1467.90,1469.94,1471.62,1480.16,1468.83,1472.17,1460.64,1466.04,1471.24,1461.21,1468.08,1461.57,1454.33,1468.26,1472.17,1458.60,
583.00,-0.00,-0.00,-0.01,0.04,0.09,0.18,0.14,0.10,0.15,0.14,0.19,1149.91,1152.02,1146.55,1154.00,1483.36,1472.69,1473.81,1474.68,1482.74,1471.45,1475.79,1464.50,1468.60,1474.06,1467.22,1469.84,1464.00,1457.17,1469.10,1473.44,1461.15,
