Date,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,2025/04/26,
Time,06:07:00,06:08:00,06:09:00,06:10:00,06:11:00,06:12:00,06:13:00,06:14:00,06:15:00,06:16:00,06:17:00,06:18:00,06:19:00,06:20:00,06:21:00,06:22:00,06:23:00,06:24:00,06:25:00,06:26:00,06:27:00,06:28:00,06:29:00,06:30:00,06:31:00,06:32:00,06:33:00,06:34:00,06:35:00,06:36:00,06:37:00,06:38:00,06:39:00,06:40:00,06:41:00,06:42:00,06:43:00,06:44:00,06:45:00,06:46:00,06:47:00,06:48:00,06:49:00,06:50:00,06:51:00,06:52:00,06:53:00,06:54:00,06:55:00,06:56:00,06:57:00,06:58:00,06:59:00,
Memo,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,
Sensor,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,
Exposure Time(msec),20,20,20,20,20,20,50,50,50,50,50,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,
Sensor Temp.(deg),24.4,25.1,24.9,24.9,24.7,24.8,24.7,24.8,24.9,24.8,24.8,24.7,24.9,24.7,24.9,24.8,24.8,24.8,24.8,24.8,24.8,24.9,24.9,24.9,25.0,25.0,25.1,25.1,25.1,25.2,25.2,25.2,25.2,25.2,25.2,25.1,25.2,25.3,25.3,25.2,25.2,25.2,25.2,25.2,25.2,25.3,25.3,25.3,25.3,25.3,25.3,25.3,25.4,
Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
300.00,8.96,9.82,9.64,10.31,10.39,10.35,7.67,8.42,8.71,9.29,9.68,8.78,10.31,9.90,11.02,10.93,11.21,10.81,11.23,10.99,11.37,12.52,10.87,11.23,11.01,11.35,10.77,10.91,11.47,12.18,12.20,12.36,9.38,12.46,11.45,11.53,10.83,11.96,12.74,12.14,12.56,13.04,12.26,11.64,13.25,13.47,14.32,14.13,13.81,13.67,14.23,14.78,14.86,
301.00,9.20,11.28,9.80,10.67,11.27,10.96,8.29,8.98,9.41,10.19,10.31,10.51,11.17,11.21,11.48,12.26,11.09,11.49,11.80,11.55,12.26,12.50,12.02,12.44,12.40,12.32,11.74,11.84,12.15,13.38,12.88,13.80,11.07,13.03,12.85,12.85,11.66,12.79,13.63,12.67,13.49,14.08,13.38,12.08,14.82,15.35,15.24,15.87,15.35,15.81,15.42,15.66,16.79,
302.00,9.52,12.73,11.63,10.78,12.35,12.32,8.90,9.87,10.84,11.25,11.13,11.64,13.45,13.04,12.20,13.88,11.50,12.88,13.59,13.03,13.34,13.07,13.20,15.14,13.90,14.29,12.90,14.01,13.47,14.19,14.46,14.04,12.36,14.03,14.19,14.04,13.61,14.15,16.54,14.17,14.37,15.86,15.59,13.62,16.47,17.73,16.86,17.18,18.00,17.32,17.58,18.13,17.76,
303.00,10.70,13.28,12.79,12.69,13.26,12.63,10.27,10.95,11.83,12.43,12.31,12.40,14.27,13.42,13.67,14.64,13.98,14.00,14.96,15.06,14.96,15.06,14.88,16.29,14.71,16.58,14.83,15.25,14.59,16.31,16.86,15.71,13.84,15.86,16.01,15.79,16.42,16.53,18.46,17.19,16.65,16.74,17.58,16.17,17.89,19.44,19.15,18.54,19.73,19.03,20.36,20.34,19.64,
304.00,12.60,13.80,13.33,13.95,14.37,13.61,11.42,12.27,12.77,13.89,13.91,14.41,15.08,15.03,15.33,15.46,15.42,15.08,15.89,17.08,16.46,16.75,17.16,17.46,16.88,18.33,16.93,16.84,15.75,17.99,18.33,18.27,15.79,17.46,18.93,18.22,18.17,18.84,19.75,19.00,19.18,18.60,19.27,19.21,20.73,21.84,22.60,22.16,21.51,21.49,22.88,22.64,22.87,
305.00,13.43,15.34,15.27,14.64,15.70,15.34,12.73,13.77,14.99,15.64,15.87,16.62,17.60,17.32,17.25,18.03,17.04,17.18,18.17,18.74,18.53,18.03,19.37,19.87,19.87,19.87,18.81,19.58,18.24,20.01,20.72,19.58,18.52,19.80,20.79,20.58,20.79,21.70,22.48,20.93,21.64,21.56,21.64,21.71,24.60,25.17,25.03,25.60,24.18,25.31,25.67,26.16,26.65,
306.00,15.24,16.81,16.76,17.33,17.38,17.24,14.83,15.55,17.07,17.66,17.83,17.73,19.82,19.55,19.79,19.91,19.46,20.35,21.22,21.04,21.04,20.80,21.55,22.56,22.04,22.39,21.26,22.24,21.59,23.73,24.47,22.66,21.59,23.21,23.07,22.84,24.46,24.93,26.13,24.05,25.49,24.28,24.04,24.74,27.37,28.54,28.36,28.87,28.18,28.95,30.36,29.98,29.55,
307.00,17.62,18.69,18.37,19.56,19.55,19.24,17.18,17.66,19.25,20.09,20.54,20.03,21.63,21.61,22.99,21.88,23.08,23.19,23.02,24.72,24.22,24.63,24.88,25.07,24.37,25.86,25.03,25.05,24.02,27.43,27.99,27.14,24.63,26.52,27.66,25.98,28.24,28.88,29.61,27.43,29.53,28.32,27.16,29.04,31.17,32.37,33.16,33.16,32.51,33.57,35.15,33.88,34.44,
308.00,19.87,21.31,21.67,21.81,22.21,22.11,19.73,20.46,22.66,23.29,24.08,24.06,25.12,25.37,26.30,25.53,26.43,26.30,26.06,28.07,27.74,28.10,28.79,28.25,29.44,29.53,29.17,29.54,28.70,31.55,31.81,31.68,28.82,31.30,32.04,30.50,31.67,33.76,34.30,31.28,34.04,32.98,32.08,34.30,37.20,36.41,38.76,38.81,37.73,39.18,39.82,39.56,40.23,
309.00,23.71,25.42,24.77,25.76,25.79,26.05,23.74,24.14,26.59,27.15,27.87,28.62,29.68,30.38,30.95,30.46,30.38,30.84,31.42,31.33,32.36,32.54,33.45,33.17,33.93,33.60,33.38,33.95,34.98,37.37,37.70,36.73,34.46,37.37,36.67,35.90,36.96,39.32,40.89,36.26,39.86,38.30,37.80,39.59,43.86,43.06,44.63,45.46,44.62,46.30,46.39,46.23,47.44,
310.00,27.34,29.98,29.86,30.42,30.31,30.31,28.12,28.50,30.86,31.94,32.68,33.13,34.11,35.35,35.98,35.78,35.66,36.84,36.91,36.87,37.69,38.74,39.08,39.41,39.06,40.09,38.83,39.96,40.31,43.59,43.79,43.24,40.24,43.31,42.91,42.18,43.57,45.79,48.10,42.36,46.82,45.01,44.63,46.24,51.20,51.03,51.85,52.79,52.84,54.12,54.55,54.83,55.21,
311.00,31.98,34.33,34.85,35.40,35.40,35.15,32.59,33.48,36.00,37.35,38.67,38.83,39.76,40.83,41.42,41.30,41.40,42.29,42.46,42.93,43.33,45.55,45.51,45.44,45.62,46.86,45.16,45.92,46.27,49.88,50.45,50.55,45.78,50.20,50.17,48.92,50.05,53.19,55.89,49.68,54.33,52.08,52.55,53.73,58.63,58.98,60.21,60.53,61.06,62.16,62.91,63.58,63.72,
312.00,37.38,39.07,40.17,41.00,41.06,40.90,38.05,39.05,41.84,43.32,44.73,45.55,46.56,47.86,47.81,47.95,47.05,48.29,49.81,48.52,49.96,51.83,52.10,51.90,53.22,53.30,51.64,52.47,53.67,57.37,57.70,57.97,52.88,57.44,57.79,56.43,56.55,60.67,63.76,57.45,63.01,59.90,60.95,61.84,67.48,67.80,69.35,69.79,69.45,70.55,71.74,72.78,73.28,
313.00,43.93,45.61,46.86,47.58,47.60,46.88,44.07,45.23,47.93,50.00,51.27,51.98,53.92,55.40,54.43,55.28,53.57,55.75,57.57,56.11,57.46,59.05,58.70,60.38,60.87,60.75,58.45,60.36,60.88,65.16,65.38,65.41,60.40,64.80,65.87,64.18,64.88,68.93,72.92,65.25,71.83,68.90,69.63,69.77,77.43,78.03,78.32,79.63,79.38,80.84,81.57,83.39,83.89,
314.00,50.07,51.96,53.32,54.95,54.67,53.94,50.34,52.02,54.89,57.50,59.11,58.98,61.48,62.33,61.51,63.27,61.87,63.58,65.32,65.16,65.51,67.54,66.88,69.13,68.67,69.69,66.98,68.74,68.62,73.46,74.52,74.42,68.74,73.36,74.90,72.70,74.64,78.85,82.62,74.76,81.43,78.59,79.68,78.80,87.02,88.49,88.90,89.20,89.96,91.74,92.84,94.80,94.17,
315.00,57.44,59.17,59.70,62.13,61.85,61.49,57.30,59.25,62.46,65.06,66.86,67.16,69.76,69.92,69.96,70.33,70.50,71.10,73.24,73.68,74.09,75.87,76.19,77.00,77.35,78.53,76.48,76.55,77.41,82.86,83.54,84.03,76.99,83.18,84.96,81.93,83.70,88.64,92.49,84.79,91.62,88.03,89.72,88.26,96.30,98.54,100.75,99.74,100.44,102.42,104.67,105.33,105.16,
316.00,65.05,67.05,68.38,69.84,69.72,69.17,65.16,66.91,70.83,73.31,74.67,76.57,78.03,79.18,79.36,79.30,79.18,80.03,82.27,82.75,83.66,84.33,85.73,86.63,86.88,87.54,85.60,86.03,86.75,92.58,93.00,93.25,87.18,92.76,94.88,91.97,93.55,99.24,102.76,94.82,102.22,98.64,100.58,99.31,108.40,109.37,112.59,111.61,111.43,114.10,116.34,117.31,117.07,
317.00,72.79,75.87,76.67,78.66,77.69,77.69,73.34,75.15,79.52,82.37,83.66,85.58,86.59,87.72,88.81,89.10,88.90,90.32,92.13,92.54,93.75,93.84,95.61,98.04,97.07,97.80,95.61,96.67,97.23,103.10,104.19,103.46,97.88,104.08,104.72,102.61,104.93,110.70,114.55,105.08,113.74,109.29,111.15,110.06,120.09,121.87,124.13,124.46,123.41,127.26,128.63,129.92,129.96,
318.00,80.97,83.96,83.81,85.92,85.64,86.00,80.98,82.83,87.88,90.74,92.47,94.23,95.13,95.13,98.46,97.20,98.80,99.63,100.49,101.71,103.31,103.86,106.25,107.29,105.85,108.02,106.18,105.98,106.25,113.56,114.88,114.10,107.33,114.65,114.82,112.45,114.95,120.84,125.20,114.84,124.96,119.62,120.97,120.07,130.26,133.30,135.38,136.16,134.90,138.71,140.94,141.34,141.40,
319.00,87.55,90.79,91.79,92.37,93.36,93.35,88.29,89.69,95.52,98.68,100.13,102.71,103.19,103.81,106.70,105.02,107.19,107.68,108.17,109.73,112.04,112.29,115.55,115.56,115.34,116.28,115.08,114.62,115.08,123.44,123.58,123.81,115.33,123.70,124.05,121.39,123.57,130.13,135.34,123.56,134.51,128.66,130.73,130.25,140.45,143.12,145.79,146.88,145.17,148.94,151.35,151.84,152.44,
320.00,95.26,97.64,99.71,100.15,100.91,100.91,95.45,96.98,103.45,106.73,108.29,110.75,111.79,112.48,115.23,114.60,115.54,116.64,117.30,117.37,120.36,120.44,123.88,124.81,124.88,124.71,123.64,124.10,124.49,132.94,133.37,132.84,124.97,132.98,132.47,131.08,132.18,139.86,145.04,132.59,145.06,137.87,139.69,140.08,151.08,153.92,156.64,158.25,155.94,159.25,161.70,162.43,162.48,
321.00,103.34,105.83,106.92,108.11,109.25,109.03,102.95,104.81,111.45,115.39,117.49,118.44,120.38,120.61,123.68,123.12,124.79,126.40,126.33,126.47,129.52,130.41,133.33,134.34,133.41,134.77,132.46,133.41,133.90,143.42,143.67,143.13,133.90,143.11,142.28,140.58,142.50,149.88,155.99,141.45,155.45,147.88,149.24,149.54,162.25,165.48,167.63,169.75,167.52,171.11,173.16,173.99,175.08,
322.00,112.77,114.74,116.66,116.83,119.72,118.02,111.78,113.82,120.95,125.15,127.61,128.58,130.28,131.20,133.74,132.79,135.55,136.59,135.88,137.57,139.90,141.91,145.19,144.83,144.60,146.23,143.49,143.84,144.64,154.78,154.96,154.33,143.58,154.05,153.46,151.47,153.98,161.40,168.63,152.81,167.01,159.66,161.89,160.65,175.04,178.60,180.84,182.00,181.68,184.35,186.78,188.00,187.92,
323.00,122.78,125.03,127.96,128.63,131.29,129.09,122.09,124.65,132.52,136.75,139.47,140.35,142.66,144.10,145.87,145.50,147.82,148.86,148.97,148.98,152.49,154.14,157.89,156.94,158.35,159.20,155.87,156.27,158.43,168.04,168.35,168.11,156.06,167.50,167.31,164.87,167.07,175.37,182.90,167.07,181.47,172.90,176.04,174.91,189.67,193.28,197.08,196.54,197.42,200.38,203.34,204.34,202.91,
324.00,133.99,137.15,140.43,141.68,143.27,141.11,133.17,136.50,144.65,149.26,152.26,152.80,155.10,157.07,159.44,159.10,160.44,162.59,163.33,162.13,166.16,167.38,171.65,171.69,172.13,173.68,168.38,170.50,172.38,183.20,183.45,182.71,170.03,182.43,182.47,179.52,181.38,190.64,198.19,181.17,197.32,188.40,190.86,190.36,206.78,209.59,214.12,213.95,213.77,217.16,221.03,222.10,220.43,
325.00,145.67,150.10,152.49,154.28,156.53,153.36,145.35,148.48,157.34,162.69,165.81,165.70,168.51,170.58,173.56,173.25,174.83,176.64,176.80,177.45,181.08,182.32,186.34,187.44,186.99,189.62,182.30,185.82,186.54,198.63,199.21,197.81,184.11,197.29,197.53,193.99,197.10,206.62,215.63,196.39,213.36,204.24,206.96,205.77,224.59,227.41,231.25,232.23,231.53,235.75,238.99,240.90,239.60,
326.00,158.54,163.68,165.19,167.28,169.93,166.45,157.79,161.03,171.04,176.86,180.09,180.49,184.09,185.47,187.87,188.01,189.85,190.60,192.04,192.41,196.53,197.55,201.70,202.52,203.23,205.42,197.60,201.18,201.91,215.07,216.26,214.41,198.71,213.37,213.87,209.72,212.98,223.82,233.18,213.31,231.51,220.29,223.20,222.36,242.35,246.13,249.54,250.78,250.16,255.09,258.72,259.81,259.19,
327.00,170.44,175.44,176.91,180.14,181.55,178.82,169.17,172.57,183.67,189.82,193.39,194.11,198.35,199.09,201.44,202.68,203.35,203.89,206.26,205.85,210.35,210.75,215.65,216.95,217.65,219.23,211.47,215.82,215.79,230.06,231.40,230.05,212.61,228.11,229.52,224.24,226.68,240.02,249.04,228.38,247.31,235.31,237.99,238.75,258.85,262.92,267.01,268.21,266.92,273.25,276.54,277.80,277.47,
328.00,180.27,185.34,187.15,189.72,192.12,188.47,178.94,181.96,193.79,200.63,204.31,205.14,208.65,210.21,212.84,214.42,214.97,215.80,218.20,218.17,221.73,222.82,227.33,230.43,229.58,231.50,222.76,228.67,227.41,242.14,244.33,241.46,224.58,240.51,240.75,236.71,238.99,254.16,263.16,240.06,260.47,248.24,250.22,251.56,273.12,277.00,281.53,283.33,280.91,288.11,290.80,292.10,293.16,
329.00,189.23,194.71,195.21,197.93,201.17,197.72,187.20,189.93,203.09,210.17,213.90,214.84,218.21,219.55,222.80,223.90,225.51,225.61,227.82,228.49,231.88,234.21,238.39,240.96,239.27,242.02,233.01,238.34,237.69,252.54,255.80,252.03,234.61,251.17,250.25,247.06,249.63,264.96,274.98,250.35,271.92,258.93,260.75,261.35,284.17,289.80,293.06,295.63,293.18,301.23,302.67,304.45,306.83,
330.00,196.64,202.02,203.08,205.60,207.76,205.71,193.65,196.80,210.59,217.66,221.61,223.83,226.83,228.62,230.90,231.73,233.54,233.53,235.32,236.15,240.20,242.59,247.25,248.80,247.25,250.23,242.47,246.53,245.58,261.09,265.03,261.45,241.53,260.37,259.65,255.36,258.23,274.11,284.12,259.53,281.62,268.48,269.80,270.28,293.79,300.35,302.38,305.49,303.81,311.93,313.00,315.61,316.83,
331.00,201.63,206.32,209.26,210.64,213.71,210.92,198.46,201.55,215.53,222.77,226.88,229.60,231.94,235.30,236.58,237.39,239.19,239.58,241.17,241.61,246.07,248.89,253.55,255.97,253.80,255.46,248.42,252.46,251.83,267.22,270.83,267.62,247.58,266.91,266.01,261.82,263.83,280.63,291.00,265.32,288.01,274.65,275.93,276.50,300.17,306.06,309.98,312.23,310.93,318.63,320.64,323.38,323.53,
332.00,205.29,210.26,212.84,213.50,217.95,214.59,201.38,204.96,219.15,226.51,230.59,232.84,234.95,239.33,240.50,240.94,243.00,243.83,245.47,245.62,250.78,253.52,257.31,260.36,257.47,260.08,252.07,255.55,256.80,272.28,275.71,271.23,251.53,271.22,269.58,265.79,267.86,284.43,295.49,268.61,293.34,278.26,279.86,280.18,305.38,309.99,314.45,317.06,315.58,322.85,325.43,328.09,328.36,
333.00,206.46,211.90,214.45,215.78,218.85,216.71,202.40,206.25,220.89,228.14,232.08,235.25,237.10,241.33,242.20,241.33,245.04,245.15,246.19,247.87,253.26,255.75,259.52,262.01,258.24,261.89,254.07,256.51,257.95,274.52,277.07,272.84,252.39,272.20,271.62,266.87,269.66,285.59,297.06,269.95,294.91,279.50,281.88,280.89,307.66,312.17,315.30,319.13,317.39,324.69,327.12,330.36,329.90,
334.00,207.56,212.24,215.76,216.67,219.69,216.90,203.08,206.74,221.47,228.41,232.81,236.51,238.27,243.04,242.73,242.08,245.32,245.40,247.04,248.41,254.52,256.16,260.12,262.95,260.10,262.53,254.63,257.08,258.68,275.96,277.49,273.59,252.15,273.22,272.53,266.72,270.46,287.03,298.24,270.54,296.03,279.39,282.29,281.53,308.50,312.81,316.48,319.68,318.58,325.44,328.20,330.75,330.06,
335.00,208.71,212.82,216.71,217.14,220.63,217.50,203.91,207.36,222.33,229.67,234.20,237.03,238.38,243.87,244.20,243.37,245.61,246.29,249.23,248.80,255.18,256.91,261.07,264.00,262.05,262.78,254.57,257.06,260.39,277.46,278.57,274.41,253.74,273.96,273.65,267.64,270.44,288.00,299.29,271.30,296.70,279.40,282.75,282.65,309.19,312.61,318.58,320.31,319.85,326.22,329.65,331.18,331.55,
336.00,210.52,214.54,218.09,219.21,221.30,219.53,205.03,208.72,224.46,231.22,236.28,238.10,239.97,244.41,246.19,245.40,248.20,248.84,250.62,251.09,256.85,259.30,263.07,266.30,263.41,265.97,255.85,259.42,261.73,279.18,280.63,275.62,255.28,275.41,275.06,268.41,272.40,289.53,300.96,272.18,298.30,281.08,285.07,284.29,312.18,314.97,320.40,322.75,321.84,328.40,331.07,333.07,333.51,
337.00,212.86,217.38,220.59,222.56,223.31,221.73,207.00,210.47,226.62,233.67,238.57,241.60,243.02,247.15,249.06,247.48,250.82,250.40,252.90,253.89,258.99,262.17,265.90,269.06,266.14,268.71,258.06,262.25,263.29,281.86,283.22,278.41,256.83,278.41,277.34,270.88,274.99,292.62,303.81,274.44,301.24,283.37,287.81,286.38,314.35,318.85,323.70,326.95,324.73,332.37,334.31,336.06,337.09,
338.00,216.96,221.64,225.13,226.72,228.24,225.60,210.43,214.36,230.32,238.03,242.99,245.64,247.76,251.72,254.42,253.34,255.08,254.79,258.16,257.35,263.42,265.84,270.71,272.75,271.44,273.61,263.03,266.80,267.90,286.95,288.30,284.62,260.93,283.75,282.97,275.26,279.44,297.78,309.24,278.86,306.96,287.96,292.44,291.04,319.27,324.69,329.74,332.58,330.55,337.86,340.08,341.56,343.42,
339.00,222.25,226.20,230.17,231.65,233.70,230.58,214.74,219.18,235.47,243.76,248.49,250.19,253.36,256.85,260.22,259.61,260.64,261.09,264.19,263.22,268.92,271.59,276.63,278.59,277.02,279.85,268.19,273.23,273.33,292.62,294.60,290.37,266.85,289.24,289.05,281.27,285.06,303.55,315.10,284.84,313.62,294.16,298.84,297.96,326.26,331.86,337.03,339.52,337.60,345.02,347.98,348.81,350.32,
340.00,226.39,230.15,234.42,236.27,238.36,235.11,218.51,223.11,239.60,248.39,253.00,255.65,258.06,261.60,265.13,264.48,266.22,266.09,268.61,269.61,274.03,276.98,281.91,283.80,281.86,285.75,273.13,278.79,278.40,298.06,300.01,295.60,271.57,294.37,293.52,285.81,290.84,308.83,321.16,289.15,319.39,299.77,304.57,303.04,332.77,338.40,342.77,345.71,343.59,351.20,354.83,354.77,356.05,
341.00,229.02,232.86,237.01,238.87,241.57,237.49,220.73,225.01,241.82,251.08,255.29,259.10,261.77,264.74,268.40,267.01,268.67,268.14,272.18,272.05,277.22,279.33,284.92,285.80,283.95,288.13,276.20,280.60,280.86,300.65,303.08,299.23,273.47,297.43,296.10,288.89,293.79,312.00,324.99,291.93,322.38,302.35,306.88,305.34,335.95,342.43,345.87,348.87,346.99,355.23,358.80,358.00,359.25,
342.00,229.87,233.95,238.34,239.56,243.29,238.63,221.60,226.05,243.07,252.47,256.84,259.95,262.32,265.99,269.45,269.11,269.12,270.34,273.54,273.43,278.52,280.48,286.49,286.96,286.20,288.76,277.42,281.68,281.84,301.49,304.11,300.50,274.84,298.79,298.14,289.96,294.80,314.25,326.88,294.05,323.42,304.49,308.61,306.91,337.85,344.03,347.48,349.72,348.98,357.17,360.89,359.57,361.07,
343.00,231.07,234.59,238.69,240.77,243.40,240.61,222.52,226.97,244.52,253.70,258.27,261.27,263.09,267.02,270.18,269.86,270.54,272.21,275.01,274.95,279.73,282.61,287.00,289.68,288.00,290.44,278.11,283.30,283.00,302.95,305.90,301.53,276.40,299.73,298.73,291.35,295.67,315.83,328.68,295.41,325.32,305.64,309.12,308.65,339.16,345.40,349.54,350.82,350.18,358.63,363.19,361.89,362.69,
344.00,231.45,235.62,238.47,241.82,243.85,241.03,222.85,227.09,244.90,254.10,258.88,262.39,264.04,267.63,270.72,269.39,271.76,272.16,275.06,275.91,280.90,284.12,287.51,290.45,288.14,291.15,278.64,283.40,282.91,303.93,307.19,302.36,276.48,300.44,299.08,291.87,295.72,316.41,330.27,294.87,325.26,306.45,309.68,307.95,340.18,345.62,349.51,351.82,350.25,359.46,363.39,363.03,363.69,
345.00,231.79,236.49,239.50,242.51,244.44,241.22,222.85,226.92,245.15,254.43,259.14,262.87,264.65,268.39,270.56,269.46,271.39,272.09,274.75,275.68,281.01,283.88,287.52,290.55,288.71,290.69,279.45,282.91,281.98,303.78,307.42,302.94,275.26,300.09,299.79,291.99,295.60,316.63,330.91,294.88,325.09,306.53,309.84,307.09,340.02,345.65,349.55,353.05,350.41,359.95,363.03,363.33,364.10,
346.00,232.99,238.23,240.77,244.29,245.02,242.71,223.70,228.21,246.50,255.95,260.45,263.71,265.48,269.65,271.33,271.36,272.58,274.16,276.00,277.20,282.35,285.10,288.94,292.13,291.35,291.53,280.70,284.41,283.86,306.23,309.01,304.81,276.78,301.28,302.06,293.50,296.54,318.53,332.42,296.49,327.21,308.02,310.93,308.26,341.68,346.99,351.89,354.67,352.85,361.30,364.52,365.66,366.91,
347.00,236.00,241.17,243.48,247.86,248.40,245.46,226.68,230.67,249.88,259.25,263.96,267.19,269.29,272.53,274.54,274.32,276.70,277.95,279.03,280.72,285.65,289.15,293.22,296.79,293.57,295.56,283.54,287.72,288.20,310.79,312.89,308.16,279.73,304.37,305.55,297.46,299.83,321.31,335.66,298.96,331.14,311.04,313.79,312.34,345.75,350.69,356.70,358.41,357.19,365.66,368.27,370.12,371.04,
348.00,239.90,245.14,248.33,252.15,252.80,248.81,230.10,233.61,253.52,262.95,267.82,271.21,273.88,277.33,279.01,278.12,281.61,281.63,282.57,285.68,289.56,293.83,298.20,300.77,297.52,299.14,287.74,292.00,292.22,314.55,317.06,311.90,283.22,308.54,309.60,301.15,304.61,326.00,341.32,303.12,335.72,316.20,318.68,316.05,351.77,355.82,361.80,364.17,362.93,370.88,373.53,375.15,375.89,
349.00,243.69,249.17,252.40,255.61,256.36,252.98,232.90,236.84,257.14,266.78,271.85,275.07,278.08,281.18,283.36,283.26,285.40,286.38,287.04,289.39,293.38,297.70,303.30,304.87,302.39,303.17,292.12,296.41,296.84,319.41,320.92,316.79,286.54,313.48,313.40,304.82,309.74,330.32,345.77,307.89,340.77,320.06,322.64,320.44,355.94,361.37,367.43,369.45,368.54,376.80,378.77,380.49,381.50,
350.00,247.30,253.24,256.28,260.02,260.66,257.11,236.69,240.66,261.86,271.54,276.81,279.69,283.30,285.44,289.03,289.16,290.44,291.89,293.23,294.12,298.40,303.10,308.84,310.54,306.99,308.94,296.70,301.46,302.62,325.55,326.00,322.38,291.63,319.12,318.37,309.63,314.86,336.46,351.21,313.18,346.21,325.28,327.95,326.08,362.27,368.19,374.10,375.29,375.57,383.20,385.35,387.78,388.37,
351.00,253.41,258.84,263.11,267.03,268.12,263.48,242.43,246.60,268.28,278.33,284.00,287.25,290.80,292.48,296.57,296.27,298.10,299.27,300.48,301.30,305.91,311.44,316.37,318.34,314.02,317.58,303.74,309.55,309.75,332.87,333.99,329.38,298.83,326.82,325.30,316.34,322.20,344.44,359.75,320.46,355.19,332.97,335.78,334.04,371.19,377.15,383.52,384.67,384.69,392.79,395.97,397.61,397.79,
