Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
708.00,217.54,205.30,195.96,185.97,179.82,173.48,164.42,165.63,160.63,158.41,160.08,162.27,170.40,177.66,188.64,200.18,209.17,220.30,228.71,239.69,249.73,262.70,276.15,294.27,307.15,316.36,324.39,327.41,332.51,344.62,354.35,364.93,378.61,391.27,393.82,398.99,395.79,393.10,392.00,391.15,388.73,388.73,386.50,386.06,385.91,388.15,393.62,404.29,414.09,434.54,453.50,468.34,
709.00,218.80,207.90,197.24,187.09,179.61,176.10,165.99,167.29,163.40,160.23,161.26,163.98,173.05,179.82,190.21,201.75,211.94,222.33,231.10,241.52,251.03,265.19,279.31,296.07,310.69,318.52,328.59,330.31,334.84,345.50,356.55,368.10,380.51,393.77,396.33,399.13,398.20,396.66,392.90,392.37,389.75,390.22,388.61,387.31,388.26,390.37,396.42,406.48,417.77,438.94,455.14,471.48,
710.00,220.04,209.14,197.33,190.24,179.54,177.98,166.81,168.78,164.20,161.86,162.50,166.53,174.64,181.28,191.69,203.72,213.94,223.42,233.72,242.48,252.61,266.99,280.42,297.87,311.92,320.34,328.98,333.16,336.57,346.09,359.36,370.00,382.63,394.80,397.86,399.41,399.31,395.75,396.80,396.57,390.60,392.16,388.42,389.87,388.97,394.89,397.39,408.81,420.11,441.26,458.19,474.24,
711.00,220.03,209.01,199.11,191.79,182.22,176.91,168.06,169.77,164.62,162.27,164.18,166.91,175.28,182.32,192.38,203.90,214.32,224.20,235.02,244.13,253.46,266.67,280.09,300.28,313.23,321.00,329.44,333.87,337.49,347.79,360.34,371.28,381.90,395.98,399.23,402.85,400.80,396.70,400.36,396.62,392.88,392.64,389.82,391.91,389.26,396.74,399.52,410.74,420.31,444.29,459.57,475.10,
712.00,221.05,210.72,197.68,190.27,181.78,177.28,168.57,169.47,165.75,162.74,163.84,167.61,175.38,182.14,192.55,202.92,214.88,224.26,235.31,243.54,253.36,266.64,281.97,299.89,315.79,321.34,331.13,334.61,337.84,346.42,359.42,371.25,381.27,394.90,399.86,400.87,401.10,397.51,398.94,395.17,393.71,392.07,389.85,391.62,389.98,395.46,400.29,410.40,422.70,443.54,457.69,475.65,
713.00,219.82,209.93,195.61,190.10,179.14,176.86,166.40,167.88,164.10,161.71,162.30,166.59,173.52,180.50,191.32,201.88,212.73,222.52,233.00,240.94,251.07,264.64,280.42,295.40,310.72,317.81,326.98,330.89,334.95,343.68,356.52,368.12,379.16,390.50,398.07,394.63,396.44,393.05,397.16,394.18,389.83,390.04,384.54,388.56,385.82,392.92,395.50,407.20,421.69,439.50,453.65,473.34,
714.00,215.02,205.36,192.74,186.31,176.86,171.16,162.74,163.81,159.04,157.46,158.58,162.38,168.87,176.44,186.66,197.25,206.25,217.30,227.52,235.98,245.66,257.41,272.99,290.68,303.85,311.71,318.68,323.66,328.49,336.79,348.19,360.90,370.70,383.72,390.68,390.68,388.12,384.03,390.70,385.73,383.11,381.62,377.33,381.45,378.75,384.65,387.82,399.47,411.87,430.48,446.38,464.67,
715.00,206.55,198.91,185.51,176.74,169.83,164.70,156.55,156.75,153.25,150.67,151.74,155.51,161.95,169.21,178.92,188.66,198.51,208.78,218.43,227.55,236.38,248.03,263.75,278.87,293.44,300.41,308.78,311.78,317.85,326.32,334.86,348.36,356.73,370.50,378.16,378.04,375.05,373.63,375.34,371.14,370.08,369.19,366.40,368.57,367.22,370.02,375.99,385.47,399.18,416.40,430.16,449.37,
716.00,196.84,188.97,176.05,168.09,159.97,157.77,147.32,148.15,144.42,142.65,142.46,147.94,152.95,160.31,169.24,179.04,187.99,197.80,207.40,215.27,224.55,236.89,253.60,263.54,278.14,285.69,294.22,298.93,302.12,311.04,319.32,332.38,342.32,353.30,362.43,359.34,359.31,356.25,357.59,356.19,352.95,354.11,349.65,353.94,351.58,354.39,358.11,366.96,383.32,397.05,411.58,430.85,
717.00,184.38,179.21,166.82,159.63,151.79,148.07,138.76,139.03,134.41,133.61,133.81,137.89,143.35,151.21,158.57,168.37,175.87,185.94,194.91,203.62,212.05,222.00,237.19,250.77,261.59,271.16,278.51,282.42,284.64,294.78,302.91,316.33,324.10,335.24,342.40,343.97,341.95,338.48,339.96,338.96,335.94,335.85,331.93,335.85,332.67,336.17,341.08,348.37,361.05,377.20,393.22,409.56,
718.00,173.86,169.43,157.37,149.28,144.85,138.68,131.74,130.94,127.46,126.25,126.53,130.24,135.20,142.70,149.80,158.87,167.14,176.68,184.58,193.82,201.46,211.79,226.70,239.53,250.28,258.09,267.24,270.25,273.16,282.44,287.49,302.39,308.61,320.40,325.48,330.58,326.90,326.10,322.27,322.79,321.82,321.25,319.73,319.08,318.46,319.41,328.39,331.72,345.28,361.55,375.91,391.57,
719.00,167.68,163.33,152.16,144.57,139.22,135.53,126.61,126.37,123.29,122.24,121.11,125.97,129.84,137.45,145.37,153.38,162.75,170.10,178.44,187.17,195.10,206.90,221.37,230.91,241.91,249.35,259.05,263.26,266.15,273.43,280.73,293.98,301.43,311.10,316.77,317.89,318.41,318.21,312.74,314.54,311.26,313.55,308.85,310.16,309.17,310.81,318.54,322.93,338.12,351.55,363.51,380.16,
720.00,165.27,161.33,150.28,143.77,137.67,133.53,124.75,124.79,120.15,119.60,119.17,123.13,126.89,135.45,142.89,150.57,159.00,167.19,174.90,184.14,191.56,202.40,215.28,230.15,239.22,246.02,254.45,259.62,261.08,268.87,278.23,289.69,297.34,306.70,311.28,313.96,314.23,311.87,309.91,310.55,306.20,307.79,304.05,305.65,304.37,306.65,312.57,320.04,331.50,346.50,359.97,375.88,
721.00,163.64,159.57,148.24,139.39,135.85,130.48,123.67,122.75,119.09,118.00,118.78,120.69,125.69,133.94,141.36,148.06,157.00,165.96,172.81,183.64,189.23,200.70,212.89,228.42,237.88,244.24,252.96,256.84,261.13,267.26,274.30,288.35,292.96,303.56,307.96,311.21,310.89,311.04,305.60,305.83,304.49,303.33,302.93,299.89,302.00,300.61,311.42,317.51,329.11,343.08,357.64,373.06,
722.00,162.95,158.16,148.14,138.52,134.53,130.98,121.27,121.73,118.85,117.21,117.03,120.43,124.15,132.64,141.31,147.27,157.09,164.21,171.81,181.64,187.76,200.79,213.63,224.58,237.26,240.72,249.05,255.57,260.36,265.91,272.47,286.74,292.73,301.69,308.16,306.03,308.42,309.67,302.93,304.21,302.22,302.62,299.42,297.52,301.20,300.62,309.09,315.83,329.84,342.92,355.91,371.92,
723.00,162.34,157.13,147.06,138.31,133.52,130.95,120.05,120.50,116.72,115.98,115.92,119.27,123.04,131.66,139.68,146.51,154.67,162.33,170.16,179.13,185.79,197.59,209.04,224.11,234.40,238.70,245.31,253.00,255.95,261.55,271.63,282.84,290.77,298.82,304.30,302.61,306.16,304.73,303.52,302.48,300.56,298.80,296.90,297.08,297.90,300.35,304.53,314.18,325.56,339.73,354.82,369.94,
724.00,160.25,154.59,144.25,134.61,131.00,126.91,118.83,118.13,114.87,114.32,115.22,116.47,121.43,129.88,137.19,144.70,151.52,160.78,168.04,176.57,183.21,194.85,205.81,221.33,232.28,237.23,243.90,249.72,253.24,259.32,267.07,278.46,286.18,296.05,300.10,301.60,302.30,303.15,300.12,298.65,298.85,294.47,296.14,292.11,294.98,296.63,302.94,310.53,321.18,336.64,351.70,367.06,
725.00,159.09,152.20,144.06,133.42,130.54,125.89,117.06,116.68,114.77,114.12,112.78,115.37,120.94,127.97,135.62,143.51,151.76,159.56,167.11,174.24,182.06,194.64,206.68,217.50,229.74,235.05,241.84,247.28,252.02,256.47,264.62,276.24,285.22,294.24,299.18,299.32,299.32,302.47,297.39,296.86,296.10,293.91,292.33,289.00,293.51,295.83,300.71,308.07,320.84,335.96,348.07,363.56,
726.00,158.06,152.70,144.67,135.74,131.89,127.74,117.35,116.60,114.23,113.93,112.59,115.71,121.06,128.04,135.32,144.67,151.95,159.82,167.11,173.20,182.99,193.71,205.89,219.22,229.05,235.29,240.36,246.88,250.43,254.60,264.98,274.81,286.68,294.98,298.87,300.03,299.17,299.75,298.84,297.68,295.58,295.57,291.73,292.02,292.62,298.55,297.67,309.24,319.68,336.00,348.45,364.80,
727.00,158.92,152.28,145.39,135.18,132.03,126.21,119.30,117.34,114.64,114.10,113.84,115.29,122.53,129.33,136.16,145.33,151.98,161.33,168.01,174.54,184.19,194.13,206.48,220.85,230.46,238.95,244.59,247.74,251.89,257.47,265.79,276.11,287.10,297.66,299.80,304.73,300.34,300.57,301.64,298.44,296.95,296.65,294.93,294.11,293.86,299.16,299.03,311.38,319.93,337.62,349.49,366.06,
728.00,160.46,154.09,146.32,136.97,133.12,128.30,120.62,118.96,117.03,114.74,114.74,116.56,124.11,130.52,137.63,145.66,154.66,163.04,169.34,175.95,186.50,196.81,209.76,220.97,232.74,239.45,246.95,249.70,253.68,259.38,267.36,278.83,288.99,301.07,303.27,306.52,303.25,303.97,303.25,300.11,298.57,299.70,296.40,295.65,297.38,300.58,302.36,313.25,323.30,341.00,350.04,368.30,
729.00,163.35,157.35,148.27,141.16,136.92,132.93,122.34,122.05,119.39,116.80,117.11,120.02,126.29,132.82,140.51,148.55,157.49,165.86,171.93,179.45,189.87,199.97,213.65,225.29,235.38,243.13,249.16,252.51,255.38,262.85,272.79,283.26,293.27,304.89,307.31,309.54,306.90,305.67,309.05,305.48,302.95,304.85,298.63,302.54,301.31,304.70,304.36,317.91,327.30,344.80,355.14,373.31,
730.00,166.83,160.47,150.72,145.35,138.29,134.41,126.61,126.06,122.13,119.97,121.88,123.12,129.24,137.25,144.63,153.51,160.47,170.22,176.48,184.39,195.01,204.11,216.66,232.03,242.47,250.38,254.65,258.13,261.47,270.87,279.92,289.71,299.06,312.04,312.29,317.16,313.48,312.89,316.71,310.79,311.09,310.74,306.72,309.60,308.16,310.94,312.89,325.22,331.98,350.97,363.41,382.30,
731.00,173.97,167.70,156.08,149.71,141.72,138.97,130.96,130.72,128.48,124.89,126.06,128.64,134.62,141.17,150.46,157.97,166.96,175.47,182.18,190.57,200.91,211.13,223.11,238.00,250.28,256.54,262.84,266.81,269.79,280.83,288.64,297.90,307.15,319.14,320.70,324.48,322.74,323.94,324.24,320.05,319.14,318.01,315.22,315.53,317.10,318.55,323.94,333.20,342.25,360.43,371.89,390.92,
732.00,179.77,174.06,161.91,154.77,148.54,146.28,135.33,136.31,133.19,129.90,130.98,134.88,139.87,146.59,155.56,164.42,173.27,181.38,187.75,196.84,207.42,218.56,230.26,245.67,258.20,263.07,270.12,275.91,277.71,287.70,297.92,307.05,316.28,327.02,330.91,332.50,332.71,331.29,332.80,330.01,327.62,327.01,323.63,324.38,326.26,328.68,331.97,341.97,352.82,370.01,383.03,399.90,
733.00,185.95,179.11,167.23,159.83,151.40,148.86,141.34,141.29,136.91,135.10,136.45,139.18,145.05,152.06,160.66,170.24,177.99,188.03,194.06,203.86,214.19,224.15,235.40,253.04,266.43,271.73,278.49,284.86,287.84,297.17,306.85,316.36,324.20,336.27,338.25,342.47,340.52,339.41,342.01,337.65,336.44,334.33,333.06,332.53,335.23,337.04,341.68,350.60,361.64,378.21,394.77,410.44,
734.00,189.34,183.95,172.85,164.02,154.51,152.81,145.85,145.04,141.67,139.42,140.17,142.82,149.25,155.87,165.20,173.90,183.85,193.21,199.32,208.66,219.55,229.54,240.67,257.77,273.17,275.97,286.72,292.32,294.41,304.96,312.51,324.61,330.91,343.42,346.27,348.35,348.81,348.70,347.25,344.75,343.51,340.78,341.50,337.34,341.48,343.06,351.54,356.59,369.04,385.98,401.90,418.22,
735.00,193.69,186.82,177.02,165.30,159.46,157.78,147.97,147.96,145.11,142.66,142.03,146.95,151.98,158.52,168.63,176.59,187.64,195.50,202.03,211.96,222.29,233.15,245.79,260.83,275.28,279.41,291.33,296.12,296.21,307.21,315.97,328.58,337.28,347.25,351.76,352.04,354.43,350.80,351.09,351.00,347.53,345.30,345.02,343.29,346.22,348.06,354.66,360.70,375.00,390.67,406.04,422.24,
736.00,195.65,187.73,178.89,167.87,160.41,158.21,150.61,150.19,145.78,145.37,144.35,147.87,153.76,161.38,170.20,178.52,188.25,197.61,204.42,214.72,224.73,234.13,246.01,264.63,278.27,283.84,294.62,296.64,299.22,307.86,319.04,331.61,339.75,350.77,353.45,356.65,355.68,353.05,355.34,352.97,351.39,347.65,348.45,348.34,349.46,349.54,357.88,362.56,374.78,393.24,410.13,424.77,
737.00,197.30,190.09,181.84,172.23,162.31,159.80,152.60,151.55,148.21,148.21,147.01,149.57,156.04,163.04,172.65,180.07,190.41,199.96,208.27,217.51,226.91,236.78,249.00,265.71,280.44,285.76,297.25,299.24,302.68,312.92,321.59,332.97,342.27,353.55,355.95,358.56,359.29,359.19,356.58,357.10,354.17,349.89,352.40,350.63,352.29,350.73,361.80,365.25,377.57,397.00,413.39,429.17,
738.00,200.19,192.12,185.88,174.08,168.44,164.68,154.39,154.56,151.89,151.01,148.97,153.31,158.52,165.62,175.41,184.16,194.70,201.95,211.73,220.61,230.12,240.95,254.84,269.34,283.83,289.64,299.92,302.65,304.82,314.96,325.76,335.33,348.76,356.03,361.66,362.15,363.43,361.99,359.89,361.98,358.26,354.43,355.42,356.51,356.03,357.08,362.94,370.20,382.53,402.13,416.59,434.03,
739.00,204.80,195.91,188.27,177.87,171.64,168.06,158.87,158.81,154.36,154.58,153.28,157.01,162.48,170.34,178.62,188.97,197.08,206.46,216.35,225.48,234.55,244.68,257.94,276.25,289.20,296.96,303.80,306.13,310.96,317.50,332.58,339.49,352.99,360.50,364.46,370.22,367.57,365.37,367.34,365.77,364.24,359.03,360.75,363.84,360.66,362.93,365.61,376.11,387.53,406.64,423.27,438.70,
740.00,209.10,200.42,192.08,185.06,175.42,171.43,163.74,162.57,158.73,159.23,158.57,159.92,167.57,174.75,182.76,192.95,200.93,212.91,222.61,231.93,240.44,251.28,263.80,281.81,295.50,302.51,309.82,311.82,319.81,326.83,339.18,345.51,356.90,366.85,369.85,375.87,374.52,374.82,372.88,370.20,372.17,366.53,368.53,368.22,367.19,367.56,373.83,382.21,394.85,413.88,430.90,446.59,
741.00,214.45,205.07,196.51,188.98,183.10,178.51,167.25,167.29,164.96,163.56,162.26,165.54,171.91,178.89,187.99,198.91,207.74,218.11,227.52,236.59,246.14,258.08,272.08,287.00,300.62,306.99,315.00,319.24,324.31,333.41,345.66,351.69,366.13,374.41,378.04,382.97,382.56,382.14,378.79,377.56,378.24,375.98,372.70,374.27,375.64,377.15,379.82,391.52,402.88,422.87,437.31,455.59,
742.00,219.48,211.32,199.83,191.41,186.52,183.30,172.65,172.38,168.90,167.97,166.59,170.66,176.57,184.54,192.14,204.77,212.51,223.69,232.00,242.16,252.50,263.31,276.65,295.69,307.18,314.73,320.76,323.42,330.67,337.51,352.51,359.86,372.66,381.82,383.69,391.79,387.75,385.44,387.64,382.49,385.79,384.04,377.87,381.99,383.13,384.24,386.24,397.78,408.11,428.61,445.25,463.85,
743.00,224.21,215.71,203.29,197.48,187.77,185.72,177.36,176.22,173.04,172.81,170.79,173.89,180.34,188.43,196.48,208.39,216.31,228.74,236.71,247.39,256.55,269.00,281.32,299.90,311.04,319.29,327.11,330.08,339.50,345.40,357.30,366.45,375.97,389.14,389.14,396.83,393.90,393.86,392.20,386.40,391.42,389.40,385.10,385.52,390.31,389.20,395.07,403.74,413.52,435.06,452.86,469.19,
744.00,227.94,219.42,206.80,200.46,193.29,189.70,179.61,179.22,178.09,175.62,172.91,177.42,183.83,190.64,200.78,212.16,222.79,232.13,239.88,250.68,261.08,273.91,287.23,302.42,314.16,320.42,330.70,335.33,343.37,349.99,360.84,371.74,382.43,394.01,398.01,400.07,400.58,400.27,396.25,392.60,394.48,394.37,387.45,387.96,397.86,395.58,401.47,409.71,418.94,443.10,457.28,474.49,
745.00,230.60,223.30,208.96,199.95,196.06,193.50,182.44,183.27,180.05,177.00,175.94,181.51,186.64,194.26,203.45,216.19,226.12,234.55,242.17,253.13,263.59,276.21,288.42,306.96,317.67,324.83,333.35,339.12,344.51,350.60,364.22,376.57,385.75,397.65,403.47,405.47,401.64,402.01,401.35,397.25,397.25,397.89,390.71,393.20,402.01,400.21,403.97,412.67,420.58,446.50,462.42,479.40,
746.00,233.27,224.44,212.03,203.43,195.72,191.92,185.77,184.83,180.90,179.32,179.54,181.60,188.52,197.13,205.99,217.19,226.93,237.04,246.18,255.87,265.44,278.87,291.63,309.37,319.48,328.74,337.14,342.28,350.94,355.55,367.14,379.56,386.82,400.85,406.84,408.06,404.27,406.47,403.57,399.73,400.53,397.85,397.75,395.12,403.52,403.03,409.31,414.27,424.33,449.20,466.69,483.11,
747.00,234.14,224.73,214.33,206.37,198.86,194.50,186.27,186.66,183.64,180.52,180.81,183.07,189.96,197.42,208.19,217.53,229.81,238.30,247.45,256.43,266.06,280.98,295.53,309.11,320.45,328.00,338.19,345.94,351.03,358.02,368.61,379.35,388.60,403.35,411.85,408.44,408.06,409.95,404.66,403.53,402.21,399.95,399.92,396.55,405.04,405.98,412.40,416.74,428.27,452.99,466.40,484.35,
748.00,234.60,226.99,216.89,205.41,201.77,196.93,186.69,187.89,183.48,180.83,182.02,184.98,191.29,199.28,208.73,218.81,231.07,239.20,247.44,256.81,267.52,280.57,296.56,310.95,322.64,330.94,339.45,346.58,348.96,357.40,369.93,379.89,390.89,404.31,413.20,410.68,408.18,408.22,407.80,405.49,404.00,400.89,399.47,400.12,405.28,407.94,411.26,417.63,429.25,452.29,465.47,485.74,
749.00,233.75,226.93,218.49,206.87,199.25,196.18,189.23,188.36,183.14,181.79,183.50,184.34,191.61,200.78,209.21,218.79,229.74,239.49,249.57,257.68,267.28,282.18,296.60,311.91,324.51,333.38,342.13,346.81,352.86,360.08,371.66,380.17,392.69,406.16,411.58,411.60,408.09,408.42,407.39,404.60,404.67,400.81,403.01,403.09,403.92,407.71,413.78,416.88,429.55,452.94,466.69,486.59,
750.00,233.51,228.50,219.31,210.38,199.91,196.25,189.25,188.09,184.40,182.25,183.02,185.36,191.72,199.78,210.16,218.28,231.45,240.13,250.21,257.09,267.62,282.81,298.65,309.57,324.09,328.97,341.94,348.56,354.02,360.19,371.88,379.33,393.91,407.92,412.74,410.42,411.13,411.39,405.48,407.60,403.81,400.60,402.97,402.52,403.94,407.47,414.09,418.97,433.23,453.27,466.25,484.30,
751.00,232.69,228.61,220.54,207.61,201.03,198.95,188.91,188.48,184.65,181.63,182.17,187.78,192.16,200.63,209.31,219.22,232.16,240.17,248.81,258.02,268.31,282.11,297.70,309.27,325.21,329.64,342.74,348.01,351.82,357.15,370.59,379.91,395.01,407.87,413.70,411.03,409.83,409.72,406.69,407.27,405.23,401.98,399.74,403.68,403.91,406.86,411.44,419.70,432.35,451.41,465.86,483.67,
752.00,232.12,228.23,220.91,208.71,198.43,196.49,190.39,187.78,183.59,181.91,183.24,187.15,192.88,202.33,209.53,220.03,230.95,240.72,249.94,259.50,268.88,281.95,296.60,310.45,326.57,332.08,344.37,347.49,354.72,357.77,371.52,380.38,395.17,407.69,410.26,410.78,407.69,410.82,407.60,405.20,405.35,399.28,400.86,403.63,402.78,404.73,411.51,419.05,431.48,450.47,467.13,483.86,
753.00,231.87,229.21,220.23,210.79,198.63,195.89,190.43,186.76,185.42,181.45,183.18,186.98,193.00,201.50,210.14,219.58,231.87,240.63,250.09,259.04,268.28,282.33,297.52,308.97,325.23,327.58,342.93,346.19,353.35,356.73,369.80,379.63,394.59,407.73,409.29,408.26,409.29,412.68,406.11,407.34,403.70,401.55,400.77,401.03,402.01,402.33,413.85,419.57,430.90,452.16,466.55,483.07,
754.00,232.85,229.97,219.87,208.49,200.29,196.40,188.38,187.01,185.06,180.37,182.13,188.18,193.32,200.73,209.50,220.50,232.20,240.24,246.85,258.22,268.41,281.27,297.25,308.41,324.04,328.74,340.01,345.46,349.75,353.02,367.50,379.12,393.66,406.12,409.56,408.90,409.11,409.60,405.44,406.80,404.57,402.22,396.31,399.84,402.57,403.79,410.42,419.85,430.28,450.31,463.68,480.86,
755.00,233.19,228.48,219.10,206.63,196.51,194.05,188.42,186.06,182.93,180.01,181.43,185.32,193.32,201.05,208.33,220.03,229.28,239.14,245.59,257.25,266.91,280.17,294.03,308.26,323.05,330.96,339.30,342.83,349.32,352.99,367.25,377.23,391.84,402.96,403.50,407.38,403.21,406.63,404.74,401.14,402.28,398.01,393.84,397.44,400.75,401.93,408.13,417.33,426.31,448.12,461.53,477.53,
756.00,228.54,224.22,212.44,203.02,192.61,189.86,183.58,181.23,178.47,176.12,177.20,179.85,188.59,194.58,203.70,213.52,223.43,233.26,240.72,249.85,259.96,274.00,287.84,300.40,313.17,319.45,328.09,335.35,342.22,347.52,358.13,367.36,381.68,393.67,393.86,395.63,396.41,398.38,393.67,393.46,390.33,388.75,385.61,387.97,391.90,390.32,401.13,407.80,417.03,440.19,450.41,465.72,
757.00,215.69,211.87,200.08,190.32,184.03,180.77,171.31,170.78,168.05,165.58,165.41,170.14,177.32,181.44,191.29,201.58,211.14,218.41,225.46,234.36,245.47,258.02,271.67,284.18,294.06,300.86,308.16,315.56,319.93,327.40,336.95,348.53,360.03,370.58,375.13,375.70,376.60,375.51,371.31,371.42,368.39,370.02,361.66,367.68,371.20,371.44,376.97,385.68,394.33,416.17,426.00,440.43,
758.00,198.37,194.71,183.37,173.93,166.16,164.93,156.52,156.00,151.13,151.25,151.25,154.09,161.72,166.77,174.14,184.38,190.61,199.58,206.06,214.13,224.79,236.55,247.21,262.23,271.02,279.40,283.43,289.37,295.60,300.87,310.01,320.56,327.80,339.47,343.43,345.44,342.34,344.61,341.50,338.01,339.08,336.92,332.78,340.26,341.48,341.50,345.44,352.26,361.61,381.33,392.71,406.11,
759.00,177.05,172.91,162.28,155.78,149.74,147.57,139.30,138.64,134.54,135.69,135.43,135.95,143.96,148.39,155.12,162.74,169.56,178.26,185.74,190.90,201.43,212.13,222.60,234.94,241.38,248.80,255.36,258.97,266.45,273.09,279.39,288.05,293.89,305.71,310.63,308.60,309.32,313.65,308.07,305.91,304.53,302.49,301.97,306.63,307.15,304.66,314.38,316.61,326.98,344.05,356.45,369.25,
760.00,153.60,150.43,141.36,137.09,134.02,130.07,118.95,120.92,118.00,117.57,116.86,118.82,124.95,127.59,134.62,142.34,149.88,154.59,161.17,166.77,177.34,185.83,196.53,207.57,213.02,219.95,225.08,229.90,234.41,238.76,246.17,255.46,261.55,270.95,278.75,275.67,277.88,277.83,274.02,272.05,271.72,271.35,265.74,272.82,271.81,271.72,277.67,280.26,290.19,305.44,315.78,329.65,
761.00,133.23,131.41,123.99,121.53,117.00,113.54,104.14,106.45,102.14,101.98,102.11,103.15,108.90,112.55,117.23,125.09,130.51,135.83,141.12,147.50,156.68,163.65,173.21,186.37,191.51,199.62,202.66,205.37,210.05,211.66,220.11,229.68,232.27,240.66,247.92,247.53,246.10,246.98,246.28,240.57,244.21,240.87,237.44,244.91,241.11,242.94,246.68,249.08,258.90,272.24,282.21,297.14,
762.00,123.01,118.90,112.25,111.06,107.04,102.68,96.51,97.61,94.01,93.71,94.53,93.97,99.42,104.07,108.03,113.63,119.91,126.32,132.19,137.34,144.73,153.11,161.36,171.18,178.25,185.90,188.27,194.10,199.71,199.05,206.30,214.95,216.99,225.79,232.11,229.73,231.46,234.17,230.13,227.77,228.29,224.46,225.64,227.61,225.71,224.30,232.98,233.69,244.92,255.14,266.17,279.88,
763.00,119.27,115.38,108.57,109.02,105.34,100.19,93.03,95.23,93.20,90.97,90.60,92.48,96.37,99.60,106.12,110.16,119.45,123.24,128.01,134.96,141.94,149.83,158.68,167.42,174.18,181.76,183.69,190.48,195.54,195.86,203.76,211.62,217.48,222.97,230.99,229.11,231.44,229.99,227.39,226.99,225.90,224.21,221.85,223.20,222.99,221.96,228.08,233.38,242.94,253.68,263.04,273.58,
764.00,121.65,118.97,110.41,112.91,106.12,101.72,95.80,97.36,93.81,92.02,92.22,94.81,98.07,102.88,108.06,113.20,120.73,125.70,130.61,138.58,144.48,151.57,161.55,172.39,181.07,188.44,188.04,195.68,199.46,199.63,207.62,217.38,221.77,226.52,233.36,235.87,233.88,231.48,233.03,229.48,231.76,228.62,227.32,230.40,226.57,226.97,230.46,238.84,246.66,259.28,265.79,280.22,
765.00,129.75,125.87,117.67,116.84,112.25,107.01,103.69,102.48,98.67,98.67,99.28,99.37,104.00,110.02,115.37,119.06,126.31,133.89,140.00,146.84,152.78,161.03,170.78,180.41,190.05,197.88,197.88,204.75,210.99,212.61,218.83,226.88,233.31,238.98,243.76,245.37,244.97,244.19,244.18,242.79,241.98,239.77,240.76,240.93,237.55,237.50,244.82,251.81,259.07,273.93,281.62,294.62,
766.00,142.79,137.74,128.86,126.33,121.67,117.63,111.27,110.81,108.89,107.53,107.53,108.28,113.08,117.79,126.02,129.56,138.70,144.56,150.69,158.72,165.69,173.68,185.14,194.34,203.34,210.32,210.72,219.00,224.36,227.29,235.67,243.06,253.06,258.41,263.26,264.98,266.50,261.66,261.66,262.15,259.42,259.52,255.51,257.41,256.39,256.19,262.97,271.45,277.53,295.21,302.99,313.70,
767.00,155.63,151.97,139.81,140.17,132.49,130.00,122.09,121.89,119.05,117.62,118.42,119.86,125.14,130.01,136.94,143.62,151.18,158.05,163.16,172.51,180.42,187.58,200.37,212.10,223.02,229.21,230.01,235.73,240.99,244.23,254.35,263.75,273.53,277.19,282.10,286.94,284.58,278.41,282.46,280.09,281.24,279.62,273.94,280.81,276.76,278.78,281.23,293.43,297.15,315.81,324.32,338.54,
768.00,168.83,162.94,153.45,147.56,145.11,140.04,133.94,131.49,129.12,128.75,130.30,128.99,135.62,143.14,148.75,155.87,161.67,170.75,178.77,186.58,194.02,203.88,215.46,226.01,238.53,246.06,247.69,252.76,259.38,263.23,273.04,281.88,291.78,295.78,300.36,303.80,305.52,299.46,300.85,299.71,298.48,296.76,295.29,300.53,296.76,298.32,302.90,311.82,318.19,337.83,346.66,363.11,
