Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
455.00,322.08,305.05,288.61,275.85,265.36,257.53,246.45,246.06,240.42,237.75,237.74,242.81,254.24,266.10,278.61,294.58,308.26,320.82,334.97,347.45,362.41,379.69,402.88,423.06,441.69,454.77,466.44,471.32,478.47,488.69,501.49,519.37,535.12,548.59,555.61,558.17,555.81,552.94,550.72,547.02,546.09,544.87,543.34,542.85,543.08,544.56,551.75,564.69,582.81,605.37,627.98,649.61,
456.00,323.96,306.43,290.07,277.33,266.64,258.70,247.80,247.73,241.42,239.16,239.42,244.51,255.91,267.26,279.81,296.87,309.99,323.09,336.37,349.82,364.47,382.19,405.41,425.43,444.37,457.59,468.82,474.05,480.48,491.96,505.24,522.52,538.59,551.57,559.45,560.86,559.61,556.51,553.75,550.80,548.53,548.13,545.95,546.01,546.24,548.34,554.52,568.17,586.05,609.23,632.14,654.18,
457.00,325.24,308.12,291.74,278.41,267.95,260.61,249.03,249.18,242.51,240.22,240.54,245.97,256.98,268.51,281.43,298.09,311.44,324.60,337.85,351.71,366.26,383.83,407.88,426.28,447.29,460.24,470.84,476.13,483.38,494.04,507.71,525.02,541.19,554.43,561.24,563.92,562.96,559.60,556.04,553.61,552.10,550.94,548.73,548.93,548.87,551.07,557.30,570.43,588.97,612.95,635.26,657.82,
458.00,326.91,309.75,292.49,278.86,268.61,261.75,250.36,249.62,243.44,241.13,241.65,246.45,257.84,269.90,283.05,299.54,312.95,326.00,339.45,353.37,367.55,385.51,409.36,428.16,449.61,462.36,473.13,477.85,485.34,495.60,509.67,527.20,543.12,556.84,563.73,566.45,564.94,562.28,559.52,555.23,554.94,553.43,550.87,550.40,552.35,552.97,560.41,573.15,591.23,615.71,638.04,660.09,
459.00,327.31,310.66,293.81,279.55,268.59,262.28,251.63,250.75,244.08,242.07,242.74,247.34,258.56,270.35,283.88,301.04,314.07,327.51,340.33,354.75,368.66,387.37,410.22,429.86,450.95,463.46,474.52,479.07,486.61,497.57,511.32,529.00,544.82,559.60,566.73,567.77,566.94,564.47,561.78,558.15,556.09,555.37,552.47,552.37,554.53,555.98,562.49,575.83,593.10,617.60,640.24,661.95,
460.00,328.21,311.81,295.04,281.04,270.05,263.15,252.08,251.40,244.70,242.58,243.40,248.42,259.29,271.02,284.93,301.73,315.17,328.67,342.01,356.08,370.26,388.86,412.78,431.19,453.01,465.77,476.09,481.81,488.32,499.67,514.11,530.44,547.67,561.97,568.04,569.90,569.52,566.94,562.25,561.32,557.77,556.51,554.62,554.48,555.92,558.67,564.46,578.34,595.41,619.52,642.26,664.95,
461.00,329.23,313.43,296.10,281.51,270.76,263.88,252.76,252.12,246.22,243.44,243.62,249.24,260.20,272.48,286.61,302.10,316.18,329.63,343.47,357.37,371.76,390.31,414.34,432.86,453.64,467.94,478.92,483.70,490.89,501.00,515.59,531.84,548.80,564.49,569.89,572.20,571.28,568.72,564.84,563.30,560.15,558.54,557.38,556.80,557.43,560.14,567.32,580.16,597.64,621.89,644.07,667.27,
462.00,329.97,314.57,297.81,282.74,271.24,263.75,253.36,252.71,247.08,244.06,244.31,249.94,260.82,273.19,286.99,303.11,316.96,331.25,344.30,358.48,372.94,391.41,414.69,434.84,454.22,468.59,479.82,485.21,492.03,503.18,517.09,532.79,550.27,566.07,572.70,573.34,571.99,570.43,566.92,565.20,560.63,560.06,558.75,558.25,559.09,562.81,569.37,582.49,599.81,623.10,646.21,670.16,
463.00,329.13,313.81,297.36,282.85,271.14,263.35,252.76,252.51,246.64,243.65,243.98,250.11,260.29,272.56,286.23,302.54,316.31,330.76,343.49,358.01,372.53,390.62,414.26,434.06,453.55,468.22,478.31,485.17,491.40,502.45,516.73,532.29,550.03,564.90,572.33,571.95,572.59,569.59,565.04,565.29,559.62,558.79,558.44,557.88,557.63,563.02,568.03,582.13,599.27,621.51,644.55,670.41,
464.00,327.23,312.01,295.21,280.88,270.14,262.83,251.33,250.89,246.10,242.44,242.28,248.77,259.15,271.40,284.81,300.48,314.45,328.79,341.81,356.34,370.77,387.96,412.78,431.85,451.72,466.03,476.55,483.45,489.78,500.34,514.13,528.68,547.66,561.90,568.93,569.66,569.62,566.64,562.15,562.05,557.39,555.06,556.67,555.29,554.73,560.00,565.18,578.78,596.21,619.51,641.57,667.58,
465.00,324.59,310.59,293.67,278.86,268.46,260.48,249.76,248.98,244.44,241.09,240.91,246.75,256.99,269.26,282.54,298.40,311.92,326.59,338.86,353.86,367.94,385.11,408.90,429.35,447.78,461.41,472.54,479.55,485.90,496.76,510.22,525.24,543.45,557.42,565.26,566.11,564.79,562.61,559.96,557.28,553.29,551.91,552.43,552.48,551.32,556.03,561.40,574.74,591.98,615.59,637.18,663.58,
466.00,322.09,308.12,291.90,277.77,267.32,259.52,247.99,247.66,242.30,239.85,239.89,245.23,255.54,266.57,280.48,296.53,309.91,325.15,337.05,351.64,365.90,382.53,406.85,425.78,445.23,458.46,469.21,475.45,482.85,493.25,507.85,522.59,540.78,554.74,562.07,563.04,562.11,559.07,556.06,554.96,549.79,548.35,549.15,549.54,547.88,554.13,558.15,571.14,588.32,612.08,634.46,660.91,
467.00,320.42,305.78,288.80,274.96,265.86,258.69,246.74,245.89,241.05,238.23,238.51,243.68,254.27,265.03,279.43,294.73,308.34,322.52,335.73,349.48,363.56,380.97,404.80,423.19,443.56,456.41,467.14,473.26,480.53,490.27,505.78,520.07,538.16,552.29,558.06,560.97,559.82,556.46,553.09,551.88,547.77,545.85,546.75,546.82,545.69,549.64,555.27,568.09,585.45,609.67,630.75,656.73,
468.00,319.48,305.02,288.73,274.38,264.80,258.30,246.19,244.73,240.78,237.66,237.68,242.39,253.42,264.48,278.94,293.75,307.35,321.64,334.62,348.38,362.66,380.10,403.11,422.90,441.85,454.64,466.28,471.38,479.77,489.35,504.39,518.75,536.53,551.13,557.22,560.08,556.80,555.41,552.05,548.88,546.82,544.72,545.00,544.69,545.24,547.28,553.55,566.56,583.53,608.84,629.51,655.19,
469.00,319.35,305.33,288.50,274.57,264.28,257.57,245.50,245.01,239.68,237.30,237.82,242.06,252.91,263.97,278.39,293.72,307.34,321.27,334.10,347.37,362.60,380.58,402.93,422.03,441.07,453.68,465.61,470.77,479.43,488.62,503.94,519.13,535.55,550.79,557.57,560.50,556.68,555.66,551.18,549.42,546.07,545.37,544.28,545.02,544.37,546.59,553.16,566.14,582.87,607.29,629.16,655.20,
470.00,319.01,305.22,288.00,274.17,264.58,257.97,245.32,245.30,239.88,236.81,237.96,242.61,253.28,264.51,278.71,293.85,307.53,320.87,335.26,347.66,362.42,380.52,403.88,421.82,441.94,455.09,467.06,471.69,480.45,488.64,504.42,520.55,535.93,552.60,557.60,560.83,558.21,556.76,551.26,549.84,547.71,545.47,545.47,545.79,545.13,546.68,553.84,567.33,583.43,608.51,629.75,656.13,
471.00,320.11,305.15,288.43,274.10,264.59,258.00,245.72,245.28,240.48,236.95,238.06,242.55,253.56,265.52,278.86,294.37,308.48,321.36,336.11,348.01,363.04,380.99,403.22,423.40,441.85,455.31,467.47,472.34,481.13,490.35,504.51,521.87,536.39,553.42,559.15,561.85,558.65,558.61,553.10,549.54,549.04,547.15,546.86,546.18,546.79,546.66,555.00,568.98,585.64,610.16,630.45,656.87,
472.00,320.98,306.02,288.97,275.05,264.94,257.72,246.27,246.21,240.90,237.62,238.55,243.19,253.68,265.35,279.00,295.37,308.95,322.67,336.69,349.15,364.43,381.97,404.50,425.04,443.40,456.47,468.48,473.48,481.67,492.09,505.47,524.11,537.91,555.23,561.83,562.87,560.37,560.66,555.07,551.56,550.24,549.65,548.03,547.89,547.27,549.53,556.10,571.65,586.95,610.98,633.32,659.60,
473.00,321.45,307.57,288.85,275.46,266.42,258.30,246.26,247.11,240.26,237.66,238.21,243.70,254.00,265.47,279.52,295.73,309.85,323.18,337.95,349.66,364.90,382.75,405.57,425.66,445.93,458.36,469.92,475.10,482.22,492.75,507.11,524.98,539.82,557.22,562.49,564.45,563.59,562.08,557.16,553.81,551.75,550.76,549.11,550.24,547.33,551.71,557.26,572.92,589.88,612.45,635.28,662.09,
474.00,321.42,307.31,289.57,274.97,266.09,258.60,246.50,246.14,240.54,237.42,237.39,243.57,254.31,265.67,280.03,295.31,310.12,323.21,338.18,350.30,364.58,382.81,405.76,426.27,444.95,459.94,470.80,475.27,483.22,493.64,508.07,525.48,540.43,557.89,562.95,564.44,563.44,562.01,559.14,553.31,553.52,550.30,550.04,550.35,549.27,551.89,559.03,573.21,591.23,614.85,636.19,662.54,
475.00,322.16,306.79,289.05,275.39,265.56,257.95,246.68,245.87,240.18,237.78,237.59,243.10,254.14,265.45,279.49,295.52,310.52,323.97,337.30,350.53,365.31,383.67,405.65,427.82,444.59,459.15,470.23,475.48,483.75,494.69,508.36,524.98,541.24,557.86,564.00,564.96,563.55,562.15,560.23,553.87,553.95,551.44,549.88,550.84,549.59,553.14,559.71,573.38,592.00,615.13,637.37,663.53,
476.00,322.28,307.64,289.33,276.06,266.59,258.51,246.88,246.46,239.83,237.69,237.81,243.66,254.07,265.29,280.09,295.89,310.83,324.49,337.52,351.10,366.03,384.32,406.89,428.67,446.55,460.70,470.86,476.64,484.12,495.40,509.59,525.58,543.12,559.07,564.81,566.27,565.19,562.48,560.67,556.64,555.28,551.83,550.56,551.25,549.15,554.93,560.87,574.53,592.66,615.98,639.41,664.97,
477.00,323.26,308.51,290.46,276.80,267.26,259.41,247.48,246.85,240.85,238.14,237.77,244.53,255.33,266.76,281.47,296.05,312.27,325.59,338.61,352.64,366.83,384.90,408.42,429.01,447.76,462.53,472.56,478.55,486.82,496.81,511.71,527.11,545.52,560.30,566.92,568.41,567.81,564.23,562.13,558.44,557.41,552.74,552.60,553.50,551.30,555.73,563.06,576.09,594.81,618.96,640.84,666.29,
478.00,324.59,308.36,291.71,278.44,267.77,260.65,248.96,247.69,242.12,239.41,239.35,245.41,256.66,268.33,282.79,297.39,313.42,326.87,339.42,354.21,368.52,386.82,409.63,430.84,448.79,462.90,473.58,479.70,488.26,498.93,513.46,528.99,548.05,562.17,569.85,570.84,568.59,566.15,564.87,559.75,559.87,555.74,555.18,555.05,554.05,558.58,565.73,578.97,596.64,621.71,643.91,668.43,
479.00,326.82,309.77,293.73,280.67,269.61,261.71,250.10,249.35,243.20,241.27,240.91,247.36,258.11,269.45,284.17,298.87,314.89,328.92,341.37,356.40,371.27,389.08,412.68,433.30,452.33,465.43,476.31,482.93,490.29,501.11,515.81,532.80,551.69,565.49,572.53,575.62,572.86,569.31,566.89,564.39,562.11,560.50,557.38,557.97,555.99,561.16,567.97,582.54,599.77,624.18,647.73,672.51,
480.00,328.55,311.63,296.30,282.24,271.43,263.96,251.50,251.13,244.93,242.36,242.05,249.07,259.94,271.52,285.94,300.53,316.44,330.51,343.64,358.25,372.76,390.54,415.15,434.26,455.63,468.84,479.58,485.34,492.87,503.48,518.49,535.66,554.68,568.48,574.98,579.10,576.25,571.91,569.83,566.48,564.18,562.64,560.02,560.68,558.44,563.06,570.90,584.64,602.49,627.90,650.71,675.27,
481.00,328.85,311.66,296.84,282.12,270.98,264.44,251.88,251.10,245.85,242.89,242.29,249.14,260.39,272.24,286.64,300.96,316.62,330.71,344.01,358.49,373.00,391.05,415.08,434.54,455.54,467.99,479.59,485.23,493.34,504.41,518.46,536.05,554.49,568.22,575.28,578.46,575.39,572.66,570.28,564.91,564.03,563.10,560.22,559.75,559.52,562.98,571.43,585.04,602.47,627.91,651.19,674.65,
482.00,327.38,309.67,295.21,279.82,269.26,262.57,250.51,249.93,244.09,241.76,241.99,247.76,258.67,269.86,284.22,299.85,314.67,328.50,342.04,356.16,371.35,389.29,412.54,432.15,452.50,465.05,477.18,482.62,489.90,501.55,514.53,532.92,550.89,565.26,571.55,575.52,571.35,569.06,566.56,561.80,560.07,560.53,557.10,556.56,555.60,559.71,567.27,581.73,598.14,623.16,647.36,669.78,
483.00,322.71,305.77,291.52,275.16,265.57,258.74,246.47,246.43,240.43,237.53,238.63,244.46,255.24,265.89,279.71,295.53,310.22,323.60,337.93,351.22,365.91,383.38,406.76,425.30,445.73,458.79,470.98,475.31,482.28,493.07,506.97,525.07,542.18,556.23,562.63,566.60,564.09,560.35,557.68,554.20,551.21,552.46,548.13,549.20,546.96,550.78,559.21,573.04,589.42,613.52,637.22,659.08,
484.00,315.38,299.92,284.28,269.41,259.60,253.58,241.22,241.02,235.81,232.51,233.42,238.60,249.91,260.57,273.63,289.39,303.32,316.65,330.77,343.00,358.14,374.74,397.30,415.66,434.43,448.00,459.44,464.26,472.47,481.75,495.34,511.92,529.87,543.35,550.80,551.90,551.00,547.39,544.98,541.43,538.96,539.72,536.12,537.25,535.19,538.91,546.68,560.79,575.68,600.20,622.82,644.25,
485.00,308.55,294.07,277.88,263.25,254.06,247.57,235.88,235.59,230.70,227.38,228.94,233.65,244.51,254.12,267.92,283.62,296.96,309.87,323.46,335.94,351.34,367.29,388.77,407.50,425.48,438.35,449.20,454.65,462.87,472.97,485.23,500.75,519.09,531.27,538.83,539.74,539.15,536.02,533.54,531.17,527.13,529.28,525.53,526.43,523.40,528.42,535.26,549.96,563.39,587.09,609.36,629.88,
486.00,304.60,290.06,274.93,260.15,251.53,244.46,232.98,232.55,227.17,224.16,225.49,230.82,241.05,250.90,264.25,279.88,293.22,305.30,319.32,331.45,346.48,361.85,383.07,402.21,420.57,434.10,443.81,449.91,456.88,465.65,478.51,493.95,512.10,523.78,531.68,533.45,533.70,529.59,526.14,525.18,520.63,522.02,518.95,520.77,517.49,521.20,528.08,542.67,556.27,579.36,600.56,623.37,
487.00,303.12,288.56,273.11,260.26,250.37,244.27,232.17,231.37,226.77,223.37,223.81,229.61,240.27,250.97,263.41,279.00,291.48,304.06,317.49,330.37,344.44,360.02,380.90,400.28,418.19,431.90,441.50,447.25,455.92,463.77,475.94,491.57,509.30,520.74,529.92,530.40,531.90,526.73,523.59,523.07,518.44,519.31,516.72,519.11,516.22,518.87,525.37,539.63,553.64,576.91,597.38,621.09,
488.00,304.93,290.52,273.74,261.94,251.66,245.53,233.65,232.65,228.20,225.11,225.97,231.34,241.08,252.51,265.09,281.50,292.93,306.10,318.66,332.38,347.01,362.36,383.43,403.46,421.34,434.35,443.71,450.55,459.70,467.41,478.48,495.33,513.17,525.53,532.99,534.07,534.69,530.11,526.89,526.21,522.03,522.24,520.40,522.40,520.16,523.15,528.88,542.99,556.51,581.03,601.70,626.22,
489.00,308.95,293.40,277.34,265.60,255.17,248.39,236.58,235.74,230.79,227.50,229.19,235.02,244.01,255.33,269.01,285.21,297.18,309.87,323.15,337.11,351.35,367.33,388.37,408.51,427.98,440.27,450.62,456.59,464.61,473.90,484.40,502.48,518.86,532.72,539.59,541.65,541.65,537.59,533.17,534.41,529.44,529.17,527.50,528.84,527.33,530.72,535.81,550.27,564.51,588.29,609.85,635.52,
490.00,312.48,296.11,279.36,268.80,257.77,251.20,239.02,238.09,233.90,230.46,231.07,236.96,246.89,258.13,271.83,287.76,300.20,312.95,326.70,340.14,354.28,370.95,392.19,412.62,431.30,445.62,455.70,461.55,469.11,478.04,489.55,507.99,524.03,538.84,545.54,547.37,546.90,543.22,538.38,539.67,535.14,534.80,532.83,533.73,533.55,535.02,540.82,556.19,570.83,595.12,616.22,642.00,
491.00,314.63,298.42,281.16,270.87,259.55,252.60,240.87,239.86,235.95,232.46,233.28,238.56,248.55,260.35,273.34,290.37,302.11,315.73,328.92,343.05,356.97,374.21,395.24,416.24,434.51,448.13,458.85,463.64,471.59,481.62,492.93,512.18,527.85,543.79,549.72,551.32,549.58,546.40,542.90,543.80,538.58,539.15,536.25,536.67,537.12,539.28,545.09,560.01,574.64,599.73,621.48,646.40,
492.00,315.61,299.72,283.14,271.62,260.29,252.70,241.81,241.32,236.26,233.37,235.04,239.73,249.49,260.26,274.64,291.28,303.77,317.17,330.88,344.23,358.91,376.16,397.99,418.58,437.13,451.32,461.62,466.28,472.53,483.57,495.88,514.14,530.39,546.83,552.38,554.70,551.49,549.31,545.27,546.86,541.11,542.13,538.67,538.67,538.72,541.57,548.65,562.45,577.32,602.32,624.60,650.95,
493.00,317.25,301.13,284.29,273.51,262.15,253.51,242.49,242.32,237.37,233.94,234.94,239.91,250.91,261.13,275.79,291.40,305.11,318.58,332.73,345.45,359.38,377.08,399.19,419.63,438.13,452.78,463.42,468.22,474.53,485.60,498.47,515.65,532.16,548.52,555.17,557.16,554.01,552.16,547.99,548.91,542.40,543.81,540.65,540.70,540.51,542.16,550.32,563.91,580.32,604.98,626.63,652.02,
494.00,318.40,302.50,285.78,273.61,262.95,255.29,243.47,243.18,238.51,235.26,235.55,240.19,251.79,262.37,276.74,292.86,306.10,320.00,333.25,346.74,360.61,377.82,399.97,422.00,439.80,453.23,464.03,469.28,476.43,487.81,500.51,517.36,534.95,550.56,556.98,559.53,555.59,554.21,551.29,549.25,543.99,545.16,542.46,541.95,542.03,543.70,551.95,565.67,582.52,607.25,628.04,653.44,
495.00,319.37,304.23,287.74,273.30,263.54,255.62,244.79,244.81,238.97,235.60,236.86,241.45,252.21,262.92,277.66,294.50,307.31,321.69,334.93,348.74,362.31,379.66,401.79,423.99,442.78,455.37,466.40,471.34,478.12,490.04,502.34,519.85,536.55,552.69,559.32,563.27,558.06,557.08,553.33,551.91,546.78,546.64,544.26,544.39,543.19,546.44,554.01,567.34,584.55,609.01,631.66,656.53,
496.00,319.49,304.41,286.44,273.37,263.16,255.38,244.73,244.84,238.79,235.22,236.31,241.17,252.65,262.75,278.11,294.10,307.45,321.25,335.10,348.13,361.74,379.54,402.38,423.39,441.94,455.07,467.38,471.51,478.12,489.30,503.07,519.63,536.13,552.30,559.42,563.97,559.09,556.71,553.01,551.75,547.31,546.58,544.11,544.95,542.39,546.76,554.25,566.93,585.22,608.82,630.75,656.73,
497.00,317.89,303.00,285.65,272.26,262.57,255.04,243.93,243.64,238.26,234.51,234.95,240.03,251.80,262.63,277.34,292.86,306.05,320.23,333.85,346.58,360.20,377.57,400.02,421.92,439.87,451.98,464.93,469.61,476.52,487.42,501.25,518.61,534.93,549.80,556.89,560.59,556.44,554.67,551.29,549.24,545.68,543.64,541.43,542.30,541.24,544.82,552.03,565.56,583.81,607.64,627.81,653.72,
498.00,315.24,300.10,283.20,268.25,259.21,252.36,242.32,241.83,236.10,232.96,233.58,238.27,249.24,260.52,274.88,290.67,303.89,317.62,330.91,343.92,357.75,375.43,397.41,419.24,436.88,449.46,461.36,465.64,471.75,484.53,497.12,515.46,530.52,545.36,551.86,557.10,552.04,549.70,546.04,545.66,541.24,538.88,536.72,537.54,536.50,541.84,547.91,561.73,579.61,603.73,624.31,648.76,
499.00,311.52,296.98,279.04,265.66,256.65,248.50,240.01,239.24,233.27,230.15,231.16,236.26,247.07,257.98,271.89,287.09,300.86,313.67,328.11,340.12,353.69,371.61,393.80,414.85,432.14,445.88,457.66,461.85,467.12,478.83,492.18,510.34,524.39,539.52,546.56,551.26,547.35,544.30,540.64,540.68,536.03,533.51,532.20,532.30,531.71,536.34,543.05,555.83,573.29,596.70,618.35,643.10,
500.00,307.82,292.77,276.39,263.26,254.43,246.27,237.03,236.19,230.55,227.71,228.23,233.58,244.81,255.80,269.08,283.28,297.95,310.15,323.97,335.69,349.45,367.35,389.08,409.14,426.53,440.76,452.00,457.10,463.00,473.56,486.79,504.14,519.80,533.36,540.45,543.54,541.59,538.74,535.55,534.78,529.34,528.72,526.37,527.09,527.37,530.16,537.86,550.10,567.44,591.17,610.62,635.91,
501.00,304.76,289.33,274.13,260.43,251.97,244.31,234.42,233.88,227.94,225.85,226.57,231.33,241.64,252.87,266.45,280.81,295.03,307.37,320.58,333.05,347.25,363.99,384.82,405.23,423.97,436.96,446.70,453.40,459.45,469.76,482.46,499.49,516.06,529.80,535.25,538.97,536.59,534.74,530.69,529.65,525.77,524.46,522.26,523.42,523.78,526.28,533.22,545.65,562.60,586.91,606.61,629.81,
502.00,303.02,287.44,271.85,259.34,249.81,242.29,232.20,232.43,226.25,224.09,224.69,230.02,239.44,250.57,264.50,278.90,293.12,304.94,318.66,331.16,345.04,361.93,383.03,403.43,421.74,434.94,443.67,450.10,457.10,467.18,479.59,495.24,512.66,527.57,532.47,536.39,534.53,531.95,527.65,526.93,523.16,522.34,520.85,521.10,520.44,523.28,529.97,541.85,559.60,583.29,604.44,627.09,
503.00,302.08,286.08,272.02,260.19,250.56,242.64,231.53,231.85,226.33,223.52,223.20,229.66,239.47,250.74,264.18,278.41,292.52,304.52,318.69,330.05,343.79,361.78,382.43,401.63,420.50,433.24,443.56,449.56,457.76,466.49,479.35,494.84,513.35,527.51,533.03,535.04,534.80,532.00,527.51,526.04,523.15,523.22,521.31,520.49,520.59,521.27,530.16,542.03,559.45,582.54,602.81,627.63,
504.00,303.24,287.29,273.13,261.20,251.18,243.82,231.73,232.27,226.80,224.04,223.85,229.84,239.80,251.61,264.45,279.95,292.88,305.74,318.68,331.05,345.20,362.97,383.28,403.14,422.58,433.99,444.22,450.81,458.81,468.65,481.34,496.75,514.97,530.43,534.21,538.31,535.97,533.70,529.00,527.59,525.91,525.00,523.33,522.33,522.70,524.22,531.97,544.41,561.83,585.51,605.67,630.00,
505.00,304.08,288.45,272.79,263.23,251.42,243.99,232.06,233.06,227.40,224.69,224.32,230.14,239.89,251.61,265.16,280.72,293.22,306.30,319.82,332.56,346.83,363.75,384.74,405.16,423.66,434.87,445.85,452.11,459.75,470.83,481.51,499.18,516.36,532.60,537.07,541.65,537.19,534.87,530.31,529.98,528.93,526.70,525.04,524.22,523.01,526.09,533.91,546.09,563.64,587.17,608.95,633.00,
506.00,305.53,290.68,274.27,264.12,252.49,244.29,232.96,233.49,228.39,225.03,224.85,230.99,241.96,252.83,265.70,281.31,294.03,307.42,320.96,333.27,346.96,365.04,386.42,406.84,424.22,435.70,447.42,453.17,461.29,472.98,483.61,501.39,518.19,532.92,540.22,543.19,539.13,536.12,534.21,531.70,529.38,528.77,526.50,524.96,524.41,526.92,535.46,548.60,566.14,588.58,609.94,635.53,
507.00,306.09,292.14,275.55,265.12,253.81,245.41,234.73,234.60,229.53,226.01,225.93,231.88,243.08,254.61,266.92,282.57,295.28,309.11,321.85,334.91,348.54,366.16,387.29,407.65,426.26,437.30,448.68,455.13,463.09,475.10,485.58,504.62,520.82,534.56,541.08,544.96,540.47,537.99,536.47,533.82,530.96,530.54,527.79,526.44,527.62,529.75,538.17,551.20,568.93,591.09,611.43,637.76,
508.00,306.98,292.82,275.99,265.77,254.12,246.23,235.84,235.60,229.98,226.91,227.31,232.66,243.59,254.71,267.33,283.45,296.41,310.05,322.52,336.30,349.87,367.40,387.93,410.19,427.57,439.70,449.94,456.47,463.94,476.22,486.74,505.86,521.33,534.96,542.61,547.55,541.06,538.56,537.81,536.46,532.61,531.72,528.58,528.36,527.56,532.13,539.49,551.97,570.42,592.96,613.26,638.63,
509.00,307.44,293.49,276.81,265.77,254.40,246.14,236.77,236.04,230.59,226.85,227.40,233.19,244.17,254.83,267.91,283.05,297.11,310.40,323.94,336.25,350.33,367.68,388.35,411.00,427.97,440.92,450.17,456.69,465.03,476.29,486.42,506.22,521.29,534.92,543.92,547.22,542.41,539.04,538.03,536.77,531.77,532.82,528.67,529.97,528.50,532.21,540.48,551.64,571.03,593.09,613.68,639.63,
510.00,308.43,294.18,277.76,265.78,255.06,247.39,237.65,236.28,231.22,227.46,227.99,234.13,244.94,256.29,268.64,283.90,298.15,311.50,324.60,336.59,351.23,368.65,389.26,411.21,429.45,442.82,450.03,457.98,466.43,475.29,488.02,506.90,522.84,535.74,543.68,546.34,543.55,540.19,538.17,536.83,531.76,533.27,529.88,529.91,530.02,533.29,540.50,552.90,571.89,594.15,614.43,639.88,
511.00,308.02,293.46,277.37,265.70,254.86,247.23,237.50,236.82,231.47,227.77,228.48,234.48,244.26,255.66,268.57,284.29,298.03,311.55,323.90,336.85,351.45,369.08,388.87,411.82,430.00,443.17,450.92,458.56,466.48,474.42,487.47,506.58,521.92,535.95,541.58,546.82,542.72,540.23,536.33,537.59,532.34,532.17,529.06,530.37,528.45,532.87,541.15,551.10,570.28,594.07,614.76,638.95,
512.00,307.66,292.74,276.63,264.48,254.29,246.07,236.55,236.06,230.53,227.09,227.85,234.29,243.51,254.53,268.07,283.44,297.52,310.13,324.08,335.75,350.01,368.31,388.19,411.71,427.87,441.60,450.10,456.82,464.31,471.86,485.40,504.58,518.93,533.93,540.26,544.25,541.22,538.97,534.13,534.94,530.81,529.86,527.60,529.30,525.79,530.14,539.52,548.37,567.20,591.18,613.01,636.79,
513.00,305.16,291.54,274.80,261.96,252.66,245.08,234.66,234.12,229.16,225.64,225.72,232.73,242.40,253.17,266.80,281.43,295.29,308.22,321.50,333.08,347.29,365.44,385.15,407.84,424.72,437.57,446.48,453.53,460.96,468.09,481.71,501.07,515.33,530.58,535.59,539.17,536.76,537.08,530.10,529.25,526.08,525.85,524.22,525.30,522.69,525.15,534.91,544.75,562.09,586.17,608.16,631.54,
514.00,301.13,287.25,270.79,258.41,249.35,241.64,231.15,230.97,225.84,223.13,223.44,229.73,238.76,249.27,263.23,278.29,291.19,304.49,316.37,329.45,342.31,360.44,379.77,402.14,418.76,431.65,441.39,447.76,454.23,462.31,475.66,493.52,508.64,523.50,526.61,532.25,528.32,529.87,522.41,521.48,519.78,518.53,515.99,517.29,514.96,518.27,526.71,537.58,553.58,578.65,600.23,621.62,
515.00,295.23,281.50,267.28,253.30,244.47,236.69,226.83,226.85,221.42,219.09,219.20,225.54,234.21,244.09,258.21,273.11,285.70,298.65,310.88,323.97,335.21,353.65,372.81,396.06,410.74,422.27,433.73,439.18,444.48,454.36,466.73,484.35,497.90,513.05,517.46,522.26,519.15,520.03,512.84,512.25,510.20,509.03,506.28,508.15,506.04,508.07,517.18,527.19,543.77,567.23,588.27,610.66,
