DateTime,Wavelength,Irradiance
2024/11/07 08:00:00,548.00,787.72
2024/11/07 08:00:00,549.00,788.88
2024/11/07 08:00:00,550.00,788.88
2024/11/07 08:00:00,551.00,787.76
2024/11/07 08:00:00,552.00,786.05
2024/11/07 08:00:00,553.00,785.43
2024/11/07 08:00:00,554.00,784.32
2024/11/07 08:00:00,555.00,781.39
2024/11/07 08:00:00,556.00,775.79
2024/11/07 08:00:00,557.00,772.57
2024/11/07 08:00:00,558.00,767.97
2024/11/07 08:00:00,559.00,763.50
2024/11/07 08:00:00,560.00,759.43
2024/11/07 08:00:00,561.00,760.66
2024/11/07 08:00:00,562.00,760.79
2024/11/07 08:00:00,563.00,761.71
2024/11/07 08:00:00,564.00,761.65
2024/11/07 08:00:00,565.00,762.10
2024/11/07 08:00:00,566.00,759.63
2024/11/07 08:00:00,567.00,756.41
2024/11/07 08:00:00,568.00,754.03
2024/11/07 08:00:00,569.00,750.65
2024/11/07 08:00:00,570.00,750.10
2024/11/07 08:00:00,571.00,750.49
2024/11/07 08:00:00,572.00,749.47
2024/11/07 08:00:00,573.00,745.39
2024/11/07 08:00:00,574.00,747.68
2024/11/07 08:00:00,575.00,746.03
2024/11/07 08:00:00,576.00,742.90
2024/11/07 08:00:00,577.00,741.90
2024/11/07 08:00:00,578.00,744.13
2024/11/07 08:00:00,579.00,745.76
2024/11/07 08:00:00,580.00,748.82
2024/11/07 08:00:00,581.00,750.71
2024/11/07 08:00:00,582.00,754.12
2024/11/07 08:00:00,583.00,755.30
2024/11/07 08:00:00,584.00,752.45
2024/11/07 08:00:00,585.00,749.67
2024/11/07 08:00:00,586.00,745.87
2024/11/07 08:00:00,587.00,741.28
2024/11/07 08:00:00,588.00,739.09
2024/11/07 08:00:00,589.00,736.89
2024/11/07 08:00:00,590.00,735.42
2024/11/07 08:00:00,591.00,737.24
2024/11/07 08:00:00,592.00,738.98
2024/11/07 08:00:00,593.00,739.81
2024/11/07 08:00:00,594.00,739.74
2024/11/07 08:00:00,595.00,741.58
2024/11/07 08:00:00,596.00,740.94
2024/11/07 08:00:00,597.00,739.02
2024/11/07 08:00:00,598.00,734.71
2024/11/07 08:00:00,599.00,733.17
2024/11/07 08:00:00,600.00,728.15
2024/11/07 08:00:00,601.00,725.53
2024/11/07 08:00:00,602.00,725.73
2024/11/07 08:00:00,603.00,725.99
2024/11/07 08:00:00,604.00,725.05
2024/11/07 08:00:00,605.00,725.96
2024/11/07 08:00:00,606.00,724.64
2024/11/07 08:00:00,607.00,723.50
2024/11/07 08:00:00,608.00,724.96
2024/11/07 08:00:00,609.00,724.19
2024/11/07 08:00:00,610.00,719.82
2024/11/07 08:00:00,611.00,717.57
2024/11/07 08:00:00,612.00,714.32
2024/11/07 08:00:00,613.00,708.93
2024/11/07 08:00:00,614.00,706.87
2024/11/07 08:00:00,615.00,705.98
2024/11/07 08:00:00,616.00,706.78
2024/11/07 08:00:00,617.00,709.03
2024/11/07 08:00:00,618.00,710.68
2024/11/07 08:00:00,619.00,711.82
2024/11/07 08:00:00,620.00,711.33
2024/11/07 08:00:00,621.00,709.73
2024/11/07 08:00:00,622.00,706.81
2024/11/07 08:00:00,623.00,704.83
2024/11/07 08:00:00,624.00,702.24
2024/11/07 08:00:00,625.00,699.58
2024/11/07 08:00:00,626.00,696.35
2024/11/07 08:00:00,627.00,691.99
2024/11/07 08:00:00,628.00,690.87
2024/11/07 08:00:00,629.00,688.75
2024/11/07 08:00:00,630.00,689.06
2024/11/07 08:00:00,631.00,688.83
2024/11/07 08:00:00,632.00,691.45
2024/11/07 08:00:00,633.00,691.16
2024/11/07 08:00:00,634.00,691.56
2024/11/07 08:00:00,635.00,690.83
2024/11/07 08:00:00,636.00,694.36
2024/11/07 08:00:00,637.00,696.26
2024/11/07 08:00:00,638.00,698.24
2024/11/07 08:00:00,639.00,698.78
2024/11/07 08:00:00,640.00,699.79
2024/11/07 08:00:00,641.00,700.00
2024/11/07 08:00:00,642.00,698.97
2024/11/07 08:00:00,643.00,697.23
2024/11/07 08:00:00,644.00,696.69
2024/11/07 08:00:00,645.00,695.98
2024/11/07 08:00:00,646.00,693.47
2024/11/07 08:00:00,647.00,692.36
2024/11/07 08:00:00,648.00,691.31
2024/11/07 08:00:00,649.00,690.83
2024/11/07 08:00:00,650.00,690.65
2024/11/07 08:00:00,651.00,690.43
2024/11/07 08:00:00,652.00,685.90
2024/11/07 08:00:00,653.00,680.16
2024/11/07 08:00:00,654.00,673.18
2024/11/07 08:00:00,655.00,667.61
2024/11/07 08:00:00,656.00,659.78
2024/11/07 08:00:00,657.00,662.00
2024/11/07 08:00:00,658.00,667.32
2024/11/07 08:00:00,659.00,672.48
2024/11/07 08:00:00,660.00,673.10
2024/11/07 08:00:00,661.00,679.56
2024/11/07 08:00:00,662.00,683.29
2024/11/07 08:00:00,663.00,684.04
2024/11/07 08:00:00,664.00,685.23
2024/11/07 08:00:00,665.00,688.84
2024/11/07 08:00:00,666.00,690.07
2024/11/07 08:00:00,667.00,690.17
2024/11/07 08:00:00,668.00,688.48
2024/11/07 08:00:00,669.00,688.92
2024/11/07 08:00:00,670.00,690.84
2024/11/07 08:00:00,671.00,692.69
2024/11/07 08:00:00,672.00,690.13
2024/11/07 08:00:00,673.00,690.57
2024/11/07 08:00:00,674.00,691.47
2024/11/07 08:00:00,675.00,690.20
2024/11/07 08:00:00,676.00,686.29
2024/11/07 08:00:00,677.00,684.72
2024/11/07 08:00:00,678.00,684.43
2024/11/07 08:00:00,679.00,683.97
2024/11/07 08:00:00,680.00,681.54
2024/11/07 08:00:00,681.00,680.71
2024/11/07 08:00:00,682.00,682.15
2024/11/07 08:00:00,683.00,674.19
2024/11/07 08:00:00,684.00,659.82
2024/11/07 08:00:00,685.00,641.99
2024/11/07 08:00:00,686.00,624.78
2024/11/07 08:00:00,687.00,606.00
2024/11/07 08:00:00,688.00,596.31
2024/11/07 08:00:00,689.00,591.33
2024/11/07 08:00:00,690.00,598.65
2024/11/07 08:00:00,691.00,606.59
2024/11/07 08:00:00,692.00,614.66
2024/11/07 08:00:00,693.00,621.12
2024/11/07 08:00:00,694.00,630.51
2024/11/07 08:00:00,695.00,636.31
2024/11/07 08:00:00,696.00,639.92
2024/11/07 08:00:00,697.00,642.23
2024/11/07 08:00:00,698.00,645.18
2024/11/07 08:00:00,699.00,646.66
2024/11/07 08:00:00,700.00,644.82
2024/11/07 08:00:00,701.00,643.73
2024/11/07 08:00:00,702.00,648.38
2024/11/07 08:00:00,703.00,649.06
2024/11/07 08:00:00,704.00,651.16
2024/11/07 08:00:00,705.00,650.44
2024/11/07 08:00:00,706.00,651.44
2024/11/07 08:00:00,707.00,650.97
2024/11/07 08:00:00,708.00,652.55
2024/11/07 08:00:00,709.00,647.41
2024/11/07 08:00:00,710.00,648.33
2024/11/07 08:00:00,711.00,647.73
2024/11/07 08:00:00,712.00,642.04
2024/11/07 08:00:00,713.00,635.89
2024/11/07 08:00:00,714.00,633.42
2024/11/07 08:00:00,715.00,626.96
2024/11/07 08:00:00,716.00,618.84
2024/11/07 08:00:00,717.00,612.46
2024/11/07 08:00:00,718.00,605.42
2024/11/07 08:00:00,719.00,604.40
2024/11/07 08:00:00,720.00,606.48
2024/11/07 08:00:00,721.00,604.69
2024/11/07 08:00:00,722.00,604.79
2024/11/07 08:00:00,723.00,604.66
2024/11/07 08:00:00,724.00,602.31
2024/11/07 08:00:00,725.00,598.57
2024/11/07 08:00:00,726.00,596.44
2024/11/07 08:00:00,727.00,596.35
2024/11/07 08:00:00,728.00,597.59
2024/11/07 08:00:00,729.00,595.74
2024/11/07 08:00:00,730.00,595.60
2024/11/07 08:00:00,731.00,598.42
2024/11/07 08:00:00,732.00,599.65
2024/11/07 08:00:00,733.00,600.68
2024/11/07 08:00:00,734.00,601.81
2024/11/07 08:00:00,735.00,604.98
2024/11/07 08:00:00,736.00,607.29
2024/11/07 08:00:00,737.00,607.33
2024/11/07 08:00:00,738.00,602.85
2024/11/07 08:00:00,739.00,604.48
2024/11/07 08:00:00,740.00,607.00
2024/11/07 08:00:00,741.00,604.05
2024/11/07 08:00:00,742.00,601.12
2024/11/07 08:00:00,743.00,604.78
2024/11/07 08:00:00,744.00,602.19
2024/11/07 08:00:00,745.00,597.73
2024/11/07 08:00:00,746.00,594.40
2024/11/07 08:00:00,747.00,599.05
2024/11/07 08:00:00,748.00,604.15
2024/11/07 08:00:00,749.00,603.53
2024/11/07 08:00:00,750.00,601.44
2024/11/07 08:00:00,751.00,602.28
2024/11/07 08:00:00,752.00,602.71
2024/11/07 08:00:00,753.00,597.75
2024/11/07 08:00:00,754.00,593.96
2024/11/07 08:00:00,755.00,591.35
2024/11/07 08:00:00,756.00,576.75
2024/11/07 08:00:00,757.00,542.85
2024/11/07 08:00:00,758.00,498.93
2024/11/07 08:00:00,759.00,459.19
2024/11/07 08:00:00,760.00,418.09
2024/11/07 08:00:00,761.00,381.72
2024/11/07 08:00:00,762.00,362.69
2024/11/07 08:00:00,763.00,364.76
2024/11/07 08:00:00,764.00,371.51
2024/11/07 08:00:00,765.00,389.16
2024/11/07 08:00:00,766.00,408.82
2024/11/07 08:00:00,767.00,436.03
2024/11/07 08:00:00,768.00,461.14
2024/11/07 08:00:00,769.00,487.12
2024/11/07 08:00:00,770.00,502.56
2024/11/07 08:00:00,771.00,521.86
2024/11/07 08:00:00,772.00,537.43
2024/11/07 08:00:00,773.00,545.75
2024/11/07 08:00:00,774.00,544.99
2024/11/07 08:00:00,775.00,551.56
2024/11/07 08:00:00,776.00,554.52
2024/11/07 08:00:00,777.00,555.68
2024/11/07 08:00:00,778.00,552.32
2024/11/07 08:00:00,779.00,553.09
2024/11/07 08:00:00,780.00,553.16
2024/11/07 08:00:00,781.00,557.79
2024/11/07 08:00:00,782.00,552.92
2024/11/07 08:00:00,783.00,558.25
2024/11/07 08:00:00,784.00,562.83
2024/11/07 08:00:00,785.00,562.25
2024/11/07 08:00:00,786.00,557.76
2024/11/07 08:00:00,787.00,559.00
2024/11/07 08:00:00,788.00,552.66
2024/11/07 08:00:00,789.00,551.24
2024/11/07 08:00:00,790.00,546.54
2024/11/07 08:00:00,791.00,546.79
2024/11/07 08:00:00,792.00,547.16
2024/11/07 08:00:00,793.00,549.58
2024/11/07 08:00:00,794.00,545.18
2024/11/07 08:00:00,795.00,545.39
2024/11/07 08:00:00,796.00,547.36
2024/11/07 08:00:00,797.00,544.22
2024/11/07 08:00:00,798.00,538.22
2024/11/07 08:00:00,799.00,541.25
2024/11/07 08:00:00,800.00,543.17
2024/11/07 08:00:00,801.00,543.26
2024/11/07 08:00:00,802.00,541.93
2024/11/07 08:00:00,803.00,542.68
2024/11/07 08:00:00,804.00,545.30
2024/11/07 08:00:00,805.00,550.41
2024/11/07 08:00:00,806.00,547.40
2024/11/07 08:00:00,807.00,551.44
2024/11/07 08:00:00,808.00,554.18
2024/11/07 08:00:00,809.00,548.51
2024/11/07 08:00:00,810.00,536.19
2024/11/07 08:00:00,811.00,532.23
2024/11/07 08:00:00,812.00,525.92
2024/11/07 08:00:00,813.00,522.73
2024/11/07 08:00:00,814.00,516.73
2024/11/07 08:00:00,815.00,519.54
2024/11/07 08:00:00,816.00,524.18
2024/11/07 08:00:00,817.00,524.08
2024/11/07 08:00:00,818.00,518.89
2024/11/07 08:00:00,819.00,516.13
2024/11/07 08:00:00,820.00,516.77
2024/11/07 08:00:00,821.00,508.64
2024/11/07 08:00:00,822.00,505.73
2024/11/07 08:00:00,823.00,506.03
2024/11/07 08:00:00,824.00,514.79
2024/11/07 08:00:00,825.00,518.48
2024/11/07 08:00:00,826.00,519.38
2024/11/07 08:00:00,827.00,518.42
2024/11/07 08:00:00,828.00,524.00
2024/11/07 08:00:00,829.00,526.50
2024/11/07 08:00:00,830.00,519.74
2024/11/07 08:00:00,831.00,515.80
2024/11/07 08:00:00,832.00,514.97
2024/11/07 08:00:00,833.00,509.25
2024/11/07 08:00:00,834.00,500.72
2024/11/07 08:00:00,835.00,498.92
2024/11/07 08:00:00,836.00,500.81
2024/11/07 08:00:00,837.00,501.94
2024/11/07 08:00:00,838.00,495.84
2024/11/07 08:00:00,839.00,495.20
2024/11/07 08:00:00,840.00,497.42
2024/11/07 08:00:00,841.00,498.23
2024/11/07 08:00:00,842.00,493.37
2024/11/07 08:00:00,843.00,489.98
2024/11/07 08:00:00,844.00,490.20
2024/11/07 08:00:00,845.00,486.17
2024/11/07 08:00:00,846.00,478.73
2024/11/07 08:00:00,847.00,475.22
2024/11/07 08:00:00,848.00,474.92
2024/11/07 08:00:00,849.00,473.19
2024/11/07 08:00:00,850.00,469.73
2024/11/07 08:00:00,851.00,464.97
2024/11/07 08:00:00,852.00,462.56
2024/11/07 08:00:00,853.00,461.32
2024/11/07 08:00:00,854.00,456.25
2024/11/07 08:00:00,855.00,458.05
2024/11/07 08:00:00,856.00,463.49
2024/11/07 08:00:00,857.00,466.44
2024/11/07 08:00:00,858.00,466.68
2024/11/07 08:00:00,859.00,467.52
2024/11/07 08:00:00,860.00,467.99
2024/11/07 08:00:00,861.00,468.25
2024/11/07 08:00:00,862.00,465.73
2024/11/07 08:00:00,863.00,461.21
2024/11/07 08:00:00,864.00,459.21
2024/11/07 08:00:00,865.00,457.22
2024/11/07 08:00:00,866.00,451.17
2024/11/07 08:00:00,867.00,452.66
2024/11/07 08:00:00,868.00,455.98
2024/11/07 08:00:00,869.00,455.31
2024/11/07 08:00:00,870.00,454.18
2024/11/07 08:00:00,871.00,453.26
2024/11/07 08:00:00,872.00,452.58
2024/11/07 08:00:00,873.00,452.46
2024/11/07 08:00:00,874.00,450.66
2024/11/07 08:00:00,875.00,450.71
2024/11/07 08:00:00,876.00,454.65
2024/11/07 08:00:00,877.00,454.90
2024/11/07 08:00:00,878.00,455.14
2024/11/07 08:00:00,879.00,455.30
2024/11/07 08:00:00,880.00,452.99
2024/11/07 08:00:00,881.00,448.89
2024/11/07 08:00:00,882.00,447.06
2024/11/07 08:00:00,883.00,445.30
2024/11/07 08:00:00,884.00,446.93
2024/11/07 08:00:00,885.00,447.49
2024/11/07 08:00:00,886.00,446.60
2024/11/07 08:00:00,887.00,446.90
2024/11/07 08:00:00,888.00,448.13
2024/11/07 08:00:00,889.00,447.99
2024/11/07 08:00:00,890.00,445.50
2024/11/07 08:00:00,891.00,443.81
2024/11/07 08:00:00,892.00,441.02
2024/11/07 08:00:00,893.00,437.38
2024/11/07 08:00:00,894.00,428.58
2024/11/07 08:00:00,895.00,422.02
2024/11/07 08:00:00,896.00,416.44
2024/11/07 08:00:00,897.00,408.80
2024/11/07 08:00:00,898.00,399.65
2024/11/07 08:00:00,899.00,397.97
2024/11/07 08:00:00,900.00,396.76
2024/11/07 08:00:00,901.00,398.21
2024/11/07 08:00:00,902.00,397.68
2024/11/07 08:00:00,903.00,400.40
2024/11/07 08:00:00,904.00,401.59
2024/11/07 08:00:00,905.00,398.67
2024/11/07 08:00:00,906.00,394.95
2024/11/07 08:00:00,907.00,393.87
2024/11/07 08:00:00,908.00,392.84
2024/11/07 08:00:00,909.00,389.74
2024/11/07 08:00:00,910.00,389.27
2024/11/07 08:00:00,911.00,388.31
2024/11/07 08:00:00,912.00,386.47
2024/11/07 08:00:00,913.00,383.47
2024/11/07 08:00:00,914.00,380.38
2024/11/07 08:00:00,915.00,379.43
2024/11/07 08:00:00,916.00,380.20
2024/11/07 08:00:00,917.00,381.23
2024/11/07 08:00:00,918.00,379.59
2024/11/07 08:00:00,919.00,382.08
2024/11/07 08:00:00,920.00,382.88
2024/11/07 08:00:00,921.00,382.49
2024/11/07 08:00:00,922.00,380.05
2024/11/07 08:00:00,923.00,380.83
2024/11/07 08:00:00,924.00,381.08
2024/11/07 08:00:00,925.00,378.46
2024/11/07 08:00:00,926.00,374.74
2024/11/07 08:00:00,927.00,370.79
2024/11/07 08:00:00,928.00,362.82
2024/11/07 08:00:00,929.00,348.37
2024/11/07 08:00:00,930.00,330.91
2024/11/07 08:00:00,931.00,313.28
2024/11/07 08:00:00,932.00,296.23
2024/11/07 08:00:00,933.00,280.28
2024/11/07 08:00:00,934.00,268.24
2024/11/07 08:00:00,935.00,263.04
2024/11/07 08:00:00,936.00,262.80
2024/11/07 08:00:00,937.00,264.66
2024/11/07 08:00:00,938.00,269.97
2024/11/07 08:00:00,939.00,277.03
2024/11/07 08:00:00,940.00,281.59
2024/11/07 08:00:00,941.00,282.85
2024/11/07 08:00:00,942.00,282.66
2024/11/07 08:00:00,943.00,282.48
2024/11/07 08:00:00,944.00,280.01
2024/11/07 08:00:00,945.00,278.39
2024/11/07 08:00:00,946.00,275.55
2024/11/07 08:00:00,947.00,276.16
2024/11/07 08:00:00,948.00,277.15
2024/11/07 08:00:00,949.00,277.66
2024/11/07 08:00:00,950.00,279.57
2024/11/07 08:00:00,951.00,283.74
2024/11/07 08:00:00,952.00,284.61
2024/11/07 08:00:00,953.00,282.88
2024/11/07 08:00:00,954.00,283.45
2024/11/07 08:00:00,955.00,285.17
2024/11/07 08:00:00,956.00,283.78
2024/11/07 08:00:00,957.00,284.70
2024/11/07 08:00:00,958.00,289.13
2024/11/07 08:00:00,959.00,294.35
2024/11/07 08:00:00,960.00,297.99
2024/11/07 08:00:00,961.00,302.07
2024/11/07 08:00:00,962.00,307.02
