Datetime_UTC,DHI-MS80,MS80-temp,DNI-MS57
2024-10-30 00:00:00,0.1,15.97,4.35
2024-10-30 00:00:10,0.0,15.99,3.82
2024-10-30 00:00:20,0.0,16.01,4.0
2024-10-30 00:00:30,0.0,16.01,4.1
2024-10-30 00:00:40,0.3,16.02,4.25
2024-10-30 00:00:50,0.38,16.02,4.65
2024-10-30 00:01:00,0.44,16.02,4.65
2024-10-30 00:01:10,0.13,16.04,4.44
2024-10-30 00:01:20,0.3,16.04,3.87
2024-10-30 00:01:30,0.3,16.04,4.15
2024-10-30 00:01:40,0.27,16.04,4.55
2024-10-30 00:01:50,0.33,16.05,5.06
2024-10-30 00:02:00,0.0,16.05,5.18
2024-10-30 00:02:10,0.0,16.07,4.35
2024-10-30 00:02:20,0.0,16.08,4.3
2024-10-30 00:02:30,0.11,16.08,3.94
2024-10-30 00:02:40,0.18,16.08,4.55
2024-10-30 00:02:50,0.24,16.1,3.74
2024-10-30 00:03:00,0.3,16.1,4.1
2024-10-30 00:03:10,0.27,16.12,4.44
2024-10-30 00:03:20,0.03,16.12,4.49
2024-10-30 00:03:30,0.0,16.13,4.04
2024-10-30 00:03:40,0.0,16.15,3.87
2024-10-30 00:03:50,0.0,16.15,3.37
2024-10-30 00:04:00,0.0,16.16,4.1
2024-10-30 00:04:10,0.0,16.18,3.87
2024-10-30 00:04:20,0.0,16.21,2.5
2024-10-30 00:04:30,0.0,16.23,4.21
2024-10-30 00:04:40,0.0,16.24,4.27
2024-10-30 00:04:50,0.0,16.27,4.49
2024-10-30 00:05:00,0.0,16.29,4.05
2024-10-30 00:05:10,0.3,16.3,3.74
2024-10-30 00:05:20,0.0,16.32,4.04
2024-10-30 00:05:30,0.0,16.32,3.34
2024-10-30 00:05:40,0.0,16.33,4.45
2024-10-30 00:05:50,0.0,16.37,4.1
2024-10-30 00:06:00,0.0,16.37,3.49
2024-10-30 00:06:10,0.0,16.38,3.7
2024-10-30 00:06:20,0.0,16.4,4.61
2024-10-30 00:06:30,0.0,16.41,3.98
2024-10-30 00:06:40,0.0,16.43,4.04
2024-10-30 00:06:50,0.0,16.46,4.1
2024-10-30 00:07:00,0.0,16.48,4.55
2024-10-30 00:07:10,0.0,16.49,3.49
2024-10-30 00:07:20,0.0,16.49,3.64
2024-10-30 00:07:30,0.07,16.51,4.67
2024-10-30 00:07:40,0.06,16.52,4.05
2024-10-30 00:07:50,0.27,16.52,4.55
2024-10-30 00:08:00,0.18,16.52,4.84
2024-10-30 00:08:10,0.15,16.54,5.01
2024-10-30 00:08:20,0.18,16.54,5.35
2024-10-30 00:08:30,0.21,16.55,5.12
2024-10-30 00:08:40,0.07,16.55,4.0
2024-10-30 00:08:50,0.06,16.57,3.81
2024-10-30 00:09:00,0.03,16.59,3.39
2024-10-30 00:09:10,0.04,16.59,4.49
2024-10-30 00:09:20,0.0,16.6,4.61
2024-10-30 00:09:30,0.0,16.62,4.61
2024-10-30 00:09:40,0.0,16.63,4.72
2024-10-30 00:09:50,0.0,16.65,3.89
2024-10-30 00:10:00,0.0,16.66,4.15
