Datetime_UTC,DHI-MS80,MS80-temp,DNI-MS57
2025-02-15 00:00:00,2.43,13.41,3.23
2025-02-15 00:00:10,2.4,13.41,3.32
2025-02-15 00:00:20,2.37,13.42,3.23
2025-02-15 00:00:30,2.58,13.42,3.46
2025-02-15 00:00:40,2.61,13.42,3.37
2025-02-15 00:00:50,2.55,13.44,3.28
2025-02-15 00:01:00,2.55,13.44,3.37
2025-02-15 00:01:10,2.96,13.44,3.55
2025-02-15 00:01:20,2.72,13.45,3.41
2025-02-15 00:01:30,2.61,13.47,3.32
2025-02-15 00:01:40,2.61,13.47,3.28
2025-02-15 00:01:50,2.78,13.47,3.1
2025-02-15 00:02:00,2.81,13.48,3.1
2025-02-15 00:02:10,2.96,13.48,3.46
2025-02-15 00:02:20,2.75,13.5,3.37
2025-02-15 00:02:30,2.75,13.52,3.1
2025-02-15 00:02:40,2.9,13.52,3.1
2025-02-15 00:02:50,3.32,13.52,3.55
2025-02-15 00:03:00,2.93,13.53,3.28
2025-02-15 00:03:10,3.02,13.55,3.1
2025-02-15 00:03:20,3.29,13.55,3.28
2025-02-15 00:03:30,3.14,13.56,3.19
2025-02-15 00:03:40,3.32,13.58,3.1
2025-02-15 00:03:50,3.26,13.58,3.05
2025-02-15 00:04:00,3.41,13.59,3.19
2025-02-15 00:04:10,3.46,13.61,3.28
2025-02-15 00:04:20,3.55,13.58,3.41
2025-02-15 00:04:30,3.55,13.63,3.37
2025-02-15 00:04:40,3.7,13.63,3.19
2025-02-15 00:04:50,3.64,13.64,3.32
2025-02-15 00:05:00,3.67,13.66,3.23
2025-02-15 00:05:10,3.82,13.66,3.41
2025-02-15 00:05:20,3.91,13.67,3.23
2025-02-15 00:05:30,3.88,13.69,3.28
2025-02-15 00:05:40,3.76,13.66,3.1
2025-02-15 00:05:50,3.58,13.72,3.05
2025-02-15 00:06:00,3.67,13.74,3.14
2025-02-15 00:06:10,4.26,13.74,3.19
2025-02-15 00:06:20,4.38,13.74,3.41
2025-02-15 00:06:30,4.56,13.75,3.5
2025-02-15 00:06:40,4.8,13.75,3.28
2025-02-15 00:06:50,4.32,13.77,3.23
2025-02-15 00:07:00,4.32,13.75,3.19
2025-02-15 00:07:10,4.68,13.75,3.23
2025-02-15 00:07:20,4.62,13.8,3.23
2025-02-15 00:07:30,4.77,13.77,3.5
