Datetime_UTC,DHI-MS80,MS80-temp,DNI-MS57
2025-02-20 00:00:00,4.26,11.82,3.28
2025-02-20 00:00:10,4.18,11.82,3.6
2025-02-20 00:00:20,4.03,11.82,3.41
2025-02-20 00:00:30,4.29,11.82,3.34
2025-02-20 00:00:40,4.2,11.81,3.64
2025-02-20 00:00:50,4.06,11.81,3.55
2025-02-20 00:01:00,4.29,11.81,3.55
2025-02-20 00:01:10,4.26,11.81,3.41
2025-02-20 00:01:20,4.44,11.81,3.6
2025-02-20 00:01:30,4.62,11.81,3.41
2025-02-20 00:01:40,4.5,11.81,3.55
2025-02-20 00:01:50,4.56,11.81,3.6
2025-02-20 00:02:00,4.68,11.79,3.5
2025-02-20 00:02:10,4.77,11.79,3.5
2025-02-20 00:02:20,4.68,11.79,3.41
2025-02-20 00:02:30,4.92,11.79,3.41
2025-02-20 00:02:40,4.97,11.79,3.37
2025-02-20 00:02:50,5.0,11.79,3.5
2025-02-20 00:03:00,5.21,11.79,3.64
2025-02-20 00:03:10,5.3,11.78,3.82
2025-02-20 00:03:20,5.36,11.78,3.6
2025-02-20 00:03:30,5.39,11.78,3.91
2025-02-20 00:03:40,5.45,11.78,3.69
2025-02-20 00:03:50,5.51,11.78,3.96
2025-02-20 00:04:00,5.63,11.76,3.69
2025-02-20 00:04:10,5.74,11.76,3.78
2025-02-20 00:04:20,5.89,11.76,4.14
2025-02-20 00:04:30,5.95,11.76,3.64
2025-02-20 00:04:40,5.98,11.76,3.55
2025-02-20 00:04:50,6.07,11.76,3.64
2025-02-20 00:05:00,6.31,11.75,4.14
2025-02-20 00:05:10,6.34,11.75,4.42
2025-02-20 00:05:20,6.51,11.75,3.64
2025-02-20 00:05:30,6.43,11.75,3.34
2025-02-20 00:05:40,6.57,11.75,3.23
2025-02-20 00:05:50,6.69,11.75,3.55
2025-02-20 00:06:00,6.72,11.73,4.01
2025-02-20 00:06:10,6.87,11.73,4.1
2025-02-20 00:06:20,6.93,11.73,2.93
2025-02-20 00:06:30,7.05,11.73,3.28
2025-02-20 00:06:40,7.17,11.73,3.37
2025-02-20 00:06:50,7.17,11.72,3.69
2025-02-20 00:07:00,7.34,11.72,3.69
2025-02-20 00:07:10,7.52,11.72,3.69
2025-02-20 00:07:20,7.46,11.72,3.64
2025-02-20 00:07:30,7.79,11.72,3.64
2025-02-20 00:07:40,7.85,11.7,3.46
2025-02-20 00:07:50,7.85,11.7,3.73
2025-02-20 00:08:00,7.97,11.7,3.6
2025-02-20 00:08:10,8.05,11.7,3.69
2025-02-20 00:08:20,8.11,11.7,3.69
2025-02-20 00:08:30,8.23,11.68,3.5
2025-02-20 00:08:40,8.29,11.68,3.41
2025-02-20 00:08:50,8.44,11.68,3.6
2025-02-20 00:09:00,8.41,11.68,3.69
2025-02-20 00:09:10,8.53,11.68,3.28
2025-02-20 00:09:20,8.82,11.68,3.19
2025-02-20 00:09:30,8.68,11.68,3.5
