Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
327.00,303.55,307.36,306.65,308.57,307.33,309.26,309.25,309.36,310.20,310.49,307.89,311.20,311.19,313.46,311.33,313.63,312.36,312.28,314.81,312.91,314.05,312.94,313.48,313.82,315.16,315.11,314.96,315.08,314.63,316.37,314.25,
328.00,317.80,321.39,321.15,322.58,320.83,323.55,323.82,324.79,324.27,326.00,322.96,327.13,326.84,328.88,327.16,328.14,327.76,327.50,330.00,328.30,328.63,327.91,328.18,329.07,330.19,330.08,329.98,330.72,330.46,332.59,328.58,
329.00,329.51,334.00,334.12,334.70,333.52,335.51,336.52,337.19,335.73,338.66,335.63,339.62,338.71,341.45,340.39,340.27,340.39,341.30,342.48,341.01,341.28,341.04,341.01,341.04,342.21,343.13,342.79,342.38,343.85,345.68,340.49,
330.00,338.80,343.92,343.44,344.88,343.56,344.87,345.84,346.80,345.71,348.34,345.47,349.30,348.23,350.84,350.14,349.89,350.60,351.44,351.93,350.26,350.73,351.33,350.85,350.85,353.11,352.53,353.12,351.81,354.06,355.37,351.07,
331.00,345.19,350.49,350.53,351.58,350.40,350.71,353.08,352.23,353.81,354.87,351.15,355.83,355.09,357.22,356.02,355.36,357.29,357.26,359.42,357.13,357.72,358.71,357.52,358.10,359.33,358.43,359.51,359.33,360.40,361.84,358.23,
332.00,348.96,354.31,354.71,354.98,354.39,354.86,356.66,356.15,356.74,358.92,356.19,360.02,359.09,360.49,360.18,359.59,360.92,361.73,363.42,361.04,361.86,362.52,361.50,362.06,362.21,362.44,363.27,362.84,364.90,365.88,361.11,
333.00,349.60,355.21,355.85,355.10,355.33,355.85,357.42,356.43,357.94,358.92,357.36,359.79,358.98,360.08,360.43,360.02,362.22,362.86,364.19,361.59,362.34,363.61,362.40,361.99,361.99,363.15,363.73,363.15,365.18,365.99,362.40,
334.00,349.28,354.97,356.53,355.43,355.89,355.44,357.26,356.30,358.33,358.55,356.19,358.93,359.05,359.54,359.05,359.74,361.42,361.38,364.47,360.50,362.57,363.25,362.87,362.30,362.46,363.37,363.59,363.44,363.70,365.07,362.63,
335.00,349.83,355.63,356.85,356.42,356.64,356.97,357.87,356.63,358.99,359.43,356.47,358.85,360.25,360.22,359.60,360.56,361.48,361.62,364.22,360.83,363.34,362.81,362.98,362.64,362.72,363.98,364.11,364.93,363.67,364.78,363.22,
336.00,351.28,356.72,358.94,358.50,357.72,359.16,359.40,358.82,359.81,361.38,358.27,361.38,362.04,361.94,361.62,361.83,362.95,363.39,365.83,363.50,364.29,364.60,365.05,364.50,363.84,365.62,365.72,365.95,365.73,366.17,364.38,
337.00,353.98,360.28,361.38,361.70,360.56,361.62,362.17,361.42,361.84,364.23,360.32,363.66,364.84,365.11,364.51,364.60,366.16,366.12,367.92,366.21,367.63,367.28,368.13,367.37,367.63,368.71,368.69,368.80,368.47,369.13,367.15,
338.00,359.11,365.22,366.68,367.81,365.89,366.81,367.39,367.45,367.14,369.90,365.35,369.46,370.80,371.33,370.27,370.65,371.85,371.17,373.68,370.96,372.92,373.19,374.06,372.90,374.00,374.44,374.28,374.84,373.83,373.84,373.30,
339.00,366.59,372.10,372.90,374.76,372.29,373.98,374.49,373.82,374.50,376.91,372.68,377.39,378.14,378.97,377.75,377.75,379.66,378.19,380.74,378.56,380.07,380.53,381.00,380.14,381.36,381.61,381.26,382.27,381.25,382.20,380.38,
340.00,372.41,376.97,378.00,379.65,377.14,379.12,379.91,379.94,378.78,382.75,378.18,383.31,383.59,385.21,383.96,383.63,385.45,384.73,386.93,384.59,386.33,386.92,386.70,385.93,386.72,387.45,387.21,387.24,387.96,388.83,386.13,
341.00,374.85,379.40,380.43,381.36,379.57,382.39,382.05,383.24,381.54,384.86,381.35,385.48,386.00,387.42,386.99,386.76,387.94,387.98,389.51,387.02,388.67,389.43,388.89,388.03,389.62,390.74,389.99,390.16,390.68,391.88,389.44,
342.00,376.04,381.02,382.00,383.05,380.46,383.84,383.00,384.15,383.44,385.57,382.87,387.00,387.37,388.15,387.47,387.75,388.43,389.21,391.22,387.82,389.97,390.79,389.92,389.36,390.27,391.86,391.14,391.54,391.48,392.37,390.80,
343.00,376.78,383.45,383.93,383.85,381.72,384.77,384.70,385.20,385.02,387.12,384.21,388.53,388.29,389.43,388.89,389.29,388.52,390.01,391.46,388.64,391.43,391.34,389.88,391.26,390.83,392.53,392.13,392.08,392.65,394.48,390.81,
344.00,376.11,383.71,383.39,384.26,381.80,385.11,384.47,385.99,384.68,387.64,384.64,388.19,387.69,389.29,389.13,389.25,388.89,390.16,391.79,388.79,391.52,390.92,390.31,390.37,389.84,392.41,392.22,392.13,392.85,393.74,391.14,
345.00,374.98,384.13,383.76,383.82,381.53,384.63,383.98,385.26,384.64,387.07,384.69,387.48,387.10,388.70,387.93,389.37,389.10,389.37,391.51,387.81,391.37,390.43,390.24,390.27,389.65,391.85,391.60,391.24,391.61,393.04,390.10,
346.00,376.47,386.04,385.29,384.98,383.53,386.17,385.11,385.81,386.71,389.02,386.46,389.25,388.63,390.66,389.52,391.30,391.22,390.58,393.07,388.95,392.91,391.75,391.59,392.24,391.17,392.71,392.52,392.78,392.94,394.24,391.41,
347.00,380.77,390.00,388.71,388.49,388.44,390.26,389.67,389.67,390.91,393.01,390.52,393.06,393.37,395.18,394.12,394.56,395.85,393.92,398.07,393.79,396.21,395.65,394.99,396.83,395.15,396.33,397.10,396.58,396.90,398.68,395.16,
348.00,386.53,394.46,393.37,393.62,393.24,396.05,394.61,394.69,395.11,398.07,396.02,397.66,398.39,400.51,399.50,399.34,401.46,399.88,403.26,399.27,401.68,400.65,400.40,401.91,400.41,402.24,402.97,401.52,402.70,403.41,400.35,
349.00,392.00,399.02,398.71,399.42,398.66,401.59,400.43,399.55,400.38,402.20,401.16,402.98,403.81,404.72,404.41,404.21,407.09,405.05,408.00,404.11,406.26,405.75,404.87,406.97,406.06,407.32,408.53,406.16,407.67,408.46,405.83,
350.00,399.48,406.45,405.83,406.07,405.63,408.62,407.32,406.95,407.23,408.62,407.28,410.55,411.06,411.03,411.01,410.25,413.29,411.78,414.58,411.70,412.36,412.25,410.90,413.88,413.29,413.86,415.61,413.26,414.36,415.54,412.73,
351.00,409.37,415.73,415.18,416.33,414.92,417.97,417.38,416.92,416.94,418.15,416.46,420.09,421.13,420.97,420.77,419.74,423.03,421.95,424.18,422.15,422.24,422.04,420.91,423.62,423.37,424.08,426.18,422.69,424.57,426.00,422.43,
352.00,417.18,422.95,423.70,424.63,422.51,426.03,425.57,426.01,424.89,427.46,425.43,429.18,429.06,429.33,429.06,428.03,432.00,431.08,432.41,430.64,430.59,430.64,430.40,431.86,431.82,433.11,434.12,431.55,434.01,435.09,431.78,
353.00,421.52,426.75,427.86,429.34,426.54,430.36,429.75,430.44,429.84,431.83,429.74,433.77,434.04,433.62,433.36,432.71,436.51,435.90,438.12,435.70,435.89,436.08,435.89,437.18,436.94,438.63,438.69,436.98,438.17,440.15,437.10,
354.00,420.50,426.01,426.77,428.08,425.73,429.72,428.89,430.08,430.74,432.47,429.37,434.03,433.88,434.47,433.97,433.55,436.49,435.83,438.01,435.49,436.06,436.20,435.88,438.14,436.74,438.26,437.99,437.36,438.03,440.85,436.43,
355.00,414.14,420.19,421.30,422.26,420.17,424.72,423.89,424.53,425.46,427.45,424.51,428.15,428.69,429.69,428.81,427.96,430.87,430.39,433.34,430.26,431.27,430.50,430.74,431.92,430.11,431.97,431.64,431.99,432.89,435.60,430.96,
356.00,405.92,414.84,414.53,416.07,413.65,418.02,417.04,418.32,417.65,420.53,417.27,420.57,421.04,421.98,421.45,420.91,423.25,423.51,426.17,422.37,424.79,423.19,423.24,424.14,422.39,424.40,423.93,424.67,425.16,427.23,422.71,
357.00,399.38,409.95,409.77,410.73,408.23,412.53,411.36,412.41,412.30,414.26,410.48,414.45,414.57,415.70,414.66,415.08,416.58,417.20,419.89,415.88,419.07,416.81,416.16,417.68,416.48,417.83,417.68,418.21,418.89,419.79,416.66,
358.00,394.17,406.04,404.95,405.58,403.47,407.45,406.89,407.49,407.49,408.82,405.35,409.32,409.25,410.47,409.18,409.30,410.91,411.59,414.43,411.07,413.74,410.68,409.99,411.75,410.79,411.50,411.99,412.59,413.35,414.32,410.38,
359.00,395.66,408.14,407.14,407.36,405.19,408.33,408.61,408.89,407.50,409.72,406.09,409.74,410.41,411.77,410.13,410.10,411.48,412.55,415.41,411.89,415.49,411.28,410.69,411.79,411.30,412.37,413.24,412.49,415.00,414.71,410.79,
360.00,405.16,416.42,415.49,416.32,414.05,416.30,417.38,417.53,415.97,418.23,415.19,418.77,418.48,419.59,418.69,419.33,421.19,421.24,423.51,419.74,423.23,419.85,419.43,420.84,420.92,422.54,422.37,420.76,423.96,422.97,420.26,
361.00,415.31,425.16,425.13,425.67,423.50,425.28,426.66,426.33,426.44,427.07,424.42,428.52,428.23,428.74,427.80,428.72,431.20,430.14,433.73,429.93,432.65,429.30,428.85,430.57,430.98,433.15,432.33,430.55,433.65,433.90,430.07,
362.00,427.76,438.05,437.42,437.61,436.00,437.07,438.22,438.30,438.63,439.24,436.33,440.42,441.18,441.26,440.86,441.54,443.46,442.45,445.85,441.98,444.55,441.70,440.82,443.47,442.83,445.68,444.44,442.59,446.02,447.69,441.52,
363.00,446.50,457.40,456.10,456.40,454.72,456.33,457.24,457.46,457.26,458.52,455.72,459.76,459.89,460.38,459.41,460.53,462.92,461.89,465.35,461.04,463.19,460.19,459.77,461.85,461.77,464.72,463.78,461.58,466.15,466.84,461.07,
364.00,466.22,476.41,475.63,475.64,474.34,476.24,477.15,477.39,477.70,478.52,475.95,479.54,479.96,479.92,479.23,480.67,482.96,482.48,485.73,480.73,482.56,481.37,480.59,482.63,482.72,485.69,484.51,482.36,485.76,486.66,481.66,
365.00,482.03,491.49,491.62,491.73,490.00,492.34,492.54,492.93,493.97,494.58,491.66,495.84,496.52,496.33,495.93,496.74,499.06,498.53,502.02,497.31,499.18,498.47,496.54,498.81,499.26,501.25,501.11,499.27,501.76,502.82,497.54,
366.00,495.72,505.13,505.41,505.65,503.30,506.74,506.27,507.27,508.14,508.94,506.29,509.74,511.01,511.52,510.49,511.15,512.97,513.43,516.85,511.79,513.40,512.99,511.68,513.01,513.18,514.74,515.21,513.80,516.16,516.99,512.16,
367.00,505.60,514.70,514.28,514.92,513.07,516.48,516.55,517.19,518.51,519.19,516.66,519.34,521.35,521.77,520.60,521.84,523.70,523.99,527.07,521.99,524.71,523.77,522.67,523.00,524.09,525.29,526.75,524.08,526.59,526.82,522.93,
368.00,510.43,518.11,518.14,518.93,517.62,520.82,520.94,521.13,522.93,523.77,520.70,522.96,525.65,525.43,524.96,526.60,528.21,528.36,531.53,525.88,529.46,528.68,527.29,527.85,529.70,530.28,531.37,528.88,530.50,530.41,527.72,
369.00,508.93,517.18,516.19,517.36,516.07,519.10,518.85,519.77,520.95,522.13,518.79,521.59,524.06,523.87,523.08,524.29,525.80,525.95,530.03,524.54,528.27,526.07,525.07,526.22,528.13,528.00,529.59,527.33,528.75,528.92,525.51,
370.00,501.72,509.15,507.85,509.19,508.15,511.08,511.76,511.52,513.13,514.03,510.63,513.50,516.26,516.41,515.37,516.86,517.91,518.32,521.93,516.74,520.53,518.34,517.90,518.91,520.15,520.67,521.97,519.87,521.03,521.06,517.90,
371.00,489.37,496.49,495.49,496.05,496.05,497.82,499.46,498.42,499.14,501.15,497.97,501.13,502.84,502.72,501.97,503.45,504.85,504.86,508.29,503.30,506.24,504.96,504.57,505.32,506.99,507.67,508.74,506.87,507.79,507.87,504.92,
372.00,477.33,484.29,483.82,483.72,484.29,485.51,487.02,486.01,486.24,488.43,485.12,488.35,489.68,489.66,488.97,490.26,491.53,492.15,495.63,490.32,492.93,491.86,491.56,492.42,494.32,494.37,495.31,493.86,493.73,495.00,492.39,
373.00,469.51,478.52,477.40,476.97,476.49,478.10,479.02,477.79,477.92,479.95,477.02,480.36,481.36,481.67,480.97,481.85,482.89,483.29,486.21,481.60,483.68,483.19,482.41,484.26,484.82,485.51,486.42,484.90,485.82,486.92,483.40,
374.00,471.63,480.97,479.11,479.00,477.93,479.46,480.74,478.77,479.95,481.24,478.28,482.09,482.87,482.82,482.08,482.57,484.04,484.73,487.38,483.13,483.94,483.73,483.87,484.58,484.83,486.27,487.23,486.05,487.81,488.90,485.22,
375.00,484.54,494.63,492.68,492.46,490.98,492.44,493.34,492.42,492.80,494.63,492.01,495.40,496.64,495.69,495.18,495.63,496.74,498.20,500.29,495.87,497.69,496.64,496.60,497.37,498.28,499.66,499.90,499.13,501.04,503.15,498.35,
376.00,501.70,510.30,509.06,509.46,507.69,509.81,510.41,510.20,510.46,511.96,509.19,512.88,514.39,513.41,513.11,513.67,514.49,515.43,517.73,513.09,515.57,514.09,514.18,515.44,516.63,517.44,517.40,516.82,518.87,520.77,516.27,
377.00,517.86,524.60,524.13,524.93,522.93,525.86,526.52,526.51,526.76,528.23,525.20,529.62,531.13,529.63,529.66,530.38,531.54,531.73,534.64,530.14,532.35,530.39,530.50,532.35,533.01,534.06,533.93,533.38,536.08,537.83,532.71,
378.00,528.01,532.83,533.49,534.85,532.92,535.16,536.46,536.92,537.62,539.01,535.66,540.84,543.17,541.34,541.78,541.44,542.84,543.64,546.45,542.63,545.41,541.15,542.58,543.14,544.53,546.14,546.23,545.14,547.32,549.43,543.58,
379.00,521.50,526.18,528.06,528.65,527.56,530.06,531.41,532.35,532.02,533.94,531.24,535.53,538.43,536.53,537.45,537.45,539.06,539.30,541.63,538.26,541.78,537.33,537.81,539.53,541.28,542.53,542.06,540.84,541.59,544.43,539.51,
380.00,498.23,503.94,506.02,505.94,504.92,508.49,509.03,509.80,509.81,511.01,507.97,512.97,515.58,513.88,514.95,514.73,516.63,515.93,518.93,516.02,519.04,514.67,515.19,517.46,518.16,519.44,519.46,517.61,518.18,520.89,516.83,
381.00,472.95,481.98,482.77,482.21,480.91,484.67,484.53,484.99,485.41,486.29,483.04,487.81,490.07,488.94,490.04,489.31,490.94,490.47,493.15,490.85,493.89,489.41,489.73,492.08,491.57,494.29,493.97,492.08,492.72,495.34,489.98,
382.00,452.80,464.57,464.03,463.16,461.39,465.49,464.63,464.89,465.56,466.54,463.58,467.67,469.39,469.15,469.31,467.95,470.52,470.03,472.45,469.90,472.67,469.07,469.37,471.18,470.46,473.33,473.31,471.86,472.32,474.29,469.65,
383.00,438.02,449.95,448.47,448.22,445.73,450.31,449.34,449.40,449.62,450.97,447.79,451.34,453.01,453.12,452.45,452.51,454.29,453.67,455.68,453.02,455.40,453.59,453.55,455.16,455.01,457.46,456.10,455.64,455.57,457.89,453.87,
384.00,434.29,445.43,443.22,443.18,441.07,445.00,444.33,444.32,444.93,445.89,442.45,446.25,447.15,447.70,447.17,446.74,447.89,448.39,449.82,446.59,449.31,448.11,448.02,449.61,448.71,451.80,450.47,450.11,450.41,452.45,447.96,
385.00,443.33,453.18,451.25,451.35,449.18,452.81,452.88,452.88,452.82,454.32,450.45,454.05,454.96,455.42,455.07,454.36,456.19,456.77,458.57,454.62,456.80,456.56,456.55,457.34,456.88,459.84,458.24,458.27,459.54,461.01,455.85,
386.00,458.90,466.99,464.99,465.78,463.71,467.03,466.99,467.22,467.35,468.96,464.67,468.92,469.79,470.06,470.02,468.65,471.21,471.97,473.17,469.50,472.00,471.34,471.95,472.02,472.03,474.79,473.06,473.27,474.00,475.82,471.61,
387.00,478.16,484.17,482.76,483.75,481.81,484.67,485.44,485.19,485.21,487.53,483.32,486.86,488.57,488.33,488.97,487.61,490.05,490.86,491.93,488.15,490.44,489.77,490.91,490.72,491.24,493.18,492.05,491.73,492.62,494.78,490.95,
388.00,499.40,505.40,504.38,504.94,503.42,506.75,507.01,506.63,506.95,509.02,505.21,508.75,510.20,510.12,511.42,509.14,512.27,513.18,514.22,510.16,512.58,511.42,512.70,512.76,512.55,514.39,514.70,513.63,514.38,517.62,513.41,
389.00,515.67,520.17,520.68,520.91,519.75,523.79,523.87,523.84,523.56,526.05,522.53,526.10,528.63,527.83,529.11,527.24,530.49,530.66,532.00,528.36,531.12,529.24,530.24,530.91,530.68,532.25,533.01,531.48,532.56,535.62,531.07,
390.00,516.19,520.99,521.62,522.57,521.69,524.58,524.95,525.05,525.35,528.15,524.81,528.45,530.85,530.36,531.12,530.00,533.14,533.06,534.57,531.40,534.00,531.56,532.17,533.31,533.60,534.72,536.08,534.26,534.00,537.36,533.60,
391.00,506.35,513.27,513.91,514.30,513.55,516.36,517.00,516.95,516.80,519.66,516.52,519.65,522.69,521.69,521.78,521.76,524.34,524.01,526.29,522.75,525.46,523.39,522.76,524.64,524.99,525.82,527.17,525.52,525.38,528.30,524.68,
