Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
469.00,544.15,609.69,543.78,678.85,480.84,428.30,415.53,417.00,404.76,401.65,399.65,395.93,401.69,396.35,386.39,378.17,379.45,389.83,390.96,385.00,361.81,352.81,363.66,365.79,383.41,381.17,353.75,355.54,290.30,277.02,286.34,263.25,255.90,250.88,229.25,227.44,244.57,228.06,210.90,199.35,201.10,223.37,220.22,229.25,206.72,205.56,210.16,206.55,198.55,200.84,217.95,217.11,216.55,213.38,
470.00,544.42,610.45,544.04,680.03,480.68,428.85,415.50,416.84,404.87,401.48,399.40,396.56,401.56,396.72,386.45,379.18,380.48,391.15,391.55,385.43,361.73,352.65,363.09,366.43,382.27,381.88,354.54,356.12,289.78,277.15,286.58,263.08,255.89,250.53,228.60,228.02,244.69,228.30,211.20,199.51,201.33,223.54,220.19,229.73,206.67,205.58,210.57,206.70,198.82,200.68,217.85,217.18,216.65,213.02,
471.00,546.30,611.12,544.87,681.16,481.60,429.88,416.52,416.84,405.66,402.30,399.70,396.79,402.37,397.29,387.42,381.21,380.92,391.63,393.03,385.66,361.76,352.71,363.67,366.15,382.11,383.11,354.56,356.14,290.73,277.60,286.80,263.40,256.14,250.36,228.48,228.36,245.25,228.72,211.66,200.25,201.42,223.91,220.13,229.78,207.30,205.58,210.56,206.87,199.26,200.93,217.95,217.57,216.61,213.05,
472.00,547.86,613.66,546.44,682.33,482.44,430.32,417.68,418.12,405.66,403.13,400.39,397.86,404.20,397.47,388.37,381.58,381.58,393.00,393.90,385.85,362.67,352.53,364.27,366.63,383.52,384.67,355.77,356.38,290.04,278.13,286.95,263.91,256.56,250.82,228.89,228.88,246.04,228.90,211.86,200.78,201.73,224.04,220.65,230.78,207.24,206.06,211.20,207.60,199.45,200.91,219.04,217.80,217.22,213.26,
473.00,549.03,616.12,548.86,684.55,483.61,431.13,417.71,418.42,405.90,403.19,401.20,398.43,405.48,398.82,390.61,382.51,382.27,392.91,393.97,386.92,363.38,352.56,365.05,367.59,383.73,385.42,356.88,357.34,291.36,279.11,288.32,264.43,257.43,251.64,229.54,229.42,246.15,229.57,212.51,201.15,202.39,224.46,220.79,231.30,207.57,206.65,211.67,207.69,199.86,201.29,219.44,217.94,217.52,213.65,
474.00,549.80,617.23,549.56,685.41,483.16,431.37,417.47,417.68,406.45,403.13,401.85,400.05,406.21,399.12,390.73,382.89,382.60,393.76,393.81,386.91,363.88,352.28,364.62,367.96,384.63,385.57,356.54,357.48,290.90,278.73,288.56,265.00,257.11,252.25,229.17,229.72,246.40,229.35,212.58,201.57,202.33,225.09,220.84,231.17,207.47,206.68,211.91,207.57,199.41,201.35,219.65,218.27,218.06,213.83,
475.00,550.55,618.16,550.33,686.51,484.05,431.66,417.62,418.29,406.32,403.81,402.55,399.00,406.83,399.15,391.32,383.04,382.75,393.24,393.68,387.77,363.24,352.08,364.13,367.97,386.00,386.00,354.89,357.85,291.64,278.49,287.58,264.82,256.62,252.33,229.39,229.32,246.61,228.84,212.51,201.24,202.31,225.03,220.60,231.35,207.67,206.82,211.95,207.59,199.35,201.53,219.49,218.45,217.94,213.98,
476.00,550.76,619.19,551.39,687.58,485.00,432.46,418.66,418.60,406.56,404.37,402.63,399.31,407.91,399.90,391.30,382.21,382.75,393.29,394.41,388.53,363.74,352.66,363.93,368.26,387.31,386.83,355.76,358.97,291.87,278.15,288.01,264.92,256.67,253.16,229.74,229.26,246.80,228.84,212.32,201.05,202.57,225.18,220.97,231.42,207.41,206.78,212.29,208.02,198.84,201.72,220.16,218.59,217.89,214.65,
477.00,551.17,621.42,552.51,690.33,486.52,432.37,418.21,419.88,407.93,404.90,402.94,399.51,407.06,401.45,391.64,382.69,382.54,393.75,396.38,389.06,364.67,353.64,365.18,369.22,388.08,387.39,355.81,359.89,292.94,278.36,289.25,265.75,257.08,254.34,230.65,230.28,247.42,229.34,212.66,201.38,203.16,225.61,221.66,231.98,207.89,207.29,212.55,208.07,199.46,201.87,220.74,219.36,218.32,215.15,
478.00,551.36,622.99,553.22,692.65,487.40,432.87,418.76,420.05,410.20,405.38,404.07,400.81,407.09,402.64,391.83,383.99,383.43,394.83,397.66,390.26,364.63,354.67,365.78,371.02,389.24,387.98,356.23,360.49,293.42,278.61,289.28,265.92,257.81,255.52,231.45,231.44,248.40,230.16,213.36,202.11,203.47,226.46,222.83,233.09,208.38,208.09,213.08,209.01,199.83,202.54,221.48,220.19,219.47,215.65,
479.00,553.97,624.97,555.72,695.85,489.86,434.68,420.29,420.91,411.09,406.40,406.16,400.75,407.79,404.20,392.61,385.08,384.13,396.09,399.14,391.62,365.51,356.29,367.30,372.21,390.93,388.93,357.84,361.23,293.78,279.69,290.40,266.82,259.37,255.13,232.24,231.97,249.60,230.92,213.94,202.67,204.39,227.28,223.08,234.02,209.52,209.11,213.90,209.88,200.50,203.99,222.20,220.67,219.76,216.36,
480.00,556.13,627.46,557.35,697.47,490.73,435.57,422.66,421.21,412.34,407.75,406.48,402.79,409.09,405.21,392.69,386.08,384.85,397.57,400.18,392.10,366.91,356.87,369.05,372.30,392.26,390.26,359.16,362.39,294.56,280.82,291.39,267.35,259.92,255.82,232.75,232.44,250.10,231.92,214.42,203.60,205.02,227.76,224.33,234.29,210.08,209.73,214.40,210.81,200.75,204.60,222.88,221.46,220.58,217.10,
481.00,554.34,626.90,555.57,695.54,489.41,433.76,421.61,420.90,411.92,406.64,405.67,402.24,407.98,404.50,392.10,384.78,383.62,396.58,398.41,390.92,366.25,356.03,367.90,371.37,390.88,389.35,358.81,361.78,293.17,280.58,291.13,266.44,259.57,255.87,232.79,231.94,249.76,231.94,214.49,203.43,204.62,227.21,223.93,233.81,210.00,209.46,214.03,210.52,201.00,204.15,222.53,221.04,220.70,217.01,
482.00,550.18,621.14,550.52,689.90,484.29,430.56,418.38,415.79,408.17,402.25,402.34,399.31,405.51,400.81,389.13,381.37,380.72,393.84,393.95,387.37,362.80,353.14,364.53,368.22,387.37,385.64,355.44,359.06,290.90,278.01,288.49,264.72,257.49,253.41,230.46,230.06,247.46,230.02,212.84,202.02,202.91,225.80,222.31,231.93,208.55,207.60,212.56,208.49,199.01,202.60,220.37,219.01,219.16,215.25,
483.00,543.05,609.99,541.48,678.61,476.77,424.50,411.42,408.64,400.68,395.57,394.70,392.97,399.58,394.13,382.19,375.10,374.49,387.72,387.32,381.24,357.04,346.63,358.29,361.48,380.28,379.14,349.68,352.74,285.79,273.14,283.95,260.56,253.28,248.97,226.31,225.78,243.36,226.14,209.42,198.19,199.83,222.12,218.35,228.25,205.51,203.82,209.26,204.98,195.86,199.45,216.35,215.51,215.55,211.48,
484.00,530.70,594.93,528.33,661.67,465.91,415.09,402.54,399.38,391.29,387.40,384.92,383.97,391.87,386.03,373.41,365.93,366.30,378.32,377.64,373.00,349.57,337.99,349.47,352.62,371.15,371.03,341.39,345.12,279.55,266.11,277.27,253.50,248.08,243.96,221.17,220.48,237.11,220.98,204.55,193.52,195.21,216.84,213.27,222.88,200.96,198.64,204.28,200.66,191.44,194.87,211.83,210.69,210.42,207.12,
485.00,517.73,582.35,516.49,648.09,456.01,404.93,391.93,391.53,382.63,377.93,376.63,374.77,383.44,377.73,366.48,357.54,357.87,369.63,370.50,363.94,342.33,331.39,342.22,345.26,363.27,363.50,334.04,337.67,274.09,259.90,271.62,247.87,243.14,239.02,216.61,215.93,231.93,216.09,200.18,189.17,191.19,212.03,209.25,218.33,196.67,194.68,199.96,196.30,187.71,190.46,207.32,206.23,206.00,202.94,
486.00,510.98,574.38,510.80,640.84,449.34,399.03,386.13,385.97,376.90,372.42,371.99,369.76,377.65,372.03,361.64,353.46,354.21,364.91,365.54,358.61,337.83,327.61,337.35,341.24,357.76,358.13,328.89,333.34,270.02,256.97,268.28,244.35,239.55,236.40,213.76,213.10,228.66,212.99,197.69,186.62,188.52,209.47,206.60,215.53,194.04,192.32,197.38,193.61,185.73,187.69,204.53,203.76,202.95,199.85,
487.00,509.02,572.23,509.24,638.14,447.82,396.57,384.53,384.09,374.75,371.44,370.64,367.86,375.93,370.38,360.20,352.02,353.31,363.77,363.95,357.61,335.91,326.61,335.92,339.46,355.95,356.30,327.58,332.24,268.60,256.21,267.55,243.50,238.22,235.77,212.85,211.67,227.96,212.10,196.63,185.68,187.75,208.68,205.31,214.33,193.30,191.40,196.27,192.82,185.32,187.22,203.30,202.92,201.78,199.16,
488.00,511.93,576.13,512.45,641.58,450.16,397.93,386.95,386.50,376.63,374.83,373.14,369.12,377.56,371.86,362.07,353.57,355.78,366.11,366.14,359.28,337.88,328.92,338.18,340.56,358.09,358.78,329.42,333.14,269.97,258.09,269.56,245.57,238.72,236.54,214.31,212.96,229.44,213.70,197.66,187.17,188.79,209.78,206.76,215.38,194.51,192.62,197.28,194.21,186.24,188.40,204.60,204.31,202.95,200.76,
489.00,517.77,583.84,518.31,649.85,454.85,402.38,391.06,391.20,380.64,378.60,377.36,374.06,380.83,375.03,366.08,357.68,359.70,369.98,370.65,362.43,341.77,332.87,341.87,344.59,362.59,362.51,332.87,337.30,273.09,261.58,272.03,248.29,241.14,239.97,217.23,215.45,232.46,216.23,200.17,189.47,190.87,211.88,209.43,217.78,196.78,195.28,199.93,196.15,188.62,190.66,207.01,206.39,205.61,203.37,
490.00,523.41,589.46,523.12,656.51,458.26,406.36,394.77,394.38,383.66,381.67,379.90,378.48,383.61,377.88,368.63,360.12,362.25,372.83,372.70,365.27,344.69,335.12,344.54,347.52,364.99,364.15,336.67,339.87,274.75,263.51,274.44,251.13,243.41,241.88,219.21,217.16,234.27,218.68,201.73,191.51,192.43,214.11,210.52,219.65,198.42,196.77,201.48,197.54,190.25,192.43,209.06,208.12,207.62,204.96,
491.00,526.25,594.05,525.23,661.17,460.32,409.27,396.96,396.10,385.96,383.49,381.90,381.57,386.08,379.72,370.00,361.90,364.22,375.20,374.65,367.24,345.81,335.65,347.10,349.13,367.25,365.68,338.29,342.43,276.81,264.78,276.07,253.04,245.22,242.02,220.22,218.41,235.65,220.00,203.05,192.33,193.76,215.23,211.45,221.52,200.00,198.19,202.39,198.33,190.73,194.06,210.15,209.57,209.14,206.10,
492.00,529.07,595.31,526.75,663.60,462.83,411.27,398.24,397.93,388.19,385.01,383.29,381.89,387.76,381.09,370.85,363.79,365.53,375.53,376.02,368.04,347.87,335.92,348.44,350.13,368.36,367.93,340.23,341.48,277.23,265.03,276.04,253.35,246.31,241.77,220.91,219.25,235.60,220.70,203.68,193.02,194.16,216.07,212.23,222.11,200.71,198.52,203.04,199.39,191.32,194.65,211.30,210.17,210.09,207.46,
493.00,530.46,597.01,527.94,665.22,464.00,412.20,399.39,399.10,389.39,385.79,383.46,382.35,388.85,382.10,372.49,364.14,365.65,375.40,376.47,368.22,348.85,336.32,349.14,351.13,369.72,369.34,341.13,342.10,277.63,265.35,276.47,253.36,248.02,242.34,221.22,219.96,236.13,220.74,203.89,193.84,194.77,216.39,212.82,222.75,201.08,199.26,203.72,199.43,192.02,194.60,212.24,210.54,210.57,208.26,
494.00,531.82,599.22,529.55,667.59,465.34,412.73,399.46,399.75,390.27,386.33,384.79,383.55,389.75,383.41,373.85,365.17,366.70,376.18,377.79,369.25,349.26,336.72,349.84,352.04,369.99,370.50,342.41,342.99,277.76,266.24,277.03,254.63,248.58,242.60,221.47,220.67,236.25,221.18,204.62,194.70,195.28,217.09,213.66,223.88,201.55,199.98,204.51,199.73,192.62,195.13,212.90,211.37,211.37,208.52,
495.00,533.08,601.10,531.57,670.12,466.65,414.92,399.95,400.38,391.50,387.55,386.87,384.24,391.10,384.67,375.29,366.85,367.94,378.27,379.06,371.39,349.97,337.63,350.95,353.44,370.71,371.44,342.65,343.77,278.62,267.40,278.09,255.39,249.05,243.18,222.03,221.81,237.11,221.74,205.43,195.05,195.66,218.01,214.61,224.50,202.60,200.87,205.63,200.31,193.26,195.72,213.62,211.95,211.78,209.51,
496.00,532.43,599.62,531.28,668.82,466.50,414.19,399.70,399.59,391.19,387.49,386.49,382.52,390.66,384.80,374.84,366.32,367.11,377.80,379.45,371.61,349.42,337.44,350.47,352.40,369.93,371.05,342.17,342.71,277.95,266.95,277.54,255.70,248.30,242.64,221.49,221.45,236.78,221.50,205.42,195.33,195.20,217.96,214.27,224.01,202.31,200.08,205.27,200.39,193.05,195.49,213.22,211.39,211.32,209.57,
497.00,529.53,597.49,529.35,664.91,463.61,410.94,396.95,397.50,388.68,385.74,383.83,380.88,388.27,381.78,373.52,364.53,364.54,376.31,377.34,370.29,347.49,335.82,348.07,350.55,368.07,368.66,339.83,341.29,276.52,266.35,276.09,254.03,246.10,242.09,220.17,220.45,236.26,220.39,204.63,194.33,194.55,216.49,213.39,223.18,201.12,199.40,204.56,199.50,192.27,194.56,212.36,210.23,209.94,208.04,
498.00,523.49,593.53,524.52,659.83,459.18,407.45,392.74,394.18,384.97,381.26,381.19,378.64,384.11,378.59,370.16,361.17,361.39,372.59,373.88,367.74,344.50,332.77,344.84,348.32,364.49,363.92,336.05,338.65,274.75,263.32,273.29,251.71,243.04,239.89,218.39,218.32,233.63,218.85,203.21,192.63,192.74,215.10,211.75,221.09,199.63,197.68,202.75,197.73,190.73,193.09,210.18,208.22,208.34,205.77,
499.00,517.30,588.40,518.84,654.00,453.64,402.58,388.70,390.01,381.23,376.89,376.78,374.48,379.81,374.41,365.89,357.25,357.38,369.00,369.84,364.02,340.94,329.17,341.57,344.79,360.21,358.90,332.51,335.56,272.58,260.29,270.62,249.18,240.44,237.48,215.67,216.38,231.57,216.69,200.88,190.33,190.77,213.14,209.33,218.79,197.72,195.67,200.35,195.60,188.64,190.67,207.54,206.12,206.53,203.34,
500.00,512.24,582.57,514.24,646.71,449.29,397.76,385.58,385.68,376.85,373.03,372.63,369.73,375.68,370.72,361.96,354.04,353.94,364.15,365.98,360.16,337.38,325.62,337.54,340.68,356.51,355.97,329.11,332.35,270.35,258.13,267.45,245.98,238.13,235.15,213.28,214.20,229.33,214.18,198.63,188.34,189.05,210.94,206.71,216.11,195.28,193.32,197.64,193.99,186.46,188.92,205.12,204.03,204.48,201.14,
501.00,509.30,578.93,510.31,642.03,446.46,393.91,383.27,383.30,373.20,369.89,369.41,366.71,373.59,367.89,359.28,351.12,351.99,360.83,363.01,356.96,335.42,323.83,334.56,338.01,354.58,354.28,327.37,330.18,267.58,255.90,265.49,243.15,236.95,233.26,211.72,212.73,227.79,212.15,196.68,186.84,187.79,208.80,205.71,214.43,193.74,192.07,196.54,192.56,184.74,187.20,203.69,202.44,203.06,199.66,
502.00,507.02,577.51,508.36,641.41,444.62,392.61,381.17,381.31,371.75,368.05,367.71,365.88,372.54,366.89,357.28,349.62,350.37,358.90,362.18,354.51,334.39,323.01,333.38,336.69,354.34,353.70,325.82,328.69,266.89,254.67,263.78,241.78,236.48,232.62,211.10,211.73,227.03,211.16,195.73,186.02,186.66,207.98,205.33,213.39,192.82,191.35,196.00,191.52,183.89,186.19,202.76,201.94,202.22,198.43,
503.00,507.97,577.82,509.06,643.43,445.31,393.03,381.39,381.34,372.46,368.45,367.43,365.95,373.06,367.38,357.46,350.89,351.09,359.60,362.88,354.68,334.00,322.94,333.24,337.30,354.47,354.88,326.73,329.43,266.70,255.39,263.71,242.25,236.87,233.07,211.01,212.08,227.54,211.12,195.85,185.92,186.99,208.05,205.14,213.69,192.77,191.41,196.29,192.01,184.06,186.47,202.97,202.19,202.57,198.68,
504.00,511.36,578.57,511.36,646.52,447.69,395.92,383.89,382.10,372.90,370.37,368.99,366.94,375.42,369.43,358.77,353.18,353.21,361.80,364.34,356.20,335.03,324.90,335.00,338.57,356.08,356.68,327.97,330.47,267.30,256.20,264.90,243.83,238.15,234.18,211.75,212.38,228.57,212.19,196.92,186.73,187.83,209.02,205.95,214.61,193.71,192.02,196.80,193.19,184.78,187.73,203.92,203.08,202.54,199.50,
505.00,514.33,580.79,512.36,648.84,449.43,396.63,384.86,384.14,373.68,371.85,370.32,369.12,377.42,370.46,359.07,353.70,354.78,363.73,366.14,356.97,335.70,325.48,336.14,339.37,357.49,358.09,329.63,331.94,267.81,257.27,266.42,244.90,238.89,234.14,213.04,212.70,229.25,212.92,197.73,187.33,188.52,209.31,207.18,215.72,194.67,193.04,198.11,193.98,185.12,188.07,204.90,203.37,203.28,200.43,
506.00,514.93,582.04,513.72,651.18,450.69,397.78,385.09,384.94,374.98,372.16,371.64,370.19,377.88,371.22,359.62,353.95,354.74,363.86,366.43,357.26,336.57,325.61,337.09,340.93,357.65,358.17,330.21,332.51,268.21,257.80,266.52,244.99,239.42,234.90,214.05,212.97,229.40,213.79,198.57,187.86,189.17,210.02,207.67,216.35,194.85,193.42,198.60,194.15,185.75,188.65,205.55,204.13,203.69,200.69,
507.00,516.03,582.67,514.61,652.44,450.69,398.72,386.08,385.70,375.02,372.40,372.98,370.18,378.28,371.64,360.03,354.11,355.47,364.64,367.04,358.21,336.67,326.10,337.85,342.05,357.65,357.33,331.22,333.01,268.48,257.85,267.53,245.76,239.68,235.46,214.30,213.58,229.45,214.32,199.10,188.52,190.19,210.55,207.76,217.09,195.08,194.29,199.06,194.51,186.06,189.26,205.67,204.73,204.50,201.29,
508.00,516.80,582.57,515.12,651.87,451.37,398.58,386.88,386.34,374.49,372.60,373.38,370.46,378.76,371.38,360.71,354.11,355.57,364.71,367.41,358.44,336.95,325.69,337.47,341.15,357.35,357.53,331.26,333.33,268.19,257.60,268.62,245.15,239.98,235.46,214.57,213.54,229.56,214.53,199.64,188.53,190.05,210.87,207.62,217.42,195.20,193.97,198.79,194.98,185.96,189.48,205.44,205.14,204.50,201.54,
509.00,515.85,581.66,514.30,650.72,451.07,398.14,386.78,386.73,374.31,372.17,373.28,369.22,378.15,370.83,360.44,352.37,354.59,364.14,367.12,357.36,336.68,324.24,336.80,339.80,356.86,357.07,330.13,332.86,267.87,257.21,268.39,243.36,239.72,234.41,214.60,213.63,229.03,214.36,199.12,188.27,189.58,210.56,206.98,216.90,194.52,193.75,198.45,195.29,185.70,189.00,205.39,204.55,204.71,201.59,
510.00,514.09,581.26,512.72,651.18,449.52,397.23,385.88,386.18,374.38,371.17,371.77,368.12,377.12,369.28,360.40,352.03,352.45,363.20,366.54,356.92,337.07,324.22,336.34,339.10,357.18,356.28,330.35,332.34,266.85,256.43,267.79,242.32,240.03,234.06,214.41,213.57,228.60,214.33,198.68,188.11,189.56,210.35,206.96,216.63,193.85,193.33,197.62,194.70,185.81,188.96,205.37,204.75,204.68,200.98,
511.00,512.25,579.73,510.49,648.75,447.45,395.54,384.31,384.12,373.04,370.27,370.18,367.44,375.07,367.76,359.17,352.42,351.65,362.60,365.23,357.28,335.24,322.65,335.11,337.71,355.88,355.22,328.24,330.44,265.58,255.79,266.59,241.65,239.59,234.03,213.61,213.35,228.08,213.75,198.06,187.39,189.11,210.01,206.19,216.09,192.83,193.20,197.15,194.40,185.69,188.37,204.69,204.16,204.70,200.02,
512.00,509.56,576.87,508.02,644.89,445.61,393.60,382.62,381.54,371.42,368.68,367.84,365.65,372.87,366.00,357.00,350.56,349.79,361.17,362.75,355.56,332.88,320.76,333.13,335.43,353.30,354.12,327.26,328.08,263.70,254.66,265.04,240.72,238.65,231.60,212.00,211.94,227.10,212.59,196.72,186.11,187.68,208.99,204.95,215.19,192.17,192.00,195.85,193.64,184.86,187.50,203.74,202.77,203.49,199.37,
513.00,505.01,571.61,502.54,638.28,441.13,389.79,378.32,376.86,367.80,365.32,363.78,361.68,369.27,362.39,352.86,346.66,346.28,357.81,358.73,352.09,330.03,317.32,329.78,331.48,350.55,350.85,323.51,325.22,260.41,251.35,262.10,238.87,236.24,228.97,209.72,209.69,225.29,210.07,194.35,184.06,185.72,206.78,203.22,213.01,190.26,190.29,194.20,191.65,182.82,185.22,202.10,200.78,201.52,197.38,
514.00,496.79,563.47,495.33,627.26,433.93,382.20,371.33,370.45,361.65,358.85,357.61,356.47,362.84,355.70,347.47,341.72,340.63,351.40,352.64,347.15,324.94,312.83,324.58,326.13,345.29,346.01,319.09,320.02,257.17,247.64,257.69,235.16,232.21,226.36,206.25,205.78,221.52,206.45,191.70,181.53,183.08,203.50,200.42,209.59,187.79,187.12,191.36,188.02,179.97,182.33,199.20,197.86,197.99,194.42,
515.00,487.65,552.10,486.25,615.78,425.63,374.88,363.73,362.20,354.08,351.38,350.54,349.56,355.14,349.22,340.53,334.87,334.17,344.50,345.51,340.84,317.93,307.37,317.80,320.10,338.12,339.18,312.09,313.29,252.20,241.98,252.44,231.42,227.87,222.26,201.40,201.88,217.24,202.14,187.88,178.24,179.27,200.18,196.32,205.33,184.56,183.54,187.75,184.17,176.23,178.61,195.02,194.45,193.92,190.65,
516.00,480.64,543.42,479.39,606.67,418.96,369.61,357.75,356.35,348.53,346.81,345.72,343.38,350.56,344.17,335.43,328.71,329.64,339.31,340.11,334.96,312.48,302.93,312.93,314.50,332.46,333.55,307.30,308.56,249.68,237.99,248.44,228.60,223.77,219.09,197.85,198.48,214.24,199.57,185.12,175.82,176.85,197.22,193.17,202.38,182.07,180.60,184.89,181.45,173.10,176.45,191.84,191.60,190.67,188.32,
517.00,475.83,537.63,473.07,599.83,414.80,365.00,353.91,352.48,344.30,342.84,341.57,338.53,346.62,341.08,332.15,324.98,325.74,334.59,336.12,331.64,309.71,298.64,309.53,310.27,329.20,330.42,303.18,305.91,247.14,235.09,245.49,225.30,220.76,216.94,196.18,196.20,211.52,197.67,183.33,173.84,174.88,194.96,190.98,199.74,179.70,178.26,183.28,179.87,170.96,174.50,189.96,189.56,188.45,186.75,
518.00,473.98,536.81,469.84,598.35,412.97,363.43,352.00,351.73,342.90,340.91,340.71,337.14,345.05,340.57,330.95,323.60,324.23,332.44,334.89,330.15,308.27,297.58,308.24,309.38,327.77,328.40,302.28,304.86,246.76,235.42,244.51,224.28,219.72,216.11,195.76,195.46,210.33,197.25,182.55,173.75,174.17,194.32,190.30,199.00,178.84,177.83,182.67,178.86,170.56,174.05,189.66,188.73,188.08,186.14,
519.00,475.52,540.06,471.60,601.65,414.45,365.49,353.79,352.79,344.84,342.80,342.12,338.87,347.04,342.57,332.13,325.14,325.35,334.06,336.86,331.23,309.38,298.87,309.60,311.75,328.59,328.92,303.67,306.56,248.00,236.69,246.11,225.41,220.14,217.18,197.04,196.48,211.02,198.38,183.72,174.44,175.13,195.43,191.49,200.32,179.46,179.03,183.82,179.50,171.60,175.40,190.97,189.80,189.56,186.78,
520.00,481.26,546.13,477.61,608.42,418.73,370.25,357.51,357.17,349.58,347.43,346.62,342.58,351.67,347.25,336.08,329.21,329.74,338.36,340.84,335.56,312.89,301.82,313.22,315.92,331.78,332.25,306.36,309.97,250.24,239.30,248.88,228.37,221.84,220.07,199.22,198.91,213.79,200.73,186.05,176.24,177.30,197.57,193.62,203.19,181.70,181.01,186.18,181.99,174.29,178.29,193.12,192.01,191.94,189.40,
521.00,487.14,552.47,482.41,615.51,423.45,374.40,362.71,362.04,354.26,351.69,350.54,346.78,355.60,351.49,340.01,333.72,334.01,342.33,345.39,338.75,317.50,304.78,316.35,319.07,335.33,336.28,310.69,313.87,252.03,242.44,253.06,231.14,224.28,222.51,201.47,201.06,216.39,202.30,187.91,178.10,179.20,199.73,196.13,205.57,183.80,183.31,188.65,184.29,176.39,179.78,195.70,193.92,193.82,191.72,
522.00,492.61,558.98,488.37,622.99,427.07,378.25,365.92,366.34,357.80,354.80,353.96,351.75,359.54,354.80,343.24,337.34,337.20,346.07,349.20,341.82,320.11,308.47,319.62,323.40,339.10,339.73,313.74,317.85,254.35,244.35,256.80,234.49,227.07,225.00,203.55,203.28,218.83,204.11,190.20,180.30,181.20,202.02,198.14,208.05,186.42,185.62,190.93,185.89,178.96,181.67,197.76,196.23,195.93,193.66,
523.00,494.32,560.78,491.07,625.50,428.27,378.77,366.89,367.05,359.30,355.63,355.35,353.42,359.80,355.56,344.47,338.03,338.51,347.63,350.07,342.57,321.24,309.92,321.15,324.24,340.01,341.45,315.17,317.97,255.75,245.47,257.25,234.93,228.29,225.91,204.22,204.26,219.45,204.94,191.02,180.64,181.99,203.08,199.01,208.81,187.69,186.20,191.68,186.46,179.31,182.15,198.14,196.82,196.60,194.42,
524.00,493.28,558.90,490.98,625.01,427.00,377.80,365.50,366.45,358.03,354.57,354.82,352.59,359.05,354.69,343.72,337.42,338.29,346.92,348.81,341.55,320.45,309.41,320.16,323.49,340.00,340.53,314.33,318.15,254.95,244.42,256.55,235.10,228.66,225.43,203.68,204.10,219.38,204.80,190.40,180.03,181.82,202.49,198.60,208.57,187.82,185.83,191.47,186.71,179.15,181.50,197.26,196.19,196.06,194.01,
525.00,492.68,558.20,490.05,624.20,427.38,377.36,365.33,365.12,357.53,354.04,353.95,351.65,358.65,353.11,343.79,337.00,338.05,346.50,348.76,340.35,320.34,309.24,318.76,321.98,339.75,340.69,313.57,316.78,254.95,244.06,255.93,234.42,228.70,224.55,203.38,203.23,218.96,204.19,189.78,179.61,181.68,202.03,197.90,208.07,187.09,185.27,191.20,186.74,178.46,180.59,196.80,195.65,195.56,193.51,
526.00,493.02,558.65,490.29,624.27,427.49,376.97,364.62,365.10,357.53,352.53,354.45,351.40,357.71,352.41,343.88,336.43,337.62,346.07,348.21,340.46,319.96,309.98,318.51,321.97,340.88,340.69,313.47,316.51,254.87,243.78,255.46,234.37,229.66,223.52,203.54,203.38,218.74,204.02,189.88,180.05,181.62,202.08,198.15,208.11,187.32,185.05,191.38,186.28,178.53,180.55,196.68,195.67,195.70,193.11,
527.00,493.03,558.96,490.70,625.41,426.81,376.51,364.25,364.73,357.40,352.51,354.47,351.70,357.72,351.74,344.09,336.63,337.88,346.01,348.46,340.28,320.36,310.26,318.92,322.28,341.32,340.84,313.47,315.91,255.11,244.29,255.59,233.59,229.38,224.01,204.05,203.75,218.66,204.27,189.98,180.08,182.04,202.47,198.70,208.26,187.40,185.19,190.92,186.43,178.42,180.76,196.73,195.87,195.99,192.54,
