Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
928.00,169.67,197.66,166.75,216.90,140.99,122.96,119.53,119.01,116.09,117.47,118.49,117.46,119.70,118.15,115.57,112.14,112.48,116.78,120.04,116.26,106.47,102.35,106.30,108.19,115.75,116.43,107.67,108.36,83.29,81.74,86.38,78.14,76.25,76.25,68.01,67.58,74.53,68.18,64.57,61.56,62.17,69.72,68.69,72.64,64.05,63.11,65.43,63.37,59.93,61.56,65.77,65.60,66.54,65.34,
929.00,157.41,182.93,154.69,201.46,131.21,114.52,110.11,109.72,107.38,109.56,109.86,108.77,111.60,109.79,106.52,103.46,105.26,107.84,110.68,108.69,98.55,95.30,98.50,100.62,107.09,108.00,99.88,100.77,76.94,75.15,79.99,72.85,70.40,69.84,62.78,62.31,68.46,63.20,59.16,56.43,57.03,63.81,63.20,66.96,58.69,57.81,59.80,58.03,54.85,55.82,59.79,59.94,60.72,60.19,
930.00,143.99,167.53,140.99,183.18,120.03,105.17,100.76,99.28,98.24,99.62,100.90,98.38,102.17,99.93,96.38,93.90,95.97,98.87,101.04,99.59,89.94,87.66,89.70,91.28,97.55,99.28,90.93,92.17,68.94,68.15,73.01,65.95,63.94,63.70,56.38,56.33,62.24,57.53,53.05,50.57,51.55,57.46,56.72,60.45,52.85,52.00,53.47,51.93,49.17,50.04,53.85,54.00,54.38,53.69,
931.00,130.34,151.36,126.71,165.67,107.45,94.88,92.32,89.49,89.09,90.64,90.01,88.28,92.13,89.41,87.20,84.92,86.48,89.12,91.33,90.33,81.10,79.03,81.60,82.66,88.59,90.93,82.15,83.19,62.69,61.46,65.20,58.99,57.59,57.33,50.34,50.49,56.17,51.14,47.52,44.75,45.89,51.28,50.99,53.63,47.00,46.47,47.49,46.13,44.22,44.76,47.81,48.23,48.56,47.65,
932.00,117.32,136.24,114.07,150.15,96.12,85.62,83.63,82.14,80.85,81.44,81.23,79.71,83.04,80.37,78.39,76.66,78.32,80.83,81.83,81.79,72.84,71.07,74.26,74.30,80.40,81.79,73.18,74.82,56.08,55.45,58.55,52.15,51.78,51.08,45.13,45.69,50.13,46.17,42.65,40.29,40.62,45.58,45.49,47.82,41.99,41.25,42.52,40.86,39.23,39.79,42.46,43.07,43.12,42.37,
933.00,106.54,123.39,103.75,136.82,87.60,77.48,75.74,74.61,73.65,74.17,74.77,72.51,76.01,72.77,70.68,69.20,71.38,73.48,74.26,74.17,66.92,64.65,68.06,67.62,73.99,74.86,65.96,67.36,51.48,50.34,52.62,47.30,46.51,45.46,40.75,41.01,44.98,41.54,38.44,36.43,36.30,40.75,40.88,43.11,37.39,36.96,38.57,36.48,34.86,34.78,38.09,38.35,38.70,37.66,
934.00,98.33,113.62,95.06,126.00,80.35,71.27,70.34,69.47,68.03,68.00,69.16,66.72,69.77,67.09,64.84,64.60,65.53,67.92,68.41,67.51,62.57,59.42,63.48,62.19,69.05,69.93,60.40,61.81,47.45,45.86,48.39,43.26,42.45,41.56,36.83,37.32,41.19,37.84,34.86,32.89,32.72,37.08,37.06,39.32,33.64,33.51,35.37,33.05,31.24,31.33,34.88,35.11,35.21,33.81,
935.00,93.36,108.33,90.19,119.03,75.68,67.51,67.15,66.70,64.84,65.23,65.26,63.95,65.46,63.85,62.17,61.83,61.26,64.29,64.53,64.08,59.13,55.33,60.03,59.32,66.46,66.68,56.69,58.29,45.68,43.03,45.49,39.90,40.43,38.94,34.64,35.27,38.86,35.20,33.24,30.83,30.56,35.14,35.19,36.51,31.47,31.77,33.13,31.27,29.40,29.22,32.83,32.95,33.33,31.88,
936.00,91.08,106.06,89.09,117.59,75.45,66.21,65.85,66.71,63.29,64.52,64.77,63.60,63.40,63.07,60.41,60.37,59.68,63.40,64.12,62.74,57.41,55.14,58.81,58.52,65.35,65.06,55.94,57.81,44.92,42.66,44.71,38.47,39.19,38.54,34.31,34.78,38.21,34.21,32.56,30.42,30.00,33.87,34.79,36.07,31.00,30.80,32.55,30.83,28.57,28.29,31.90,32.40,32.53,31.66,
937.00,92.26,107.30,90.51,119.45,77.48,67.23,65.67,66.97,63.72,65.05,66.11,64.64,64.39,64.08,61.15,60.66,60.55,64.10,65.02,64.95,58.36,56.70,59.46,60.00,66.22,65.35,56.93,58.40,45.58,42.69,45.27,39.84,39.04,39.10,34.73,35.20,38.33,34.65,32.62,30.71,30.58,33.97,35.03,36.97,31.71,31.20,32.81,31.33,28.99,28.53,32.45,32.62,32.69,32.04,
938.00,96.43,111.14,93.46,121.77,80.06,70.00,67.77,68.52,65.35,66.47,67.78,65.54,66.46,66.11,63.67,61.81,61.26,65.54,66.84,66.65,59.58,58.10,61.06,61.63,67.96,67.03,59.58,60.69,47.11,43.76,46.91,42.25,40.77,40.77,35.56,36.12,39.57,36.12,32.96,31.56,31.65,35.74,36.03,38.17,32.95,31.93,33.70,32.39,29.79,29.51,33.23,33.98,33.61,33.41,
939.00,99.34,115.41,96.24,125.92,82.44,72.55,70.04,70.59,68.02,69.04,69.91,67.43,68.23,68.31,66.34,62.89,63.57,68.56,69.45,69.37,61.46,60.75,63.27,64.29,69.88,69.50,62.37,63.53,47.98,46.50,48.12,43.31,42.26,43.69,37.13,37.76,41.45,37.28,34.04,32.81,33.09,37.32,37.71,39.61,34.59,33.66,34.68,33.60,31.11,30.76,34.20,35.08,34.95,34.63,
940.00,101.15,117.92,98.50,130.06,84.49,73.46,71.01,72.54,69.63,70.86,70.90,69.66,70.16,69.59,67.64,64.35,66.49,70.43,71.43,71.16,62.35,62.20,64.99,66.45,70.47,70.10,64.34,64.34,48.49,48.95,49.22,45.07,43.27,44.51,38.43,39.03,42.33,38.24,34.84,33.76,34.14,38.00,38.64,41.15,35.87,34.87,35.33,34.66,32.00,31.68,34.77,35.75,35.68,35.96,
941.00,101.69,119.62,98.44,130.85,84.89,74.19,70.42,72.30,70.51,71.09,71.91,69.99,71.78,70.88,68.75,64.16,67.84,70.36,71.35,71.89,63.20,63.48,65.52,66.90,70.17,70.55,64.49,64.27,48.13,49.21,49.62,46.07,44.00,43.46,38.78,38.96,42.17,39.10,34.91,33.94,34.47,38.65,38.83,41.35,36.24,35.25,35.37,34.78,32.00,32.12,35.25,35.66,35.86,35.76,
942.00,101.07,118.65,97.36,128.93,83.81,74.00,71.07,71.73,70.60,70.79,70.72,69.38,70.71,70.61,67.86,64.15,67.12,69.86,71.34,70.32,62.98,62.36,65.21,66.42,69.89,71.50,64.00,63.49,48.41,48.88,49.23,45.51,44.15,43.41,38.48,37.88,42.08,38.74,34.81,33.41,33.99,39.01,38.72,40.61,35.57,34.97,35.01,34.13,31.45,31.96,34.73,35.16,35.90,35.26,
943.00,98.64,117.72,96.57,128.14,82.70,73.17,70.81,71.20,70.22,70.51,69.23,69.33,69.53,68.84,67.27,64.22,66.78,69.43,70.51,69.73,62.06,61.27,64.81,66.18,69.63,70.42,63.13,63.53,47.79,48.48,48.97,44.35,43.37,42.88,38.11,37.52,41.45,37.86,35.26,32.94,33.73,38.11,38.70,40.12,35.01,34.67,34.67,33.68,31.52,32.21,34.32,34.32,35.65,34.96,
944.00,97.89,115.56,96.15,127.82,81.72,71.84,70.37,71.16,69.78,69.42,69.15,69.46,69.62,68.20,66.73,64.32,67.09,68.36,69.74,69.62,61.40,60.57,64.21,65.67,68.83,70.10,61.83,62.86,48.27,47.76,48.90,42.97,42.86,42.58,37.85,37.12,40.74,37.38,35.38,32.87,33.27,37.54,38.27,39.83,34.38,33.70,34.49,33.72,31.63,31.75,34.02,33.76,35.05,34.57,
945.00,98.22,115.86,96.13,128.05,82.59,72.38,70.97,70.99,70.18,68.18,70.30,69.15,69.45,68.93,66.77,64.49,66.99,68.64,69.74,69.39,62.45,61.18,64.79,65.38,69.25,70.20,60.92,63.10,48.77,47.52,48.99,43.10,42.66,42.03,37.63,37.16,40.62,37.58,35.37,33.37,33.22,37.66,37.56,39.49,34.15,33.48,34.78,33.38,31.32,31.44,34.20,33.90,34.79,33.82,
946.00,99.23,116.29,96.62,128.22,81.78,72.98,72.66,71.27,70.56,68.19,69.92,68.85,69.73,68.78,66.72,65.68,66.79,69.92,70.12,69.13,63.33,60.01,64.72,65.60,69.77,71.20,61.51,63.58,49.26,47.32,49.34,43.39,42.68,42.96,37.28,37.24,41.35,37.20,35.42,33.20,33.36,37.66,37.64,39.56,33.55,33.65,34.74,33.28,31.49,31.35,34.29,34.11,34.84,33.71,
947.00,99.98,117.25,97.26,129.82,82.11,73.60,73.35,72.19,71.45,69.08,70.60,69.53,70.10,69.02,67.78,66.85,67.16,70.75,70.60,69.23,63.51,60.74,65.04,65.97,69.87,71.65,61.65,64.50,49.32,47.63,50.06,43.45,42.77,43.16,37.54,38.06,42.41,37.02,35.78,33.49,33.47,37.82,37.47,39.99,34.19,33.93,34.77,33.96,32.26,31.90,34.74,34.74,34.92,34.21,
948.00,101.80,117.76,98.46,131.14,83.90,74.03,73.62,72.84,71.68,70.11,71.09,70.88,71.49,70.50,67.74,66.94,68.31,71.86,71.86,69.90,64.19,61.46,65.57,66.15,70.30,71.88,63.21,65.17,50.00,47.27,50.21,43.54,43.12,43.71,38.30,38.69,42.92,37.81,35.93,34.36,33.48,38.39,37.31,40.47,34.46,34.26,35.05,34.66,32.19,31.61,35.05,35.25,34.95,34.46,
949.00,103.04,119.79,99.99,132.23,86.10,75.50,73.09,71.98,71.91,70.60,71.97,71.01,72.31,71.31,68.20,67.29,67.63,72.25,72.31,69.90,65.40,63.18,66.12,66.05,71.32,72.36,64.22,65.34,49.56,48.33,50.03,45.40,42.93,43.70,38.40,38.80,43.18,38.69,35.77,34.49,33.84,38.72,37.49,41.14,34.91,34.95,35.47,34.62,31.79,32.05,35.43,35.72,35.14,34.85,
950.00,104.37,120.56,101.54,132.21,86.34,76.20,73.61,72.40,72.47,72.18,71.43,71.67,72.88,71.48,69.03,67.75,67.48,72.15,72.44,70.73,65.50,62.96,66.37,66.51,71.84,73.10,64.65,65.33,49.62,48.00,50.59,46.35,42.96,44.63,38.52,39.03,43.94,39.27,36.21,34.08,34.17,39.04,38.06,41.11,35.44,35.35,35.81,34.78,32.19,32.27,35.77,35.91,35.57,35.54,
951.00,104.89,122.30,103.16,133.57,87.65,76.69,73.82,74.13,73.10,73.10,71.51,72.43,72.71,71.70,69.45,68.40,68.04,72.66,73.22,71.67,65.73,63.91,67.45,66.94,72.31,72.35,65.70,66.52,50.43,47.99,50.83,46.62,43.89,44.74,39.41,39.76,44.11,40.05,36.71,34.88,34.71,39.41,38.47,41.70,36.22,35.86,36.43,35.19,32.77,32.79,36.23,36.24,36.14,36.60,
952.00,105.27,123.25,104.56,134.76,89.19,76.82,73.20,74.49,73.59,73.88,72.24,73.17,74.21,72.95,69.82,67.98,69.31,73.17,73.78,73.25,66.30,65.68,67.74,67.50,72.63,72.34,66.55,67.65,50.84,48.48,51.38,47.05,44.86,45.96,40.24,40.20,44.21,40.84,37.12,35.22,35.39,39.47,39.39,42.42,36.62,36.08,37.27,35.82,32.70,32.80,36.65,36.82,36.82,36.44,
953.00,106.40,125.08,105.73,135.89,89.71,77.66,74.00,75.19,74.40,74.19,73.47,72.83,75.15,74.04,70.89,68.86,69.81,72.94,75.03,73.85,68.14,66.46,67.71,68.28,73.09,73.30,66.42,67.61,51.06,49.26,52.02,47.74,45.49,46.16,40.32,40.58,44.60,41.61,37.45,35.33,35.98,40.47,39.86,42.84,37.30,36.42,37.82,36.17,33.29,33.47,37.25,37.55,37.30,36.68,
954.00,108.70,127.61,107.44,137.67,90.27,78.65,76.21,77.12,75.35,76.21,74.57,73.92,76.93,74.74,73.07,70.00,71.07,74.30,76.26,74.89,69.44,66.97,68.39,69.33,74.60,75.14,67.61,69.00,52.27,49.37,53.31,48.58,47.75,47.54,40.79,41.43,45.47,42.15,38.29,35.57,36.79,41.68,40.95,43.21,37.96,37.16,38.67,37.08,34.41,34.58,37.94,38.41,38.31,37.16,
955.00,109.91,129.20,108.85,140.25,91.80,79.96,77.21,78.93,76.50,77.47,76.24,74.68,77.84,75.74,74.34,71.50,72.71,75.91,78.33,75.52,70.53,68.76,69.31,70.13,75.97,75.87,68.78,69.78,54.05,50.96,54.26,48.49,48.05,48.74,41.59,42.54,46.23,42.57,38.79,36.51,37.62,41.85,42.00,44.24,38.89,37.69,39.40,38.16,35.26,35.77,38.48,39.40,39.25,38.20,
956.00,111.45,130.93,109.66,143.30,92.69,80.91,78.41,79.82,77.69,78.54,78.25,76.74,80.21,77.79,76.11,72.27,74.87,77.29,79.80,77.32,71.52,69.95,70.66,70.79,77.30,77.42,70.29,70.94,54.84,51.87,55.39,49.41,48.93,49.17,42.25,43.36,46.64,43.22,39.50,37.38,38.28,42.53,42.76,45.04,39.55,38.55,40.15,38.58,36.23,36.37,39.31,40.11,40.19,38.89,
957.00,114.66,133.49,111.53,146.70,94.48,83.69,80.95,81.40,79.07,79.88,79.37,77.69,82.12,79.71,78.15,74.45,75.88,78.76,81.12,78.25,72.66,70.23,72.68,72.54,79.46,80.52,71.47,71.98,56.04,53.48,56.29,51.36,50.51,49.09,42.67,43.97,47.66,44.30,39.91,38.35,39.18,43.91,43.41,45.69,40.28,39.90,41.05,38.98,37.06,37.43,40.15,40.96,41.35,40.15,
958.00,116.78,135.67,114.04,149.15,95.93,86.21,82.85,82.71,80.44,82.09,80.47,79.39,83.15,81.33,80.71,75.71,76.46,80.71,82.51,79.19,73.26,71.11,74.40,73.63,81.68,82.05,72.49,73.33,57.53,55.43,57.81,51.84,51.87,50.85,43.62,44.97,49.06,44.84,40.79,39.14,40.03,44.83,44.81,46.80,41.16,41.35,41.98,39.76,38.21,38.29,41.17,41.78,42.81,41.45,
959.00,119.06,137.94,116.17,153.57,97.65,87.88,83.82,84.77,82.24,83.56,82.46,81.98,84.18,83.74,81.88,77.63,78.80,83.22,84.91,81.47,74.41,72.21,76.50,75.51,83.01,83.27,74.38,75.94,58.67,56.36,59.88,52.66,52.92,51.53,44.74,46.34,50.00,45.77,42.11,40.59,40.90,45.70,45.88,48.49,42.44,42.43,43.24,41.12,39.27,39.22,42.42,42.71,43.77,42.97,
960.00,121.58,141.27,118.67,157.55,100.97,89.42,84.79,85.94,84.45,85.67,85.18,84.25,86.67,86.50,84.11,79.43,81.36,85.41,86.61,83.72,76.14,74.21,77.57,77.25,84.81,85.31,76.01,78.19,59.63,58.38,61.16,54.20,54.52,52.41,46.16,47.44,51.05,47.34,43.41,41.94,41.96,47.11,47.21,49.98,43.41,43.74,44.56,42.35,39.88,40.43,44.09,43.74,44.90,44.02,
961.00,125.91,145.30,121.74,161.21,104.34,92.02,87.69,87.86,86.77,87.86,87.30,86.42,88.59,88.93,86.22,82.43,82.60,88.40,89.12,85.51,78.98,76.07,79.89,80.24,87.32,87.85,78.25,80.61,62.12,59.97,63.21,56.00,56.16,53.98,47.64,48.55,53.07,48.92,44.93,42.93,43.57,49.00,48.73,51.45,44.65,45.11,46.01,43.84,41.03,41.67,45.74,45.38,46.19,45.38,
962.00,129.08,150.00,124.97,164.95,106.58,94.11,90.49,90.31,89.41,90.31,89.17,89.35,90.67,89.71,87.90,85.13,84.83,90.49,91.71,88.32,80.61,78.07,82.18,81.99,89.47,88.99,80.19,82.60,62.63,61.67,64.87,57.87,56.91,56.06,48.86,50.13,54.50,50.34,46.72,43.92,45.09,49.92,50.52,52.87,46.09,46.42,47.27,45.34,42.48,43.74,47.33,46.75,47.54,47.23,
963.00,132.29,152.82,127.96,169.79,109.90,95.90,92.83,92.69,91.48,92.61,91.57,91.61,93.09,91.82,89.65,87.54,88.33,91.97,93.24,91.34,81.77,80.52,83.78,84.01,91.46,90.92,82.23,84.90,64.38,62.99,66.41,60.17,58.56,57.74,50.82,51.53,56.13,52.10,48.47,45.73,46.73,51.25,52.05,54.44,47.51,47.42,48.72,47.31,43.98,45.00,49.02,48.26,48.75,49.02,
964.00,136.18,157.03,132.57,174.78,114.43,98.86,96.29,94.90,93.99,94.91,95.37,93.49,96.01,94.85,92.14,90.01,90.91,94.22,95.63,94.00,84.37,83.82,86.24,86.57,93.99,93.93,84.37,87.30,66.29,65.20,67.38,62.49,60.49,59.59,52.79,52.89,57.76,54.25,50.15,47.62,48.26,53.22,53.68,56.06,49.15,49.00,50.25,48.79,45.45,46.53,51.06,49.97,50.70,50.61,
965.00,141.63,163.63,138.50,181.45,118.19,103.18,101.00,98.46,97.46,98.65,98.19,96.64,100.09,97.19,95.11,93.73,94.05,97.68,99.63,97.19,88.16,86.13,89.43,89.70,97.15,97.87,87.44,90.60,70.22,67.35,70.15,65.85,63.08,62.23,54.54,54.87,60.43,56.51,52.36,49.50,50.37,55.51,55.88,58.10,51.18,51.34,52.50,50.68,48.23,48.67,53.47,52.54,52.84,52.77,
966.00,146.92,171.16,144.67,188.88,121.98,107.55,105.01,102.81,101.20,103.33,102.13,100.40,103.12,100.97,99.91,97.13,98.43,101.07,103.40,101.02,90.87,89.26,92.47,92.89,100.29,101.87,90.66,93.40,72.97,70.04,73.02,68.59,65.77,65.59,57.13,57.57,63.22,58.70,55.55,51.91,52.80,58.19,58.62,60.86,53.99,53.83,54.71,53.36,51.05,51.25,56.25,55.25,55.72,55.81,
967.00,152.94,179.07,151.99,197.60,127.15,112.05,109.21,107.58,105.75,107.95,107.00,105.89,107.79,106.07,104.65,100.93,103.28,105.84,108.22,105.75,95.26,93.29,96.73,96.43,103.85,106.07,94.94,97.25,77.25,72.92,76.51,71.00,69.11,68.33,60.78,60.91,66.15,61.74,58.59,54.94,55.17,61.40,61.40,64.18,56.81,56.18,57.73,56.41,54.01,53.43,59.10,58.35,58.91,58.67,
968.00,159.51,187.95,158.53,205.13,132.22,116.26,113.85,111.36,110.45,111.39,111.97,110.42,112.94,111.46,108.97,104.61,107.06,110.74,112.66,109.95,100.27,97.31,101.11,100.85,107.46,110.81,99.01,100.96,80.89,77.07,79.70,73.71,72.19,71.07,63.53,63.78,68.53,65.01,61.06,57.50,57.86,64.29,64.09,67.36,59.54,58.94,60.44,58.65,56.24,56.27,61.89,61.56,61.76,61.44,
969.00,165.49,194.57,163.51,210.78,135.69,120.47,117.14,115.34,114.26,115.43,114.80,113.90,116.50,114.99,112.55,107.96,109.40,114.08,115.98,113.08,104.09,99.32,104.00,103.81,111.19,114.62,101.83,104.10,83.38,80.13,83.02,76.17,74.45,73.03,65.41,66.18,71.09,66.94,63.53,59.15,59.97,67.53,66.72,69.42,61.73,61.23,62.85,60.82,58.57,58.75,64.20,64.25,64.07,63.75,
970.00,168.87,197.95,166.54,213.92,137.89,123.01,119.17,118.54,117.37,117.02,117.29,116.74,118.37,117.62,114.36,109.82,111.88,117.08,117.32,114.59,105.45,100.93,106.04,106.32,113.21,116.06,103.60,105.81,83.97,81.53,85.39,77.21,75.95,74.16,67.08,67.84,72.51,68.31,64.91,60.35,61.43,69.04,68.04,71.07,63.20,62.38,63.76,62.17,59.57,60.22,65.55,65.76,65.82,65.61,
971.00,170.31,198.74,167.36,215.90,139.44,123.50,119.23,119.36,118.69,118.05,118.76,118.79,120.23,119.12,114.39,110.17,112.49,118.56,118.12,115.73,106.26,101.99,106.93,107.45,114.70,116.81,104.75,106.85,84.60,82.81,86.30,76.63,76.71,74.81,68.31,68.91,73.21,69.30,65.30,61.14,62.03,69.55,68.76,71.78,63.70,63.00,64.55,62.92,59.95,60.84,66.20,66.59,66.37,65.79,
972.00,170.22,199.05,166.24,216.29,140.47,123.73,119.38,119.17,118.82,117.31,119.18,118.35,120.10,119.71,114.24,110.91,112.12,118.15,117.79,114.86,106.32,102.20,106.67,107.70,114.85,117.44,104.75,107.51,84.02,82.21,86.46,76.51,76.33,74.19,67.81,68.53,73.61,69.22,64.92,60.86,62.34,69.79,68.54,71.48,63.93,62.97,64.38,62.62,59.72,60.74,66.32,66.10,66.45,65.74,
973.00,170.21,197.70,165.33,215.30,140.26,124.35,119.81,118.57,118.43,117.25,118.20,117.71,119.43,118.33,113.48,111.05,111.18,117.85,116.93,114.87,105.49,101.12,106.13,107.08,115.03,116.33,104.54,107.08,83.44,81.82,86.34,77.05,76.55,74.05,67.29,68.13,73.74,68.54,64.49,60.44,62.33,69.68,68.31,70.56,63.48,62.94,63.89,62.39,59.58,60.56,66.02,65.37,66.55,65.58,
974.00,168.70,196.43,164.29,214.09,139.66,124.02,119.62,118.40,117.74,116.51,117.43,117.50,118.84,118.19,113.03,110.67,110.87,116.97,116.21,114.75,104.67,101.87,105.78,107.15,115.05,114.70,104.40,106.48,84.26,81.28,85.84,76.71,76.54,74.49,67.57,68.05,73.69,68.50,64.11,60.47,61.91,68.78,68.19,70.93,63.39,62.43,63.45,62.64,59.27,60.13,65.74,64.83,66.20,65.55,
975.00,168.27,195.75,164.01,215.02,140.15,123.75,118.76,117.91,116.74,116.26,117.95,118.35,118.76,118.68,113.55,110.28,111.16,115.93,117.03,116.19,105.36,102.32,106.10,106.87,115.34,114.65,104.59,105.55,83.56,81.58,85.80,76.96,77.07,75.53,67.71,68.19,73.58,68.83,63.98,60.90,61.80,69.01,68.08,71.20,63.56,62.26,63.73,63.01,59.42,59.78,65.82,64.96,66.30,65.36,
976.00,168.83,196.98,164.47,215.83,140.61,124.89,119.84,118.53,116.71,116.24,118.26,117.71,120.48,118.94,114.26,111.66,111.50,115.92,117.76,116.37,106.45,103.32,106.03,107.95,115.69,114.97,104.90,106.08,83.86,81.58,86.34,77.26,77.50,75.69,68.06,67.86,73.78,69.14,63.88,60.98,62.26,69.32,68.31,71.42,63.40,62.60,64.33,62.82,59.84,59.97,66.31,65.57,66.55,65.73,
977.00,170.92,198.24,166.14,216.48,141.04,125.94,120.58,120.04,117.08,118.19,118.56,118.21,121.50,119.10,115.59,112.31,111.78,117.47,118.76,117.09,107.50,103.96,107.12,108.80,116.69,115.78,105.28,106.95,84.46,81.91,87.39,78.59,78.39,77.63,69.04,67.96,74.49,69.43,64.36,61.31,62.88,70.06,69.42,72.10,63.72,63.71,64.71,63.79,60.77,60.84,66.93,66.38,67.21,66.85,
978.00,172.10,200.70,168.12,220.07,141.59,126.19,121.27,121.96,118.82,119.68,119.75,119.94,122.46,120.35,116.77,114.03,114.53,119.09,120.80,118.52,108.73,105.17,108.31,110.71,116.66,116.77,106.35,108.73,86.23,83.64,88.20,79.78,79.29,78.86,70.15,68.89,75.55,70.39,65.46,62.09,63.69,70.67,70.70,73.34,64.85,64.46,65.63,64.89,61.96,61.38,67.99,67.54,67.90,68.11,
979.00,174.77,203.89,170.95,223.15,143.37,127.18,121.52,122.69,120.47,121.15,122.13,121.70,124.85,122.01,118.38,115.30,116.53,121.15,122.50,119.80,110.25,107.24,109.14,112.10,117.39,118.56,108.47,110.19,86.98,84.65,89.94,81.08,80.09,80.09,71.38,69.50,76.03,71.72,66.48,63.41,64.76,71.66,71.26,74.27,66.02,65.62,66.86,65.93,62.61,62.73,68.95,68.67,68.89,68.79,
980.00,178.02,206.90,173.59,225.96,145.82,129.18,123.25,124.36,122.69,122.32,123.62,122.89,126.58,123.99,120.09,117.70,117.52,123.07,124.36,121.03,111.96,109.36,110.85,113.81,119.54,120.84,109.74,112.14,88.64,85.69,91.05,82.90,81.61,80.32,72.27,69.77,77.54,73.00,67.36,64.49,66.15,73.09,72.45,74.95,67.08,67.08,68.56,66.90,63.38,63.84,69.95,69.86,70.13,70.13,
981.00,181.26,210.23,176.61,228.91,147.08,131.55,125.59,126.27,124.53,124.99,125.34,125.73,128.17,125.03,122.36,119.97,119.83,124.97,126.60,122.91,114.34,110.72,112.78,115.55,121.63,123.02,112.08,114.51,89.87,87.40,92.33,85.34,82.61,81.80,73.22,71.86,78.94,73.69,69.36,66.12,67.44,74.10,73.93,76.54,68.74,68.43,70.00,68.39,64.47,65.73,71.15,71.00,71.62,72.10,
982.00,183.94,212.35,179.24,232.72,148.57,133.10,127.84,128.89,127.45,127.00,127.07,128.19,129.99,128.45,124.92,121.25,123.10,126.09,127.87,126.00,115.62,112.73,114.50,117.00,123.33,124.46,113.83,115.79,91.68,88.85,93.76,86.26,83.94,82.59,74.55,73.63,80.10,75.12,71.06,67.86,68.43,75.22,75.39,78.26,70.41,69.27,71.71,69.83,65.69,67.04,72.66,72.47,72.85,73.75,
983.00,186.55,215.35,181.88,236.40,151.89,135.70,130.23,130.63,129.14,128.36,130.01,130.11,132.70,131.71,127.36,122.73,125.37,127.84,128.98,127.25,117.44,115.17,116.36,118.42,125.36,126.46,115.97,116.90,93.01,89.79,95.79,86.82,85.45,83.77,75.86,75.46,80.93,76.80,72.45,69.36,69.73,76.50,76.15,79.54,71.62,70.41,73.21,70.59,66.45,68.33,73.88,73.50,74.15,74.36,
984.00,188.51,218.64,184.52,239.70,154.36,137.89,133.35,132.96,130.73,130.57,130.78,131.00,134.49,133.58,128.62,125.37,126.50,130.06,130.63,128.56,119.73,115.23,118.16,120.59,127.66,128.27,117.69,117.79,94.68,91.55,96.58,87.47,86.23,85.01,76.66,76.75,82.54,77.99,73.51,70.21,70.95,78.04,77.88,80.65,72.65,72.08,74.71,71.63,68.29,69.91,75.14,74.81,75.52,75.59,
985.00,189.77,221.44,186.09,242.56,156.23,139.08,135.29,134.29,131.73,133.03,132.11,131.28,136.33,135.17,131.00,127.06,127.95,131.66,131.77,129.91,120.99,115.95,119.47,122.22,128.53,129.59,119.32,119.66,95.34,93.02,98.48,88.75,86.88,86.71,77.70,78.20,83.86,79.06,74.85,71.06,71.96,79.21,79.26,82.20,74.02,72.71,75.36,72.84,70.04,71.37,76.56,76.13,76.68,76.74,
986.00,191.26,223.17,188.19,245.50,158.92,140.27,136.65,136.58,133.72,134.71,134.28,133.68,137.27,137.21,132.39,128.00,130.24,133.96,133.51,131.29,121.62,117.07,120.84,122.85,129.91,130.62,120.28,120.32,96.64,94.66,99.96,89.91,88.39,88.21,79.43,79.45,85.21,80.90,75.32,72.35,73.03,80.48,80.17,83.24,74.83,73.52,76.46,73.91,71.35,71.91,77.73,77.33,77.63,77.38,
