Datetime_UTC,DHI-MS80,MS80-temp,DNI-MS57
2024-11-15 00:00:00,0.95,6.16,4.37
2024-11-15 00:00:10,1.13,6.16,4.96
2024-11-15 00:00:20,1.01,6.14,3.6
2024-11-15 00:00:30,1.07,6.14,3.64
2024-11-15 00:00:40,0.95,6.14,3.14
2024-11-15 00:00:50,0.95,6.17,3.82
2024-11-15 00:01:00,0.89,6.17,3.6
2024-11-15 00:01:10,0.83,6.14,3.87
2024-11-15 00:01:20,0.95,6.12,3.0
2024-11-15 00:01:30,0.86,6.12,4.28
2024-11-15 00:01:40,0.86,6.12,3.49
2024-11-15 00:01:50,0.86,6.12,3.91
2024-11-15 00:02:00,0.92,6.12,4.3
2024-11-15 00:02:10,0.86,6.16,4.19
2024-11-15 00:02:20,0.89,6.12,4.01
2024-11-15 00:02:30,0.92,6.11,3.64
2024-11-15 00:02:40,0.86,6.11,3.41
2024-11-15 00:02:50,0.95,6.11,3.96
2024-11-15 00:03:00,0.98,6.14,4.01
2024-11-15 00:03:10,0.95,6.14,4.1
2024-11-15 00:03:20,0.98,6.14,3.96
2024-11-15 00:03:30,0.98,6.14,3.78
2024-11-15 00:03:40,1.01,6.11,3.19
2024-11-15 00:03:50,1.01,6.09,4.05
2024-11-15 00:04:00,0.98,6.09,4.23
2024-11-15 00:04:10,0.89,6.09,3.28
2024-11-15 00:04:20,0.92,6.09,4.42
2024-11-15 00:04:30,0.8,6.09,3.69
2024-11-15 00:04:40,0.71,6.09,4.0
2024-11-15 00:04:50,0.74,6.09,3.64
2024-11-15 00:05:00,0.71,6.09,3.5
2024-11-15 00:05:10,0.79,6.09,4.2
2024-11-15 00:05:20,0.71,6.09,4.78
2024-11-15 00:05:30,0.74,6.11,2.87
2024-11-15 00:05:40,0.68,6.11,3.41
2024-11-15 00:05:50,0.65,6.11,4.23
2024-11-15 00:06:00,0.71,6.11,3.46
2024-11-15 00:06:10,0.8,6.11,3.46
2024-11-15 00:06:20,0.74,6.11,4.01
2024-11-15 00:06:30,0.8,6.11,3.32
2024-11-15 00:06:40,0.83,6.11,3.82
2024-11-15 00:06:50,0.92,6.11,3.5
2024-11-15 00:07:00,0.89,6.14,3.91
2024-11-15 00:07:10,1.01,6.14,3.14
2024-11-15 00:07:20,1.07,6.09,3.23
2024-11-15 00:07:30,1.1,6.09,3.91
2024-11-15 00:07:40,1.04,6.09,3.6
2024-11-15 00:07:50,1.01,6.12,3.87
2024-11-15 00:08:00,1.13,6.08,4.64
2024-11-15 00:08:10,1.13,6.08,3.69
2024-11-15 00:08:20,1.1,6.08,4.14
2024-11-15 00:08:30,0.98,6.08,3.23
2024-11-15 00:08:40,0.98,6.06,3.09
2024-11-15 00:08:50,0.71,6.08,3.28
2024-11-15 00:09:00,0.47,6.08,4.23
2024-11-15 00:09:10,0.36,6.08,3.91
2024-11-15 00:09:20,0.5,6.08,3.23
2024-11-15 00:09:30,0.59,6.09,3.14
2024-11-15 00:09:40,0.59,6.09,3.55
2024-11-15 00:09:50,0.59,6.09,3.55
2024-11-15 00:10:00,0.59,6.09,3.32
2024-11-15 00:10:10,0.59,6.09,3.28
2024-11-15 00:10:20,0.65,6.09,3.37
2024-11-15 00:10:30,0.68,6.09,4.42
2024-11-15 00:10:40,0.83,6.11,3.87
2024-11-15 00:10:50,0.68,6.11,3.64
2024-11-15 00:11:00,0.86,6.11,3.41
2024-11-15 00:11:10,0.77,6.11,3.5
2024-11-15 00:11:20,0.86,6.09,2.91
2024-11-15 00:11:30,0.86,6.09,3.55
2024-11-15 00:11:40,0.95,6.09,4.05
