Date,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,2025/05/01,
Time,14:01:00,14:02:00,14:03:00,14:04:00,14:05:00,14:06:00,14:07:00,14:08:00,14:09:00,14:10:00,14:11:00,14:12:00,14:13:00,14:14:00,14:15:00,14:16:00,14:17:00,14:18:00,14:19:00,14:20:00,14:21:00,14:22:00,14:23:00,14:24:00,14:25:00,14:26:00,14:27:00,14:28:00,14:29:00,14:30:00,14:31:00,14:32:00,14:33:00,14:34:00,14:35:00,14:36:00,14:37:00,14:38:00,14:39:00,14:40:00,14:41:00,14:42:00,14:43:00,14:44:00,14:45:00,14:46:00,14:47:00,14:48:00,14:49:00,14:50:00,14:51:00,14:52:00,14:53:00,14:54:00,14:55:00,14:56:00,14:57:00,14:58:00,14:59:00,
Memo,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,EKO 711,
Sensor,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,MS-711,
Exposure Time(msec),50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,
Sensor Temp.(deg),25.2,25.2,25.2,25.1,25.2,25.2,25.2,25.1,25.3,25.3,25.3,25.2,25.2,25.2,25.3,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.3,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.3,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.2,25.1,25.1,
Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
300.00,5.11,5.38,5.36,5.18,4.85,5.29,5.66,5.22,5.70,5.53,6.10,6.26,6.35,6.77,6.79,7.28,7.15,9.04,8.93,7.45,6.63,6.36,6.39,7.23,8.31,6.57,6.76,6.64,6.40,9.68,8.78,8.21,8.88,6.72,6.66,7.11,6.34,7.88,8.68,6.19,6.00,5.72,5.52,5.00,5.27,5.05,5.15,6.15,5.13,4.80,4.73,4.64,5.24,4.71,4.94,5.10,5.36,5.23,5.47,
301.00,5.83,6.01,5.94,5.69,5.61,5.80,6.03,5.90,5.87,6.20,6.32,6.60,7.11,7.04,7.77,8.28,7.77,9.96,10.15,8.22,7.36,6.97,6.97,7.80,9.04,7.28,7.45,7.35,7.24,10.77,9.25,8.77,9.72,7.50,7.21,7.98,7.05,8.51,9.47,6.67,6.21,6.14,5.80,5.25,5.41,5.46,5.93,6.97,5.83,5.37,5.17,5.21,5.44,5.16,5.24,5.56,5.83,5.52,5.94,
302.00,6.57,6.58,6.64,6.46,6.14,6.68,6.92,6.63,6.86,7.08,7.20,7.20,8.00,7.82,8.78,9.52,9.01,11.01,11.24,9.58,7.85,7.93,8.00,8.69,10.10,7.73,8.34,8.16,7.89,11.43,10.22,9.75,10.62,8.07,7.83,8.91,7.99,9.42,10.72,7.33,6.86,6.69,6.51,6.12,5.85,6.13,6.53,7.55,6.19,5.96,5.67,5.79,6.01,5.95,5.73,6.02,6.09,5.91,6.48,
303.00,7.49,7.54,7.70,7.38,7.13,7.56,7.68,7.65,7.81,7.96,8.40,8.34,8.87,8.79,9.89,10.85,10.37,12.60,12.66,10.93,9.02,8.96,8.99,9.81,11.67,8.54,8.95,9.08,8.95,12.36,11.80,11.05,12.01,9.07,8.77,9.63,8.88,10.40,11.71,8.40,7.81,7.79,7.40,7.07,6.83,6.70,6.93,8.27,6.47,6.56,6.39,6.13,6.41,6.80,6.53,6.60,6.42,6.40,6.88,
304.00,8.31,8.77,9.04,8.39,8.51,8.56,8.47,8.96,9.17,9.06,9.84,9.85,10.02,9.81,11.41,12.29,11.72,14.25,14.38,12.31,10.88,10.18,10.54,11.26,13.05,10.02,10.16,10.14,10.14,14.03,13.42,12.45,13.59,10.49,9.82,10.70,9.88,11.84,12.81,9.48,8.79,8.79,8.01,7.56,7.80,7.61,7.59,9.41,7.55,7.29,6.98,7.31,6.98,7.33,7.35,7.59,7.41,7.33,7.71,
305.00,9.93,10.29,10.21,9.53,9.67,10.12,9.90,10.32,10.63,10.69,11.37,11.51,12.08,11.54,13.26,13.94,13.38,16.18,16.43,14.08,12.33,11.76,12.16,13.35,15.05,11.96,11.71,11.91,11.79,15.47,14.88,13.69,15.22,11.93,11.11,11.99,11.26,13.55,14.20,10.41,10.21,9.98,8.88,8.63,8.68,8.71,8.63,10.75,8.80,8.26,7.92,8.31,8.06,8.29,8.26,8.51,8.09,8.20,8.85,
306.00,11.72,11.94,11.84,11.38,10.94,11.66,11.70,12.01,12.79,12.53,13.59,13.77,13.88,13.85,15.37,16.46,15.42,18.44,18.62,16.38,14.14,13.42,14.09,14.99,17.46,13.88,13.53,13.75,13.85,17.27,16.94,15.61,17.01,13.49,12.68,13.60,13.20,15.42,15.98,11.92,11.58,11.44,10.51,10.40,9.67,9.90,9.86,11.84,9.65,9.34,9.45,9.41,9.32,9.55,9.53,9.54,9.14,9.25,9.93,
307.00,13.49,14.00,13.84,13.36,13.07,13.48,13.58,14.01,15.31,14.42,16.08,16.35,16.08,16.62,17.66,19.04,17.92,21.08,20.94,18.91,17.03,15.82,16.84,17.11,19.90,16.46,16.16,15.99,15.94,20.10,19.46,18.42,19.93,15.70,14.79,15.78,15.03,17.71,17.95,13.88,13.47,13.05,12.37,12.04,11.58,11.48,11.23,13.33,11.27,10.80,10.82,10.93,10.51,10.81,11.17,11.02,10.74,10.62,11.53,
308.00,16.05,16.57,16.20,15.77,15.40,15.93,15.89,16.77,17.93,17.43,18.83,19.30,19.31,19.52,20.93,22.04,20.83,24.50,24.41,21.88,19.97,18.98,19.56,20.26,23.03,19.41,19.09,19.04,18.98,23.60,22.81,21.23,23.03,18.77,17.25,18.67,17.52,20.45,20.67,16.35,16.04,15.47,14.42,13.94,13.78,13.52,13.21,15.72,13.47,12.68,12.47,12.72,12.63,12.42,13.04,12.72,12.77,12.58,13.72,
309.00,19.40,19.77,19.00,18.69,18.22,18.58,19.10,19.72,21.21,21.18,22.48,22.87,22.95,23.32,24.83,26.54,24.84,28.79,29.05,25.96,23.44,22.45,23.33,24.08,27.35,23.43,22.83,22.89,22.79,27.61,26.48,24.66,26.78,22.13,20.63,22.20,20.99,24.04,24.47,19.42,18.94,18.34,17.29,16.70,16.01,16.08,16.20,18.52,15.86,15.19,15.29,14.90,15.15,14.88,15.17,15.01,15.25,14.84,16.08,
310.00,23.03,23.23,22.47,22.22,21.66,21.81,22.62,23.28,25.42,25.16,26.61,27.07,26.71,28.00,29.39,31.47,29.49,33.72,33.96,30.74,27.71,26.75,27.96,28.29,32.23,27.59,27.19,27.02,26.83,32.59,31.17,29.49,31.51,26.15,24.28,26.27,24.93,28.51,29.10,23.21,22.42,21.62,20.94,20.00,19.14,18.96,19.11,21.49,18.63,18.19,18.29,17.63,17.90,17.82,18.25,17.96,18.21,17.74,18.83,
311.00,27.07,26.99,26.15,25.81,25.42,25.68,26.45,27.38,29.47,29.46,31.21,31.53,31.36,32.49,34.22,36.32,34.40,39.12,39.42,35.75,32.49,31.49,32.65,33.50,37.45,32.21,31.71,31.70,31.33,38.12,36.81,34.58,36.86,30.83,28.57,30.46,29.05,33.26,33.88,27.19,26.40,25.55,24.47,23.23,23.12,22.48,22.38,25.34,22.01,21.51,21.21,20.75,21.19,20.94,21.34,21.11,21.46,21.06,22.18,
312.00,31.45,31.19,30.23,29.82,29.55,29.78,30.56,31.89,33.78,34.48,35.94,36.40,36.53,37.24,39.99,42.11,39.49,45.48,46.04,41.58,37.80,36.55,37.70,39.13,43.17,37.47,36.87,36.96,36.76,44.48,42.46,39.64,42.48,36.06,33.51,35.40,33.92,38.61,39.59,31.71,30.46,30.09,28.38,26.82,26.72,26.48,26.60,29.63,25.97,25.32,25.20,24.35,24.91,24.54,24.76,24.68,25.20,24.70,25.93,
313.00,36.23,35.75,34.53,34.19,34.13,34.32,35.35,36.62,38.71,39.78,41.24,41.87,41.98,42.81,46.26,48.45,45.58,52.16,53.07,47.96,43.29,42.17,43.86,45.00,49.81,43.29,42.65,42.70,42.36,51.13,48.50,45.76,48.89,41.58,38.90,40.75,39.43,44.65,45.86,36.66,35.11,34.48,32.81,31.30,30.87,30.81,31.02,34.33,30.18,29.55,29.45,28.52,28.82,28.87,28.77,29.06,29.21,28.82,30.42,
314.00,41.62,40.46,39.39,39.19,38.87,39.33,40.57,42.04,43.92,45.31,47.13,47.62,47.87,49.07,52.77,55.04,52.06,59.60,60.08,54.73,49.34,48.40,50.22,51.56,56.94,49.16,48.99,48.99,48.43,58.38,55.94,52.82,55.95,47.36,44.49,46.56,45.48,51.30,52.62,42.17,40.39,39.72,37.94,36.23,35.96,35.59,35.43,39.37,34.89,34.15,33.67,33.07,33.35,33.54,33.49,33.43,33.44,33.48,35.06,
315.00,46.59,45.58,44.56,44.29,44.08,44.28,45.73,47.65,49.03,50.92,53.18,53.70,54.13,54.86,59.59,62.17,58.64,67.51,67.79,61.69,56.01,55.03,56.83,58.43,63.99,55.63,55.58,55.52,54.92,66.32,63.47,59.66,63.50,53.90,50.80,52.95,51.51,58.09,59.62,48.15,45.84,45.24,43.26,41.20,40.91,40.78,40.59,45.17,39.84,39.00,38.39,37.99,38.04,38.13,38.28,38.31,38.40,38.34,40.35,
316.00,52.09,51.22,49.98,49.52,49.59,49.74,51.24,53.52,54.88,57.40,59.29,60.17,60.96,61.72,67.20,69.96,65.89,76.12,76.17,69.26,62.86,62.13,63.97,66.08,72.14,62.88,62.71,62.69,61.91,74.93,71.15,67.41,71.83,60.99,57.47,60.07,58.22,65.72,67.49,54.47,52.19,51.17,48.91,46.92,46.32,46.44,46.17,51.58,45.59,44.28,43.84,43.31,43.26,43.36,43.36,44.01,43.87,43.72,46.10,
317.00,58.15,57.08,55.68,55.24,54.91,55.55,57.60,59.37,61.13,64.16,66.12,67.14,67.96,69.18,74.66,78.29,73.90,85.04,85.08,77.36,69.79,69.25,71.54,73.97,80.99,70.42,70.28,70.42,69.29,83.50,79.78,75.86,80.39,68.14,64.68,67.49,65.91,73.90,75.76,61.04,58.62,57.20,55.34,53.20,52.17,52.12,51.89,58.04,51.13,49.84,49.54,49.09,49.07,48.93,49.08,49.75,49.28,49.71,52.09,
318.00,63.60,62.63,61.36,60.79,60.09,60.69,63.19,65.14,67.29,69.89,72.86,73.59,74.14,76.35,81.47,86.08,81.14,93.66,93.23,85.30,76.92,76.09,78.53,81.30,88.91,77.50,77.34,77.38,76.06,92.20,88.01,83.89,88.87,75.05,71.17,74.63,72.53,81.55,83.68,67.70,64.91,63.22,61.52,59.04,57.94,57.63,57.48,64.09,56.34,55.23,54.78,54.57,54.42,54.18,54.42,55.36,55.00,55.09,57.76,
319.00,68.42,67.69,66.32,65.60,64.97,65.70,67.88,70.12,72.79,75.32,78.42,79.39,80.18,82.40,87.99,92.94,87.74,101.24,100.85,92.30,83.43,82.31,84.88,88.08,96.20,84.21,83.81,83.81,82.16,100.23,95.46,91.05,96.73,81.98,77.31,81.29,78.38,88.67,90.81,73.52,70.85,68.82,66.86,64.30,63.28,63.08,62.65,70.17,61.68,60.17,59.59,59.73,59.35,59.06,59.64,60.76,60.46,60.32,63.19,
320.00,73.74,72.71,71.19,70.30,69.52,70.77,73.09,75.42,78.42,81.30,84.47,85.10,86.43,88.93,94.96,100.25,94.19,109.02,109.02,99.54,90.04,88.54,91.33,94.91,104.22,91.05,90.34,90.61,88.91,108.12,102.93,98.44,104.57,88.99,83.85,88.02,85.23,95.89,98.29,79.37,77.00,74.59,72.32,69.78,68.47,68.22,68.18,76.02,67.03,65.34,64.81,64.86,64.85,64.50,64.71,65.91,65.65,65.97,68.84,
321.00,79.26,77.87,76.48,75.47,74.56,75.61,78.53,80.65,84.35,86.94,91.09,91.28,92.54,95.65,101.89,108.02,101.33,117.11,117.33,107.24,96.89,94.95,98.40,101.95,112.45,97.75,97.32,97.37,95.67,116.38,110.90,106.20,112.62,95.71,90.64,95.25,91.96,103.62,106.65,86.07,82.92,80.56,78.22,75.71,73.97,73.57,73.97,82.07,72.26,70.54,70.42,70.39,70.21,70.21,70.38,71.24,71.14,71.44,74.70,
322.00,85.36,83.85,82.61,81.26,80.57,81.67,84.34,87.08,90.97,93.43,98.35,98.33,99.83,103.16,109.79,116.41,109.21,126.56,126.60,115.80,105.04,102.83,106.45,110.29,121.94,105.48,105.13,104.97,103.15,126.22,120.51,114.97,122.21,104.06,98.06,103.19,99.18,112.46,115.89,93.56,90.26,87.49,84.89,82.12,80.59,80.08,80.46,89.21,78.91,76.69,76.30,76.48,76.15,76.39,76.96,77.58,78.01,77.91,81.58,
323.00,92.30,90.96,89.66,88.01,87.64,88.75,91.52,94.68,98.64,101.52,106.47,106.68,108.85,111.83,119.67,126.41,118.57,137.89,138.18,125.90,114.53,111.76,115.40,120.48,133.14,114.95,114.13,114.34,112.53,137.53,131.84,125.03,133.24,113.99,107.24,112.64,108.34,122.56,126.66,102.17,98.62,95.94,92.50,89.44,88.13,87.57,88.07,97.93,86.70,84.05,83.51,83.44,83.53,83.80,84.34,85.08,85.42,85.59,89.53,
324.00,100.32,98.96,97.14,95.28,95.37,96.35,99.47,102.81,106.91,110.25,115.61,115.90,118.38,121.38,130.24,137.74,128.83,150.25,150.67,137.21,124.51,121.31,125.90,131.42,145.27,125.28,124.25,124.28,122.95,150.04,143.87,136.19,145.41,123.94,117.19,123.05,118.46,134.01,138.97,111.85,107.37,104.85,100.80,97.51,95.75,95.46,96.37,107.21,94.62,92.18,91.84,91.02,91.32,92.07,92.23,93.26,93.36,93.77,98.25,
325.00,108.78,107.13,105.27,103.27,103.27,104.64,107.82,111.38,115.69,119.26,125.09,125.63,128.11,131.52,140.76,149.12,139.94,162.87,163.46,149.02,134.77,131.54,136.63,142.63,157.57,135.55,135.09,134.77,133.64,163.01,156.51,148.45,158.08,134.30,127.36,133.79,128.91,146.04,151.77,121.73,116.71,114.04,109.92,106.06,104.26,103.94,104.64,116.71,102.92,100.64,100.04,98.98,99.28,100.27,100.99,101.63,101.95,102.18,107.42,
326.00,117.35,115.67,113.76,111.61,111.67,113.09,116.36,120.39,124.72,128.66,135.03,135.84,138.36,141.96,151.99,160.90,151.36,176.05,176.87,161.18,145.78,142.28,147.54,154.08,170.62,146.35,146.12,146.07,144.66,177.01,169.97,161.12,171.68,145.87,137.82,144.76,139.88,158.37,164.44,132.01,126.55,123.71,119.32,114.65,113.37,112.74,113.25,127.00,111.75,109.63,108.31,107.15,107.84,108.68,109.58,110.35,111.05,111.05,117.00,
327.00,125.22,123.62,121.39,119.29,119.41,120.51,124.11,128.68,133.05,137.51,144.03,145.02,147.71,151.47,162.73,172.17,161.95,188.54,189.84,172.22,155.84,151.94,157.88,164.89,182.54,156.66,156.47,156.56,155.44,189.98,182.16,173.10,184.27,156.09,147.57,155.46,149.96,169.82,176.62,141.38,135.51,132.70,127.78,122.77,121.44,120.80,121.30,136.64,119.75,117.71,116.31,115.17,115.58,116.81,117.35,118.71,119.23,119.11,125.69,
328.00,132.47,130.10,127.58,125.71,125.36,126.85,130.79,135.38,139.72,144.86,151.61,152.80,155.17,159.49,171.24,181.37,170.79,198.70,200.16,181.56,163.49,160.05,166.58,173.41,192.78,164.97,165.26,165.25,164.28,200.69,192.21,183.13,194.80,164.63,155.57,164.40,158.21,179.89,186.94,149.15,142.97,139.84,135.09,129.73,127.95,127.40,128.10,144.54,126.07,124.22,123.00,121.79,122.03,123.39,123.98,125.38,125.98,126.35,133.09,
329.00,138.02,135.25,132.97,131.11,130.32,131.84,136.01,140.77,145.39,150.69,158.03,159.07,160.85,165.98,178.48,189.16,177.84,207.35,209.08,189.14,170.07,166.49,173.41,180.47,201.43,171.61,172.43,172.49,171.12,209.72,200.85,191.48,203.33,171.89,162.05,171.58,165.00,188.18,195.23,155.78,149.10,145.84,141.07,135.70,133.80,132.84,133.46,150.88,131.46,129.44,128.27,127.00,127.09,128.60,129.52,130.75,131.86,132.30,139.09,
330.00,142.15,139.48,137.38,135.14,134.61,135.94,140.15,145.02,150.07,155.04,163.20,163.96,165.73,171.36,184.58,195.56,183.53,214.51,216.37,195.18,175.47,171.89,178.90,186.11,208.49,177.33,178.18,178.14,176.47,217.51,208.06,198.14,211.34,178.13,167.44,177.61,170.26,194.98,202.24,161.19,154.27,150.64,145.59,140.28,138.42,137.28,138.09,156.32,136.17,133.79,132.55,131.69,131.31,132.79,133.51,135.65,136.84,137.13,143.96,
331.00,145.18,142.46,140.24,137.83,137.26,138.67,142.90,147.94,153.27,158.56,166.09,167.36,169.31,174.78,188.71,199.97,187.33,219.88,221.40,199.62,179.25,175.31,182.61,190.91,213.49,181.23,181.73,182.19,180.40,222.71,212.94,202.58,216.53,182.18,171.10,181.72,173.88,200.15,207.44,164.90,157.80,154.20,148.51,143.41,141.31,140.56,141.44,160.63,139.28,136.69,135.37,134.93,134.39,136.10,136.40,139.08,139.91,140.51,147.48,
332.00,146.82,144.18,141.96,139.35,138.66,140.55,144.48,149.34,155.36,160.17,168.08,169.26,171.21,176.77,190.87,202.79,189.58,223.01,224.50,202.53,181.04,177.31,184.59,193.34,216.40,183.48,184.03,184.46,182.40,226.04,215.95,205.52,219.85,184.81,173.52,184.18,176.69,203.60,210.82,167.27,159.64,156.40,150.70,145.26,142.80,142.29,143.51,163.08,141.08,138.58,137.28,136.66,136.21,138.13,138.46,140.72,141.77,142.80,149.71,
333.00,146.74,144.47,142.36,139.79,139.14,140.77,144.40,149.41,155.87,160.25,168.55,169.22,171.33,177.17,191.65,203.47,189.91,224.30,225.76,203.44,181.78,177.89,185.09,193.94,216.74,184.10,184.58,184.91,182.31,227.54,217.11,206.80,221.19,185.44,174.22,184.74,177.28,204.93,212.02,167.74,160.53,156.99,151.52,145.89,143.48,142.85,144.01,163.87,141.79,139.12,137.73,137.31,136.71,138.84,139.12,141.48,142.71,143.27,150.59,
334.00,146.55,144.54,142.35,139.74,139.07,141.03,144.18,149.21,155.65,159.93,168.42,168.83,171.29,176.75,191.74,203.29,189.76,224.67,226.28,203.52,181.96,178.10,185.10,194.35,217.20,183.98,184.34,184.87,182.08,228.20,217.67,207.18,221.99,185.88,174.48,185.01,177.21,205.29,212.74,167.84,161.16,157.25,151.65,145.70,143.68,143.29,144.23,164.75,142.17,139.27,137.64,137.40,136.97,139.21,139.38,141.96,142.78,143.44,151.32,
335.00,146.29,144.58,142.29,139.89,139.03,140.82,144.02,149.15,155.22,160.01,168.08,168.86,171.04,176.29,191.75,203.98,189.89,225.25,227.07,204.24,182.20,178.16,185.34,194.77,217.73,184.21,184.14,185.18,182.34,229.22,218.44,207.43,222.56,186.34,174.84,185.50,177.62,206.10,213.84,168.05,161.12,157.48,151.90,145.76,143.59,143.42,144.69,165.42,142.16,139.46,138.08,137.43,137.28,139.69,139.65,142.03,142.64,143.93,151.77,
336.00,146.64,145.22,142.59,140.29,139.31,141.18,144.37,149.09,155.56,160.24,168.55,169.08,171.16,176.81,192.73,205.03,190.50,226.24,228.81,205.61,182.64,178.72,186.55,194.95,218.95,184.77,184.95,185.52,182.81,231.04,219.93,208.99,223.89,187.17,175.57,186.63,178.37,207.70,215.48,168.50,161.66,157.80,152.77,146.24,144.07,143.84,145.00,165.97,142.33,139.85,138.69,137.93,137.71,140.16,140.60,142.60,143.45,144.64,152.96,
337.00,147.71,146.14,143.15,141.26,140.01,141.83,145.38,150.16,155.84,161.10,169.56,169.97,171.76,177.96,193.88,206.58,191.70,228.48,230.70,207.22,184.23,179.95,188.02,196.36,221.17,185.89,186.17,186.60,183.86,233.43,222.62,211.03,226.63,188.26,176.41,187.89,179.25,209.51,217.76,169.69,162.92,158.80,153.68,147.18,145.55,144.88,145.89,167.35,143.18,140.97,139.31,138.74,138.76,141.06,141.60,143.87,144.59,145.78,154.44,
338.00,149.78,147.98,145.24,143.12,141.94,143.77,147.13,152.11,157.70,162.98,171.61,172.51,174.19,180.33,196.69,209.85,194.25,232.47,234.96,210.45,187.19,182.08,190.74,199.29,225.17,188.36,188.60,189.27,186.72,237.58,226.71,214.17,231.15,191.53,179.03,190.97,182.25,213.17,221.98,172.36,164.99,161.07,155.80,148.90,147.61,146.83,148.06,170.41,145.28,143.00,141.52,140.60,141.02,143.00,143.32,146.09,146.46,148.16,156.96,
339.00,152.52,150.67,148.00,145.43,144.58,146.24,149.64,154.73,160.42,165.83,174.13,175.55,177.70,183.91,200.49,214.10,198.04,237.39,240.02,214.76,190.59,185.37,194.11,202.82,229.87,191.79,192.25,192.90,190.59,243.07,231.33,218.74,236.57,195.34,182.57,194.77,186.17,217.96,227.55,175.34,167.65,164.01,158.48,151.80,149.94,149.12,150.66,173.97,147.70,145.71,144.11,143.27,143.74,145.73,145.79,148.92,149.34,150.74,160.18,
340.00,155.08,152.96,150.32,147.65,146.68,148.49,151.83,156.79,162.72,168.21,176.81,178.01,180.54,186.79,203.30,217.56,200.97,241.83,244.13,218.24,193.16,188.17,196.99,205.85,233.98,194.63,195.18,195.78,193.46,247.20,235.54,223.03,240.98,198.11,185.41,197.80,189.27,221.94,231.73,177.84,170.12,166.52,160.87,154.06,152.25,151.25,152.31,176.89,149.78,147.86,145.95,145.50,145.90,147.89,148.06,151.23,151.66,153.06,162.88,
341.00,156.09,153.65,151.28,148.89,147.74,149.26,152.61,157.95,163.49,168.64,177.79,179.07,181.57,188.14,204.36,219.14,202.28,244.38,246.17,219.92,194.56,189.30,198.08,207.21,235.83,195.88,196.15,197.25,194.54,249.37,237.83,224.80,243.95,199.75,186.77,199.23,190.70,223.43,234.00,179.14,171.48,167.77,161.86,154.72,153.44,152.09,153.41,178.45,150.92,148.75,146.75,146.31,146.78,148.79,148.89,152.43,152.79,154.19,163.90,
342.00,156.16,153.83,151.84,149.11,148.25,149.67,152.26,158.10,163.61,168.72,177.55,179.40,181.88,188.29,204.97,219.43,202.55,245.67,247.41,220.64,194.83,189.77,198.22,207.83,236.58,196.20,196.42,197.24,194.91,250.78,238.61,225.57,245.34,200.57,187.19,199.93,191.20,224.63,235.65,179.25,171.91,167.99,162.00,154.90,153.38,152.27,153.64,179.51,151.65,148.59,147.10,146.70,146.69,149.12,149.07,152.69,153.13,154.64,164.36,
343.00,156.43,154.24,151.91,149.03,148.16,149.60,152.56,158.06,163.38,169.07,177.51,179.30,182.07,188.27,205.22,220.16,202.80,246.16,248.36,221.41,194.78,190.11,198.19,208.31,237.47,196.22,196.69,197.48,195.00,251.89,239.51,226.74,246.29,200.81,187.45,200.48,191.53,225.69,237.05,179.30,172.15,168.24,161.88,155.06,153.25,152.35,153.69,180.16,151.45,148.46,147.23,146.76,146.65,149.26,149.39,152.61,153.23,154.87,164.89,
344.00,156.15,153.94,151.35,148.88,147.74,149.01,152.12,157.46,162.89,168.36,177.36,178.75,181.24,187.82,204.73,220.11,202.77,246.36,248.49,221.52,194.19,189.75,198.08,208.00,237.43,195.85,195.88,196.86,194.37,252.41,239.95,226.96,246.51,200.60,186.79,200.37,190.96,226.18,237.20,179.26,171.85,167.76,161.61,154.60,153.17,151.91,153.33,180.20,151.25,147.90,146.83,146.32,146.36,148.75,149.33,152.20,153.10,155.10,164.65,
345.00,155.59,153.37,150.56,148.16,146.91,148.45,151.31,156.75,162.09,167.23,176.59,177.89,180.25,187.05,204.26,219.30,202.24,246.21,248.32,221.32,193.50,189.04,197.46,207.17,236.61,195.22,195.11,196.09,193.54,252.76,239.83,226.76,246.97,200.37,186.16,199.88,190.27,226.11,237.32,178.70,171.41,167.09,161.12,153.81,152.75,151.50,152.99,180.07,151.04,147.16,146.10,145.81,145.58,147.89,148.78,151.71,152.99,154.61,164.58,
