DayOfYear,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
31,0.0,0.0,0.0,0.0,0.0,0.0,3.276875007152557,77.10692596435547,180.869882106781,287.77422828674315,384.5369806289673,410.8926784515381,420.2395147323608,349.9023147583008,250.7853515625,138.66783781051635,22.20383999347687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,3.7580834329128265,90.16301574707032,206.5249195098877,293.44756202697755,405.2477725982666,418.93666343688966,381.61143989562987,331.7279287338257,236.72428340911864,137.0421929359436,26.589634156227113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,3.2231030791997908,73.55282220840454,178.42274703979493,289.7086127281189,361.247829246521,369.8820240020752,330.17199554443357,311.1509494781494,231.88679618835448,141.10284271240235,31.15394718647003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,4.190177965164184,84.20685849189758,202.18028602600097,287.5337502479553,374.98791275024416,420.5495887756348,419.1904239654541,378.75531787872313,272.38274097442627,148.89444646835327,32.70259881019592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,4.538908725976944,86.74985008239746,211.350563621521,318.04326314926146,395.1263942718506,443.8546367645264,420.89566078186033,396.43740501403806,287.0543821334839,161.4449083328247,35.20604977607727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,4.262342327833176,80.42609086036683,197.01061992645265,322.2965484619141,391.0200668334961,418.7083703994751,396.49895000457764,347.37300128936766,277.8133790969849,159.4404525756836,38.40748138427735,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,5.4274453788995745,91.36167516708375,197.47919902801513,291.51196098327637,371.67245254516604,391.194891166687,376.38815727233884,354.55530853271483,253.52061767578124,136.06778573989868,33.117451918125155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,6.092847362160683,95.07340469360352,227.50086402893066,342.58528022766114,388.61036071777346,420.94390258789065,374.33169784545896,347.1617259979248,276.581946182251,163.38833141326904,40.18357117176056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,6.667638951539994,107.36177225112915,228.87148895263672,349.9883599281311,444.50231475830077,465.0684928894043,440.11376571655273,369.8566692352295,247.66955671310424,150.2663715362549,42.43012204170227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,7.407800948619842,100.00881419181823,210.1018409729004,280.06400775909424,361.2251037597656,356.757462310791,364.5233024597168,318.17933921813966,233.09343509674073,150.97399110794066,39.94390397071838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,8.226823118329047,94.00163173675537,198.06306142807006,302.94471950531005,384.5568737030029,401.27674713134763,383.2112464904785,336.6101095199585,237.9006031036377,133.77345390319823,39.70652339458466,1.997711634424236e-18,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,10.766187304258347,111.23814506530762,244.16628723144532,339.76727905273435,417.424634552002,472.51529083251955,434.95749168396,374.14448127746584,274.12200689315796,168.43039598464966,46.56834979057312,0.0017484583842438562,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,10.10020083785057,103.53968977928162,238.46071996688843,389.01857833862306,476.14185256958007,491.97578048706055,488.09429149627687,407.1223831176758,306.1230516433716,177.5418146133423,47.09465281963348,0.017622662970097736,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,11.691740798950196,105.2050687789917,215.92679824829102,332.47847805023196,389.81353149414065,389.76295280456543,418.916552734375,383.33765907287597,287.8944917678833,181.8561466217041,48.73254308700562,0.04931495354976505,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,11.391061401367187,101.88161277770996,219.5072463989258,352.8449279785156,422.7098899841309,434.2355369567871,404.6772663116455,360.73959827423096,272.1950199127197,171.56739301681517,54.65052785873413,0.10102010685950517,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,14.058041656017304,115.26913957595825,249.99128761291504,387.5164421081543,476.0617948532105,521.9774814605713,495.4628025054932,448.5058368682861,332.87963047027586,188.7226595878601,57.59965467453003,0.1752953183837235,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,13.497999215126038,119.75585746765137,230.91947746276855,353.67687397003175,427.6978958129883,435.30751037597656,445.78189792633054,369.05959644317625,293.7338070869446,173.94989795684813,54.34862563610077,0.25469617173075676,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,16.04803612232208,140.888157081604,270.9844870567322,402.6598934173584,518.6375720977783,549.687068939209,525.1694885253906,456.01057720184326,369.9720386505127,233.03160648345948,74.14921169281006,0.4712251231074333,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,17.817129218578337,148.34393653869628,318.7138038635254,466.8367401123047,555.9044067382813,591.6712055206299,566.8116245269775,490.77123908996583,338.5602596282959,208.7244022369385,65.90746052265168,0.5557451423257589,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,17.21742113828659,128.88100996017457,271.4536930084229,387.47535095214846,494.956335067749,535.2782096862793,532.392219543457,436.6953472137451,315.94922561645507,198.9851354598999,76.47344422340393,0.8028491489589215,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,21.954930770397187,155.69423332214356,290.52308921813966,406.4236038208008,482.2059886932373,476.3198616027832,454.69195041656496,389.3955562591553,295.19572620391847,181.62660303115845,65.47920274734497,0.8703493181616068,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,20.045116424560547,136.29765377044677,271.99858922958373,378.8991693496704,437.20893039703367,475.50424613952634,477.2755832672119,439.4390012741089,326.8709900856018,190.87965860366822,70.7748084306717,1.189814420044422,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,22.50504857301712,131.97351565361024,252.4742004394531,373.8445608139038,446.684635925293,460.5897449493408,380.79299087524413,326.11374378204346,254.67584295272826,157.07608642578126,56.91754884719849,1.1316796213388443,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,21.66767382621765,119.71154232025147,250.19325618743898,371.8352970123291,466.4870044708252,483.0148475646973,467.9967891693115,408.89315071105955,305.96629486083987,203.24583988189698,74.82805290222169,1.6062367387115954,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,26.110900390148164,143.68612146377563,276.25143537521365,374.9328001022339,464.6703941345215,511.600439453125,495.1412975311279,421.0903060913086,334.7777271270752,200.86000108718872,69.77678809165954,1.537716393917799,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,30.353910064697267,165.71624870300292,318.0143404006958,443.6066644668579,541.6948093414306,558.2753700256347,528.2184631347657,448.37915229797363,343.72351188659667,212.96040210723876,80.10304832458496,2.1340723648667335,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,33.226695680618285,165.57297296524047,318.3820110321045,420.16957626342776,456.9452089309692,484.1664237976074,474.24270095825193,382.0477493286133,284.3960760116577,174.23413558006285,67.98904585838318,2.1132381558418274,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,29.48422951698303,132.13765573501587,241.61462259292603,347.8418890953064,459.05280475616456,484.8592216491699,427.50337505340576,393.92542839050293,312.09176502227785,196.1899709701538,71.25824790000915,2.439789867401123,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,33.33175224576678,152.2894355228969,283.28171375819613,406.3626669747489,509.5050334385463,541.6544904436383,526.8951538085937,447.3550288609096,347.07568152291435,218.37151047842843,83.45485649108886,3.3850962826183864,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,33.44622375965118,158.16617197990416,292.0243925094604,400.7362886428833,492.4002254486084,515.2996185302734,474.04136238098147,406.6233226776123,325.19817810058595,208.47837142944337,83.41063661575318,3.9621231079101564,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,44.34625501632691,204.5378911972046,365.5858793258667,513.7503498077392,611.1650497436524,642.2650005340577,607.996206665039,501.62119140625,398.0901336669922,276.5622770309448,110.92404503822327,5.143824911117553,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,48.9733802318573,206.9428695678711,356.42902698516843,492.1256477355957,569.5753623962403,598.3740543365478,587.460115814209,507.67552642822267,381.31761026382446,243.80293493270875,102.3706039428711,5.886500605940819,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,37.373315358161925,144.8761245250702,277.0216275215149,383.4153118133545,474.7351982116699,523.1816743850708,480.77528228759763,412.6845191955566,305.1778959274292,179.81003522872925,84.26913933753967,5.881732484698295,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,40.59023723602295,167.35632820129393,313.1799606323242,444.676699256897,517.3215938568115,533.8088291168212,461.35377101898194,374.0635660171509,330.93965301513674,213.08593158721925,96.50912728309632,7.102467584609985,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,41.52495911121368,162.19244060516357,262.7100414276123,385.5012603759766,460.248189163208,496.3334566116333,432.64714469909666,368.93643646240236,339.6446550369263,204.81093139648436,94.83439149856568,5.792164343595505,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.015537804894847795,34.39651877880097,135.80578780174255,295.3989589691162,418.5871828079224,512.4973438262939,579.6485168457032,524.4828119277954,435.3662721633911,335.0167381286621,220.1768310546875,112.58228359222412,7.962454107403755,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.076100636087358,49.916435956954956,155.56130800247192,296.9865612030029,408.2275581359863,495.06622009277345,560.0620395660401,547.5481575012207,466.38248176574706,363.75064582824706,226.73240365982056,101.71771154403686,7.998227044939995,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.13967750780284405,53.84717240333557,178.55930404663087,303.1269777297974,429.88243293762207,509.00285778045657,492.05444793701173,462.1180416107178,349.12398796081544,313.48044166564944,215.99897232055665,99.76447429656983,8.158723735809327,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.2556272422894835,56.3708984375,208.78650059700013,381.98716526031495,484.20612316131593,535.8153747558594,569.1697036743165,587.2041366577148,485.7859176635742,407.1084754943848,273.95971336364744,124.0672046661377,11.690698957443237,0.0,0.0,0.0,0.0,0.0,0.0
