DayOfYear,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
90,0.0,0.0,0.0,0.0,0.0,17.451182866096495,141.6390353679657,337.6826132774353,517.6873952865601,640.8392250061036,706.9932178497314,702.0515625,728.5501174926758,658.3569839477539,554.2917205810547,369.72075538635255,194.68734321594238,39.2010555267334,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,18.655326199531554,147.30787572860717,298.5391802787781,449.0630935668945,573.4873752593994,678.3824455261231,680.3705951690674,663.0796043395997,606.4017482757569,463.3548303604126,320.96434650421145,176.43030681610108,37.07625761032104,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,21.499554884433746,158.13813810348512,326.5593963623047,489.57897033691404,618.8049802780151,726.9154071807861,746.7565887451171,705.0247718811036,614.4891845703125,465.3089033126831,307.7654867172241,166.3707675933838,38.122478580474855,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,18.60678449869156,142.05324726104737,318.57090015411376,493.8765037536621,630.3861282348632,687.6304367065429,682.0585403442383,665.2591049194336,600.4328826904297,437.24816703796387,276.7285160064697,155.1261462211609,38.41007013320923,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,19.00810775756836,132.22594480514528,255.03483753204347,406.4668909072876,556.461837387085,600.3580850601196,621.9132671356201,587.2831130981446,483.6494302749634,385.9149751663208,257.4023221969604,146.7232406616211,34.34286892414093,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,15.701993179321288,89.12036194801331,210.75387773513793,379.525249004364,497.33866119384766,501.02774772644045,520.9781776428223,532.1477437973023,429.25603141784666,342.89830074310305,217.9150760650635,131.33158931732177,34.109295344352724,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,22.50150845646858,138.45106587409973,295.23892917633054,456.2168991088867,559.8118316650391,618.0530059814453,616.1376106262207,658.1294080734253,595.233098602295,457.7800537109375,321.59236335754395,165.40485687255858,39.30186386108399,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,26.773824787139894,159.66081743240358,335.07724742889405,491.80130157470705,637.6330436706543,719.7219276428223,764.4925071716309,723.6607223510742,655.4680618286133,505.4846694946289,343.73879737854,198.28855514526367,51.152838706970215,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,36.05999913215637,203.00615463256835,411.6518981933594,588.1115005493164,711.1123046875,782.3388290405273,806.4889404296875,751.0017730712891,635.9268646240234,496.2687705993652,368.81455879211427,205.22079429626464,50.550917339324954,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,28.558685731887817,177.3214644432068,339.79830493927,499.0994785308838,655.5478965759278,754.976770401001,759.9078372955322,736.7321887969971,634.5463298797607,515.7084915161133,371.1803150177002,215.15838127136232,54.579197597503665,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,41.872875118255614,192.48758659362792,352.5945476531982,512.8142700195312,645.6525131225586,714.7377090454102,752.5140762329102,740.0170394897461,615.8157836914063,467.4358245849609,326.43604202270507,180.9850746154785,50.12821016311646,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,37.74811356067657,184.65437240600585,367.11175842285155,531.2638366699218,665.6480331420898,769.5187637329102,797.2218696594239,774.1637748718261,679.4563568115234,546.8634422302246,376.5991973876953,215.56974029541016,56.95710983276367,6.15037399808293e-11,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,42.71041464805603,204.64394416809083,389.25011215209963,564.1068046569824,690.5108596801758,778.6979156494141,788.3043350219726,748.2019287109375,647.1772644042969,511.3118408203125,375.80993309020994,210.37547664642335,55.54711542129517,0.010251862039127332,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,36.462196350097656,176.28955068588257,343.93651485443115,504.06314239501955,644.5718162536621,731.923095703125,726.5604579925537,703.5661003112793,625.0153549194335,492.5552215576172,346.2577667236328,200.39210815429686,56.96462926864624,0.03548632077872753,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,44.76484484672547,194.06724796295165,373.3605503082275,583.4862716674804,683.3351745605469,719.5034599304199,725.0530063629151,717.2197624206543,631.8241050720214,463.7350658416748,312.2899600982666,187.52728767395018,54.65013084411621,0.07024932950735092,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0012648754986003042,43.365528440475465,174.36053576469422,342.86159620285036,480.6625848770142,602.7511341094971,652.4710735321045,656.0941471099853,664.1674736022949,581.654817199707,468.30856742858884,315.1032674789429,171.9541835784912,52.20422353744507,0.10982076292857527,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.012083902762969955,37.17898943424225,185.60115365982057,348.90847606658934,496.5399305343628,595.0523628234863,639.9353225708007,660.5347835540772,635.1443527221679,578.4375293731689,478.4111743927002,312.9333812713623,170.79268198013307,52.69602346420288,0.16513301152735949,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.04825911906082183,43.09706008434296,176.00598468780518,304.43793296813965,435.4925193786621,551.6077871322632,645.6461986541748,701.8100791931153,691.2286643981934,616.2737518310547,442.39738311767576,261.3743944168091,174.05559787750244,55.2188898563385,0.24794503897428513,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.11863531921990216,51.125694727897645,205.99991188049316,377.227311706543,553.5416595458985,642.0509788513184,737.1978546142578,733.5548583984375,711.3600425720215,613.7346870422364,484.9543571472168,352.1601963043213,193.89037303924562,62.26528797149658,0.3739993520081043,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.17195173660293223,47.3818815946579,201.73688201904298,391.54408531188966,561.5839515686035,696.5124313354493,812.1078552246094,818.5676467895507,796.1832336425781,725.1371414184571,536.8984596252442,390.9313606262207,243.7138126373291,75.35993556976318,0.5201142832636834,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.3369421249255538,57.00870370864868,205.06899123191835,368.605482006073,510.88304862976076,608.1319768905639,687.3238807678223,756.753207397461,769.4434356689453,665.8320915222168,513.0919982910157,375.7472511291504,215.21913661956788,68.25918283462525,0.6166023865342141,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.4651163347065449,56.26136221885681,192.64232244491578,376.8358863830566,520.864109802246,702.6437881469726,781.0917663574219,731.1213333129883,742.334260559082,622.164623260498,493.5497821807861,361.8095413208008,212.8968734741211,67.1660020828247,0.7241494357585907,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.5673928704112768,56.61879949569702,211.98459167480468,388.70202522277833,551.2451282501221,682.5244483947754,743.2243602752685,773.9739158630371,736.387996673584,642.3645286560059,521.6139530181885,360.2479621887207,214.24662761688234,74.99162120819092,0.9759865999221802,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.8332758389413357,60.55491931438446,221.06275115013122,408.6713144302368,570.2226955413819,702.4391027450562,743.5076190948487,778.732633972168,787.883867073059,693.723178100586,538.8398788452148,392.7469381332397,237.97232971191406,78.32301616668701,1.1708033621311187,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,1.040712485089898,67.05733420848847,242.7410219192505,417.6763320922852,588.8748184204102,703.369930267334,755.7414566040039,722.5572441101074,733.5432411193848,669.4474311828614,579.9855960845947,410.5587162017822,225.0687271118164,71.79209957122802,1.3762699484825134,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,1.370798659324646,71.8855110168457,233.7432722091675,398.86166191101074,560.8076475143432,657.5445308685303,714.9994064331055,763.390924835205,767.2812622070312,676.0855361938477,539.2951766967774,386.91316947937014,239.43016090393067,78.13182945251465,1.5932850986719131,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,1.2938165806233883,65.09715042114257,192.5188717842102,346.0642831802368,523.8789176940918,653.9718784332275,707.8742023468018,729.2222188949585,743.924952697754,672.3286888122559,546.2796222686768,397.03257713317873,234.44734725952148,85.75952014923095,1.9525750696659088,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,1.5714852437376976,65.79952645301819,219.24122371673585,391.04413118362424,550.2894632339478,660.9923086166382,756.6550220489502,796.2475891113281,788.2998001098633,669.989368057251,529.8481090545654,382.5803413391113,233.99331359863282,84.93370151519775,2.1163755267858506,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,1.51998870074749,67.819371175766,263.24913215637207,430.9848945617676,602.436750793457,689.7325263977051,765.938591003418,717.9186538696289,678.5218032836914,633.7325187683106,507.689892578125,373.30249519348143,227.33990135192872,78.47711400985717,2.29243002012372,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,1.999878777563572,67.4515832901001,223.99856300354003,396.96601524353025,561.9266849517822,682.3194290161133,749.2909133911132,793.9591094970704,771.9266784667968,686.9660209655761,540.1138549804688,397.3020252227783,235.42027626037597,90.55131549835205,2.7756308913230896,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,2.228546415269375,67.45746746063233,201.6813642501831,368.8038619995117,479.92062549591066,604.1801128387451,717.7709461212158,746.6855239868164,721.7230178833008,636.5979263305665,526.4821937561035,395.7354507446289,234.83263206481934,85.59629383087159,3.0099976480007173,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,3.4241810590028763,82.60892572402955,248.2226137161255,436.20588302612305,615.6898887634277,751.8195888519288,798.6989685058594,833.8600028991699,770.7353118896484,701.4580928802491,566.7106941223144,428.98441886901855,260.56729927062986,91.70476503372193,3.386566722393036,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,3.5743018060922624,83.39814367294312,248.02437162399292,431.9620506286621,620.7347969055176,731.1892845153809,817.9858146667481,803.7734218597412,770.6319305419922,657.5238029479981,563.5176513671875,400.75534324646,244.39352073669434,94.12990303039551,3.8791589975357055,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,4.1987225145101545,84.51816329956054,239.59686050415038,403.6309804916382,552.71552734375,655.9258529663086,719.2925735473633,737.2196235656738,752.0194458007812,666.2367507934571,520.3781486511231,378.31832122802734,226.8014768600464,88.92829627990723,4.017441347241402,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,3.502678319811821,77.07248106002808,240.906840133667,407.79519844055176,507.68341426849366,614.0907424926758,656.3424213409423,698.3573005676269,700.0448440551758,602.2744789123535,452.9110534667969,332.4101417541504,202.79776458740236,82.46978492736817,4.165533944964409,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,3.492873492836952,64.85859551429749,225.5914707183838,404.1338227272034,577.95452003479,670.9052799224853,740.2709243774414,783.6645721435547,772.1722946166992,674.3728408813477,515.4218109130859,395.1492378234863,233.5905408859253,83.82321128845214,4.297412931919098,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,5.6955127030611035,99.45134510993958,287.0143087387085,486.88817024230957,625.0569953918457,733.1692901611328,847.7973007202148,846.0323993682862,810.3914947509766,703.5640106201172,590.5558197021485,416.33214874267577,249.6883987426758,104.0034065246582,5.775120067596435,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,6.903616133332252,108.72341928482055,300.2473175048828,480.46186447143555,631.8791412353515,751.0719360351562,819.1498764038085,804.781201171875,727.2069255828858,664.0448570251465,575.5897380828858,428.75360679626465,258.5084167480469,102.9494966506958,6.299913561344146,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,7.011331558227539,109.39646344184875,285.77626905441286,496.9027866363525,660.4002090454102,798.0854278564453,858.7722808837891,878.003140258789,853.2165649414062,757.6778457641601,603.4943328857422,454.3808193206787,277.5707570075989,112.63595094680787,7.074406719207763,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,6.969213497638703,93.42733130455017,259.96484031677244,428.1748847961426,582.8962203979493,719.9322280883789,810.1957992553711,831.1012306213379,804.7935966491699,719.9255859375,592.5936920166016,424.8585395812988,280.0963729858398,116.65094261169433,7.540853095054627,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,10.00962872505188,121.5746934890747,295.31696491241456,495.3367515563965,673.3351566314698,795.902668762207,858.3443054199219,844.7469085693359,799.1319931030273,700.6677383422851,570.8222023010254,408.56237030029297,242.05296983718873,102.62622375488282,7.594156408309937,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,7.467851394414902,104.0690004825592,291.4331813812256,471.92118816375734,617.5879554748535,728.2351226806641,811.8825393676758,831.6187538146972,791.8112014770508,708.93081741333,594.3598541259765,435.35625610351565,245.8483573913574,105.55564651489257,8.216134953498841,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,6.862152126431465,105.50070323944092,278.24081535339354,454.7060852050781,594.8884689331055,707.083097076416,786.1087005615234,781.5911445617676,737.8239227294922,703.4853950500489,605.6465850830078,452.75980987548826,271.3943137168884,113.84646635055542,8.934502267837525,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,9.010982555150985,118.71747961044312,310.10754585266113,506.0118858337402,685.1279266357421,845.1203765869141,925.4528289794922,928.4195617675781,867.5709625244141,750.5667755126954,601.6754425048828,443.763688659668,268.86953086853026,110.36948299407959,9.58700783252716,0.0,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,7.087635135650634,87.80010738372803,246.7830554962158,411.84744958877565,557.3238857269287,657.0785854339599,695.3773918151855,695.1616592407227,690.7945915222168,617.7991760253906,501.18589477539064,418.9474868774414,250.56628913879393,110.50841732025147,10.031954026222229,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,7.640315717458725,102.6944495677948,253.10426578521728,436.4230472564697,588.7912721633911,700.9932159423828,711.8283096313477,694.0417224884034,715.0806991577149,637.8245254516602,549.1509536743164,383.5607086181641,242.04292755126954,114.46588916778565,10.474351251125336,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,9.248411637544631,106.5046181678772,282.51506958007815,467.4392063140869,600.1618461608887,660.7987434387207,737.9091983795166,716.8236557006836,717.5911930084228,657.922021484375,535.2688594818115,409.4439212799072,262.1670238494873,116.24972248077393,11.180465376377105,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,10.342830663919448,97.02652440071105,256.0019286155701,443.8207782745361,577.015773010254,632.3736557006836,697.8105609893798,697.4906284332276,692.6400760650635,653.0755836486817,557.9441837310791,403.6524490356445,233.1358968734741,110.53778839111328,10.761009335517883,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,10.083976393938064,99.77477159500123,274.34919757843016,452.83419342041014,596.4678588867188,734.3492134094238,852.7023910522461,855.3838745117188,800.8560592651368,708.9167182922363,583.0529308319092,449.7986333847046,269.03421649932864,117.29755315780639,12.571645045280457,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,11.021889531612397,116.97948246002197,302.03402786254884,487.34400634765626,621.848275756836,695.2495651245117,758.634782409668,751.662085723877,732.9225914001465,653.5537780761719,540.8093315124512,387.7781421661377,238.351589012146,111.1362268447876,11.84956669807434,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,13.640135866403579,119.88387699127198,274.5750312805176,432.6194211959839,603.827710723877,666.5237045288086,770.6911361694335,801.5295986175537,754.2426445007325,707.2593597412109,572.0459259033203,422.758863067627,260.4442579269409,114.82945585250854,13.162801826000214,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,11.620337545871735,101.10561995506286,259.66903963088987,423.81184673309326,563.2867546081543,628.1774890899658,705.4125778198243,689.0598682403564,632.2094440460205,598.8535186767579,544.9634040832519,412.8960762023926,259.5378227233887,110.43826456069947,13.13947930932045,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,15.397532570362092,143.63261299133302,328.12432022094725,524.2994079589844,680.28984375,760.0540451049804,869.4803237915039,910.384976196289,799.0524520874023,679.6306976318359,564.5315322875977,406.1456268310547,279.0091136932373,128.59286727905274,15.812354946136475,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,14.530624306201934,138.96124835014342,314.9442932128906,503.00178146362305,639.9044990539551,726.773021697998,760.0981086730957,777.0528072357178,763.1269744873047,685.2649108886719,581.4634986877442,427.1645961761475,287.71877403259276,137.3095458984375,16.48910012245178,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,15.164166820049285,130.0212673664093,300.8463849067688,466.12263584136963,641.9231399536133,740.1900314331054,814.2572231292725,863.0118709564209,801.6716949462891,712.7581336975097,618.8935028076172,455.6742710113525,284.37357273101804,125.9130651473999,16.383202648162843,0.0,0.0,0.0,0.0,0.0
145,0.0,0.0,0.0,0.0,15.824250960350037,125.6415608882904,303.9884208679199,490.72082977294923,659.1924896240234,743.0830963134765,833.7985382080078,851.582307434082,811.0790740966797,708.509801864624,590.8042888641357,457.2550762176514,294.05683917999266,132.70547885894774,17.18759641647339,0.0,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,16.735150134563447,139.01246404647827,321.08875665664675,510.8398162841797,674.1489433288574,731.7969051361084,824.3273788452149,878.2637802124024,849.4602279663086,695.8843101501465,599.4638603210449,467.5492172241211,307.26747741699216,140.6184959411621,18.308699119091035,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,18.153839045763014,140.13309664726256,310.9610525131226,466.11996536254884,581.873345565796,675.0973854064941,749.6642906188965,804.6110946655274,749.2469947814941,672.9398307800293,598.4353172302247,439.6672622680664,275.134126663208,130.79750003814698,17.82465478181839,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,19.108135294914245,137.0807725906372,331.8961181640625,527.4846755981446,671.5477462768555,760.257958984375,817.7736450195313,862.862442779541,834.6183647155761,743.5017280578613,630.2184028625488,452.68365783691405,293.96656036376953,139.0082681655884,20.652003479003906,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,17.367383587360383,132.3893958568573,312.96985912323,476.7754707336426,603.6342277526855,684.5176536560059,770.9842262268066,793.9199829101562,762.880337524414,666.7450897216797,566.6582389831543,468.62856369018556,307.0874359130859,144.40717887878418,21.088571214675902,0.0,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0,21.52492254972458,152.05187397003175,341.36146545410156,524.4906768798828,654.8112014770508,722.6440040588379,784.4796417236328,833.5157531738281,792.246189880371,666.2842220306396,565.0471717834473,463.9672332763672,296.353409576416,140.6170862197876,21.891373014450075,0.0,0.0,0.0,0.0,0.0
151,0.0,0.0,0.0,0.0,23.917189681529997,151.40764884948732,335.5137828826904,522.2497386932373,699.8923095703125,809.4490753173828,857.289193725586,843.0985229492187,806.456655883789,708.0961837768555,616.5253265380859,458.4659107208252,291.5226104736328,145.2045789718628,23.60848832130432,0.0,0.0,0.0,0.0,0.0
152,0.0,0.0,0.0,0.0,21.876503455638886,160.1561794281006,357.2374496459961,538.6550689697266,698.2976821899414,747.6764991760253,814.2665756225585,828.3784164428711,833.2296340942382,744.4372589111329,603.334073638916,445.6465518951416,273.6910095214844,135.37250328063965,23.288361263275146,0.0,0.0,0.0,0.0,0.0
153,0.0,0.0,0.0,0.0,20.861174046993256,142.1502154350281,313.7045915603638,490.7390092849731,651.2286796569824,724.9254180908204,777.6597873687745,806.7227025985718,766.5344047546387,640.0756484985352,560.4190788269043,432.403031539917,270.27740478515625,133.19311008453369,22.697263193130492,0.0,0.0,0.0,0.0,0.0
154,0.0,0.0,0.0,0.0,19.738800156116486,153.54274106025696,346.16724014282227,528.6300430297852,666.5844161987304,731.3990394592286,794.2402923583984,797.5166328430175,804.3990043640136,739.1177352905273,631.3564643859863,499.8503547668457,324.48181800842286,154.42049045562743,25.382699537277222,0.0,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0,21.534834349155425,151.49656286239625,332.6903045654297,529.7745193481445,688.3280838012695,781.9171203613281,860.9918830871582,850.8569046020508,812.5598846435547,740.8760112762451,625.3026145935058,471.9995796203613,310.5601837158203,150.7119171142578,24.65659704208374,0.0,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0,20.67116973400116,147.82485284805298,344.2752052307129,542.9165924072265,698.8941879272461,803.4340179443359,875.2903457641602,895.9538162231445,880.5289901733398,765.7851318359375,643.1416580200196,472.7387435913086,305.6845222473145,147.19598655700685,25.17293839454651,0.0,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0,20.001598525047303,125.43839082717895,266.7307845115662,454.724080657959,615.5809246063233,682.8519088745118,753.2844242095947,696.0036170959472,756.9735538482666,674.7948986053467,592.993197631836,446.1057445526123,283.8370231628418,137.064155960083,24.233287167549133,0.0,0.0,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0,16.741521871089937,141.03531889915467,312.32373294830325,499.92120056152345,660.1618011474609,763.1750129699707,836.5983337402344,870.5747833251953,816.6408813476562,728.0219161987304,596.7400207519531,445.1936378479004,294.3086011886597,146.37223434448242,27.003009605407716,0.0,0.0,0.0,0.0,0.0
159,0.0,0.0,0.0,0.0,21.378630554676057,153.43157119750975,325.92778968811035,527.9261657714844,704.4708465576172,773.5144760131836,860.8949645996094,838.316088104248,819.5358882904053,787.9250648498535,681.3147674560547,520.7771919250488,330.3063695907593,167.93875122070312,29.319242477416992,0.0,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0,20.09594682455063,149.13925037384033,351.59741897583007,541.9223220825195,702.1007110595704,810.3229927062988,852.1971740722656,848.3636013031006,791.0938720703125,729.738772201538,566.9351081848145,428.6086536407471,285.3360246658325,151.29040088653565,28.231837892532347,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,26.48047981262207,165.58246536254882,339.24952125549316,535.1228660583496,703.5235397338868,799.2924209594727,834.3284378051758,840.6091934204102,807.7058372497559,722.0636951446534,594.3612953186035,440.03126220703126,289.7252862930298,146.46665678024291,29.42292399406433,0.0,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0,24.81359612941742,148.19511618614197,340.1343042373657,533.8556159973144,691.654524230957,759.7624923706055,888.9134307861328,889.2516891479493,844.7985557556152,716.2563877105713,612.6501350402832,487.14283752441406,326.7529655456543,169.12665672302245,31.19385108947754,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,24.549276435375212,159.2931121826172,354.17950134277345,541.6251937866211,690.2335388183594,790.0935405731201,908.214468383789,896.5648513793946,887.5881866455078,803.2382690429688,658.330209350586,490.19396057128904,307.16065444946287,153.51784572601318,30.613182926177977,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,19.56933240890503,144.74548740386962,330.3794219970703,525.8993576049804,701.117318725586,837.1215209960938,897.4873077392579,885.0512435913085,817.090724182129,740.0501525878906,584.7191047668457,451.2505599975586,324.4633193969727,155.67623443603514,30.268451595306395,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,24.627571773529052,153.03972625732422,319.9272689819336,476.5320766448975,637.904222869873,768.5747093200683,826.9491409301758,844.7951919555665,796.8829696655273,744.2280242919921,601.3451892852784,451.68451404571533,318.95153694152833,159.6478515625,32.10125036239624,0.0,0.0,0.0,0.0,0.0
166,0.0,0.0,0.0,0.0,23.279538333415985,159.17821216583252,340.7936981201172,523.5023025512695,694.4851608276367,778.2717025756835,831.0360656738281,846.312873840332,810.8606185913086,736.3324348449707,633.767765045166,498.87760105133054,323.24820098876955,163.4403781890869,32.602487456798556,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.0,22.54451756477356,159.1971347808838,327.6265640258789,504.2465301513672,670.3077995300293,813.8566329956054,885.0388793945312,871.1612037658691,810.2071960449218,760.2500457763672,658.5398056030274,512.1792617797852,328.7478611946106,156.9624402999878,33.35116004943848,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,22.28277028799057,142.90180416107177,294.1705990791321,438.85279273986816,608.7291854858398,713.5719116210937,776.5371070861817,801.1468276977539,794.3082550048828,744.7121597290039,635.300288772583,485.0938959121704,323.4354724884033,162.38380508422853,33.37689447402954,0.0,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.0,24.408542966842653,162.52157440185547,348.885498046875,534.8518951416015,688.9254119873046,809.8803512573243,893.2017196655273,928.1140518188477,909.0776443481445,797.3638519287109,630.5568849563599,489.24031829833984,330.7266761779785,168.17391300201416,35.300985431671144,0.0,0.0,0.0,0.0,0.0
170,0.0,0.0,0.0,0.0,23.37581875324249,160.70265922546386,344.18825950622556,528.293049621582,696.0122589111328,788.8569358825683,892.8196304321289,921.0390228271484,885.5398929595947,785.0486927032471,673.3226303100586,522.5607803344726,345.1884635925293,168.30461912155153,33.50611183643341,0.0,0.0,0.0,0.0,0.0
171,0.0,0.0,0.0,0.0,25.04807949066162,155.1689266204834,341.4453750610352,539.6825180053711,701.2860961914063,823.8485229492187,888.5144805908203,880.9119384765625,866.6097991943359,812.7722640991211,678.725025177002,518.7407341003418,319.53500480651854,170.644287109375,34.055335998535156,0.0,0.0,0.0,0.0,0.0
172,0.0,0.0,0.0,0.0,24.6389231801033,154.82989692687988,339.8439544677734,521.7001976013183,698.7015335083008,822.5852577209473,902.3960952758789,972.1310119628906,922.3488220214844,825.8427444458008,724.7920989990234,551.8342987060547,372.5897529602051,185.84748306274415,37.16973524093628,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,21.742444002628325,153.16851882934571,345.5512268066406,545.5672210693359,704.1545272827149,801.7847061157227,865.5730361938477,904.2653877258301,897.9174781799317,810.6121452331543,694.4848358154297,538.5220825195313,342.2069585800171,172.91398658752442,36.44583330154419,0.0,0.0,0.0,0.0,0.0
174,0.0,0.0,0.0,0.0,19.08870425224304,137.0517831802368,323.85684967041016,523.9340591430664,696.989094543457,817.2233032226562,892.1422637939453,901.6436248779297,851.7350784301758,780.1413377761841,672.997649383545,529.1459709167481,355.7455322265625,160.0532480239868,33.77920446395874,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,21.56122508049011,146.10704698562623,327.7683731079102,511.9533092498779,668.818176651001,798.2614334106445,864.5187843322753,894.3077957153321,826.1820587158203,734.39995803833,613.791459274292,481.616396522522,319.58082180023194,167.30843181610106,32.93765366077423,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,22.50802059173584,155.66275482177736,336.50853576660154,521.1940811157226,685.4755149841309,789.8816772460938,852.3896308898926,900.1569145202636,848.1609741210938,769.7837684631347,656.661417388916,495.55026321411134,325.6531265258789,164.75622882843018,33.27639832496643,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,20.812677133083344,147.31794958114625,323.9293333053589,514.0305763244629,671.2380676269531,809.2688629150391,890.8087539672852,923.1448677062988,894.645297241211,817.0313720703125,720.9408721923828,546.6063629150391,351.15317306518557,171.0946177482605,35.22841844558716,0.0,0.0,0.0,0.0,0.0
