DayOfYear,00:00,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
183,0.0,0.0,0.0,0.0,80.00848999023438,403.62676391601565,615.1361831665039,726.768310546875,779.2180557250977,813.6023315429687,814.9310485839844,771.2871856689453,777.2729038238525,735.6390914916992,686.7779777526855,628.7625037193299,543.2677917480469,390.0037407398224,126.25812587738037,0.0,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0,82.6425064086914,401.6775055730075,581.1738336712122,687.3876025199891,760.3340798377991,797.9578125,817.0353414535523,829.3724231719971,817.1599510192871,723.0462013244629,672.3926112174988,631.5817941665649,545.1358020696789,415.9368896484375,134.44014091491698,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.0,0.0,73.28083109855652,384.1297462463379,608.2609939575195,722.9289138793945,801.508203125,838.6307983398438,829.7105010986328,819.8283779144288,756.6904266357421,734.5494740962982,723.4441917419433,663.7920288085937,528.0644142508506,368.5509393619839,111.56336412977544,0.0,0.0,0.0,0.0,0.0
186,0.0,0.0,0.0,0.0,63.682853317260744,355.2759063720703,564.8231567382812,672.096240234375,718.2746864318848,727.4586513519287,750.2520460367668,761.5601800902165,777.136181640625,739.6329451560974,712.6539077758789,622.4453544616699,561.916780090332,412.1229248046875,113.74635908603668,0.0,0.0,0.0,0.0,0.0
187,0.0,0.0,0.0,0.0,73.51584079265595,398.1591194152832,585.2895668029785,712.0402557373047,789.6107818603516,815.64345703125,826.2091445922852,843.8202713012695,813.9037807464599,763.1141555152833,742.561671162839,693.0009465701878,597.2429071892053,427.04463522946463,127.75469090901315,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,68.21485875248909,366.3301823616028,531.5000456809997,686.2227584838868,752.1457740783692,775.9337898254395,786.6620552062989,801.5897473812104,805.68347864151,763.1296895980835,724.140443944931,679.0871963500977,575.826399230957,399.6861747741699,112.50511965751647,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,0.0,0.0,59.31043748164084,353.8973482131958,582.1841384887696,679.4758216857911,739.1274520874024,781.7534454345703,820.6943252563476,845.6635101318359,814.571305847168,766.4007469177246,750.0017601013184,699.3889709472656,606.3401901245118,405.10315704345703,118.09813957214355,0.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,63.87421979904175,381.06967544555664,593.6163497924805,711.198452758789,778.5744567871094,812.2210662841796,832.740087890625,819.2182846069336,749.2213520050049,712.8619037628174,657.3609177350997,606.0313119888306,503.0915222167969,370.7795280456543,99.13568830490112,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0,59.34550561904907,349.92854328155516,561.3990936279297,681.5040954589844,759.1138427734375,776.4314086914062,783.5846748352051,781.8195678710938,765.8828910827636,747.2080139160156,733.073193359375,692.1013229370117,587.6093643188476,407.4929168701172,113.10589938163757,0.0,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0,63.04555403888226,391.40173263549804,616.4076065063476,734.4339294433594,803.5117340087891,844.5887329101563,862.1289611816406,860.4328643798829,851.3479675292969,835.3745300292969,783.7234741210938,724.15673828125,618.9160095214844,435.3934684753418,121.73445301055908,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,57.76650958061232,374.5750228881836,586.7906021118164,704.7802444458008,776.827717590332,817.5830139160156,839.5068298339844,808.30386428833,766.4980876922607,761.6936515808105,748.1984085083008,675.2079380989074,557.6361785054207,419.53614647388457,114.92284622192383,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,56.669698524475095,350.8655714035034,516.7878179550171,664.0485469818116,746.9990798950196,790.094953918457,801.1955043792725,807.4182729721069,795.2081527709961,751.3153579711914,713.1116150856018,652.8801189422608,532.0923855136614,366.14076761233156,103.96190490722657,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,41.78175048514477,308.11901206970214,517.359814453125,636.196647644043,683.4823165893555,717.0767031684518,743.0781665802002,770.6329399108887,736.5427795410156,736.4573196411133,724.636685180664,652.339192199707,511.28532581329347,339.7752758741379,92.4030895471573,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,40.823651178229305,307.5748306676745,504.95401039123533,641.8366718292236,710.2640533328056,740.7329226970672,717.0919057488442,727.1828398942947,724.5287086786469,668.1532040956594,631.5652437883139,559.8775534629824,453.4590702116566,315.0317070068792,84.9203945986732,0.0,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0,44.564582633972165,325.93861231859773,523.3224835786968,627.2208500385284,694.3846490621567,731.2126895546913,781.7795852661133,779.9770591735839,779.9503387451172,733.6815795898438,712.4710060119629,653.627082324028,549.3123621463776,400.5478896141052,103.822610953156,0.0,0.0,0.0,0.0,0.0
198,0.0,0.0,0.0,0.0,47.48064378425479,359.98309082984923,598.1125259399414,715.4087951660156,788.2176452636719,820.0638671875,824.5301223754883,780.0053283691407,719.0784839630127,639.5317103385926,637.2146596908569,635.7809719800949,528.5271340310574,373.03602734804156,94.63850434952182,0.0,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.0,47.47367158824277,353.6260738372803,572.3898750305176,691.0148128509521,767.0162414550781,777.2820823669433,774.8797326564788,791.5266029357911,772.9268768310546,713.508329486847,701.207787322998,620.9575277328491,517.8555423219223,362.6255491137505,83.67563501375733,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,47.13755874633789,374.17076416015624,593.4178070068359,716.4914794921875,777.6955993652343,831.8232360839844,839.862515258789,854.7321868896485,854.45498046875,833.5796295166016,790.5949005126953,725.080110168457,609.5665618896485,427.02624664306643,101.67389701008797,0.0,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,42.23677697852254,369.6110870361328,608.3305267333984,724.8188842773437,803.0800628662109,814.7508682250976,819.4467909812927,824.4512434959412,818.2736724853515,810.986003112793,762.1975723266602,653.7253109931946,573.0391495702788,389.0849554002285,88.25123811389376,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,37.02377610206604,333.551016998291,562.3124069213867,691.7666091918945,768.401333618164,806.4039794921875,841.0771667480469,839.3899780273438,838.8426025390625,822.8127014160157,766.1265838623046,694.5818771362304,600.2802093505859,402.16578636169436,92.56025282037373,0.0,0.0,0.0,0.0,0.0
203,0.0,0.0,0.0,0.0,36.05905571579933,351.0243335723877,581.4508041381836,693.6582656860352,755.5618331909179,774.6383123397827,786.6204605102539,782.2382656335831,752.477092552185,741.0154890060425,701.9331816673279,644.2257865905761,504.6544791221619,335.3474773406982,76.45879788398743,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,31.453711285244207,332.27334251403806,555.9550601959229,698.2786163330078,774.6350769042969,800.9216247558594,827.0791473388672,835.7865203857422,825.9223693847656,799.3212158203125,744.9004516601562,665.3302067637444,552.9391292572021,366.208048248291,73.63165337443351,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,28.4997208237648,314.66483001708986,541.5783241271972,669.1661651611328,750.6855773925781,784.6229705810547,779.5328567504882,769.4841400146485,766.9422264099121,719.8490844726563,654.5460029602051,541.1607256889343,476.90371984345836,323.92989059984683,68.73259420394898,0.0,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0,19.40135265882127,264.0968864440918,490.979109954834,633.8764511108399,698.2845458984375,728.0721435546875,726.1803375244141,734.0691263318062,714.4205182164908,704.6940414428711,652.1564176134765,579.6591584563255,474.7159387871623,298.25597724914553,57.83156423568725,0.0,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0,24.409638899564744,300.612003326416,501.1829238891602,640.362911989119,715.5548728967085,758.2943176269531,786.8408081054688,810.8405548095703,779.36835231781,732.6399496078491,706.2755178451538,625.2742729187012,486.2425359725952,339.23481954187156,65.95317734479904,0.0,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0,26.208079290390014,321.8703098297119,549.2565872192383,684.9311996459961,746.5791233062744,803.053840637207,824.439338684082,809.0700534820556,808.612661743164,799.3642578125,748.8801498413086,653.5220695495606,552.9803430557251,376.63158187866213,74.10802760124207,0.0,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0,25.198163766786458,334.4619171142578,585.7790145874023,713.8929779052735,786.8711151123047,826.1868194580078,850.7866241455079,854.8924957275391,834.986117553711,791.5259140014648,742.41077709198,659.6627502441406,556.5639720916748,373.67702560424806,71.74278745651245,0.0,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,24.002923822402956,332.6247863769531,579.5207992553711,703.5715728759766,779.4374908447265,820.07919921875,847.4233978271484,852.6517364501954,843.2768005371094,789.9820236206054,720.2960078001022,648.5100791931152,543.7244522094727,349.6998657226562,61.43629341204671,0.0,0.0,0.0,0.0,0.0
211,0.0,0.0,0.0,0.0,21.23377594947815,312.0987438201904,556.1271499633789,685.5711868286132,764.2217437744141,807.6920532226562,828.3501403808593,832.0701416015625,826.8518280029297,785.542121887207,723.2097129821777,637.1378364562988,563.6251403808594,366.4201057434082,64.68548074960708,0.0,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0,17.74111976623535,298.68386001586913,544.8281295776367,679.8106842041016,758.3568359375,804.6516632080078,828.0819580078125,829.6100311279297,793.0592742919922,740.0923080444336,645.494034576416,592.5717931747437,456.0574504852295,308.20331333149227,54.73097855068875,0.0,0.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0,13.788567471504212,257.3348918914795,507.90257568359374,641.6469024658203,718.3908508300781,767.9428558349609,779.160270690918,758.0140045166015,772.617839050293,759.874624633789,666.5420425415039,586.9126203364692,471.70751113894755,286.19509181978816,40.97135534308809,0.0,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0,14.097298181056976,283.78740921020506,529.63876953125,661.4400741577149,733.9868835449219,771.7025062561036,814.3538116455078,796.6448669433594,800.2630828857422,768.3049758911133,719.4406600952149,597.4902408599853,494.88976860046387,328.44290618896486,50.06372035741806,0.0,0.0,0.0,0.0,0.0
215,0.0,0.0,0.0,0.0,11.808767235279083,267.16831970214844,511.62633209228517,651.3666122436523,737.4395050048828,783.9462707519531,806.8375518798828,780.8655616760254,746.8169427262947,718.2405040740983,667.433783125531,590.651614189148,500.8751029968262,300.2997175693512,37.99439600110054,0.0,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0,8.95110377073288,234.11101614236833,476.2549446105957,622.9946548461915,713.7077255249023,767.2418716430664,778.0185256958008,746.4455917358398,721.0012493133545,732.754955291748,675.7834854125977,579.615813445492,445.89201669692994,229.22342481315135,28.32703348384239,0.0,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,8.877129054069519,255.98686447143555,496.86385955810545,631.4968482971192,715.2854629516602,737.1498691558838,739.2747554779053,710.1527444839478,715.3173132403754,699.4987351447344,662.0801242022368,562.5376938819885,485.801824957598,303.43362044095994,39.820535612106326,0.0,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0,9.348583328723908,279.95856552124025,544.0124771118165,656.2654258728028,730.2440475463867,747.7914657592773,771.4717666625977,770.7816970825195,700.8500835418702,724.8916496276855,671.9046478271484,609.1819564819336,492.0888593673706,321.5236771583557,39.654692029953004,0.0,0.0,0.0,0.0,0.0
219,0.0,0.0,0.0,0.0,7.884101682901383,274.1788867950439,538.2827621459961,683.3340560913086,762.1186004638672,806.2689392089844,818.0410614013672,797.5965297698974,799.1420738220215,767.493318939209,712.4365231513978,627.3599548339844,493.42126541137696,310.7063690185547,32.87428531646729,0.0,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,5.903529179096222,247.26363868713378,511.394322013855,661.9459671020508,748.4943603515625,799.3931427001953,805.7875823974609,796.2504119873047,781.447378540039,742.4700740814209,671.0945334911346,552.7264449119568,444.0414241790771,231.4956203877926,23.397077231202275,0.0,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0,4.226440712809563,221.10096015930176,473.113939666748,556.6519285202027,663.9300966739654,723.4129843711853,756.5294898986816,781.7390335083007,696.1800930023194,669.5954027175903,619.1851997375488,554.3470829606056,468.69838281944396,269.4149300575256,24.838116025924684,0.0,0.0,0.0,0.0,0.0
222,0.0,0.0,0.0,0.0,3.9741500318050385,219.05393657684326,478.06296691894534,630.084196472168,716.8820770263671,771.9959381103515,792.9419616699219,771.092333984375,736.9111595153809,707.1948448181153,681.3647155761719,571.631412601471,463.1232745170593,259.02741680145266,24.43361917103685,0.0,0.0,0.0,0.0,0.0
223,0.0,0.0,0.0,0.0,4.635893131792545,263.85877494812013,535.4983390808105,663.0632217407226,759.8014526367188,809.5023803710938,835.4118865966797,765.7751197814941,695.1029320716858,674.183255136013,609.4361103057861,596.4369525909424,482.27514419555666,286.540810585022,25.800278663635254,0.0,0.0,0.0,0.0,0.0
224,0.0,0.0,0.0,0.0,3.1052768558263777,242.00813434123992,511.8614689826965,652.7222536802292,723.5897969961167,785.2346313476562,822.9496704101563,802.3866493225098,760.8708207845688,748.2803611755371,704.4649534225464,620.4895429566502,507.8775010019541,288.37753907442095,19.33812744472234,0.0,0.0,0.0,0.0,0.0
225,0.0,0.0,0.0,0.0,1.9406574547299829,226.66693041722684,497.9164420127869,664.9661987304687,768.970834350586,790.0153182983398,792.1296142578125,773.7924087524414,792.5048355102539,771.506031036377,753.8990653991699,661.7434509277343,508.28435077667234,292.82078742980957,17.771662052596366,0.0,0.0,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0,1.7354427069425582,247.87909507751465,524.8000175476075,697.7009429931641,757.0705200195313,822.3450469970703,832.2935455322265,816.6960296630859,799.7734756469727,743.5731121063233,734.0717514038085,689.2146697998047,569.714956665039,313.28300387859343,19.11576859652996,0.0,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0,1.2553692355751993,229.6768995285034,481.6266513073817,640.1191697769798,719.1158852338791,770.1663352966309,815.7740295410156,805.1141784667968,763.5326538085938,690.3960150718689,643.8569918394089,590.8309416466043,477.7081813812256,251.87591178417205,13.010328835248947,0.0,0.0,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0,0.7165676892832039,228.55123863220214,521.2792785644531,649.4785919189453,765.3537628173829,818.7623779296875,845.681509399414,854.4040588378906,838.090576171875,823.8404357910156,779.7745147705078,698.2459167480469,555.2399887084961,311.6258514404297,14.773413968086242,0.0,0.0,0.0,0.0,0.0
229,0.0,0.0,0.0,0.0,0.5095797523856163,260.12318420410156,559.4113922119141,705.0258209228516,789.2289520263672,835.0483093261719,856.580111694336,862.5886138916015,830.3297470092773,785.9705795288086,742.0428665161132,644.4316127300262,532.6602821350098,287.07992401123045,10.040939688682556,0.0,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0,0.0,206.8119339942932,505.21783752441405,662.7101593017578,751.945834350586,799.460888671875,817.8838775634765,833.0736663818359,816.4228820800781,785.5294799804688,698.3459130287171,634.2200911492109,502.43914394378663,255.67289505004882,7.368093240261078,0.0,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0,0.0,190.71617870330812,476.3233840942383,637.9374496459961,733.6489013671875,788.5776428222656,803.5629638671875,806.2169525146485,783.4391815185547,745.5121698379517,690.8687877655029,600.154133605957,473.27755279541014,229.79445643424987,5.383885055780411,0.0,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0,0.0,186.61377215385437,478.7379089378075,627.0303160905838,708.3007389068604,755.9705349445343,768.2741188049316,795.1655715942383,772.3388000488281,756.861247253418,703.8878578186035,623.6818992614747,490.67015533447267,240.33268966674805,4.762855437397957,0.0,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0,0.0,194.58716793060302,484.9742858886719,639.4722442626953,732.3901443481445,783.4412963867187,782.6281463623047,768.5672430038452,750.3242335557937,751.0234283447265,701.1325653076171,619.1989204406739,491.2734519958496,234.23642122745514,4.0566862109219075,0.0,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,216.6821165084839,528.0686218261719,686.2197723388672,767.9110076904296,814.3373291015625,818.2908660888672,779.3841197967529,773.8935501098691,741.6240249633806,686.0403625498618,627.3788333645556,510.1664281845093,242.25234127044678,2.7154391914606095,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,202.09451944753528,494.1203722000122,652.1113647460937,753.8145721435546,816.131216430664,841.3245666503906,843.0706970214844,809.5788940429687,708.0536713123322,662.0264167051442,587.1752889291616,443.88969007447594,213.57040318250657,1.4195054421375972,0.0,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0,0.0,184.29914627075195,489.50452423095703,642.6726043701171,720.8060607910156,701.0124588012695,744.503581237793,742.3026565551758,734.8029975891113,724.0063552856445,666.5604056358337,564.1198448181152,438.98291931152346,210.39345016479493,0.6730993531644345,0.0,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0,0.0,168.54921112060546,454.833459854126,625.5730087280274,712.3718879699707,744.1209060668946,726.8601711273193,747.4775241851806,713.3053915500641,684.8302486419677,663.9501663208008,575.177317237854,414.4450240135193,177.57831734232605,0.09889850914478301,0.0,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0,0.0,156.41108360290528,452.25844497680663,604.8366800621527,684.6655764579773,760.1401351928711,794.8407440185547,763.4983207702637,778.717448425293,724.6082397460938,636.723806476593,593.3579273223877,458.44762802124023,192.3725170135498,0.0,0.0,0.0,0.0,0.0,0.0
239,0.0,0.0,0.0,0.0,0.0,179.72496547698975,495.12120895385743,663.1033370971679,739.3505470275879,807.1353591918945,812.4440805435181,810.8226974487304,825.6552299499511,802.9688598632813,784.3183868408203,706.2604858398438,552.5798324584961,231.06093826293946,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0,0.0,192.88341693878175,525.5345405578613,698.293099975586,787.4944793701172,838.0545593261719,845.5577850341797,842.1443161010742,824.2029830932618,747.1396031856536,706.0176864624024,633.7512099266053,509.6522687911987,216.2306688308716,0.0,0.0,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0,0.0,187.7330592393875,511.9275691986084,670.9472671508789,747.3287231445313,795.3159606933593,801.7133361816407,835.4381744384766,774.7734176635743,749.498397731781,712.2608878739178,603.6815047383309,496.7047569274902,208.36706104278565,0.0,0.0,0.0,0.0,0.0,0.0
242,0.0,0.0,0.0,0.0,0.0,164.00864658355712,486.11959381103514,645.344408416748,727.1065120697021,760.6080600738526,788.5895317077636,815.3063636779785,796.1029193878173,741.3135304542317,661.2553362160921,561.2464331246913,425.6972412199875,158.56898140124977,0.0,0.0,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,0.0,167.1769627429545,471.3947727203369,613.8796652793884,676.6706956113688,747.4524861529469,764.5844520941376,761.2529356479645,734.9310856819153,667.4609170675278,570.5883177280426,507.3646664619446,434.27395820617676,169.40514421463013,0.0,0.0,0.0,0.0,0.0,0.0
244,0.0,0.0,0.0,0.0,0.0,125.15592451095581,428.0940231800079,573.1227288246155,674.7011311531066,707.6121942996979,748.9096040725708,794.2798370361328,743.9443546295166,707.8648811340332,615.4582805633545,570.1922660827637,462.48145217895507,152.76527633666993,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,149.0764042854309,468.7494888305664,614.3954750061035,695.4902610778809,742.2153823852539,759.7906036376953,726.0625095367432,760.9263473510742,667.0024013519287,615.4897605895997,505.4309922248125,410.07275650732265,135.18068486452103,0.0,0.0,0.0,0.0,0.0,0.0
246,0.0,0.0,0.0,0.0,0.0,145.84713364742487,453.5267693640606,606.0364047631622,679.679369351973,721.8174147147154,738.5395895183086,735.5876407623291,730.3223493576049,684.1990564823151,617.1617221131921,544.7668570550159,394.73485585451124,136.92066129688175,0.0,0.0,0.0,0.0,0.0,0.0
247,0.0,0.0,0.0,0.0,0.0,134.05202956296372,452.7261078834534,613.0140800833702,697.2265968322754,764.0139911651611,749.0028018951416,719.6681502863764,726.5061940088868,707.9912732064724,624.8977275848389,488.3228198051453,381.6233019590378,124.03465976715088,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,123.46060233362951,402.20330230944165,542.6531902670861,632.2387115595396,651.8008336544037,690.370777355507,671.2593326091767,701.3599072694778,685.9246556809172,629.150774371624,543.814188194275,409.4071906089783,120.91297674179077,0.0,0.0,0.0,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0,112.84048417791203,372.50189491951414,516.7638422351331,600.31620388031,655.4539615154266,638.5387826442718,609.3528491109743,566.4257330910741,576.4612790854687,523.3961520522832,475.9366967409849,359.331387758255,109.54859273433685,0.0,0.0,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0,101.89907755143946,418.9246366739273,582.2308882799931,685.3842569179833,735.5649569982663,651.6491604983806,691.5940390586853,713.8229913711548,683.0116157531738,583.6559875488281,514.3247585296631,412.3162666082382,106.54631364012603,0.0,0.0,0.0,0.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0,98.9194004463614,372.12969636917114,514.3699117307551,633.9497151732445,644.1979052066803,659.9700594753027,639.3874022245407,624.8622742952309,578.7064807169139,527.060253316164,472.47802810668946,332.115994644165,78.55147423744202,0.0,0.0,0.0,0.0,0.0,0.0
252,0.0,0.0,0.0,0.0,0.0,92.50158894999186,379.31164822932334,562.5284840583802,653.3189571380615,707.3593308627605,702.3813227999956,694.6428270220756,712.7842903137207,685.3819637298584,626.2049655914307,518.1817375183106,363.1271438598633,83.59834957122803,0.0,0.0,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0,0.0,86.41042564231903,355.16030687093735,546.5845769882202,669.0797541819513,692.5986108157318,721.3691484212875,717.6277287900448,729.7633132964372,659.598290005885,543.7712140597403,432.0871767580975,334.24922411441804,86.79839854240417,0.0,0.0,0.0,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,0.0,108.06342861652374,433.8177919045091,576.6539646245665,677.1427704590214,752.0237055879086,760.4936487674713,737.1952339172364,708.5888327598572,710.9618556618691,653.2427275657653,515.0003989934921,397.99336700439454,90.64204978942871,0.0,0.0,0.0,0.0,0.0,0.0
255,0.0,0.0,0.0,0.0,0.0,99.43216342553497,407.32604217529297,588.8754661560058,681.6985656738282,715.3472816467286,753.6515915870666,754.3550329208374,707.0976432800293,623.5527073606848,586.7720696926117,513.7727463722229,379.7784646987915,80.0361496925354,0.0,0.0,0.0,0.0,0.0,0.0
256,0.0,0.0,0.0,0.0,0.0,116.12961547318847,468.1189945206046,624.9071692466736,698.6787384033203,736.0897511482239,725.9302104949951,710.8015666007996,770.3387237548828,731.5691101074219,676.3494648389518,606.0211849942804,420.10981154441833,83.55464925765992,0.0,0.0,0.0,0.0,0.0,0.0
257,0.0,0.0,0.0,0.0,0.0,97.61746950171184,406.6131984710693,569.0449189853098,681.8704225279391,732.6486642971635,755.1849617806362,738.5334398090839,708.0972715436994,712.435181567397,641.7795417516202,555.8153335321156,379.74659032821654,66.4076297879219,0.0,0.0,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0,0.0,81.22300229849506,378.8326546430588,546.916719865799,630.6298975277703,678.5709724559331,707.5403913541464,710.5360317104103,697.5646576989327,655.6083028784309,587.8258104418423,492.8797938529169,332.5849350750621,51.21996022462845,0.0,0.0,0.0,0.0,0.0,0.0
259,0.0,0.0,0.0,0.0,0.0,90.42085195034743,412.5263947427273,590.8558715820312,666.1057907104492,722.8699171543121,741.0879383087158,711.6962686538697,700.4259610176086,626.4536493122578,608.4494571805001,524.014659628272,322.67597060203553,52.74006907655858,0.0,0.0,0.0,0.0,0.0,0.0
260,0.0,0.0,0.0,0.0,0.0,67.58885752856732,366.230390241032,550.1053562901914,629.9486153317615,694.0095132827759,761.1971710205078,728.6435195922852,732.5798895359039,648.5038543288392,597.1433269316324,503.3685986638069,337.4935094833374,47.58168020248413,0.0,0.0,0.0,0.0,0.0,0.0
261,0.0,0.0,0.0,0.0,0.0,89.98974807148333,427.69131088256836,612.8142413901624,711.2422966731156,753.61877290681,766.4309520304203,744.5764170855284,640.7153562784194,586.0243422985077,593.4007145166397,505.52257590293885,333.1659574508667,40.453814225643875,0.0,0.0,0.0,0.0,0.0,0.0
262,0.0,0.0,0.0,0.0,0.0,39.7092462520921,263.473779393344,488.48125515877234,572.0265434265965,592.0558904647827,589.9630925854428,557.4938037641765,494.7341911789749,503.9171929687509,443.32010636329653,341.0338403530419,229.37543424703182,26.470580422878264,0.0,0.0,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0,0.0,44.709608729197065,250.6719177246094,380.9408214446157,488.25391998291013,581.0026985169432,647.8459374337124,610.1173930492192,615.4261551436757,563.0534030447968,490.4159756627399,448.60196895478293,326.01220626831054,35.99142397642136,0.0,0.0,0.0,0.0,0.0,0.0
264,0.0,0.0,0.0,0.0,0.0,54.834153939411046,285.02346026923044,429.7174582004547,572.2555074691772,627.491736808367,638.8485011778772,549.0430513381958,518.402830760926,576.1663450956345,518.5684825599194,440.0635284155607,293.44577293396,29.283254051208495,0.0,0.0,0.0,0.0,0.0,0.0
265,0.0,0.0,0.0,0.0,0.0,56.30795953053128,317.4006558280242,544.5674366198087,672.401521381579,766.6204946417557,753.868991249486,709.7960078841761,631.417169068989,576.9857204336869,600.2556746633429,482.84491769891036,311.47724272075453,29.506404029695613,0.0,0.0,0.0,0.0,0.0,0.0
266,0.0,0.0,0.0,0.0,0.0,72.24979028714826,395.2961853027344,577.0877624511719,675.1138916015625,716.9875053405761,675.7771173768867,673.7202278971672,616.7591671869159,591.1970064640045,608.0110335871577,497.37840976715086,314.6521672606468,25.822684633738938,0.0,0.0,0.0,0.0,0.0,0.0
267,0.0,0.0,0.0,0.0,0.0,57.527253423476886,337.0673041343689,557.2613819212883,620.4246434450149,600.399859456718,601.6173040032387,563.9414067355567,515.550649257726,485.47363101355734,450.21361742531883,383.8159729488834,250.61529154777526,16.577400857210158,0.0,0.0,0.0,0.0,0.0,0.0
268,0.0,0.0,0.0,0.0,0.0,42.510904312135956,250.7660252764821,398.9726268943399,447.5607761997031,491.3348673950253,475.5205285579723,493.3952012379421,498.97590992450716,438.9576068639755,449.619607719779,356.4902216404681,213.10028910394757,13.30257203563815,0.0,0.0,0.0,0.0,0.0,0.0
269,0.0,0.0,0.0,0.0,0.0,33.64935003450337,259.54353031130194,431.69681694507597,500.25605765096844,540.1232083464972,569.0649977684021,568.283204472065,529.9863551318646,502.8611386811361,440.86257869228723,353.3043846309185,235.14274408817292,11.673268735408783,0.0,0.0,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0,32.527415958046916,270.20986477136614,423.172008215636,491.94764073667267,567.4075765544287,636.5180215081898,588.8993611342972,554.2158574061468,505.07193286418914,451.9236329853535,367.4514150857925,236.8333209991455,8.480058079957962,0.0,0.0,0.0,0.0,0.0,0.0
271,0.0,0.0,0.0,0.0,0.0,33.983812939439666,275.3287468791008,444.9396264731884,515.4114755640237,600.189224932072,623.0377710231508,635.6013525893253,634.0884030235591,564.4021989815203,498.4639862002805,426.75768805462866,265.84582862854006,7.241928440332413,0.0,0.0,0.0,0.0,0.0,0.0
272,0.0,0.0,0.0,0.0,0.0,46.747679996490476,326.48917189240456,523.7567874908448,621.1453251659871,681.4693798065185,676.703717187047,684.2707919098436,660.960409295559,579.7047195270658,511.77229730784893,430.05549812316895,272.00195545554163,6.213453483581543,0.0,0.0,0.0,0.0,0.0,0.0
