Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
437.00,1048.47,1019.64,976.69,918.39,864.28,801.65,1048.07,1041.41,1049.01,1048.11,1050.16,1050.48,1032.19,1042.42,1051.71,926.84,1057.60,1043.86,1065.35,1036.26,1023.35,967.38,927.99,1090.21,1089.16,1110.24,1103.00,1092.39,1071.35,1032.43,992.80,1067.13,1060.27,1022.66,1009.66,1024.22,1032.90,1035.32,992.42,984.81,1103.92,1123.14,1128.76,1132.75,1130.62,1112.06,1083.40,1041.14,987.34,
438.00,1055.38,1026.87,983.15,924.96,870.86,805.94,1054.96,1047.98,1055.97,1054.61,1057.49,1057.26,1039.66,1050.32,1058.95,932.47,1063.58,1050.64,1071.37,1044.35,1030.84,974.05,934.70,1096.31,1096.96,1117.26,1111.78,1100.62,1078.36,1040.34,1000.09,1075.29,1068.30,1029.95,1016.45,1029.97,1038.46,1044.64,998.65,991.70,1111.49,1131.17,1135.36,1139.13,1136.74,1118.96,1090.72,1047.87,994.52,
439.00,1063.69,1036.31,990.92,932.39,879.40,813.64,1063.06,1057.37,1064.60,1063.92,1066.04,1066.27,1049.78,1058.99,1067.67,940.69,1072.21,1058.84,1080.72,1055.40,1039.59,981.82,942.11,1104.95,1106.16,1126.64,1121.32,1109.43,1086.51,1049.54,1008.41,1084.49,1077.83,1038.89,1026.31,1038.74,1046.40,1052.11,1007.23,1000.66,1121.31,1140.46,1145.24,1148.30,1146.26,1128.35,1099.66,1056.99,1003.02,
440.00,1079.82,1053.57,1008.10,947.70,895.24,827.80,1080.24,1075.90,1081.07,1081.91,1084.36,1084.99,1067.71,1076.53,1083.79,957.56,1090.52,1076.59,1097.57,1073.92,1055.50,997.97,957.00,1121.85,1125.60,1144.81,1139.18,1128.06,1103.38,1065.73,1023.56,1102.78,1095.27,1055.03,1043.39,1055.24,1062.59,1069.64,1023.65,1016.83,1139.96,1158.91,1164.54,1167.47,1165.53,1148.51,1119.07,1075.70,1017.92,
441.00,1105.00,1079.22,1032.48,969.85,916.25,847.27,1104.63,1102.12,1107.20,1107.35,1110.23,1111.71,1094.82,1102.62,1107.39,980.44,1117.50,1103.84,1124.14,1101.09,1077.75,1021.04,978.91,1147.55,1152.09,1173.02,1166.03,1153.97,1129.97,1092.19,1046.26,1129.38,1120.36,1081.19,1068.32,1079.50,1088.78,1094.45,1047.93,1041.25,1166.03,1185.55,1193.19,1195.32,1192.53,1176.59,1146.61,1102.25,1041.25,
442.00,1129.81,1105.93,1056.75,991.62,936.26,867.84,1131.84,1127.93,1133.29,1133.24,1137.02,1137.99,1120.26,1127.41,1134.17,1003.81,1145.44,1129.39,1150.93,1125.31,1102.11,1044.08,1002.20,1174.51,1177.71,1199.46,1193.79,1178.07,1156.45,1117.12,1067.55,1154.97,1146.45,1105.70,1093.63,1105.03,1114.17,1118.87,1073.07,1064.47,1193.30,1211.89,1221.94,1224.64,1221.18,1204.53,1173.54,1128.23,1065.40,
443.00,1148.46,1123.43,1073.19,1007.71,951.00,881.30,1149.90,1145.65,1151.11,1149.93,1154.95,1155.34,1138.22,1146.52,1151.86,1019.85,1165.52,1149.37,1169.06,1143.59,1117.77,1059.42,1016.81,1195.41,1196.75,1217.91,1212.52,1197.16,1175.37,1134.41,1084.05,1172.71,1164.23,1121.41,1111.44,1124.20,1133.08,1135.39,1088.97,1080.61,1212.20,1230.59,1243.64,1244.86,1241.04,1222.31,1192.36,1145.65,1081.10,
444.00,1159.91,1133.97,1083.89,1018.21,960.02,888.59,1162.58,1158.00,1162.62,1162.58,1167.37,1165.73,1149.65,1158.04,1165.64,1029.70,1179.04,1161.60,1180.44,1156.08,1128.88,1070.20,1027.31,1208.61,1208.48,1231.98,1225.09,1208.37,1188.28,1145.50,1094.69,1184.13,1175.55,1133.10,1122.57,1135.55,1145.59,1146.59,1099.37,1090.75,1224.38,1243.71,1255.95,1257.25,1255.36,1234.98,1203.80,1155.45,1092.87,
445.00,1174.69,1146.36,1094.65,1029.45,969.99,897.41,1176.63,1170.56,1176.83,1175.43,1181.16,1177.76,1162.91,1171.90,1179.78,1040.47,1191.57,1174.20,1193.91,1168.31,1141.14,1081.74,1039.75,1222.74,1222.00,1245.93,1237.93,1221.56,1200.76,1158.08,1107.29,1196.71,1187.39,1146.83,1134.02,1148.97,1157.34,1158.20,1111.62,1102.15,1237.87,1257.87,1270.02,1270.76,1268.21,1247.94,1215.37,1164.68,1104.27,
446.00,1188.93,1159.85,1107.76,1041.66,981.88,907.52,1191.25,1183.73,1190.93,1188.45,1193.90,1190.93,1176.27,1185.80,1194.85,1052.07,1203.28,1186.45,1208.00,1180.76,1155.51,1094.30,1052.80,1237.00,1235.57,1259.92,1251.99,1236.37,1214.41,1170.98,1121.14,1210.41,1200.23,1159.37,1147.18,1162.49,1169.06,1171.30,1124.83,1115.21,1251.59,1272.82,1283.25,1285.00,1282.36,1262.01,1227.39,1176.36,1117.86,
447.00,1208.92,1176.89,1124.33,1058.42,999.13,921.15,1209.35,1201.97,1208.54,1205.67,1211.41,1208.56,1193.79,1204.18,1214.08,1067.68,1219.13,1203.86,1227.16,1198.31,1173.73,1111.39,1069.27,1255.51,1254.78,1279.13,1270.47,1256.53,1234.27,1188.84,1139.06,1229.29,1218.29,1177.10,1162.71,1178.94,1188.23,1189.01,1141.80,1132.77,1270.73,1294.40,1300.88,1303.44,1300.66,1280.66,1245.68,1193.30,1135.39,
448.00,1234.46,1201.49,1148.14,1081.06,1021.72,940.74,1233.55,1228.20,1234.15,1231.87,1236.62,1233.97,1219.95,1227.57,1239.85,1090.57,1242.84,1229.19,1253.31,1222.52,1198.88,1135.59,1093.30,1280.29,1280.34,1305.49,1297.56,1283.82,1260.60,1212.70,1164.44,1254.65,1243.73,1203.45,1186.72,1203.21,1213.50,1215.76,1167.56,1157.16,1296.91,1323.14,1325.50,1330.91,1327.32,1308.15,1270.69,1218.51,1159.60,
449.00,1256.84,1224.82,1170.23,1101.66,1040.81,959.39,1256.12,1250.00,1256.18,1254.35,1259.78,1257.27,1243.88,1250.79,1260.77,1110.74,1265.08,1251.97,1276.92,1244.39,1221.37,1156.32,1113.81,1302.78,1303.93,1329.24,1322.07,1308.34,1284.41,1235.53,1186.26,1277.92,1266.77,1227.30,1208.69,1224.21,1234.57,1239.45,1190.21,1179.53,1320.53,1347.09,1350.27,1355.78,1351.63,1332.16,1295.07,1242.49,1180.15,
450.00,1265.10,1233.82,1178.93,1108.54,1048.10,967.96,1265.85,1258.83,1265.23,1262.59,1268.63,1266.53,1251.66,1258.48,1269.85,1118.80,1272.40,1260.40,1285.75,1252.80,1230.79,1165.15,1120.51,1311.62,1313.27,1338.55,1330.91,1316.22,1292.90,1243.61,1193.45,1286.91,1276.94,1235.73,1217.79,1232.28,1243.18,1248.08,1198.93,1187.87,1328.55,1354.74,1358.00,1364.42,1360.83,1340.34,1305.39,1253.21,1189.13,
451.00,1268.09,1236.84,1181.84,1112.69,1050.57,970.77,1266.96,1261.39,1267.51,1266.19,1271.86,1270.83,1255.36,1260.37,1271.90,1121.97,1276.24,1263.64,1289.30,1256.73,1234.50,1167.48,1122.35,1313.53,1315.64,1342.26,1334.95,1319.66,1296.72,1247.66,1197.53,1289.20,1280.39,1238.75,1222.79,1234.60,1247.14,1251.73,1200.32,1190.27,1332.11,1356.98,1361.73,1367.37,1364.04,1342.64,1309.80,1258.53,1191.96,
452.00,1268.09,1238.06,1182.65,1112.78,1049.66,971.74,1266.04,1262.86,1267.50,1267.15,1272.62,1271.79,1255.93,1260.81,1269.74,1122.88,1277.85,1265.33,1288.48,1257.87,1235.83,1168.43,1123.35,1314.63,1315.52,1343.13,1334.85,1319.75,1296.24,1246.52,1197.93,1288.37,1280.38,1238.53,1224.67,1234.24,1245.06,1252.17,1200.34,1190.52,1331.62,1355.12,1363.76,1367.52,1365.47,1343.02,1310.34,1259.98,1192.70,
453.00,1264.11,1235.88,1180.18,1108.84,1046.01,970.81,1263.40,1258.87,1263.21,1264.72,1269.86,1268.87,1251.76,1257.56,1267.35,1119.92,1275.13,1261.12,1284.61,1254.73,1232.35,1165.43,1119.16,1312.09,1311.00,1340.07,1329.78,1315.14,1292.70,1243.33,1194.09,1285.04,1278.10,1234.33,1221.85,1230.01,1242.08,1247.09,1197.53,1186.52,1327.90,1349.47,1362.25,1363.98,1362.42,1339.18,1307.13,1256.17,1188.60,
454.00,1267.90,1237.43,1183.25,1110.78,1048.26,973.64,1266.18,1261.07,1266.27,1266.74,1272.49,1270.60,1253.12,1261.07,1269.43,1121.89,1277.27,1263.36,1286.60,1256.19,1234.54,1168.17,1119.96,1314.91,1313.87,1341.41,1331.57,1317.96,1294.83,1245.34,1196.22,1286.50,1280.58,1236.09,1224.19,1233.88,1244.05,1249.12,1197.55,1189.04,1328.93,1350.43,1365.00,1366.76,1364.83,1341.97,1308.28,1257.94,1190.55,
455.00,1276.90,1244.90,1190.31,1117.44,1054.49,978.49,1272.48,1268.49,1274.05,1275.10,1278.46,1279.32,1259.28,1269.54,1278.13,1128.97,1286.73,1270.92,1293.89,1263.65,1242.43,1176.31,1126.46,1323.04,1321.52,1349.29,1339.42,1326.99,1302.77,1253.54,1204.55,1293.56,1285.96,1243.72,1229.33,1241.34,1251.78,1256.06,1203.50,1196.48,1336.76,1359.88,1375.12,1374.64,1372.45,1350.67,1315.92,1265.64,1197.62,
456.00,1286.09,1254.08,1198.64,1124.78,1061.38,985.02,1282.48,1277.75,1284.03,1282.90,1287.83,1287.71,1267.73,1279.16,1289.43,1137.04,1296.27,1280.07,1303.74,1270.45,1251.35,1184.54,1135.94,1334.91,1331.53,1357.89,1349.63,1337.07,1312.52,1260.90,1212.56,1303.48,1295.25,1252.11,1236.86,1250.88,1261.34,1263.74,1212.43,1205.53,1346.50,1371.19,1385.35,1383.36,1382.08,1361.59,1324.17,1271.45,1205.65,
457.00,1295.82,1261.79,1206.46,1132.88,1068.78,991.74,1290.84,1284.84,1293.63,1291.41,1295.42,1295.97,1278.01,1286.62,1299.84,1143.88,1303.85,1286.37,1312.67,1277.79,1258.56,1192.02,1143.54,1343.72,1339.13,1366.18,1358.75,1345.90,1321.66,1269.97,1220.05,1313.47,1303.42,1260.20,1244.67,1258.35,1270.96,1272.76,1220.06,1214.03,1354.37,1381.39,1393.17,1393.60,1389.42,1370.56,1331.90,1278.99,1212.62,
458.00,1303.13,1268.67,1212.88,1139.14,1074.49,994.71,1298.43,1294.10,1300.70,1297.71,1302.50,1301.11,1285.55,1294.71,1306.46,1149.66,1311.96,1293.31,1319.52,1285.07,1266.58,1198.20,1151.21,1349.44,1348.76,1373.98,1367.73,1352.30,1328.79,1277.50,1224.87,1321.00,1310.18,1267.98,1250.87,1265.48,1276.78,1278.70,1225.24,1219.86,1363.13,1389.54,1397.51,1400.06,1396.72,1377.86,1338.97,1286.78,1218.23,
459.00,1306.88,1273.02,1216.12,1141.72,1077.69,997.15,1302.27,1300.12,1305.45,1302.88,1305.82,1305.59,1290.99,1296.90,1312.39,1152.05,1315.99,1297.25,1324.43,1289.39,1270.42,1200.61,1156.15,1352.80,1352.38,1380.42,1371.52,1356.59,1330.88,1281.82,1228.47,1326.14,1315.28,1271.97,1253.97,1269.93,1279.88,1281.02,1230.25,1223.84,1370.01,1394.47,1400.58,1403.47,1400.12,1382.25,1343.68,1290.04,1221.28,
460.00,1312.12,1279.94,1222.95,1148.06,1083.57,1002.39,1308.96,1307.81,1311.90,1310.06,1312.63,1312.38,1298.43,1301.86,1317.89,1156.57,1320.99,1303.81,1329.93,1296.07,1275.80,1204.76,1161.73,1358.90,1358.84,1388.24,1378.71,1363.68,1338.05,1288.81,1235.53,1333.72,1324.22,1277.74,1263.00,1275.10,1286.15,1288.04,1235.90,1228.46,1379.47,1401.55,1406.09,1411.92,1408.51,1389.11,1349.95,1296.57,1226.56,
461.00,1319.86,1287.15,1229.09,1153.28,1089.97,1007.69,1315.16,1314.38,1317.62,1317.74,1320.94,1318.06,1305.39,1307.60,1323.29,1160.93,1328.58,1310.51,1335.90,1303.95,1282.11,1211.17,1166.28,1363.90,1365.24,1395.90,1385.11,1368.98,1343.37,1295.02,1241.04,1340.53,1331.24,1283.56,1268.46,1281.63,1292.50,1294.96,1242.04,1233.63,1385.93,1408.03,1412.12,1420.93,1415.95,1395.27,1356.76,1305.08,1233.27,
462.00,1324.14,1293.67,1234.96,1157.36,1094.79,1010.49,1321.06,1320.02,1322.95,1324.75,1326.67,1323.33,1309.85,1311.54,1327.89,1166.27,1333.91,1317.42,1340.40,1311.21,1287.75,1215.85,1167.43,1369.06,1372.93,1401.24,1390.64,1374.49,1348.38,1299.09,1245.18,1344.35,1336.59,1286.59,1272.72,1287.45,1296.82,1299.04,1246.03,1237.05,1392.19,1411.95,1418.68,1425.42,1422.03,1400.24,1362.33,1310.49,1236.84,
463.00,1325.06,1291.36,1236.10,1158.27,1094.82,1012.00,1321.19,1317.47,1322.41,1325.35,1326.90,1323.51,1307.88,1312.05,1326.93,1166.49,1331.63,1318.96,1340.83,1311.51,1287.97,1215.00,1166.82,1369.31,1373.03,1401.45,1389.93,1374.94,1347.53,1298.96,1246.93,1343.09,1336.18,1284.73,1272.29,1287.17,1296.25,1299.13,1245.68,1238.36,1390.20,1412.61,1420.02,1425.89,1423.71,1400.23,1362.14,1310.38,1236.90,
464.00,1322.58,1289.30,1232.48,1157.57,1093.16,1008.21,1318.18,1312.78,1318.40,1320.85,1324.54,1321.60,1301.77,1308.39,1324.54,1164.68,1329.44,1313.51,1338.74,1307.87,1285.61,1212.17,1161.72,1367.37,1369.60,1397.73,1386.47,1370.58,1345.83,1293.68,1243.49,1339.46,1329.43,1281.43,1268.95,1283.15,1293.21,1294.68,1241.53,1233.47,1385.01,1408.26,1418.33,1421.74,1420.01,1396.75,1357.59,1307.14,1235.17,
465.00,1319.33,1283.78,1226.39,1154.25,1087.39,1003.04,1312.46,1307.76,1313.27,1315.61,1321.44,1315.61,1295.61,1304.16,1319.33,1162.51,1325.17,1307.26,1334.85,1302.03,1281.25,1207.52,1157.42,1362.06,1364.90,1388.90,1380.69,1366.57,1339.34,1286.09,1236.90,1333.98,1322.19,1274.92,1262.61,1277.74,1288.06,1289.82,1236.01,1229.21,1378.81,1402.19,1413.01,1414.87,1412.43,1390.16,1352.87,1299.67,1230.34,
466.00,1317.39,1279.25,1222.63,1152.71,1084.95,999.04,1309.70,1305.48,1310.04,1312.37,1316.18,1312.23,1293.48,1301.76,1317.39,1160.23,1320.67,1305.40,1332.82,1298.67,1279.10,1205.25,1155.56,1358.99,1364.06,1386.11,1377.82,1363.84,1336.76,1282.83,1234.80,1330.13,1319.53,1273.03,1259.21,1274.70,1284.30,1287.68,1233.41,1228.28,1374.65,1399.88,1409.30,1411.72,1408.46,1387.68,1349.92,1295.16,1229.26,
467.00,1314.99,1274.64,1217.58,1149.98,1081.31,995.56,1307.00,1300.61,1307.05,1307.25,1312.90,1308.39,1288.28,1301.07,1314.15,1156.46,1319.18,1300.82,1330.50,1294.61,1275.51,1202.77,1156.05,1356.06,1360.79,1382.36,1374.42,1359.98,1332.76,1280.53,1233.30,1327.65,1318.30,1272.36,1253.87,1271.41,1280.85,1283.85,1231.29,1225.91,1372.84,1398.68,1403.55,1407.52,1406.01,1384.32,1346.35,1292.63,1227.32,
468.00,1313.59,1275.57,1216.69,1149.34,1078.64,994.79,1306.05,1299.71,1306.35,1305.39,1309.89,1309.02,1288.42,1301.28,1311.62,1153.64,1319.29,1298.11,1328.60,1294.08,1274.10,1202.30,1155.54,1353.42,1359.38,1381.47,1374.08,1359.32,1332.14,1279.11,1232.66,1328.42,1318.17,1274.43,1254.29,1272.26,1279.77,1284.08,1230.57,1224.76,1372.77,1396.32,1401.05,1406.90,1404.41,1383.31,1346.46,1291.50,1227.27,
469.00,1318.37,1278.67,1221.57,1150.55,1080.21,998.18,1310.83,1305.93,1308.19,1310.08,1313.19,1313.62,1294.42,1306.79,1314.09,1156.92,1322.65,1304.12,1331.49,1299.80,1277.52,1205.66,1160.77,1357.17,1363.42,1386.82,1378.14,1363.57,1337.62,1283.61,1237.08,1332.90,1323.83,1278.27,1260.09,1274.65,1284.01,1288.68,1234.60,1228.75,1376.85,1400.65,1403.71,1410.86,1409.33,1387.14,1351.60,1296.73,1229.40,
470.00,1325.59,1286.74,1229.24,1153.28,1086.02,1004.75,1317.99,1316.03,1314.87,1317.55,1321.07,1322.95,1302.14,1313.15,1320.19,1161.33,1329.88,1312.31,1337.84,1307.79,1283.50,1212.19,1167.65,1366.25,1369.41,1396.86,1385.26,1368.85,1344.12,1292.95,1245.00,1338.48,1332.36,1286.30,1265.13,1280.82,1289.98,1296.42,1243.04,1233.40,1383.10,1406.31,1409.95,1420.11,1418.11,1395.86,1357.33,1306.71,1234.28,
471.00,1328.95,1293.89,1237.74,1158.23,1089.55,1011.74,1323.81,1322.67,1321.25,1323.24,1327.80,1329.80,1307.85,1319.25,1324.39,1167.35,1334.93,1317.55,1342.91,1314.69,1288.47,1216.37,1172.76,1372.26,1373.40,1401.62,1391.07,1375.68,1350.03,1299.87,1251.42,1344.90,1338.92,1290.76,1271.94,1284.77,1297.02,1301.87,1251.14,1237.46,1389.36,1410.45,1416.15,1427.84,1424.70,1401.33,1363.71,1314.12,1237.75,
472.00,1341.85,1307.16,1251.22,1168.35,1099.55,1023.98,1335.25,1337.41,1333.71,1335.91,1339.94,1342.55,1321.60,1330.98,1337.61,1177.35,1346.79,1329.40,1355.13,1329.15,1298.65,1229.10,1182.38,1384.50,1384.09,1415.38,1404.05,1387.08,1361.93,1312.35,1261.35,1355.42,1348.94,1302.31,1284.75,1295.66,1308.03,1313.63,1262.67,1248.07,1399.32,1421.19,1431.69,1441.40,1439.70,1415.46,1376.71,1325.67,1251.14,
473.00,1351.32,1316.20,1257.81,1177.56,1109.91,1032.24,1345.90,1347.95,1342.77,1348.04,1350.98,1352.09,1332.11,1337.29,1350.40,1186.41,1356.34,1338.77,1364.89,1336.79,1307.05,1238.98,1190.71,1397.41,1391.55,1424.78,1413.08,1396.32,1371.00,1322.59,1267.79,1363.66,1358.66,1307.77,1293.06,1304.02,1318.35,1322.01,1271.21,1256.42,1409.80,1430.43,1444.28,1450.82,1448.84,1424.91,1385.15,1334.39,1258.81,
474.00,1358.64,1323.35,1265.86,1187.35,1119.02,1038.22,1352.54,1354.25,1353.55,1354.97,1359.74,1358.85,1338.08,1344.66,1358.12,1192.95,1363.59,1345.80,1371.69,1344.05,1314.05,1246.02,1197.22,1405.17,1400.78,1431.70,1421.12,1405.44,1376.82,1330.39,1274.60,1370.45,1365.03,1314.69,1300.58,1310.98,1325.15,1328.65,1276.44,1265.00,1417.89,1439.56,1456.03,1458.16,1455.26,1433.55,1393.57,1341.45,1266.65,
475.00,1366.03,1328.44,1270.71,1196.04,1127.13,1044.14,1360.61,1358.27,1363.81,1361.44,1365.11,1364.62,1345.21,1350.13,1366.86,1198.26,1370.57,1350.39,1377.83,1348.88,1323.65,1253.85,1203.72,1411.32,1409.29,1439.19,1428.35,1412.41,1382.91,1337.01,1280.48,1378.64,1371.86,1321.59,1307.66,1319.67,1333.38,1334.20,1282.97,1274.18,1424.61,1449.34,1463.12,1464.87,1462.21,1438.82,1401.36,1347.30,1275.65,
476.00,1376.18,1337.22,1275.74,1205.54,1135.53,1048.22,1370.02,1364.63,1373.24,1369.55,1373.94,1371.90,1352.38,1356.58,1375.72,1205.63,1378.62,1357.56,1387.54,1355.40,1333.08,1263.07,1210.50,1420.03,1417.86,1448.35,1437.77,1421.15,1391.95,1343.53,1286.41,1388.54,1380.04,1331.03,1314.57,1330.73,1341.87,1342.11,1290.68,1284.06,1432.51,1459.99,1470.32,1471.65,1470.09,1446.75,1408.93,1352.67,1282.57,
477.00,1381.96,1340.49,1281.34,1210.97,1140.46,1050.19,1376.38,1369.31,1377.21,1375.38,1377.91,1375.80,1357.18,1359.97,1380.36,1209.41,1383.72,1361.38,1392.88,1357.76,1337.99,1267.18,1215.09,1425.24,1424.47,1453.45,1443.06,1426.40,1398.12,1347.84,1289.62,1394.73,1386.20,1334.98,1320.10,1336.30,1345.36,1347.73,1294.81,1290.08,1437.85,1464.95,1473.94,1476.05,1472.08,1450.74,1413.07,1355.84,1284.52,
478.00,1391.05,1351.20,1290.33,1216.90,1149.42,1055.89,1384.19,1378.18,1385.07,1383.88,1386.58,1382.68,1362.91,1370.96,1387.78,1217.77,1393.46,1369.48,1402.77,1365.90,1346.41,1274.77,1222.89,1432.17,1436.92,1462.73,1451.93,1435.15,1408.75,1354.82,1299.91,1404.26,1395.57,1348.18,1329.29,1345.50,1353.01,1356.90,1304.72,1298.44,1445.34,1477.70,1481.03,1485.51,1482.49,1460.02,1419.87,1366.77,1295.12,
479.00,1396.14,1358.70,1298.54,1222.30,1153.47,1062.07,1392.09,1386.25,1392.31,1391.83,1390.41,1391.12,1372.28,1378.49,1396.66,1223.87,1400.34,1377.74,1413.34,1373.17,1352.50,1282.41,1230.15,1440.36,1442.97,1469.28,1460.40,1442.56,1415.69,1362.88,1305.08,1412.60,1403.57,1355.29,1334.59,1351.20,1361.27,1365.66,1312.85,1305.56,1454.16,1484.70,1484.90,1495.19,1489.99,1467.51,1426.17,1373.22,1302.40,
480.00,1401.91,1364.15,1306.21,1224.83,1157.28,1065.02,1397.00,1391.57,1397.32,1398.31,1395.25,1399.25,1377.31,1386.44,1402.80,1229.15,1405.94,1386.82,1417.51,1380.21,1356.17,1286.90,1234.82,1444.61,1450.15,1474.91,1466.56,1448.59,1421.78,1368.36,1309.89,1416.68,1408.95,1359.23,1340.99,1355.39,1366.73,1371.91,1316.15,1310.11,1460.33,1490.35,1491.54,1501.74,1496.75,1475.21,1432.72,1379.91,1307.29,
481.00,1401.64,1364.98,1309.91,1222.91,1158.49,1067.00,1396.62,1392.88,1396.83,1400.34,1395.22,1399.77,1378.22,1388.14,1403.58,1229.41,1407.01,1387.66,1418.88,1381.89,1355.75,1286.97,1236.25,1445.61,1450.61,1476.20,1465.14,1448.19,1422.83,1371.11,1312.79,1415.94,1410.28,1357.55,1342.27,1356.13,1366.15,1371.40,1315.08,1307.64,1460.79,1490.51,1492.72,1500.47,1498.10,1476.12,1434.06,1382.10,1307.96,
482.00,1394.57,1358.92,1303.58,1218.40,1152.02,1064.78,1389.51,1385.89,1391.60,1392.71,1389.25,1394.70,1371.29,1383.80,1395.78,1224.63,1400.94,1381.90,1410.83,1376.74,1350.89,1279.78,1229.43,1438.74,1440.74,1468.16,1456.31,1441.91,1415.11,1363.32,1307.85,1408.32,1402.60,1349.12,1335.84,1349.12,1360.94,1363.19,1307.40,1299.46,1455.33,1482.85,1485.24,1494.54,1490.82,1468.65,1425.95,1376.26,1302.73,
483.00,1376.78,1339.33,1287.39,1201.92,1135.69,1051.21,1372.01,1367.25,1374.55,1372.14,1370.52,1376.70,1354.18,1364.90,1374.31,1208.66,1382.64,1365.37,1389.70,1358.54,1333.09,1262.00,1212.66,1420.21,1418.54,1448.75,1436.81,1422.36,1395.91,1344.68,1291.46,1389.14,1381.40,1327.39,1319.53,1329.41,1342.06,1345.15,1288.93,1279.33,1434.19,1461.70,1465.17,1475.73,1471.85,1447.28,1408.71,1356.78,1284.60,
484.00,1348.71,1310.88,1259.43,1178.45,1114.12,1030.24,1346.28,1340.47,1345.58,1343.07,1345.44,1346.40,1326.71,1334.67,1347.44,1185.63,1354.47,1336.83,1358.93,1331.08,1307.75,1236.08,1188.03,1393.50,1390.17,1419.14,1407.02,1393.19,1366.90,1316.68,1265.63,1360.32,1350.87,1299.87,1293.54,1302.43,1313.53,1315.64,1264.31,1252.32,1403.86,1430.80,1437.68,1443.42,1443.39,1417.17,1379.88,1327.89,1258.85,
485.00,1323.45,1287.42,1232.24,1157.77,1093.98,1010.10,1323.72,1315.18,1320.19,1317.54,1323.11,1320.22,1302.77,1309.59,1321.10,1162.49,1328.17,1310.77,1335.53,1306.90,1284.17,1210.96,1166.03,1369.50,1362.44,1389.63,1382.50,1367.48,1340.01,1290.38,1242.82,1335.56,1323.16,1275.00,1267.93,1277.10,1287.43,1292.15,1240.75,1228.96,1376.63,1403.22,1409.41,1416.50,1414.13,1388.12,1351.84,1299.85,1235.14,
486.00,1307.66,1271.40,1216.03,1147.26,1080.15,997.21,1309.14,1300.85,1305.51,1300.63,1306.47,1303.29,1287.79,1293.60,1304.40,1147.59,1312.54,1296.34,1321.42,1290.05,1267.34,1197.90,1151.10,1353.90,1346.87,1369.77,1367.85,1351.05,1323.97,1273.25,1226.83,1320.31,1306.62,1261.53,1252.20,1261.16,1270.89,1274.88,1224.39,1216.21,1360.30,1385.42,1394.40,1402.95,1398.22,1372.47,1334.37,1283.80,1220.21,
487.00,1299.43,1265.86,1208.07,1140.80,1074.80,989.38,1302.94,1293.27,1297.61,1294.89,1300.52,1295.32,1280.81,1284.66,1298.66,1140.61,1305.47,1289.12,1314.28,1282.88,1259.50,1192.67,1146.13,1347.46,1342.76,1364.01,1362.29,1343.69,1317.38,1265.35,1218.68,1314.52,1300.00,1257.29,1243.86,1256.44,1264.24,1268.76,1219.35,1212.32,1353.03,1380.50,1386.86,1396.10,1392.58,1367.70,1328.58,1276.39,1213.07,
488.00,1308.18,1275.91,1215.97,1149.10,1081.94,997.03,1311.96,1302.38,1306.50,1304.74,1308.66,1305.16,1291.88,1293.71,1309.38,1147.20,1313.78,1298.13,1324.70,1290.74,1269.07,1201.26,1155.70,1354.80,1354.63,1374.57,1370.47,1354.33,1325.50,1274.46,1227.38,1323.50,1309.97,1268.16,1251.74,1265.41,1274.50,1277.08,1228.34,1224.40,1364.78,1389.89,1396.40,1403.40,1401.31,1378.06,1338.24,1285.93,1221.45,
