Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
954.00,297.04,291.03,280.40,263.95,247.19,227.98,300.93,302.70,307.05,304.13,306.18,305.60,297.82,305.71,306.46,266.39,304.99,300.50,310.72,300.41,302.79,284.87,272.66,319.15,318.42,327.34,323.67,319.72,311.29,298.32,290.52,309.04,308.47,299.68,292.63,299.61,299.00,304.32,289.30,286.00,322.48,330.74,334.13,332.34,331.95,328.79,316.65,306.83,285.86,
955.00,303.75,299.80,288.25,269.30,253.13,234.14,306.94,309.50,314.36,310.42,313.38,313.36,305.71,311.71,313.64,273.77,314.05,307.33,315.99,306.64,308.48,288.60,279.63,328.18,325.92,335.63,333.01,326.94,319.60,305.29,297.30,315.68,316.93,304.73,301.82,307.25,305.25,313.00,296.34,293.77,329.19,339.74,342.33,338.85,338.16,335.55,324.33,314.31,292.44,
956.00,310.07,305.40,294.20,275.12,258.41,240.19,313.72,315.16,320.93,316.57,318.25,319.75,312.64,316.75,318.58,280.24,321.25,313.25,323.14,313.05,312.07,294.29,287.06,334.89,331.57,342.88,339.59,332.96,328.06,312.62,303.66,323.39,323.17,310.91,310.28,313.36,309.54,316.67,302.83,300.93,335.40,345.42,348.84,345.00,344.14,340.12,331.79,319.85,298.36,
957.00,315.50,313.92,299.64,279.64,263.66,246.07,321.34,320.80,324.08,322.27,322.62,322.50,318.90,320.07,324.60,283.89,327.57,318.48,329.36,319.95,314.04,298.58,290.96,340.06,338.04,349.04,345.34,336.89,334.03,319.30,307.79,331.37,330.42,316.46,316.56,318.17,314.45,317.95,309.69,307.26,340.90,350.12,353.38,350.85,349.89,345.14,337.40,324.61,303.98,
958.00,324.68,322.46,307.96,285.22,271.31,252.72,331.88,329.03,330.08,329.43,329.72,329.74,328.17,326.27,333.78,290.59,337.88,328.12,337.25,329.06,318.99,306.05,295.09,349.92,346.38,357.50,353.70,345.20,341.41,328.73,312.38,340.46,338.57,323.46,323.76,324.96,323.38,323.81,316.43,314.36,350.83,356.88,359.77,359.10,358.16,353.12,345.53,331.33,313.33,
959.00,335.60,330.72,315.03,291.98,278.94,261.33,340.11,336.00,336.99,339.45,337.65,338.02,336.25,335.34,342.45,296.03,346.44,336.99,345.98,338.02,326.64,314.54,300.79,355.82,354.51,365.18,361.10,353.00,349.97,336.62,318.34,350.52,346.81,331.60,329.66,331.75,331.92,331.89,322.16,321.90,359.19,364.01,367.18,370.80,368.09,361.50,354.74,338.85,323.27,
960.00,346.18,338.94,323.46,301.92,286.45,267.27,350.75,346.05,345.29,350.16,347.81,347.06,343.31,345.21,351.87,302.86,354.55,346.44,356.29,346.44,335.74,323.28,307.75,362.36,363.97,374.22,369.93,361.63,357.18,344.74,326.85,359.60,354.81,340.53,336.76,341.00,342.22,340.32,330.64,329.66,366.99,373.52,375.52,382.02,377.83,371.72,362.59,346.93,331.71,
961.00,359.09,348.96,335.20,313.69,296.05,275.27,362.30,358.19,356.29,362.93,361.42,359.65,354.74,356.64,363.20,311.95,365.66,360.17,368.33,357.26,347.37,334.26,317.52,373.47,375.62,386.48,380.11,374.55,365.66,354.28,337.06,369.56,365.94,351.35,346.68,354.01,354.25,353.15,341.08,338.06,378.39,385.30,387.45,395.09,390.49,383.81,372.95,358.71,342.98,
962.00,372.24,360.14,348.04,325.57,306.70,283.61,374.73,372.19,370.76,376.03,375.66,374.55,366.84,372.00,376.35,323.58,377.40,373.73,380.94,368.77,362.38,345.74,331.03,387.08,388.88,398.56,393.72,389.19,379.20,365.48,350.46,381.80,377.46,364.05,358.59,366.73,368.96,368.70,353.44,349.77,391.30,400.80,401.85,408.00,405.70,398.12,387.01,372.37,354.99,
963.00,382.62,371.46,360.79,338.32,317.55,293.07,385.86,384.32,384.48,389.12,389.28,388.66,378.30,385.87,387.88,335.08,387.87,385.56,392.53,381.22,374.88,356.44,344.84,399.37,401.35,411.28,406.16,402.62,391.29,376.41,364.50,391.91,388.03,375.93,370.55,379.51,379.85,381.41,366.35,360.79,403.54,415.94,416.25,421.33,417.94,410.18,399.51,384.95,364.18,
964.00,395.24,384.21,373.69,349.67,327.82,302.96,399.52,398.64,399.30,401.43,401.33,401.48,391.73,399.88,400.51,346.84,400.92,399.10,404.12,394.15,388.23,368.17,357.80,414.26,414.73,424.17,420.24,417.46,404.92,387.67,376.94,403.44,400.55,388.33,383.39,390.61,391.60,392.93,379.67,371.89,418.84,429.63,432.04,432.56,432.76,423.54,412.25,396.48,374.42,
965.00,411.03,402.81,388.97,363.20,341.71,317.22,415.74,415.13,416.80,417.74,417.60,419.59,408.37,416.54,417.82,362.45,417.02,415.87,419.89,411.24,403.79,382.34,373.03,432.77,433.39,440.72,438.91,435.86,422.61,404.37,393.03,420.46,417.60,402.60,400.48,403.75,406.14,409.44,395.01,387.55,436.88,447.33,449.99,447.87,450.07,440.72,431.41,412.79,389.01,
966.00,432.10,423.60,407.63,379.96,359.26,333.72,436.22,435.31,438.30,437.85,436.93,438.61,429.85,435.76,438.64,379.31,438.75,434.91,440.69,433.09,422.63,401.49,390.92,454.42,453.93,461.33,460.62,456.89,445.74,425.38,411.50,442.11,437.10,420.89,419.69,421.06,423.42,427.68,413.13,406.98,457.90,467.64,471.14,469.06,470.07,461.85,453.39,430.74,406.98,
967.00,456.29,448.90,428.30,399.27,379.17,352.84,459.97,457.81,460.28,460.46,459.50,460.04,452.89,457.43,459.57,397.24,462.58,456.95,464.68,455.97,443.50,422.14,407.66,477.68,477.69,485.79,483.93,479.69,468.98,448.90,432.48,465.28,461.53,442.27,439.93,441.69,442.70,447.34,434.40,428.23,481.62,488.77,494.96,494.33,492.41,484.78,474.68,450.48,426.99,
968.00,481.02,473.56,448.84,417.86,399.29,370.99,483.45,480.66,483.12,481.28,482.41,483.69,475.65,478.11,483.05,416.11,486.77,479.29,488.02,478.79,464.31,444.29,425.44,501.77,501.30,509.55,507.12,502.48,491.41,471.98,451.68,488.97,485.47,464.60,460.17,462.89,464.90,467.65,453.22,450.09,505.15,512.25,515.99,518.02,516.60,508.65,497.53,470.65,450.12,
969.00,503.94,494.54,468.77,438.45,418.35,388.13,504.72,501.10,504.19,503.32,504.30,504.55,496.99,498.42,504.18,433.05,507.44,498.04,511.19,499.89,484.81,464.17,442.22,523.12,522.94,532.27,528.41,523.00,511.28,492.87,469.76,510.58,505.61,484.19,478.88,482.42,486.91,488.63,470.56,470.01,525.64,533.88,536.30,541.82,537.99,529.75,518.32,490.42,470.56,
970.00,519.53,507.50,482.59,454.03,430.80,398.42,519.25,516.89,518.61,516.95,519.41,519.01,511.32,512.66,518.83,445.25,522.48,510.67,527.13,513.47,500.72,477.46,453.65,535.98,536.94,547.83,543.22,535.98,523.19,507.67,483.24,524.06,519.72,499.45,491.58,498.40,502.26,502.37,482.56,482.68,539.80,549.09,549.98,557.54,553.42,543.05,530.91,503.76,482.47,
971.00,526.37,514.38,490.08,461.74,437.12,402.96,528.20,524.85,527.30,525.77,528.53,526.99,518.07,519.63,527.01,452.52,530.64,518.09,533.47,519.91,508.26,483.89,459.27,540.83,543.62,555.32,551.34,543.29,529.76,513.44,489.18,530.36,528.21,506.72,497.75,506.06,509.47,509.15,488.83,488.79,547.61,557.52,556.56,563.00,561.49,549.47,535.32,513.44,490.34,
972.00,527.60,514.54,492.64,463.86,437.13,402.48,530.06,525.95,529.96,527.90,530.37,527.70,519.99,521.84,530.17,456.56,531.40,521.43,534.38,520.40,512.48,484.72,461.39,541.99,545.28,556.89,554.53,545.18,531.30,513.21,492.65,531.40,528.72,508.78,500.36,507.35,512.07,512.69,489.77,488.63,548.26,561.73,558.34,563.16,564.71,551.86,538.08,515.78,490.38,
973.00,524.75,511.87,491.46,463.92,435.08,400.55,528.80,524.05,529.81,527.01,529.90,526.31,518.97,520.53,528.36,458.02,528.77,520.84,534.95,518.89,511.36,481.97,462.27,540.42,544.86,554.97,553.42,544.84,531.25,511.47,493.61,530.02,526.90,508.58,501.33,506.82,508.59,511.66,488.78,487.32,546.29,560.94,557.94,561.87,562.90,551.75,536.61,517.29,486.52,
974.00,521.93,510.16,487.23,459.94,430.81,397.57,525.98,522.54,527.81,524.12,527.21,523.50,516.04,518.51,526.61,456.81,527.84,519.41,530.33,516.32,508.32,478.48,461.40,538.67,542.38,552.34,551.37,544.22,529.94,508.00,492.44,527.82,525.01,506.42,499.89,503.96,502.17,508.63,488.09,484.70,544.55,558.52,556.64,559.11,560.39,550.15,533.43,515.39,482.86,
975.00,522.31,511.25,487.98,458.85,431.45,399.04,526.26,522.71,526.39,524.26,526.57,523.55,517.25,518.13,526.31,456.41,526.62,519.24,528.70,515.34,508.85,477.06,460.89,540.78,543.45,552.06,551.48,544.78,531.37,508.37,492.51,527.46,524.66,505.57,499.75,502.19,500.02,507.88,488.38,484.92,544.69,557.35,558.01,558.90,559.43,551.04,534.96,515.38,483.36,
976.00,525.89,513.12,488.15,460.69,432.74,401.11,528.25,525.70,526.82,525.95,527.76,524.52,519.04,520.47,526.95,456.77,528.44,521.53,530.99,517.61,509.38,478.07,462.88,543.82,546.81,554.15,551.97,546.81,533.11,511.32,492.76,529.81,525.95,506.52,503.41,502.73,501.17,509.02,489.33,486.85,546.56,557.70,559.63,560.88,561.44,552.91,539.03,515.05,484.30,
977.00,531.78,518.71,489.88,463.62,437.10,404.64,531.64,531.85,528.81,528.95,530.42,529.36,522.19,524.68,529.77,457.25,532.19,523.01,534.78,521.59,511.33,481.99,464.25,546.99,549.98,558.63,555.33,548.73,536.34,515.36,495.72,534.08,529.36,510.61,506.68,504.65,506.27,509.49,492.66,490.16,550.89,559.17,562.11,566.69,565.49,555.33,542.50,517.57,487.46,
978.00,539.98,523.85,496.85,467.12,443.73,409.95,537.50,538.51,533.83,534.29,536.49,535.07,527.66,530.87,536.26,460.82,539.23,528.68,539.37,526.57,515.89,487.73,467.21,553.82,552.64,565.89,561.44,552.86,540.69,522.37,498.10,538.98,535.79,515.19,509.74,510.98,515.03,515.74,495.37,495.53,556.00,564.42,567.17,572.51,572.54,559.58,547.26,522.37,494.83,
979.00,548.57,531.03,504.84,475.11,450.63,415.68,545.38,545.52,541.69,543.43,544.09,543.47,535.06,540.48,543.64,466.63,545.48,535.30,547.98,532.77,522.76,494.91,473.02,559.58,559.30,574.86,569.38,559.41,548.29,529.89,503.73,547.04,543.12,521.59,515.99,517.97,526.27,523.01,501.68,502.23,562.81,571.53,572.29,580.80,579.76,567.78,554.27,529.33,502.66,
980.00,555.46,538.19,513.01,482.50,458.03,419.77,552.16,553.50,551.86,550.99,552.95,553.00,541.95,549.86,551.35,473.96,553.54,542.41,556.32,539.87,529.89,502.44,479.76,565.76,567.05,582.60,575.90,565.95,554.63,537.52,509.99,553.54,551.07,531.10,522.72,527.85,536.67,530.39,509.40,507.95,569.91,579.94,579.74,589.84,588.31,574.84,560.71,536.97,507.36,
981.00,563.85,545.73,523.84,491.52,466.31,424.92,562.27,561.83,565.10,559.69,562.84,564.72,551.14,558.94,561.64,484.42,562.71,551.83,564.66,548.37,540.95,510.58,489.82,576.11,576.61,592.15,586.29,576.99,563.34,544.66,519.44,563.28,559.25,538.94,529.70,538.37,546.11,541.39,518.56,515.23,579.63,591.32,591.58,598.87,598.56,584.03,566.36,547.74,515.93,
982.00,572.50,555.45,535.52,501.07,474.54,431.87,572.36,571.89,576.00,571.40,573.77,573.94,562.40,568.72,573.02,494.61,572.37,562.21,574.41,556.70,553.08,520.49,500.76,586.90,588.63,601.08,598.26,587.66,574.11,553.24,530.00,573.94,569.02,547.85,540.28,549.46,555.44,554.46,529.37,524.48,591.01,604.11,603.79,608.97,607.73,596.38,576.93,558.27,523.99,
983.00,579.68,565.87,545.21,510.30,481.53,439.53,581.91,579.25,586.62,580.96,586.00,583.82,572.37,578.58,582.76,504.91,580.96,574.24,583.71,567.77,564.11,529.95,511.09,598.18,600.56,609.56,607.80,597.06,587.22,561.62,541.08,584.93,577.46,557.17,550.68,560.63,563.96,562.74,541.18,534.04,601.78,615.93,616.68,620.11,616.87,605.96,587.16,568.31,533.62,
984.00,588.22,575.81,553.82,517.51,489.18,445.61,592.00,587.36,597.75,590.29,595.09,590.82,581.78,584.81,592.32,514.15,590.94,586.20,592.05,577.83,573.94,538.11,520.60,609.14,610.43,618.19,617.45,607.23,596.95,568.67,549.66,594.61,586.09,566.12,561.00,569.38,567.99,570.59,551.10,543.22,612.98,625.49,626.49,628.47,624.22,615.00,595.24,575.33,541.68,
985.00,597.02,585.93,560.94,524.14,496.21,454.29,600.39,595.23,604.43,598.48,602.80,598.31,590.91,591.71,601.67,521.75,597.33,594.75,599.56,587.68,581.00,545.32,527.37,619.82,617.86,628.97,626.09,615.34,605.34,577.14,557.86,602.62,592.83,573.10,569.42,575.18,573.29,577.63,558.63,552.55,620.30,631.39,635.25,637.15,631.72,624.15,605.05,580.98,551.88,
986.00,606.46,594.33,566.59,531.83,502.55,463.40,608.97,603.80,609.81,608.01,610.00,604.72,598.40,598.45,608.78,525.58,604.84,601.30,607.67,596.46,585.93,552.14,533.70,626.13,624.63,638.39,631.86,621.93,613.09,585.88,562.65,609.61,599.23,579.68,576.08,579.82,579.17,582.92,565.36,561.06,628.77,637.22,643.02,644.95,639.29,633.10,615.62,587.68,560.68,
987.00,614.97,601.49,572.24,538.86,508.24,471.63,616.01,612.81,614.43,612.94,615.69,612.45,603.15,605.05,614.07,528.87,611.56,606.54,615.77,603.30,591.16,556.55,538.54,632.15,630.69,646.51,637.20,628.26,618.84,593.72,568.19,616.01,606.10,585.59,579.20,582.27,584.62,586.56,571.14,565.85,632.79,642.42,646.79,652.34,647.24,639.63,623.17,592.30,566.34,
988.00,621.81,605.75,577.25,543.27,513.65,476.42,623.58,619.45,619.21,618.86,620.60,618.36,609.91,609.91,620.19,531.40,619.04,609.97,622.43,606.84,594.97,562.11,540.79,636.16,634.30,652.34,642.83,632.97,621.60,599.73,570.14,619.27,612.22,590.60,581.86,585.88,590.45,591.90,573.06,569.02,636.58,646.47,651.31,656.65,654.41,645.85,627.84,595.68,570.64,
989.00,628.15,610.29,582.42,548.89,516.60,480.65,626.23,625.47,622.43,622.36,625.54,624.93,614.38,617.25,624.75,533.13,624.09,612.82,627.90,609.02,599.12,564.91,542.91,639.28,638.52,656.79,648.49,637.69,625.69,603.36,573.10,622.50,615.03,593.90,583.65,589.45,598.58,597.71,575.53,571.04,639.57,652.11,654.86,661.75,660.41,650.62,631.42,600.46,573.68,
990.00,631.27,614.86,588.52,553.40,520.07,481.80,628.94,628.94,627.47,625.47,630.61,629.70,617.02,622.82,628.36,537.38,629.34,615.94,632.65,612.20,603.52,568.43,545.57,641.23,641.46,660.79,652.11,641.37,629.01,608.13,576.62,623.54,619.54,598.08,587.50,595.59,604.40,603.59,577.90,573.71,642.44,657.91,657.22,663.81,664.36,652.05,632.48,605.42,574.73,
991.00,632.98,618.87,592.94,556.33,521.04,481.37,631.01,629.79,632.56,628.14,633.46,633.60,619.43,626.49,632.33,541.51,632.23,620.19,635.81,613.22,606.45,571.34,549.70,645.12,645.22,661.97,656.51,645.45,631.57,608.56,581.18,626.77,623.62,599.72,590.78,598.87,607.29,606.49,580.57,576.14,645.55,661.64,659.95,665.03,666.30,654.07,630.26,608.37,577.08,
992.00,635.15,622.72,595.77,558.47,522.74,482.13,634.07,629.84,635.07,630.75,636.64,636.31,622.46,628.27,635.49,544.38,633.91,623.13,638.72,616.09,609.70,572.97,554.24,647.42,648.66,663.08,661.35,649.58,633.24,608.12,585.33,628.68,627.03,601.41,595.94,603.40,609.95,612.52,582.26,579.27,648.99,666.32,663.58,666.64,665.40,655.71,632.08,612.68,578.61,
993.00,638.25,625.30,598.75,560.02,524.10,483.01,634.43,629.64,639.64,633.29,637.64,637.94,625.38,630.21,635.61,548.13,633.35,624.89,640.20,620.57,612.22,575.00,558.15,650.49,652.31,664.67,663.78,652.06,636.22,610.29,590.61,632.01,629.64,602.58,601.14,605.90,609.13,613.61,586.13,581.90,651.59,668.63,668.06,669.66,667.06,657.07,635.32,616.17,581.18,
994.00,639.75,626.40,597.49,560.38,525.28,483.52,637.24,631.33,640.75,636.59,640.01,636.98,628.08,629.09,635.29,549.40,636.09,626.74,640.27,623.78,611.85,576.96,561.79,653.28,655.51,664.66,666.48,653.55,637.52,611.25,592.99,635.29,632.05,603.77,602.89,605.03,606.86,613.40,588.95,584.77,654.63,669.85,671.15,669.38,669.04,657.19,638.08,617.65,582.94,
995.00,641.38,626.80,595.84,557.78,525.91,485.67,640.02,632.30,640.15,638.52,640.79,636.74,631.46,627.63,635.54,550.70,636.13,627.20,639.86,624.40,612.03,577.46,561.50,655.82,655.64,663.99,666.46,653.31,638.91,612.60,592.77,637.73,632.80,604.29,604.47,604.95,605.99,613.39,588.67,586.56,656.41,668.16,673.10,670.61,670.18,657.97,642.33,618.22,583.91,
996.00,643.27,624.74,595.63,557.39,526.31,486.89,640.14,631.12,639.05,640.79,640.46,634.75,633.54,626.20,634.39,548.53,636.14,625.13,638.84,626.86,610.05,577.52,560.92,655.95,655.52,664.78,664.78,652.44,639.80,614.63,589.82,637.83,633.58,605.00,603.78,604.57,605.58,613.71,587.48,586.69,658.28,667.54,673.66,672.63,672.03,659.37,645.98,617.45,586.42,
997.00,643.69,623.28,594.97,557.76,527.37,487.75,639.34,634.12,637.49,640.92,639.27,635.13,631.21,627.76,633.76,548.39,635.69,624.81,638.04,626.04,608.83,578.90,556.92,654.38,654.37,665.59,663.00,650.38,638.38,616.26,588.79,636.87,632.03,606.13,600.62,602.13,605.22,610.75,587.12,585.81,657.20,666.01,672.57,674.34,674.22,659.48,645.13,614.60,585.31,
998.00,642.66,621.50,594.47,557.61,526.89,488.10,639.69,634.24,634.39,640.48,639.49,634.98,628.09,627.30,634.48,545.81,635.72,623.39,636.07,623.64,607.69,579.56,554.13,651.87,654.60,665.94,660.54,649.05,635.68,614.32,585.69,634.28,631.86,605.95,596.94,602.14,606.30,610.21,585.05,584.60,657.33,665.54,669.20,674.77,674.41,658.01,642.60,614.77,585.84,
999.00,639.55,619.67,595.20,557.29,525.88,487.45,638.12,633.27,633.99,638.49,637.52,635.08,625.50,628.02,635.05,543.65,632.99,621.41,636.08,619.34,607.45,576.44,550.33,650.31,652.49,665.71,657.64,648.24,632.59,612.68,584.09,632.49,631.51,604.69,594.16,601.25,608.18,610.22,580.92,581.62,655.24,665.01,667.37,674.78,674.10,658.65,639.78,612.71,583.40,
1000.00,637.13,618.95,595.39,557.61,526.09,484.91,635.07,633.18,633.93,637.96,637.66,635.99,621.16,627.34,633.97,542.34,632.96,620.24,635.24,618.39,607.68,576.70,550.01,648.54,651.83,665.40,656.27,647.41,631.64,609.56,585.21,629.58,629.10,605.26,592.77,601.36,608.95,609.62,579.59,580.30,651.31,665.62,665.13,673.82,672.68,656.71,637.26,612.73,581.35,
1001.00,634.49,618.17,596.50,556.32,523.80,483.70,633.68,632.72,635.28,634.03,636.19,633.53,619.73,626.86,631.97,541.78,630.55,620.54,632.82,615.80,607.97,574.74,549.34,646.65,650.08,664.22,655.28,646.55,630.33,606.86,584.33,627.21,626.25,603.27,593.22,602.16,606.92,607.67,578.28,576.21,649.02,664.32,663.16,668.92,668.52,653.01,633.68,611.45,579.04,
1002.00,632.00,618.12,594.29,554.03,521.66,480.36,631.32,630.96,632.77,630.60,634.14,629.54,620.30,623.78,630.56,540.54,630.22,620.38,629.21,614.29,607.44,569.76,549.84,648.40,647.00,660.52,653.03,645.93,631.73,604.63,583.29,626.06,622.78,600.74,594.31,601.37,604.86,608.14,575.54,574.36,648.08,661.55,663.67,662.66,661.90,650.15,633.08,610.28,576.81,
1003.00,629.87,615.42,591.18,549.80,519.82,477.62,628.93,628.44,630.24,627.76,629.43,627.05,618.56,619.73,626.33,539.83,625.74,618.52,625.53,612.42,603.44,568.34,550.47,646.03,643.39,657.34,649.08,644.19,630.37,602.76,581.94,625.97,619.24,598.23,593.92,598.09,598.50,604.37,575.92,571.83,645.09,656.36,661.25,658.60,657.07,645.40,631.98,604.97,572.60,
1004.00,629.40,613.88,588.77,547.34,517.73,477.57,627.40,625.85,625.81,624.44,626.02,623.63,617.04,617.40,622.69,537.51,623.12,615.40,622.84,611.56,600.98,565.79,550.92,643.82,641.75,655.57,646.51,640.52,630.71,602.11,579.45,626.57,617.15,595.14,592.39,596.34,593.80,600.43,576.23,570.75,642.77,652.26,658.51,654.69,653.35,643.39,631.83,600.94,571.95,
1005.00,627.50,612.08,585.37,545.22,515.89,476.08,626.70,622.32,621.89,620.17,621.91,620.10,616.09,613.92,620.85,537.04,620.49,613.10,621.97,608.07,597.10,563.41,547.33,642.44,638.45,653.78,645.04,637.33,629.67,601.87,575.17,626.00,613.59,590.57,590.04,593.35,590.45,596.34,573.69,568.98,640.99,648.99,657.47,652.79,651.27,641.05,629.34,596.36,571.08,
1006.00,627.21,609.83,581.69,544.90,515.41,476.67,625.30,619.35,618.53,620.61,619.35,617.32,614.15,611.04,619.95,534.04,619.81,609.19,621.70,607.85,595.27,563.11,545.24,640.34,636.78,651.34,643.34,635.44,627.40,600.86,572.35,623.74,615.24,589.77,585.58,591.62,589.73,595.64,571.48,571.20,638.73,647.27,655.27,655.03,652.02,641.94,630.26,596.25,570.09,
1007.00,626.40,608.54,579.88,545.97,514.22,476.69,624.50,619.01,616.59,618.20,619.95,616.44,612.27,611.67,619.09,533.03,618.13,607.34,622.71,607.01,595.11,563.62,542.35,635.95,635.73,650.13,643.04,633.60,625.81,601.30,571.15,622.30,614.73,587.83,582.69,590.96,589.86,593.46,568.61,569.70,634.83,646.11,654.95,657.78,654.38,642.34,629.43,596.23,569.85,
1008.00,625.53,608.23,579.29,547.28,513.46,476.60,623.93,618.79,618.40,618.05,622.54,616.92,611.21,610.18,620.32,531.49,618.02,608.62,624.47,605.58,594.72,563.46,538.57,632.68,634.56,649.59,642.49,634.84,623.25,599.60,570.31,620.98,615.75,586.89,580.00,591.69,592.15,593.96,566.11,566.87,633.78,647.81,654.12,658.62,655.66,643.24,626.31,597.72,570.50,
1009.00,624.51,606.97,580.00,546.57,512.78,474.85,621.28,620.24,619.71,617.54,622.52,618.63,609.58,611.52,621.70,529.32,618.15,609.72,624.13,603.03,594.31,562.84,536.19,631.95,633.80,647.98,642.57,634.27,620.20,596.45,570.66,619.02,614.51,588.34,578.86,591.46,595.59,595.07,564.11,566.49,632.94,649.30,653.95,657.51,656.13,643.43,624.28,599.76,567.15,
1010.00,623.60,607.54,581.58,545.81,513.67,472.99,621.62,621.31,623.47,617.53,625.38,621.89,609.70,612.18,621.35,528.63,617.91,610.92,623.22,602.89,597.31,564.04,537.38,631.03,633.82,646.82,643.69,635.71,618.68,596.56,573.33,617.80,614.85,589.68,580.68,593.32,596.43,596.32,565.79,565.79,633.43,650.08,653.48,656.38,656.72,642.50,623.00,601.51,564.91,
1011.00,622.06,609.33,584.26,544.48,513.63,471.58,621.61,622.76,625.58,619.32,625.08,622.06,611.66,613.55,621.25,529.12,617.40,612.73,622.04,602.03,598.14,563.41,538.81,632.49,635.14,646.36,645.94,636.70,619.37,595.43,574.21,618.62,614.31,588.85,581.24,590.81,595.09,594.70,566.15,564.59,635.17,650.98,652.51,653.22,654.78,642.06,620.92,600.89,563.41,
1012.00,622.22,611.99,586.03,543.17,514.63,471.62,622.27,623.59,626.22,620.71,623.98,623.00,611.90,613.99,622.37,530.61,617.84,611.86,623.05,605.23,599.58,562.18,541.53,636.59,634.31,647.75,648.04,636.30,620.87,595.09,574.10,620.13,614.05,587.93,582.04,591.25,595.18,595.92,568.36,565.43,637.09,650.86,651.68,651.74,654.17,641.70,621.73,601.04,563.24,
1013.00,622.67,611.98,587.57,541.55,514.66,472.08,623.01,623.79,625.03,622.95,622.28,620.59,613.22,613.39,619.74,531.37,618.51,611.14,621.77,606.81,600.51,563.60,543.41,640.17,634.26,646.86,649.50,635.22,623.18,598.82,573.17,622.28,613.89,587.62,583.35,589.70,593.47,594.99,570.30,568.33,639.49,648.21,651.98,652.82,652.99,641.85,624.81,600.22,564.90,
1014.00,623.21,611.27,584.99,541.54,515.33,474.37,622.35,621.12,622.39,623.69,621.22,616.48,613.72,611.19,618.04,531.71,618.39,608.86,624.32,610.09,600.86,563.50,544.03,640.41,635.49,647.14,649.50,633.20,625.58,601.69,573.77,624.82,614.89,588.22,583.84,586.57,591.76,593.44,570.96,567.64,640.79,647.12,649.90,654.68,650.99,641.56,626.86,596.96,566.11,
1015.00,624.21,610.04,583.76,540.79,514.13,475.10,621.23,619.87,619.22,623.81,619.48,615.28,612.37,608.99,617.38,531.65,616.98,607.62,624.46,609.71,598.42,562.81,542.82,643.08,634.93,648.70,647.76,631.48,624.86,601.72,571.18,624.79,614.23,589.72,582.31,584.81,591.51,592.22,570.06,568.36,641.47,647.11,648.32,656.18,650.40,642.43,627.19,595.69,569.26,
1016.00,624.96,605.83,581.05,540.82,514.50,476.16,620.44,617.81,618.36,622.33,618.62,613.95,609.53,608.57,616.77,532.26,616.88,606.83,624.44,607.98,596.93,561.96,540.30,640.79,633.34,648.43,645.76,628.04,621.77,601.12,568.08,622.33,614.73,590.59,581.05,584.17,592.96,591.03,570.19,567.37,638.27,645.91,648.62,659.45,651.14,642.58,627.63,593.40,570.64,
1017.00,625.57,603.09,579.22,542.52,512.27,474.77,618.99,616.75,618.96,620.12,619.26,613.64,609.73,608.49,614.30,531.28,615.98,604.85,623.45,604.74,595.34,562.64,536.21,637.06,632.10,648.66,645.66,626.04,620.69,601.74,567.73,620.39,615.10,592.86,582.50,585.34,594.05,589.64,569.22,565.97,636.59,647.04,648.69,660.21,652.02,641.36,625.08,594.96,570.13,
1018.00,624.70,601.08,577.79,544.52,511.42,474.05,619.49,616.68,621.52,617.92,619.60,615.24,605.59,606.78,613.73,530.44,614.31,605.77,623.28,604.02,594.72,562.61,535.46,634.09,632.00,648.68,643.14,628.13,615.98,596.13,568.08,616.65,613.81,593.73,581.13,585.15,594.13,591.18,566.80,562.27,634.92,648.34,649.44,658.81,651.52,641.71,621.69,595.54,566.87,
